# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.5634e+04 8.0361e+03
1.0472e-02 2.6020e+04 1.3553e+04
1.4266e-02 3.5076e+04 1.8538e+04
1.8123e-02 3.3079e+04 1.6993e+04
2.2484e-02 3.0353e+04 1.5505e+04
2.6451e-02 3.0244e+04 1.5427e+04
3.0447e-02 2.7180e+04 1.3798e+04
3.4732e-02 2.4844e+04 1.2565e+04
3.8831e-02 2.1996e+04 1.1056e+04
4.2814e-02 1.9951e+04 1.0011e+04
4.6886e-02 1.9752e+04 9.9399e+03
5.0986e-02 1.7945e+04 9.1050e+03
5.5146e-02 1.5378e+04 7.6699e+03
5.9224e-02 1.6655e+04 8.3256e+03
6.3286e-02 1.5179e+04 7.5317e+03
6.7367e-02 1.4429e+04 7.1574e+03
7.1496e-02 1.3238e+04 6.5573e+03
7.5589e-02 1.2955e+04 6.3934e+03
7.9666e-02 1.2380e+04 6.0459e+03
8.3818e-02 1.1287e+04 5.5062e+03
8.7894e-02 1.0319e+04 4.9831e+03
9.1924e-02 9.9842e+03 4.8082e+03
9.6045e-02 9.3901e+03 4.5050e+03
1.0013e-01 8.4194e+03 4.0193e+03
1.0421e-01 7.9565e+03 3.7584e+03
1.0833e-01 7.4773e+03 3.5142e+03
1.1245e-01 7.4925e+03 3.5213e+03
1.1652e-01 7.1662e+03 3.3448e+03
1.2060e-01 6.8512e+03 3.2015e+03
1.2466e-01 6.7477e+03 3.1223e+03
1.2877e-01 6.6555e+03 3.0721e+03
1.3287e-01 6.5169e+03 2.9886e+03
1.3698e-01 6.2411e+03 2.8622e+03
1.4107e-01 5.8765e+03 2.6621e+03
1.4517e-01 5.7671e+03 2.6022e+03
1.4927e-01 5.3445e+03 2.4028e+03
1.5333e-01 5.2232e+03 2.3241e+03
1.5742e-01 5.0181e+03 2.2276e+03
1.6151e-01 4.7898e+03 2.1130e+03
1.6559e-01 4.6161e+03 2.0049e+03
1.6969e-01 4.4533e+03 1.9258e+03
