# Galaxy (HOD) auto- and cross-power spectra.
# Robust average of 9 spectra using sqrt(1+x^2).
# z=0.000
#      k[h/Mpc]           <Phh>        Err[Phh]           <Phm>        Err[Phm]
    1.32870e-01     5.79408e+03     2.47869e+01     4.63226e+03     2.46562e+01
    1.36980e-01     5.57648e+03     2.48991e+01     4.43815e+03     3.03806e+01
    1.41070e-01     5.30047e+03     3.70388e+01     4.21617e+03     3.07682e+01
    1.45170e-01     5.04806e+03     3.47263e+01     4.00712e+03     2.06923e+01
    1.49270e-01     4.81792e+03     1.59540e+01     3.81057e+03     1.43901e+01
    1.53330e-01     4.66056e+03     2.21798e+01     3.66819e+03     1.45076e+01
    1.57420e-01     4.45778e+03     2.28634e+01     3.50227e+03     1.35029e+01
    1.61510e-01     4.27096e+03     1.52035e+01     3.34694e+03     2.00691e+01
    1.65590e-01     4.15888e+03     1.75075e+01     3.25404e+03     7.48361e+00
    1.69690e-01     3.99671e+03     1.49512e+01     3.11449e+03     6.28499e+00
    1.73800e-01     3.87967e+03     1.15132e+01     3.01762e+03     1.36299e+01
    1.77900e-01     3.79185e+03     8.25028e+00     2.93892e+03     6.07426e+00
    1.82000e-01     3.69572e+03     1.27828e+01     2.85792e+03     1.28863e+01
    1.86090e-01     3.60569e+03     1.14673e+01     2.78051e+03     6.56430e+00
    1.90160e-01     3.52269e+03     1.02959e+01     2.70900e+03     7.29483e+00
    1.94240e-01     3.42807e+03     9.80535e+00     2.62717e+03     7.98631e+00
    1.98330e-01     3.32851e+03     9.80849e+00     2.54740e+03     5.55607e+00
    2.02430e-01     3.25051e+03     1.28077e+01     2.48337e+03     8.15787e+00
    2.06520e-01     3.17174e+03     1.24257e+01     2.41803e+03     8.42573e+00
    2.10630e-01     3.08029e+03     1.00705e+01     2.33828e+03     4.57601e+00
    2.14720e-01     2.99447e+03     1.39109e+01     2.26905e+03     9.30066e+00
    2.18830e-01     2.92328e+03     8.63400e+00     2.20589e+03     7.15579e+00
    2.22900e-01     2.84282e+03     7.07391e+00     2.14011e+03     2.46006e+00
    2.26990e-01     2.79997e+03     5.53577e+00     2.10357e+03     3.87652e+00
    2.31080e-01     2.72929e+03     1.10929e+01     2.04748e+03     6.94152e+00
    2.35150e-01     2.67219e+03     8.39053e+00     1.99606e+03     5.53843e+00
    2.39240e-01     2.60807e+03     8.79331e+00     1.94325e+03     5.58364e+00
    2.43340e-01     2.56893e+03     6.73884e+00     1.91378e+03     2.56272e+00
    2.47440e-01     2.50869e+03     6.38863e+00     1.86050e+03     4.92604e+00
    2.51540e-01     2.46307e+03     7.42850e+00     1.82372e+03     8.51129e+00
    2.55610e-01     2.42135e+03     8.04595e+00     1.78730e+03     4.98450e+00
    2.59720e-01     2.38219e+03     2.90967e+00     1.75332e+03     1.46339e+00
    2.63810e-01     2.32681e+03     5.78593e+00     1.71160e+03     1.93904e+00
    2.67900e-01     2.27967e+03     1.00524e+01     1.66814e+03     7.33425e+00
    2.71990e-01     2.24503e+03     3.24681e+00     1.64040e+03     2.19696e+00
    2.76070e-01     2.20757e+03     4.14048e+00     1.60822e+03     5.58821e+00
    2.80170e-01     2.17560e+03     8.85479e+00     1.58188e+03     4.89569e+00
    2.84270e-01     2.13539e+03     4.69007e+00     1.54767e+03     5.68493e+00
    2.88350e-01     2.10379e+03     4.15383e+00     1.52047e+03     3.35069e+00
    2.92430e-01     2.05879e+03     7.54364e+00     1.48489e+03     3.74720e+00
    2.96510e-01     2.03270e+03     6.21038e+00     1.46206e+03     2.96127e+00
    3.00630e-01     1.99957e+03     5.12670e+00     1.43526e+03     3.45128e+00
    3.04730e-01     1.96986e+03     3.84535e+00     1.41095e+03     4.02829e+00
    3.08820e-01     1.94430e+03     3.65425e+00     1.39051e+03     3.16296e+00
    3.12920e-01     1.91703e+03     4.78088e+00     1.36520e+03     3.83954e+00
    3.17000e-01     1.88676e+03     3.72370e+00     1.34120e+03     2.96375e+00
    3.21080e-01     1.86329e+03     4.49354e+00     1.32221e+03     3.37090e+00
    3.25170e-01     1.83613e+03     2.55935e+00     1.29873e+03     1.96343e+00
    3.29250e-01     1.80425e+03     2.50373e+00     1.27339e+03     1.96263e+00
    3.33330e-01     1.78069e+03     2.77217e+00     1.25280e+03     4.64667e+00
    3.37440e-01     1.76858e+03     2.30052e+00     1.24142e+03     5.80041e-01
    3.41540e-01     1.73638e+03     8.08165e+00     1.21469e+03     4.78948e+00
    3.45620e-01     1.72382e+03     3.06396e+00     1.20431e+03     3.29074e+00
    3.49720e-01     1.69623e+03     2.20410e+00     1.18231e+03     1.61708e+00
    3.53820e-01     1.68056e+03     1.36682e+00     1.16600e+03     2.40448e+00
    3.57910e-01     1.65837e+03     2.22785e+00     1.15087e+03     2.55897e+00
    3.61980e-01     1.63632e+03     4.25408e+00     1.13292e+03     1.09284e+00
    3.66070e-01     1.61941e+03     3.24572e+00     1.11864e+03     2.15169e+00
    3.70190e-01     1.60009e+03     2.41909e+00     1.10058e+03     1.32724e+00
    3.74280e-01     1.58273e+03     1.47499e+00     1.08716e+03     1.33522e+00
    3.78360e-01     1.56368e+03     2.85087e+00     1.07197e+03     2.51278e+00
    3.82450e-01     1.54716e+03     2.64668e+00     1.05753e+03     2.46977e+00
    3.86530e-01     1.53305e+03     4.97646e+00     1.04668e+03     2.89631e+00
    3.90620e-01     1.51491e+03     2.77418e+00     1.03085e+03     2.53858e+00
    3.94710e-01     1.49983e+03     4.84882e+00     1.01947e+03     1.73150e+00
    3.98790e-01     1.48772e+03     1.87533e+00     1.00855e+03     3.54640e-01
    4.02900e-01     1.47042e+03     1.32951e+00     9.94651e+02     6.89407e-01
    4.06990e-01     1.45521e+03     2.91590e+00     9.80852e+02     3.80312e+00
    4.11070e-01     1.44234e+03     3.02833e+00     9.71515e+02     2.30227e+00
    4.15170e-01     1.42608e+03     1.05889e+00     9.57979e+02     1.57567e+00
    4.19260e-01     1.41617e+03     2.26043e+00     9.48339e+02     2.23502e+00
    4.23350e-01     1.39791e+03     2.11418e+00     9.33821e+02     2.78244e+00
    4.27450e-01     1.38827e+03     2.62958e+00     9.25720e+02     1.60774e+00
    4.31530e-01     1.37296e+03     1.31924e+00     9.14462e+02     4.69648e-01
    4.35620e-01     1.36404e+03     2.20206e+00     9.06016e+02     2.14146e+00
    4.39720e-01     1.34904e+03     2.01922e+00     8.93023e+02     1.46908e+00
    4.43800e-01     1.33977e+03     1.39932e+00     8.86855e+02     8.94445e-01
    4.47890e-01     1.32911e+03     3.29798e+00     8.76801e+02     1.97171e+00
    4.51980e-01     1.31837e+03     2.91907e+00     8.67486e+02     2.86984e+00
    4.56070e-01     1.30924e+03     1.25547e+00     8.59945e+02     1.79215e+00
    4.60170e-01     1.29945e+03     2.29468e+00     8.51539e+02     1.88205e+00
    4.64260e-01     1.28701e+03     4.01503e+00     8.42261e+02     3.25106e+00
    4.68350e-01     1.27646e+03     1.85845e+00     8.32400e+02     2.02424e+00
    4.72450e-01     1.26605e+03     1.57684e+00     8.23691e+02     1.24348e+00
    4.76540e-01     1.25806e+03     3.36963e+00     8.16796e+02     2.53308e+00
    4.80630e-01     1.24545e+03     1.80260e+00     8.08113e+02     2.43107e+00
    4.84720e-01     1.23384e+03     1.40238e+00     7.98751e+02     2.23297e+00
    4.88790e-01     1.22703e+03     2.41880e+00     7.91900e+02     2.05882e+00
    4.92890e-01     1.22187e+03     1.25673e+00     7.86236e+02     2.02244e+00
    4.96980e-01     1.21189e+03     1.38760e+00     7.79384e+02     1.15626e+00
    5.01070e-01     1.20315e+03     1.67633e+00     7.71240e+02     1.84540e+00
    5.05170e-01     1.19498e+03     2.09915e+00     7.64468e+02     9.80565e-01
    5.09270e-01     1.18823e+03     2.15661e+00     7.58439e+02     1.94749e+00
    5.13370e-01     1.17822e+03     1.25705e+00     7.51696e+02     1.12625e+00
    5.17440e-01     1.17356e+03     7.53622e-01     7.46293e+02     6.60529e-01
    5.21520e-01     1.16375e+03     1.53641e+00     7.38669e+02     1.31235e+00
    5.25610e-01     1.15499e+03     3.73781e+00     7.30881e+02     3.03641e+00
    5.29710e-01     1.14820e+03     2.08590e+00     7.25339e+02     6.83327e-01
    5.33800e-01     1.13960e+03     2.90500e+00     7.18187e+02     2.73775e+00
    5.37890e-01     1.13581e+03     1.08200e+00     7.14329e+02     8.87275e-01
    5.41990e-01     1.12772e+03     1.59176e+00     7.07224e+02     1.52364e+00
    5.46090e-01     1.11943e+03     2.47262e+00     7.01266e+02     2.04856e+00
    5.50170e-01     1.11549e+03     1.17922e+00     6.97174e+02     1.04720e+00
    5.54250e-01     1.10622e+03     2.48915e+00     6.89820e+02     1.36367e+00
    5.58350e-01     1.10203e+03     1.40291e+00     6.85836e+02     1.08724e+00
    5.62440e-01     1.09407e+03     2.27373e+00     6.79244e+02     1.51092e+00
    5.66530e-01     1.08872e+03     9.14923e-01     6.75086e+02     5.81976e-01
    5.70620e-01     1.08157e+03     2.18539e+00     6.68897e+02     1.42410e+00
    5.74710e-01     1.07586e+03     2.13488e+00     6.64150e+02     1.98337e+00
    5.78800e-01     1.07159e+03     1.28097e+00     6.60624e+02     8.02983e-01
    5.82880e-01     1.06326e+03     1.78749e+00     6.53715e+02     2.24678e+00
    5.86980e-01     1.05859e+03     1.93684e+00     6.49861e+02     1.62081e+00
    5.91070e-01     1.05438e+03     1.61141e+00     6.45766e+02     9.75445e-01
    5.95170e-01     1.04821e+03     1.74608e+00     6.40501e+02     1.30784e+00
    5.99260e-01     1.04389e+03     1.22972e+00     6.36261e+02     1.15961e+00
    6.03350e-01     1.03712e+03     3.12906e+00     6.31049e+02     2.49644e+00
    6.07450e-01     1.03290e+03     1.23776e+00     6.27120e+02     1.52558e+00
    6.11540e-01     1.02693e+03     2.25903e+00     6.22844e+02     1.82943e+00
    6.15620e-01     1.01996e+03     2.50551e+00     6.17008e+02     1.76744e+00
    6.19700e-01     1.01617e+03     1.91671e+00     6.13522e+02     1.75856e+00
    6.23790e-01     1.01128e+03     1.61679e+00     6.09636e+02     1.50889e+00
    6.27890e-01     1.00678e+03     1.96394e+00     6.06103e+02     8.28402e-01
    6.31990e-01     1.00253e+03     1.11359e+00     6.01282e+02     1.29434e+00
    6.36070e-01     9.98181e+02     1.99718e+00     5.97719e+02     1.52894e+00
    6.40160e-01     9.91129e+02     3.14803e+00     5.92365e+02     1.76046e+00
    6.44240e-01     9.89383e+02     6.47043e-01     5.89608e+02     9.48068e-01
    6.48340e-01     9.83119e+02     7.32962e-01     5.85542e+02     1.09192e+00
    6.52430e-01     9.80324e+02     8.82570e-01     5.82806e+02     9.73221e-01
    6.56510e-01     9.75470e+02     1.50094e+00     5.78576e+02     6.34935e-01
    6.60610e-01     9.73547e+02     9.88725e-01     5.75812e+02     1.22485e+00
    6.64710e-01     9.67061e+02     1.73970e+00     5.70768e+02     1.35293e+00
    6.68800e-01     9.62864e+02     2.02431e+00     5.67573e+02     2.41674e+00
    6.72890e-01     9.59574e+02     1.84379e+00     5.63809e+02     1.53440e+00
    6.76980e-01     9.54765e+02     1.61705e+00     5.60595e+02     1.12862e+00
    6.81070e-01     9.50623e+02     1.39183e+00     5.56706e+02     1.01860e+00
    6.85160e-01     9.48646e+02     1.85995e+00     5.54117e+02     1.90266e+00
    6.89250e-01     9.44490e+02     1.19818e+00     5.51001e+02     8.86608e-01
    6.93340e-01     9.39386e+02     1.76372e+00     5.47048e+02     1.17803e+00
    6.97430e-01     9.33455e+02     6.50919e-01     5.42008e+02     5.86923e-01
    7.01530e-01     9.32167e+02     1.44732e+00     5.40179e+02     1.50631e+00
    7.05620e-01     9.28402e+02     1.09472e+00     5.37512e+02     1.25824e+00
    7.09710e-01     9.25157e+02     1.70514e+00     5.34342e+02     1.49004e+00
    7.13800e-01     9.20587e+02     2.14150e+00     5.30615e+02     1.90729e+00
    7.17890e-01     9.18773e+02     9.75852e-01     5.28367e+02     9.54762e-01
    7.21980e-01     9.15182e+02     5.81556e-01     5.25558e+02     7.03575e-01
    7.26060e-01     9.11010e+02     1.30485e+00     5.22045e+02     8.04408e-01
    7.30150e-01     9.08178e+02     1.66098e+00     5.18837e+02     5.85498e-01
    7.34240e-01     9.04679e+02     1.33955e+00     5.16416e+02     1.54075e+00
    7.38340e-01     9.01328e+02     1.31905e+00     5.13766e+02     1.05005e+00
    7.42430e-01     8.97808e+02     4.25632e-01     5.10317e+02     4.91582e-01
    7.46510e-01     8.96008e+02     1.12282e+00     5.08285e+02     1.41402e+00
    7.50610e-01     8.91968e+02     8.68821e-01     5.04979e+02     1.15343e+00
    7.54710e-01     8.88795e+02     7.97141e-01     5.02458e+02     1.01246e+00
    7.58790e-01     8.85258e+02     1.74661e+00     4.99642e+02     1.21732e+00
    7.62890e-01     8.82830e+02     1.14717e+00     4.96879e+02     1.10867e+00
    7.66990e-01     8.79166e+02     2.58950e+00     4.93816e+02     1.18692e+00
    7.71070e-01     8.77941e+02     8.70694e-01     4.91945e+02     8.00998e-01
    7.75150e-01     8.75223e+02     1.95273e+00     4.90070e+02     1.09184e+00
    7.79240e-01     8.71922e+02     8.16142e-01     4.87125e+02     9.39399e-01
    7.83340e-01     8.68901e+02     1.36744e+00     4.84563e+02     1.01151e+00
    7.87430e-01     8.65467e+02     1.41916e+00     4.81348e+02     1.52708e+00
    7.91510e-01     8.61899e+02     1.18492e+00     4.78629e+02     5.42255e-01
    7.95610e-01     8.59563e+02     9.23887e-01     4.76821e+02     8.15319e-01
    7.99700e-01     8.56765e+02     1.16866e+00     4.74038e+02     5.84536e-01
    8.03800e-01     8.54009e+02     1.01816e+00     4.71663e+02     6.04653e-01
    8.07880e-01     8.52181e+02     1.09929e+00     4.69640e+02     1.25458e+00
    8.11960e-01     8.49474e+02     7.63132e-01     4.67631e+02     8.81852e-01
    8.16060e-01     8.46689e+02     9.72458e-01     4.64743e+02     5.58882e-01
    8.20150e-01     8.45176e+02     9.56822e-01     4.63052e+02     1.11551e+00
    8.24240e-01     8.42463e+02     1.06696e+00     4.60379e+02     1.05188e+00
    8.28330e-01     8.38923e+02     1.43633e+00     4.58229e+02     1.27899e+00
    8.32430e-01     8.37250e+02     4.08218e-01     4.56090e+02     6.13120e-01
    8.36520e-01     8.33234e+02     1.38376e+00     4.52825e+02     8.59260e-01
    8.40610e-01     8.31024e+02     1.11658e+00     4.51299e+02     1.04706e+00
    8.44700e-01     8.28828e+02     7.15192e-01     4.48174e+02     2.39225e-01
    8.48790e-01     8.26938e+02     1.64472e+00     4.46907e+02     1.52999e+00
    8.52880e-01     8.25660e+02     7.43319e-01     4.45644e+02     6.00274e-01
    8.56970e-01     8.22895e+02     1.11076e+00     4.43149e+02     8.81022e-01
    8.61060e-01     8.20329e+02     6.84765e-01     4.41196e+02     8.17229e-01
    8.65150e-01     8.18307e+02     1.45431e+00     4.39020e+02     1.45183e+00
    8.69230e-01     8.16669e+02     1.81632e+00     4.37264e+02     1.43984e+00
    8.73330e-01     8.12811e+02     1.73239e+00     4.34305e+02     1.35442e+00
    8.77430e-01     8.11384e+02     1.21685e+00     4.32791e+02     1.02697e+00
    8.81510e-01     8.08666e+02     1.35078e+00     4.30619e+02     5.07592e-01
    8.85600e-01     8.06022e+02     8.21668e-01     4.28179e+02     5.28413e-01
    8.89690e-01     8.04912e+02     8.63743e-01     4.26974e+02     2.15295e-01
    8.93780e-01     8.02323e+02     1.03803e+00     4.24272e+02     6.79621e-01
    8.97880e-01     8.00581e+02     8.29901e-01     4.23096e+02     8.41545e-01
    9.01960e-01     7.98295e+02     8.78473e-01     4.20506e+02     8.55359e-01
    9.06050e-01     7.97119e+02     1.12723e+00     4.19142e+02     8.97822e-01
    9.10150e-01     7.93145e+02     1.63205e+00     4.16261e+02     1.40653e+00
    9.14240e-01     7.91687e+02     8.88480e-01     4.14559e+02     7.23613e-01
    9.18330e-01     7.89542e+02     2.05669e+00     4.13144e+02     1.28027e+00
    9.22420e-01     7.89009e+02     1.12945e+00     4.12118e+02     8.11621e-01
    9.26510e-01     7.86984e+02     8.83976e-01     4.09886e+02     7.22569e-01
    9.30600e-01     7.84515e+02     1.45270e+00     4.08138e+02     8.56873e-01
    9.34690e-01     7.82920e+02     5.54261e-01     4.06186e+02     6.59792e-01
    9.38790e-01     7.80515e+02     1.76113e+00     4.04269e+02     1.09713e+00
    9.42870e-01     7.78992e+02     1.95296e+00     4.02997e+02     1.45829e+00
    9.46960e-01     7.77416e+02     1.20766e+00     4.01051e+02     7.28651e-01
    9.51050e-01     7.75273e+02     1.08855e+00     3.98793e+02     6.27157e-01
    9.55150e-01     7.73602e+02     1.30312e+00     3.97248e+02     1.06038e+00
    9.59240e-01     7.71102e+02     9.00920e-01     3.95437e+02     5.96482e-01
    9.63330e-01     7.69689e+02     8.85084e-01     3.93963e+02     9.89983e-01
    9.67420e-01     7.67383e+02     4.71582e-01     3.91958e+02     8.08279e-01
    9.71510e-01     7.65436e+02     1.44077e+00     3.90157e+02     7.95020e-01
    9.75590e-01     7.64500e+02     1.30624e+00     3.89089e+02     9.97416e-01
    9.79680e-01     7.62123e+02     1.82272e+00     3.87015e+02     1.24892e+00
    9.83770e-01     7.60387e+02     1.22132e+00     3.85412e+02     9.64171e-01
    9.87870e-01     7.58829e+02     8.22828e-01     3.83636e+02     7.65520e-01
    9.91960e-01     7.56859e+02     1.01394e+00     3.82146e+02     7.00785e-01
    9.96050e-01     7.55663e+02     8.12645e-01     3.80665e+02     6.18374e-01
    1.00020e+00     7.54016e+02     9.99200e-01     3.79215e+02     9.23183e-01
    1.00420e+00     7.51973e+02     1.43783e+00     3.77287e+02     9.28626e-01
    1.00830e+00     7.49910e+02     9.91775e-01     3.75475e+02     9.58792e-01
    1.01240e+00     7.48734e+02     1.08118e+00     3.74245e+02     1.07266e+00
    1.01650e+00     7.47139e+02     1.42540e+00     3.72893e+02     8.07179e-01
    1.02060e+00     7.45287e+02     1.40340e+00     3.71072e+02     8.55376e-01
    1.02470e+00     7.43889e+02     1.85928e+00     3.69929e+02     5.32637e-01
    1.02880e+00     7.41841e+02     1.51390e+00     3.67915e+02     7.68787e-01
    1.03290e+00     7.40108e+02     1.39358e+00     3.66621e+02     9.63362e-01
    1.03700e+00     7.39263e+02     1.48851e+00     3.65206e+02     8.78180e-01
    1.04100e+00     7.37117e+02     9.77085e-01     3.63769e+02     7.83245e-01
    1.04510e+00     7.35558e+02     3.84249e-01     3.62066e+02     4.38774e-01
    1.04920e+00     7.34556e+02     1.88061e+00     3.60756e+02     1.15838e+00
    1.05330e+00     7.31825e+02     7.99653e-01     3.58840e+02     6.00146e-01
    1.05740e+00     7.31641e+02     1.28716e+00     3.57982e+02     6.89628e-01
    1.06150e+00     7.28833e+02     8.45139e-01     3.56188e+02     6.80330e-01
    1.06560e+00     7.28230e+02     9.95792e-01     3.54890e+02     8.38799e-01
    1.06970e+00     7.25766e+02     8.34117e-01     3.53038e+02     5.88795e-01
    1.07380e+00     7.26008e+02     6.96869e-01     3.52817e+02     2.61337e-01
    1.07790e+00     7.23136e+02     1.12139e+00     3.50507e+02     6.87891e-01
    1.08200e+00     7.22674e+02     1.82953e+00     3.49561e+02     8.89143e-01
    1.08600e+00     7.20692e+02     1.44165e+00     3.48045e+02     5.36260e-01
    1.09010e+00     7.18757e+02     1.06798e+00     3.46531e+02     6.78026e-01
    1.09420e+00     7.17321e+02     1.42791e+00     3.44969e+02     7.52923e-01
    1.09830e+00     7.16451e+02     8.28117e-01     3.43814e+02     5.07917e-01
    1.10240e+00     7.14375e+02     1.08995e+00     3.42210e+02     8.08030e-01
    1.10650e+00     7.13308e+02     1.92409e+00     3.41028e+02     1.06140e+00
    1.11060e+00     7.12007e+02     9.52784e-01     3.39780e+02     6.40874e-01
    1.11470e+00     7.10341e+02     1.42396e+00     3.38423e+02     1.04433e+00
    1.11880e+00     7.09063e+02     1.20434e+00     3.36947e+02     6.27077e-01
    1.12290e+00     7.08123e+02     1.20771e+00     3.35851e+02     6.61058e-01
    1.12700e+00     7.06714e+02     1.00991e+00     3.34462e+02     4.50325e-01
    1.13100e+00     7.05310e+02     1.32828e+00     3.33178e+02     7.92472e-01
    1.13510e+00     7.02994e+02     1.33570e+00     3.31654e+02     8.27930e-01
    1.13920e+00     7.01988e+02     1.25405e+00     3.30306e+02     3.47992e-01
    1.14330e+00     7.00919e+02     1.38975e+00     3.29416e+02     7.71206e-01
    1.14740e+00     6.99894e+02     1.67369e+00     3.28229e+02     7.32164e-01
    1.15150e+00     6.97210e+02     8.86612e-01     3.26198e+02     4.87021e-01
    1.15560e+00     6.97304e+02     4.96224e-01     3.25517e+02     7.21879e-01
    1.15970e+00     6.95591e+02     1.04485e+00     3.24159e+02     6.29236e-01
    1.16380e+00     6.93615e+02     5.95356e-01     3.22570e+02     6.30608e-01
    1.16790e+00     6.92256e+02     1.23945e+00     3.21430e+02     1.00783e+00
    1.17190e+00     6.90965e+02     8.12751e-01     3.20263e+02     6.36203e-01
    1.17600e+00     6.90076e+02     7.05538e-01     3.19220e+02     7.42201e-01
    1.18010e+00     6.88372e+02     1.20780e+00     3.17764e+02     7.38806e-01
    1.18420e+00     6.86810e+02     9.81314e-01     3.16617e+02     8.67402e-01
    1.18830e+00     6.85924e+02     1.12997e+00     3.14997e+02     3.49651e-01
    1.19240e+00     6.84795e+02     9.56357e-01     3.14153e+02     5.72867e-01
    1.19650e+00     6.82664e+02     8.99904e-01     3.12596e+02     4.35684e-01
    1.20060e+00     6.82436e+02     1.20067e+00     3.11940e+02     8.50078e-01
    1.20470e+00     6.80596e+02     3.53635e-01     3.10478e+02     3.47865e-01
    1.20880e+00     6.79659e+02     1.34289e+00     3.09328e+02     8.18963e-01
    1.21290e+00     6.78590e+02     7.41771e-01     3.08315e+02     4.48884e-01
    1.21690e+00     6.76710e+02     8.45882e-01     3.06904e+02     6.30393e-01
    1.22100e+00     6.75428e+02     1.21328e+00     3.05591e+02     6.61450e-01
    1.22510e+00     6.74871e+02     6.71091e-01     3.04771e+02     3.31555e-01
    1.22920e+00     6.73575e+02     7.95471e-01     3.03962e+02     9.18701e-01
    1.23330e+00     6.72493e+02     9.24187e-01     3.02253e+02     5.80527e-01
    1.23740e+00     6.70848e+02     1.22322e+00     3.01255e+02     1.14494e+00
    1.24150e+00     6.69112e+02     5.75996e-01     2.99977e+02     5.76375e-01
    1.24560e+00     6.68327e+02     9.25971e-01     2.99000e+02     7.38154e-01
    1.24970e+00     6.67628e+02     9.91979e-01     2.97992e+02     7.12703e-01
    1.25380e+00     6.65770e+02     1.28134e+00     2.96489e+02     6.42344e-01
    1.25790e+00     6.64521e+02     8.95543e-01     2.95457e+02     6.39222e-01
    1.26190e+00     6.63445e+02     8.45446e-01     2.94368e+02     4.90409e-01
    1.26600e+00     6.62158e+02     1.16956e+00     2.93199e+02     4.96567e-01
    1.27010e+00     6.61056e+02     1.20921e+00     2.92049e+02     5.23990e-01
    1.27420e+00     6.59897e+02     1.03175e+00     2.91220e+02     6.13202e-01
    1.27830e+00     6.58723e+02     1.14520e+00     2.90093e+02     6.39746e-01
    1.28240e+00     6.57900e+02     1.30094e+00     2.89124e+02     6.44444e-01
    1.28650e+00     6.57036e+02     1.42359e+00     2.88226e+02     8.35651e-01
    1.29060e+00     6.56092e+02     1.08239e+00     2.87265e+02     6.37750e-01
    1.29470e+00     6.53892e+02     7.90891e-01     2.85850e+02     5.17360e-01
    1.29880e+00     6.52532e+02     1.22692e+00     2.84497e+02     7.50322e-01
    1.30290e+00     6.52291e+02     1.16581e+00     2.84038e+02     7.47357e-01
    1.30690e+00     6.50486e+02     1.06582e+00     2.82462e+02     7.98687e-01
    1.31100e+00     6.49467e+02     1.37405e+00     2.81378e+02     5.99187e-01
    1.31510e+00     6.48846e+02     1.13449e+00     2.80725e+02     5.35975e-01
    1.31920e+00     6.47557e+02     7.54348e-01     2.79647e+02     6.38489e-01
    1.32330e+00     6.46241e+02     1.44534e+00     2.78324e+02     6.08530e-01
    1.32740e+00     6.45101e+02     1.29700e+00     2.77450e+02     8.65004e-01
    1.33150e+00     6.43755e+02     9.81501e-01     2.76156e+02     3.43311e-01
    1.33560e+00     6.43155e+02     1.35010e+00     2.75392e+02     6.13875e-01
    1.33970e+00     6.41340e+02     6.71816e-01     2.73846e+02     5.08683e-01
    1.34380e+00     6.40778e+02     1.10188e+00     2.73543e+02     5.16399e-01
    1.34790e+00     6.38987e+02     1.02462e+00     2.72285e+02     4.96860e-01
    1.35190e+00     6.38213e+02     1.84076e+00     2.71086e+02     6.96631e-01
    1.35600e+00     6.37258e+02     8.98787e-01     2.70249e+02     3.36822e-01
    1.36010e+00     6.35985e+02     3.33754e-01     2.69243e+02     4.68743e-01
    1.36420e+00     6.35525e+02     9.08076e-01     2.68577e+02     5.99089e-01
    1.36830e+00     6.33913e+02     1.04723e+00     2.67441e+02     5.97823e-01
    1.37240e+00     6.32873e+02     8.27182e-01     2.66252e+02     5.41513e-01
    1.37650e+00     6.31580e+02     1.24509e+00     2.65318e+02     7.50394e-01
