# Real space h-h auto- and h-m cross-spectra.
# z=2.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.10666e+04     4.65545e+03
    1.04717e-02     2.50098e+04     1.12198e+04
    1.42665e-02     2.48908e+04     1.05467e+04
    1.81228e-02     2.33648e+04     1.01105e+04
    2.24845e-02     2.42311e+04     1.04343e+04
    2.64508e-02     1.81867e+04     7.75453e+03
    3.04474e-02     1.87559e+04     7.96264e+03
    3.47320e-02     1.56869e+04     6.59775e+03
    3.88308e-02     1.41739e+04     6.01137e+03
    4.28140e-02     1.36439e+04     5.77362e+03
    4.68856e-02     1.25360e+04     5.28776e+03
    5.09858e-02     1.22617e+04     5.08574e+03
    5.51458e-02     1.11970e+04     4.66128e+03
    5.92243e-02     1.03927e+04     4.25760e+03
    6.32864e-02     1.03682e+04     4.28769e+03
    6.73674e-02     9.77955e+03     4.05389e+03
    7.14960e-02     9.42492e+03     3.84674e+03
    7.55894e-02     8.90767e+03     3.61884e+03
    7.96660e-02     8.10419e+03     3.27226e+03
    8.38183e-02     7.54058e+03     3.04618e+03
    8.78941e-02     7.05991e+03     2.81643e+03
    9.19238e-02     6.70337e+03     2.66606e+03
    9.60446e-02     6.11147e+03     2.41722e+03
    1.00128e-01     5.68980e+03     2.22683e+03
    1.04209e-01     5.49170e+03     2.12942e+03
    1.08333e-01     5.21517e+03     2.00933e+03
    1.12448e-01     4.94426e+03     1.89337e+03
    1.16521e-01     4.89040e+03     1.86722e+03
    1.20596e-01     4.92068e+03     1.86329e+03
    1.24665e-01     4.57886e+03     1.73698e+03
    1.28771e-01     4.57239e+03     1.71712e+03
    1.32874e-01     4.48274e+03     1.67679e+03
    1.36975e-01     4.18745e+03     1.54449e+03
    1.41075e-01     4.09148e+03     1.50533e+03
    1.45172e-01     3.85634e+03     1.40533e+03
    1.49268e-01     3.68365e+03     1.33290e+03
    1.53330e-01     3.58968e+03     1.28026e+03
    1.57416e-01     3.37362e+03     1.18994e+03
    1.61514e-01     3.23234e+03     1.13990e+03
    1.65592e-01     3.17799e+03     1.10827e+03
    1.69693e-01     3.03789e+03     1.05246e+03
    1.73803e-01     2.96507e+03     1.01087e+03
    1.77905e-01     2.95368e+03     1.00263e+03
    1.82001e-01     2.82377e+03     9.53586e+02
    1.86092e-01     2.77829e+03     9.38049e+02
    1.90161e-01     2.75213e+03     9.19192e+02
    1.94237e-01     2.71727e+03     9.06326e+02
    1.98334e-01     2.65970e+03     8.70913e+02
    2.02427e-01     2.53914e+03     8.34382e+02
    2.06523e-01     2.48047e+03     8.07624e+02
    2.10626e-01     2.43711e+03     7.82451e+02
    2.14724e-01     2.33049e+03     7.45304e+02
    2.18827e-01     2.26222e+03     7.12399e+02
    2.22903e-01     2.21741e+03     6.88110e+02
    2.26990e-01     2.19188e+03     6.77156e+02
    2.31084e-01     2.11803e+03     6.47231e+02
    2.35153e-01     2.07466e+03     6.30579e+02
    2.39244e-01     2.06380e+03     6.22996e+02
    2.43338e-01     2.01044e+03     6.00145e+02
    2.47445e-01     1.97896e+03     5.87922e+02
    2.51539e-01     1.95726e+03     5.79703e+02
    2.55609e-01     1.94417e+03     5.68450e+02
    2.59718e-01     1.88861e+03     5.50418e+02
    2.63814e-01     1.85581e+03     5.35159e+02
    2.67904e-01     1.82921e+03     5.21330e+02
    2.71993e-01     1.83200e+03     5.22326e+02
    2.76068e-01     1.76252e+03     4.92717e+02
    2.80171e-01     1.73679e+03     4.83598e+02
    2.84268e-01     1.70786e+03     4.68797e+02
    2.88346e-01     1.68125e+03     4.58166e+02
    2.92426e-01     1.65954e+03     4.48789e+02
    2.96514e-01     1.63009e+03     4.35913e+02
    3.00627e-01     1.60060e+03     4.26406e+02
    3.04729e-01     1.56587e+03     4.12860e+02
    3.08821e-01     1.56973e+03     4.13355e+02
    3.12919e-01     1.53674e+03     3.98044e+02
    3.16999e-01     1.51794e+03     3.91511e+02
    3.21078e-01     1.50617e+03     3.86306e+02
    3.25167e-01     1.49801e+03     3.80665e+02
    3.29247e-01     1.46764e+03     3.70299e+02
    3.33333e-01     1.44834e+03     3.63037e+02
    3.37443e-01     1.43325e+03     3.56414e+02
    3.41545e-01     1.42061e+03     3.49766e+02
    3.45625e-01     1.40179e+03     3.41931e+02
    3.49715e-01     1.39271e+03     3.38955e+02
    3.53817e-01     1.36499e+03     3.27151e+02
    3.57906e-01     1.35133e+03     3.21895e+02
    3.61975e-01     1.34014e+03     3.17251e+02
    3.66071e-01     1.32409e+03     3.09083e+02
    3.70189e-01     1.31295e+03     3.04198e+02
    3.74277e-01     1.29510e+03     2.99233e+02
    3.78356e-01     1.28418e+03     2.94001e+02
    3.82448e-01     1.27263e+03     2.90282e+02
    3.86535e-01     1.26585e+03     2.87056e+02
    3.90624e-01     1.24972e+03     2.80430e+02
    3.94706e-01     1.23268e+03     2.75044e+02
    3.98794e-01     1.22573e+03     2.69583e+02
    4.02896e-01     1.22033e+03     2.66899e+02
    4.06986e-01     1.20830e+03     2.61985e+02
    4.11069e-01     1.19239e+03     2.56207e+02
    4.15170e-01     1.17837e+03     2.51312e+02
    4.19263e-01     1.17655e+03     2.48408e+02
    4.23353e-01     1.16206e+03     2.43714e+02
    4.27447e-01     1.15611e+03     2.40958e+02
    4.31534e-01     1.14611e+03     2.37219e+02
    4.35624e-01     1.13153e+03     2.32124e+02
    4.39718e-01     1.12853e+03     2.30588e+02
    4.43804e-01     1.12133e+03     2.27415e+02
    4.47892e-01     1.10689e+03     2.23123e+02
    4.51977e-01     1.09895e+03     2.19585e+02
    4.56067e-01     1.09216e+03     2.16886e+02
    4.60165e-01     1.08845e+03     2.13828e+02
    4.64260e-01     1.08271e+03     2.12314e+02
    4.68355e-01     1.07729e+03     2.08011e+02
    4.72450e-01     1.06300e+03     2.04460e+02
    4.76540e-01     1.05562e+03     2.01240e+02
    4.80633e-01     1.05239e+03     1.99981e+02
    4.84718e-01     1.04142e+03     1.96279e+02
    4.88794e-01     1.03927e+03     1.95029e+02
    4.92888e-01     1.03255e+03     1.92635e+02
    4.96984e-01     1.02807e+03     1.90089e+02
    5.01073e-01     1.01721e+03     1.86296e+02
    5.05169e-01     1.00783e+03     1.84185e+02
    5.09268e-01     1.00688e+03     1.81924e+02
    5.13369e-01     1.00451e+03     1.79612e+02
    5.17441e-01     9.95392e+02     1.77514e+02
    5.21516e-01     9.90197e+02     1.75208e+02
    5.25611e-01     9.81001e+02     1.72271e+02
    5.29706e-01     9.79074e+02     1.70812e+02
    5.33801e-01     9.69837e+02     1.68841e+02
    5.37888e-01     9.68928e+02     1.66961e+02
    5.41985e-01     9.58156e+02     1.65007e+02
    5.46091e-01     9.57554e+02     1.62916e+02
    5.50174e-01     9.49892e+02     1.61085e+02
    5.54252e-01     9.44577e+02     1.58150e+02
    5.58346e-01     9.40441e+02     1.56709e+02
    5.62439e-01     9.37473e+02     1.55754e+02
    5.66527e-01     9.28605e+02     1.53405e+02
    5.70616e-01     9.30357e+02     1.52628e+02
    5.74707e-01     9.24880e+02     1.50900e+02
    5.78798e-01     9.23932e+02     1.49286e+02
    5.82883e-01     9.12248e+02     1.46773e+02
    5.86977e-01     9.10106e+02     1.45827e+02
    5.91070e-01     9.03039e+02     1.43145e+02
    5.95166e-01     9.01901e+02     1.42247e+02
    5.99260e-01     8.98107e+02     1.40547e+02
    6.03349e-01     8.97992e+02     1.39935e+02
