# Real space h-h auto- and h-m cross-spectra.
# z=0.500, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     7.51045e+03     7.06409e+03
    1.04717e-02     1.96198e+04     1.81869e+04
    1.42665e-02     1.65463e+04     1.55778e+04
    1.81228e-02     1.63748e+04     1.54165e+04
    2.24845e-02     1.63634e+04     1.55948e+04
    2.64508e-02     1.23696e+04     1.15694e+04
    3.04474e-02     1.26224e+04     1.18778e+04
    3.47320e-02     1.04649e+04     9.71598e+03
    3.88308e-02     9.75204e+03     8.99872e+03
    4.28140e-02     9.43095e+03     8.65430e+03
    4.68856e-02     8.72838e+03     7.95839e+03
    5.09858e-02     8.27302e+03     7.48870e+03
    5.51458e-02     7.58194e+03     6.89005e+03
    5.92243e-02     6.86226e+03     6.20984e+03
    6.32864e-02     7.07882e+03     6.30926e+03
    6.73674e-02     6.64306e+03     5.94700e+03
    7.14960e-02     6.35927e+03     5.64313e+03
    7.55894e-02     5.96919e+03     5.27956e+03
    7.96660e-02     5.46557e+03     4.78459e+03
    8.38183e-02     5.12324e+03     4.45963e+03
    8.78941e-02     4.85642e+03     4.13963e+03
    9.19238e-02     4.50138e+03     3.85687e+03
    9.60446e-02     4.11821e+03     3.51182e+03
    1.00128e-01     3.88333e+03     3.25927e+03
    1.04209e-01     3.73067e+03     3.10533e+03
    1.08333e-01     3.51856e+03     2.92662e+03
    1.12448e-01     3.36225e+03     2.77133e+03
    1.16521e-01     3.29795e+03     2.70862e+03
    1.20596e-01     3.22772e+03     2.66167e+03
    1.24665e-01     3.08448e+03     2.50776e+03
    1.28771e-01     3.04745e+03     2.45159e+03
    1.32874e-01     2.96124e+03     2.39701e+03
    1.36975e-01     2.72166e+03     2.17196e+03
    1.41075e-01     2.75281e+03     2.17764e+03
    1.45172e-01     2.56718e+03     2.01200e+03
    1.49268e-01     2.48095e+03     1.93073e+03
    1.53330e-01     2.37431e+03     1.83307e+03
    1.57416e-01     2.24553e+03     1.69634e+03
    1.61514e-01     2.19321e+03     1.65575e+03
    1.65592e-01     2.10820e+03     1.58813e+03
    1.69693e-01     2.06146e+03     1.53103e+03
    1.73803e-01     1.97806e+03     1.46336e+03
    1.77905e-01     1.93400e+03     1.41673e+03
    1.82001e-01     1.88673e+03     1.37310e+03
    1.86092e-01     1.86138e+03     1.34727e+03
    1.90161e-01     1.81716e+03     1.30358e+03
    1.94237e-01     1.79251e+03     1.28922e+03
    1.98334e-01     1.73631e+03     1.22452e+03
    2.02427e-01     1.68792e+03     1.18088e+03
    2.06523e-01     1.63708e+03     1.14418e+03
    2.10626e-01     1.60932e+03     1.10829e+03
    2.14724e-01     1.55577e+03     1.06683e+03
    2.18827e-01     1.51475e+03     1.02319e+03
    2.22903e-01     1.49307e+03     9.94634e+02
    2.26990e-01     1.45625e+03     9.72392e+02
    2.31084e-01     1.41205e+03     9.27773e+02
