# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.2892e+04 1.3043e+04
1.0472e-02 3.3553e+04 1.7831e+04
1.4266e-02 2.4492e+04 1.3444e+04
1.8123e-02 3.6610e+04 1.9507e+04
2.2484e-02 3.2566e+04 1.7072e+04
2.6451e-02 2.8614e+04 1.4980e+04
3.0447e-02 2.8919e+04 1.4799e+04
3.4732e-02 2.3214e+04 1.1901e+04
3.8831e-02 2.2971e+04 1.1659e+04
4.2814e-02 1.8916e+04 9.5781e+03
4.6886e-02 1.8075e+04 9.1406e+03
5.0986e-02 1.8765e+04 9.3688e+03
5.5146e-02 1.6886e+04 8.4527e+03
5.9224e-02 1.5806e+04 7.8946e+03
6.3286e-02 1.4626e+04 7.2938e+03
6.7367e-02 1.4183e+04 7.0353e+03
7.1496e-02 1.3643e+04 6.7419e+03
7.5589e-02 1.3441e+04 6.6080e+03
7.9666e-02 1.1829e+04 5.7845e+03
8.3818e-02 1.0980e+04 5.3804e+03
8.7894e-02 1.0205e+04 4.9379e+03
9.1924e-02 9.7446e+03 4.7058e+03
9.6045e-02 9.1401e+03 4.3929e+03
1.0013e-01 8.3026e+03 3.9492e+03
1.0421e-01 7.9085e+03 3.7465e+03
1.0833e-01 7.9223e+03 3.7348e+03
1.1245e-01 7.5322e+03 3.5366e+03
1.1652e-01 7.2910e+03 3.4095e+03
1.2060e-01 6.9308e+03 3.2356e+03
1.2466e-01 6.8356e+03 3.1567e+03
1.2877e-01 6.6303e+03 3.0570e+03
1.3287e-01 6.3056e+03 2.8912e+03
1.3698e-01 6.2597e+03 2.8792e+03
1.4107e-01 6.0008e+03 2.7352e+03
1.4517e-01 5.6249e+03 2.5415e+03
1.4927e-01 5.4681e+03 2.4525e+03
1.5333e-01 5.2348e+03 2.3336e+03
1.5742e-01 4.9623e+03 2.1945e+03
1.6151e-01 4.7027e+03 2.0729e+03
1.6559e-01 4.5964e+03 2.0120e+03
1.6969e-01 4.4691e+03 1.9424e+03
1.7380e-01 4.3793e+03 1.8872e+03
1.7790e-01 4.2939e+03 1.8456e+03
1.8200e-01 4.2056e+03 1.8057e+03
1.8609e-01 4.0760e+03 1.7467e+03
1.9016e-01 4.0155e+03 1.7048e+03
1.9424e-01 3.9087e+03 1.6528e+03
1.9833e-01 3.8029e+03 1.6028e+03
2.0243e-01 3.7422e+03 1.5604e+03
2.0652e-01 3.6044e+03 1.4943e+03
2.1063e-01 3.4900e+03 1.4386e+03
2.1472e-01 3.4633e+03 1.4153e+03
2.1883e-01 3.3639e+03 1.3622e+03
2.2290e-01 3.2576e+03 1.3119e+03
2.2699e-01 3.2066e+03 1.2900e+03
2.3108e-01 3.1013e+03 1.2363e+03
2.3515e-01 3.0586e+03 1.2129e+03
2.3924e-01 3.0130e+03 1.1889e+03
2.4334e-01 2.9774e+03 1.1707e+03
2.4744e-01 2.8838e+03 1.1310e+03
2.5154e-01 2.8555e+03 1.1137e+03
2.5561e-01 2.8224e+03 1.0893e+03
2.5972e-01 2.7841e+03 1.0706e+03
2.6381e-01 2.7259e+03 1.0427e+03
2.6790e-01 2.6813e+03 1.0234e+03
2.7199e-01 2.6549e+03 1.0038e+03
2.7607e-01 2.5489e+03 9.5334e+02
2.8017e-01 2.5277e+03 9.4113e+02
2.8427e-01 2.4742e+03 9.1802e+02
2.8835e-01 2.4619e+03 9.0750e+02
2.9243e-01 2.4159e+03 8.8382e+02
2.9651e-01 2.3691e+03 8.6463e+02
3.0063e-01 2.3400e+03 8.5027e+02
3.0473e-01 2.3026e+03 8.3274e+02
3.0882e-01 2.2644e+03 8.1391e+02
3.1292e-01 2.2421e+03 7.9979e+02
3.1700e-01 2.2303e+03 7.9180e+02
3.2108e-01 2.2202e+03 7.8376e+02
3.2517e-01 2.1661e+03 7.6267e+02
3.2925e-01 2.1289e+03 7.4424e+02
3.3333e-01 2.1021e+03 7.2982e+02
3.3744e-01 2.0983e+03 7.2859e+02
3.4154e-01 2.0492e+03 7.0478e+02
3.4562e-01 2.0327e+03 6.9542e+02
3.4972e-01 2.0176e+03 6.8545e+02
3.5382e-01 1.9898e+03 6.7622e+02
3.5791e-01 1.9583e+03 6.6071e+02
3.6198e-01 1.9406e+03 6.5124e+02
3.6607e-01 1.9223e+03 6.4335e+02
3.7019e-01 1.9053e+03 6.3404e+02
3.7428e-01 1.8781e+03 6.2198e+02
3.7836e-01 1.8896e+03 6.1842e+02
3.8245e-01 1.8420e+03 6.0296e+02
3.8653e-01 1.8210e+03 5.9341e+02
3.9062e-01 1.8281e+03 5.9203e+02
3.9471e-01 1.7898e+03 5.7770e+02
3.9879e-01 1.7887e+03 5.7483e+02
4.0290e-01 1.7474e+03 5.5862e+02
4.0699e-01 1.7464e+03 5.5324e+02
4.1107e-01 1.7418e+03 5.5051e+02
4.1517e-01 1.7132e+03 5.3799e+02
4.1926e-01 1.6991e+03 5.3314e+02
4.2335e-01 1.6796e+03 5.2354e+02
4.2745e-01 1.6640e+03 5.1506e+02
4.3153e-01 1.6602e+03 5.1180e+02
4.3562e-01 1.6415e+03 5.0327e+02
4.3972e-01 1.6158e+03 4.9295e+02
4.4380e-01 1.6201e+03 4.9369e+02
4.4789e-01 1.6040e+03 4.8587e+02
4.5198e-01 1.5781e+03 4.7454e+02
4.5607e-01 1.5773e+03 4.7338e+02
4.6017e-01 1.5574e+03 4.6647e+02
4.6426e-01 1.5571e+03 4.6443e+02
4.6835e-01 1.5574e+03 4.6205e+02
4.7245e-01 1.5364e+03 4.5345e+02
4.7654e-01 1.5147e+03 4.4380e+02
4.8063e-01 1.5064e+03 4.3954e+02
4.8472e-01 1.4995e+03 4.3611e+02
4.8879e-01 1.4821e+03 4.2898e+02
4.9289e-01 1.4746e+03 4.2528e+02
4.9698e-01 1.4709e+03 4.2265e+02
5.0107e-01 1.4562e+03 4.1778e+02
5.0517e-01 1.4515e+03 4.1299e+02
5.0927e-01 1.4379e+03 4.0813e+02
5.1337e-01 1.4344e+03 4.0452e+02
5.1744e-01 1.4218e+03 4.0055e+02
5.2152e-01 1.4138e+03 3.9588e+02
5.2561e-01 1.4048e+03 3.9220e+02
5.2971e-01 1.3982e+03 3.8844e+02
5.3380e-01 1.3867e+03 3.8436e+02
5.3789e-01 1.3865e+03 3.8272e+02
5.4199e-01 1.3747e+03 3.7692e+02
5.4609e-01 1.3673e+03 3.7426e+02
5.5017e-01 1.3581e+03 3.6969e+02
5.5425e-01 1.3557e+03 3.6758e+02
5.5835e-01 1.3435e+03 3.6216e+02
5.6244e-01 1.3320e+03 3.5869e+02
5.6653e-01 1.3319e+03 3.5626e+02
5.7062e-01 1.3268e+03 3.5493e+02
5.7471e-01 1.3162e+03 3.4983e+02
5.7880e-01 1.3098e+03 3.4655e+02
5.8288e-01 1.3026e+03 3.4352e+02
5.8698e-01 1.2907e+03 3.3949e+02
5.9107e-01 1.2947e+03 3.3941e+02
5.9517e-01 1.2846e+03 3.3480e+02
5.9926e-01 1.2814e+03 3.3199e+02
6.0335e-01 1.2717e+03 3.2895e+02
6.0745e-01 1.2708e+03 3.2852e+02
6.1154e-01 1.2608e+03 3.2375e+02
6.1562e-01 1.2513e+03 3.2049e+02
6.1970e-01 1.2413e+03 3.1660e+02
6.2379e-01 1.2406e+03 3.1585e+02
6.2789e-01 1.2343e+03 3.1141e+02
6.3199e-01 1.2311e+03 3.1006e+02
6.3607e-01 1.2260e+03 3.0982e+02
6.4016e-01 1.2190e+03 3.0618e+02
6.4424e-01 1.2186e+03 3.0418e+02
6.4834e-01 1.2101e+03 3.0144e+02
6.5243e-01 1.1997e+03 2.9718e+02
6.5651e-01 1.1949e+03 2.9595e+02
6.6061e-01 1.1937e+03 2.9391e+02
6.6471e-01 1.1886e+03 2.9198e+02
6.6880e-01 1.1858e+03 2.9008e+02
6.7289e-01 1.1758e+03 2.8714e+02
6.7698e-01 1.1754e+03 2.8613e+02
6.8107e-01 1.1709e+03 2.8395e+02
6.8516e-01 1.1615e+03 2.8107e+02
6.8925e-01 1.1603e+03 2.7928e+02
6.9334e-01 1.1559e+03 2.7752e+02
6.9743e-01 1.1487e+03 2.7457e+02
7.0153e-01 1.1499e+03 2.7371e+02
7.0562e-01 1.1412e+03 2.7107e+02
7.0971e-01 1.1322e+03 2.6782e+02
7.1380e-01 1.1358e+03 2.6772e+02
7.1789e-01 1.1345e+03 2.6667e+02
7.2198e-01 1.1236e+03 2.6311e+02
7.2606e-01 1.1249e+03 2.6312e+02
7.3015e-01 1.1130e+03 2.5976e+02
7.3424e-01 1.1096e+03 2.5807e+02
7.3834e-01 1.1056e+03 2.5595e+02
7.4243e-01 1.1090e+03 2.5557e+02
7.4651e-01 1.1008e+03 2.5366e+02
7.5061e-01 1.0956e+03 2.5142e+02
7.5471e-01 1.0945e+03 2.5043e+02
7.5879e-01 1.0892e+03 2.4925e+02
7.6289e-01 1.0884e+03 2.4700e+02
7.6699e-01 1.0836e+03 2.4598e+02
7.7107e-01 1.0796e+03 2.4410e+02
7.7515e-01 1.0762e+03 2.4276e+02
7.7924e-01 1.0712e+03 2.4056e+02
7.8334e-01 1.0708e+03 2.4042e+02
7.8743e-01 1.0663e+03 2.3823e+02
7.9151e-01 1.0629e+03 2.3674e+02
7.9561e-01 1.0622e+03 2.3567e+02
7.9970e-01 1.0555e+03 2.3377e+02
8.0380e-01 1.0509e+03 2.3212e+02
8.0788e-01 1.0476e+03 2.3078e+02
8.1196e-01 1.0472e+03 2.2973e+02
8.1606e-01 1.0440e+03 2.2883e+02
8.2015e-01 1.0428e+03 2.2757e+02
8.2424e-01 1.0412e+03 2.2685e+02
8.2833e-01 1.0365e+03 2.2464e+02
8.3243e-01 1.0283e+03 2.2244e+02
8.3652e-01 1.0279e+03 2.2244e+02
8.4061e-01 1.0240e+03 2.2067e+02
8.4470e-01 1.0218e+03 2.1949e+02
8.4879e-01 1.0167e+03 2.1766e+02
8.5288e-01 1.0160e+03 2.1703e+02
8.5697e-01 1.0106e+03 2.1543e+02
8.6106e-01 1.0090e+03 2.1454e+02
8.6515e-01 1.0075e+03 2.1359e+02
8.6923e-01 1.0037e+03 2.1225e+02
8.7333e-01 1.0050e+03 2.1191e+02
8.7743e-01 1.0016e+03 2.1047e+02
8.8151e-01 9.9922e+02 2.0886e+02
8.8560e-01 9.9386e+02 2.0825e+02
8.8969e-01 9.8914e+02 2.0638e+02
8.9378e-01 9.9113e+02 2.0639e+02
8.9788e-01 9.8739e+02 2.0479e+02
9.0196e-01 9.8226e+02 2.0346e+02
9.0605e-01 9.8152e+02 2.0277e+02
9.1015e-01 9.7702e+02 2.0110e+02
9.1424e-01 9.7523e+02 2.0060e+02
9.1833e-01 9.7233e+02 1.9909e+02
9.2242e-01 9.7032e+02 1.9851e+02
9.2651e-01 9.6675e+02 1.9721e+02
9.3060e-01 9.6754e+02 1.9730e+02
9.3469e-01 9.6423e+02 1.9573e+02
9.3879e-01 9.6248e+02 1.9510e+02
9.4287e-01 9.5939e+02 1.9374e+02
9.4696e-01 9.5665e+02 1.9297e+02
9.5105e-01 9.5605e+02 1.9224e+02
9.5515e-01 9.5267e+02 1.9117e+02
9.5924e-01 9.5063e+02 1.9035e+02
9.6333e-01 9.4710e+02 1.8879e+02
9.6742e-01 9.4728e+02 1.8880e+02
9.7151e-01 9.4293e+02 1.8723e+02
9.7559e-01 9.4006e+02 1.8667e+02
9.7968e-01 9.4219e+02 1.8656e+02
9.8377e-01 9.3782e+02 1.8491e+02
9.8787e-01 9.3602e+02 1.8434e+02
9.9196e-01 9.3520e+02 1.8377e+02
9.9605e-01 9.2853e+02 1.8203e+02
1.0002e+00 9.2604e+02 1.8130e+02
1.0042e+00 9.2924e+02 1.8159e+02
1.0083e+00 9.2626e+02 1.8050e+02
1.0124e+00 9.2261e+02 1.7897e+02
1.0165e+00 9.2042e+02 1.7857e+02
1.0206e+00 9.1623e+02 1.7639e+02
1.0247e+00 9.1736e+02 1.7686e+02
1.0288e+00 9.1219e+02 1.7557e+02
1.0329e+00 9.1174e+02 1.7485e+02
1.0370e+00 9.1094e+02 1.7435e+02
1.0410e+00 9.0835e+02 1.7375e+02
1.0451e+00 9.0666e+02 1.7241e+02
1.0492e+00 9.0412e+02 1.7221e+02
1.0533e+00 9.0180e+02 1.7117e+02
1.0574e+00 9.0137e+02 1.7079e+02
1.0615e+00 8.9801e+02 1.6977e+02
1.0656e+00 8.9631e+02 1.6938e+02
1.0697e+00 8.9426e+02 1.6818e+02
1.0738e+00 8.9089e+02 1.6741e+02
1.0779e+00 8.9331e+02 1.6749e+02
1.0820e+00 8.9047e+02 1.6668e+02
1.0860e+00 8.8877e+02 1.6584e+02
1.0901e+00 8.8424e+02 1.6442e+02
1.0942e+00 8.8260e+02 1.6391e+02
1.0983e+00 8.8523e+02 1.6437e+02
1.1024e+00 8.8264e+02 1.6343e+02
1.1065e+00 8.8058e+02 1.6259e+02
1.1106e+00 8.7721e+02 1.6140e+02
1.1147e+00 8.7659e+02 1.6131e+02
1.1188e+00 8.7226e+02 1.6006e+02
1.1229e+00 8.7370e+02 1.5999e+02
1.1270e+00 8.7070e+02 1.5913e+02
1.1310e+00 8.6604e+02 1.5787e+02
1.1351e+00 8.6722e+02 1.5797e+02
1.1392e+00 8.6586e+02 1.5718e+02
1.1433e+00 8.6438e+02 1.5703e+02
1.1474e+00 8.6001e+02 1.5555e+02
1.1515e+00 8.6022e+02 1.5563e+02
1.1556e+00 8.5645e+02 1.5438e+02
1.1597e+00 8.5752e+02 1.5434e+02
1.1638e+00 8.5311e+02 1.5305e+02
1.1679e+00 8.5292e+02 1.5290e+02
1.1719e+00 8.5350e+02 1.5252e+02
1.1760e+00 8.5045e+02 1.5184e+02
1.1801e+00 8.4891e+02 1.5119e+02
1.1842e+00 8.4775e+02 1.5085e+02
1.1883e+00 8.4578e+02 1.4998e+02
1.1924e+00 8.4334e+02 1.4926e+02
1.1965e+00 8.4160e+02 1.4841e+02
1.2006e+00 8.4153e+02 1.4860e+02
1.2047e+00 8.3756e+02 1.4776e+02
1.2088e+00 8.3757e+02 1.4729e+02
1.2129e+00 8.3606e+02 1.4656e+02
1.2169e+00 8.3694e+02 1.4628e+02
1.2210e+00 8.3368e+02 1.4558e+02
1.2251e+00 8.3372e+02 1.4517e+02
1.2292e+00 8.3340e+02 1.4511e+02
1.2333e+00 8.2872e+02 1.4384e+02
1.2374e+00 8.2631e+02 1.4300e+02
1.2415e+00 8.2423e+02 1.4270e+02
1.2456e+00 8.2426e+02 1.4238e+02
1.2497e+00 8.2289e+02 1.4202e+02
1.2538e+00 8.2180e+02 1.4162e+02
1.2579e+00 8.2058e+02 1.4073e+02
1.2619e+00 8.1929e+02 1.4049e+02
1.2660e+00 8.1661e+02 1.3968e+02
1.2701e+00 8.1648e+02 1.3951e+02
1.2742e+00 8.1325e+02 1.3859e+02
1.2783e+00 8.1212e+02 1.3816e+02
1.2824e+00 8.0905e+02 1.3732e+02
1.2865e+00 8.0842e+02 1.3719e+02
1.2906e+00 8.0644e+02 1.3655e+02
1.2947e+00 8.0625e+02 1.3618e+02
1.2988e+00 8.0428e+02 1.3543e+02
1.3029e+00 8.0310e+02 1.3523e+02
1.3069e+00 8.0239e+02 1.3480e+02
1.3110e+00 7.9973e+02 1.3412e+02
1.3151e+00 7.9881e+02 1.3381e+02
1.3192e+00 7.9980e+02 1.3387e+02
1.3233e+00 7.9811e+02 1.3346e+02
1.3274e+00 7.9587e+02 1.3259e+02
1.3315e+00 7.9532e+02 1.3239e+02
1.3356e+00 7.9559e+02 1.3208e+02
1.3397e+00 7.9244e+02 1.3149e+02
1.3438e+00 7.9059e+02 1.3089e+02
1.3479e+00 7.9052e+02 1.3032e+02
1.3519e+00 7.8813e+02 1.3000e+02
1.3560e+00 7.8592e+02 1.2923e+02
1.3601e+00 7.8634e+02 1.2887e+02
1.3642e+00 7.8438e+02 1.2867e+02
1.3683e+00 7.8255e+02 1.2798e+02
1.3724e+00 7.7995e+02 1.2740e+02
1.3765e+00 7.7921e+02 1.2741e+02
1.3806e+00 7.7870e+02 1.2683e+02
1.3847e+00 7.7801e+02 1.2658e+02
1.3888e+00 7.7764e+02 1.2632e+02
