# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.7586e+04 2.2195e+04
1.0472e-02 2.7377e+04 2.3286e+04
1.4266e-02 3.3018e+04 2.8309e+04
1.8123e-02 2.7948e+04 2.4081e+04
2.2484e-02 2.9553e+04 2.5425e+04
2.6451e-02 2.7595e+04 2.3001e+04
3.0447e-02 2.7257e+04 2.2859e+04
3.4732e-02 2.3559e+04 1.9685e+04
3.8831e-02 2.1686e+04 1.8092e+04
4.2814e-02 2.0170e+04 1.6867e+04
4.6886e-02 1.7364e+04 1.4291e+04
5.0986e-02 1.6305e+04 1.3440e+04
5.5146e-02 1.6706e+04 1.3720e+04
5.9224e-02 1.5732e+04 1.2959e+04
6.3286e-02 1.4972e+04 1.2189e+04
6.7367e-02 1.4119e+04 1.1588e+04
7.1496e-02 1.3326e+04 1.0825e+04
7.5589e-02 1.2459e+04 1.0070e+04
7.9666e-02 1.1866e+04 9.6263e+03
8.3818e-02 1.0576e+04 8.5191e+03
8.7894e-02 1.0253e+04 8.1951e+03
9.1924e-02 9.2950e+03 7.4339e+03
9.6045e-02 8.8912e+03 7.0498e+03
1.0013e-01 8.2991e+03 6.5855e+03
1.0421e-01 7.6322e+03 5.9998e+03
1.0833e-01 7.2797e+03 5.7326e+03
1.1245e-01 7.3014e+03 5.6894e+03
1.1652e-01 6.9757e+03 5.4849e+03
1.2060e-01 6.6203e+03 5.1518e+03
1.2466e-01 6.5096e+03 5.0693e+03
1.2877e-01 6.4820e+03 5.0265e+03
1.3287e-01 6.0457e+03 4.7048e+03
1.3698e-01 5.9604e+03 4.6156e+03
1.4107e-01 5.5537e+03 4.2781e+03
1.4517e-01 5.3209e+03 4.0748e+03
1.4927e-01 5.0990e+03 3.8907e+03
1.5333e-01 4.9277e+03 3.7499e+03
1.5742e-01 4.6238e+03 3.4950e+03
1.6151e-01 4.4372e+03 3.3569e+03
1.6559e-01 4.4616e+03 3.3592e+03
1.6969e-01 4.2078e+03 3.1528e+03
1.7380e-01 4.1554e+03 3.1055e+03
1.7790e-01 4.0236e+03 3.0081e+03
1.8200e-01 3.8874e+03 2.9024e+03
1.8609e-01 3.8041e+03 2.8427e+03
1.9016e-01 3.6877e+03 2.7261e+03
1.9424e-01 3.6607e+03 2.6872e+03
1.9833e-01 3.5144e+03 2.5798e+03
2.0243e-01 3.4596e+03 2.5359e+03
2.0652e-01 3.3424e+03 2.4512e+03
2.1063e-01 3.2661e+03 2.3752e+03
2.1472e-01 3.1641e+03 2.3005e+03
2.1883e-01 3.0689e+03 2.2277e+03
2.2290e-01 3.0299e+03 2.1902e+03
2.2699e-01 2.9763e+03 2.1472e+03
2.3108e-01 2.9020e+03 2.0852e+03
2.3515e-01 2.8563e+03 2.0491e+03
2.3924e-01 2.7466e+03 1.9481e+03
2.4334e-01 2.7551e+03 1.9676e+03
2.4744e-01 2.6907e+03 1.9101e+03
2.5154e-01 2.6616e+03 1.8912e+03
2.5561e-01 2.5684e+03 1.8076e+03
2.5972e-01 2.5433e+03 1.7890e+03
2.6381e-01 2.4984e+03 1.7535e+03
2.6790e-01 2.4336e+03 1.6948e+03
2.7199e-01 2.3830e+03 1.6636e+03
2.7607e-01 2.3737e+03 1.6520e+03
2.8017e-01 2.3337e+03 1.6112e+03
2.8427e-01 2.2804e+03 1.5702e+03
2.8835e-01 2.2270e+03 1.5336e+03
2.9243e-01 2.2124e+03 1.5203e+03
2.9651e-01 2.1867e+03 1.5002e+03
3.0063e-01 2.1361e+03 1.4597e+03
3.0473e-01 2.1246e+03 1.4456e+03
3.0882e-01 2.0782e+03 1.4083e+03
3.1292e-01 2.0583e+03 1.3939e+03
3.1700e-01 2.0240e+03 1.3670e+03
3.2108e-01 1.9967e+03 1.3419e+03
3.2517e-01 1.9608e+03 1.3170e+03
3.2925e-01 1.9571e+03 1.3100e+03
3.3333e-01 1.9093e+03 1.2722e+03
3.3744e-01 1.9000e+03 1.2583e+03
3.4154e-01 1.8663e+03 1.2400e+03
3.4562e-01 1.8380e+03 1.2139e+03
3.4972e-01 1.8312e+03 1.2090e+03
3.5382e-01 1.8030e+03 1.1854e+03
3.5791e-01 1.7951e+03 1.1760e+03
3.6198e-01 1.7794e+03 1.1646e+03
3.6607e-01 1.7557e+03 1.1453e+03
3.7019e-01 1.7263e+03 1.1218e+03
3.7428e-01 1.7012e+03 1.1048e+03
3.7836e-01 1.6816e+03 1.0877e+03
3.8245e-01 1.6700e+03 1.0779e+03
3.8653e-01 1.6420e+03 1.0586e+03
3.9062e-01 1.6350e+03 1.0481e+03
3.9471e-01 1.6348e+03 1.0452e+03
3.9879e-01 1.5999e+03 1.0233e+03
4.0290e-01 1.5843e+03 1.0097e+03
4.0699e-01 1.5728e+03 9.9808e+02
4.1107e-01 1.5583e+03 9.8790e+02
4.1517e-01 1.5402e+03 9.7023e+02
4.1926e-01 1.5246e+03 9.6142e+02
4.2335e-01 1.5145e+03 9.5528e+02
4.2745e-01 1.5200e+03 9.5468e+02
4.3153e-01 1.4860e+03 9.3024e+02
4.3562e-01 1.4872e+03 9.2760e+02
4.3972e-01 1.4728e+03 9.1675e+02
4.4380e-01 1.4477e+03 8.9990e+02
4.4789e-01 1.4397e+03 8.9292e+02
4.5198e-01 1.4299e+03 8.8288e+02
4.5607e-01 1.4120e+03 8.7072e+02
4.6017e-01 1.4027e+03 8.6381e+02
4.6426e-01 1.3979e+03 8.5432e+02
4.6835e-01 1.3858e+03 8.4702e+02
4.7245e-01 1.3777e+03 8.3812e+02
4.7654e-01 1.3600e+03 8.2590e+02
4.8063e-01 1.3605e+03 8.2586e+02
4.8472e-01 1.3488e+03 8.1700e+02
4.8879e-01 1.3417e+03 8.0868e+02
4.9289e-01 1.3228e+03 7.9751e+02
4.9698e-01 1.3197e+03 7.9396e+02
5.0107e-01 1.3117e+03 7.8433e+02
5.0517e-01 1.3049e+03 7.8069e+02
5.0927e-01 1.2930e+03 7.7205e+02
5.1337e-01 1.2834e+03 7.6596e+02
5.1744e-01 1.2730e+03 7.5856e+02
5.2152e-01 1.2693e+03 7.5048e+02
5.2561e-01 1.2588e+03 7.4359e+02
5.2971e-01 1.2605e+03 7.4447e+02
5.3380e-01 1.2435e+03 7.3077e+02
5.3789e-01 1.2331e+03 7.2380e+02
5.4199e-01 1.2301e+03 7.1975e+02
5.4609e-01 1.2242e+03 7.1380e+02
5.5017e-01 1.2136e+03 7.0538e+02
5.5425e-01 1.2078e+03 7.0460e+02
5.5835e-01 1.2012e+03 6.9402e+02
5.6244e-01 1.1962e+03 6.9361e+02
5.6653e-01 1.1948e+03 6.8773e+02
5.7062e-01 1.1812e+03 6.8018e+02
5.7471e-01 1.1773e+03 6.7522e+02
5.7880e-01 1.1743e+03 6.7023e+02
5.8288e-01 1.1648e+03 6.6630e+02
5.8698e-01 1.1590e+03 6.5998e+02
5.9107e-01 1.1491e+03 6.5449e+02
5.9517e-01 1.1486e+03 6.5308e+02
5.9926e-01 1.1368e+03 6.4370e+02
6.0335e-01 1.1370e+03 6.4324e+02
6.0745e-01 1.1356e+03 6.4086e+02
6.1154e-01 1.1215e+03 6.3041e+02
6.1562e-01 1.1217e+03 6.3078e+02
6.1970e-01 1.1162e+03 6.2506e+02
6.2379e-01 1.1105e+03 6.2057e+02
6.2789e-01 1.1075e+03 6.1948e+02
6.3199e-01 1.0994e+03 6.1311e+02
6.3607e-01 1.0947e+03 6.0851e+02
6.4016e-01 1.0908e+03 6.0567e+02
6.4424e-01 1.0847e+03 6.0065e+02
6.4834e-01 1.0854e+03 6.0061e+02
6.5243e-01 1.0776e+03 5.9517e+02
6.5651e-01 1.0714e+03 5.8964e+02
6.6061e-01 1.0714e+03 5.8729e+02
6.6471e-01 1.0619e+03 5.8189e+02
6.6880e-01 1.0617e+03 5.8030e+02
6.7289e-01 1.0576e+03 5.7711e+02
6.7698e-01 1.0549e+03 5.7307e+02
6.8107e-01 1.0512e+03 5.7071e+02
6.8516e-01 1.0387e+03 5.6291e+02
6.8925e-01 1.0403e+03 5.6287e+02
6.9334e-01 1.0366e+03 5.5770e+02
6.9743e-01 1.0347e+03 5.5658e+02
7.0153e-01 1.0239e+03 5.4958e+02
7.0562e-01 1.0224e+03 5.4797e+02
7.0971e-01 1.0217e+03 5.4619e+02
7.1380e-01 1.0160e+03 5.4295e+02
7.1789e-01 1.0121e+03 5.3982e+02
7.2198e-01 1.0059e+03 5.3577e+02
7.2606e-01 1.0084e+03 5.3529e+02
7.3015e-01 9.9903e+02 5.2900e+02
7.3424e-01 9.9938e+02 5.2852e+02
7.3834e-01 9.9063e+02 5.2338e+02
7.4243e-01 9.9209e+02 5.2199e+02
7.4651e-01 9.8890e+02 5.2062e+02
7.5061e-01 9.8632e+02 5.1530e+02
7.5471e-01 9.8850e+02 5.1700e+02
7.5879e-01 9.7751e+02 5.0995e+02
7.6289e-01 9.7307e+02 5.0700e+02
7.6699e-01 9.7004e+02 5.0415e+02
7.7107e-01 9.7002e+02 5.0236e+02
7.7515e-01 9.6447e+02 4.9881e+02
7.7924e-01 9.6085e+02 4.9642e+02
7.8334e-01 9.5722e+02 4.9404e+02
7.8743e-01 9.5549e+02 4.9194e+02
7.9151e-01 9.5213e+02 4.8960e+02
7.9561e-01 9.5268e+02 4.8837e+02
7.9970e-01 9.4917e+02 4.8700e+02
8.0380e-01 9.4525e+02 4.8296e+02
8.0788e-01 9.4598e+02 4.8139e+02
8.1196e-01 9.3769e+02 4.7747e+02
8.1606e-01 9.3486e+02 4.7455e+02
8.2015e-01 9.3280e+02 4.7245e+02
8.2424e-01 9.3053e+02 4.7051e+02
8.2833e-01 9.2666e+02 4.6818e+02
8.3243e-01 9.2472e+02 4.6517e+02
8.3652e-01 9.1997e+02 4.6207e+02
8.4061e-01 9.1820e+02 4.5998e+02
8.4470e-01 9.1727e+02 4.5920e+02
8.4879e-01 9.1284e+02 4.5611e+02
