# Real space h-h auto- and h-m cross-spectra.
# z=0.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.73540e+04     1.55021e+04
    1.04717e-02     2.61051e+04     2.15100e+04
    1.42665e-02     3.56535e+04     3.10883e+04
    1.81228e-02     3.77886e+04     3.00788e+04
    2.24845e-02     3.14440e+04     2.52486e+04
    2.64508e-02     3.03455e+04     2.38708e+04
    3.04474e-02     2.58325e+04     2.01056e+04
    3.47320e-02     2.27527e+04     1.74571e+04
    3.88308e-02     2.27978e+04     1.71957e+04
    4.28140e-02     2.10722e+04     1.57511e+04
    4.68856e-02     2.02855e+04     1.50456e+04
    5.09858e-02     1.85980e+04     1.34789e+04
    5.51458e-02     1.75381e+04     1.28271e+04
    5.92243e-02     1.67415e+04     1.18990e+04
    6.32864e-02     1.60324e+04     1.12821e+04
    6.73674e-02     1.55366e+04     1.05960e+04
    7.14960e-02     1.44142e+04     1.01248e+04
    7.55894e-02     1.41773e+04     9.61603e+03
    7.96660e-02     1.29606e+04     8.74586e+03
    8.38183e-02     1.28200e+04     8.41502e+03
    8.78941e-02     1.18952e+04     7.63159e+03
    9.19238e-02     1.07471e+04     6.74105e+03
    9.60446e-02     1.04281e+04     6.43570e+03
    1.00128e-01     1.00276e+04     6.08278e+03
    1.04209e-01     9.57473e+03     5.65202e+03
    1.08333e-01     9.15884e+03     5.30451e+03
    1.12448e-01     9.22544e+03     5.28258e+03
    1.16521e-01     8.83147e+03     5.03276e+03
    1.20596e-01     8.66610e+03     4.86405e+03
    1.24665e-01     8.17836e+03     4.47317e+03
    1.28771e-01     8.27635e+03     4.61107e+03
    1.32874e-01     7.82752e+03     4.30263e+03
    1.36975e-01     7.66282e+03     4.11080e+03
    1.41075e-01     7.56308e+03     4.01302e+03
    1.45172e-01     7.25216e+03     3.73265e+03
    1.49268e-01     6.93969e+03     3.48303e+03
    1.53330e-01     6.87393e+03     3.39903e+03
    1.57416e-01     6.58436e+03     3.19494e+03
    1.61514e-01     6.50385e+03     3.12466e+03
    1.65592e-01     6.37943e+03     2.98636e+03
    1.69693e-01     6.21875e+03     2.84559e+03
    1.73803e-01     6.07005e+03     2.73731e+03
    1.77905e-01     5.91016e+03     2.65435e+03
    1.82001e-01     5.77868e+03     2.55640e+03
    1.86092e-01     5.84701e+03     2.54014e+03
    1.90161e-01     5.67303e+03     2.43506e+03
    1.94237e-01     5.53604e+03     2.34836e+03
    1.98334e-01     5.50788e+03     2.28537e+03
    2.02427e-01     5.44010e+03     2.24060e+03
    2.06523e-01     5.27637e+03     2.14489e+03
    2.10626e-01     5.32131e+03     2.09162e+03
    2.14724e-01     5.24195e+03     2.03881e+03
    2.18827e-01     5.04125e+03     1.92742e+03
    2.22903e-01     4.98243e+03     1.87613e+03
    2.26990e-01     4.90933e+03     1.83201e+03
    2.31084e-01     4.81119e+03     1.77446e+03
    2.35153e-01     4.83713e+03     1.74122e+03
    2.39244e-01     4.74737e+03     1.68808e+03
    2.43338e-01     4.69733e+03     1.65111e+03
    2.47445e-01     4.68394e+03     1.61766e+03
    2.51539e-01     4.59251e+03     1.56732e+03
    2.55609e-01     4.54975e+03     1.53214e+03
    2.59718e-01     4.52495e+03     1.52233e+03
    2.63814e-01     4.47300e+03     1.47482e+03
    2.67904e-01     4.44305e+03     1.43835e+03
    2.71993e-01     4.41286e+03     1.41399e+03
    2.76068e-01     4.32934e+03     1.35865e+03
    2.80171e-01     4.29864e+03     1.34121e+03
    2.84268e-01     4.28914e+03     1.32561e+03
    2.88346e-01     4.22393e+03     1.27185e+03
    2.92426e-01     4.17944e+03     1.25606e+03
    2.96514e-01     4.16005e+03     1.22007e+03
    3.00627e-01     4.10920e+03     1.18994e+03
    3.04729e-01     4.12763e+03     1.18678e+03
    3.08821e-01     4.06427e+03     1.15240e+03
    3.12919e-01     4.04032e+03     1.12609e+03
    3.16999e-01     4.03220e+03     1.11467e+03
    3.21078e-01     3.97144e+03     1.09410e+03
    3.25167e-01     3.94862e+03     1.07047e+03
    3.29247e-01     3.90601e+03     1.04231e+03
    3.33333e-01     3.91348e+03     1.02964e+03
    3.37443e-01     3.85987e+03     1.00476e+03
    3.41545e-01     3.85739e+03     9.93836e+02
    3.45625e-01     3.84113e+03     9.87549e+02
    3.49715e-01     3.81581e+03     9.57241e+02
    3.53817e-01     3.75896e+03     9.33834e+02
