# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.8993e+04 1.6738e+04
1.0472e-02 2.5706e+04 2.2747e+04
1.4266e-02 3.7120e+04 3.2883e+04
1.8123e-02 3.5160e+04 3.0198e+04
2.2484e-02 3.0156e+04 2.5903e+04
2.6451e-02 2.9153e+04 2.4834e+04
3.0447e-02 2.4379e+04 2.0818e+04
3.4732e-02 2.2035e+04 1.8384e+04
3.8831e-02 2.1747e+04 1.8079e+04
4.2814e-02 1.9915e+04 1.6581e+04
4.6886e-02 1.9157e+04 1.5909e+04
5.0986e-02 1.7240e+04 1.4219e+04
5.5146e-02 1.6684e+04 1.3708e+04
5.9224e-02 1.5362e+04 1.2577e+04
6.3286e-02 1.4659e+04 1.2000e+04
6.7367e-02 1.3739e+04 1.1164e+04
7.1496e-02 1.3295e+04 1.0879e+04
7.5589e-02 1.2624e+04 1.0186e+04
7.9666e-02 1.1571e+04 9.3379e+03
8.3818e-02 1.1028e+04 8.8841e+03
8.7894e-02 1.0120e+04 8.1419e+03
9.1924e-02 8.9847e+03 7.2136e+03
9.6045e-02 8.6753e+03 6.9039e+03
1.0013e-01 8.2218e+03 6.5447e+03
1.0421e-01 7.7202e+03 6.0954e+03
1.0833e-01 7.2884e+03 5.7198e+03
1.1245e-01 7.2418e+03 5.6799e+03
1.1652e-01 6.9267e+03 5.4447e+03
1.2060e-01 6.7464e+03 5.2598e+03
1.2466e-01 6.3257e+03 4.9203e+03
1.2877e-01 6.3783e+03 4.9934e+03
1.3287e-01 6.1007e+03 4.7307e+03
1.3698e-01 5.8557e+03 4.5311e+03
1.4107e-01 5.6856e+03 4.3983e+03
1.4517e-01 5.2991e+03 4.0807e+03
1.4927e-01 5.0473e+03 3.8510e+03
1.5333e-01 4.9625e+03 3.7739e+03
1.5742e-01 4.6786e+03 3.5635e+03
1.6151e-01 4.5783e+03 3.4775e+03
1.6559e-01 4.4087e+03 3.3265e+03
1.6969e-01 4.2097e+03 3.1663e+03
1.7380e-01 4.0568e+03 3.0552e+03
1.7790e-01 3.9952e+03 2.9918e+03
1.8200e-01 3.8886e+03 2.9058e+03
1.8609e-01 3.8319e+03 2.8411e+03
1.9016e-01 3.7540e+03 2.7896e+03
1.9424e-01 3.6167e+03 2.6720e+03
1.9833e-01 3.5236e+03 2.5964e+03
2.0243e-01 3.4433e+03 2.5445e+03
2.0652e-01 3.3442e+03 2.4528e+03
2.1063e-01 3.2850e+03 2.3891e+03
