# Halo auto- and cross-power spectra.
# Robust average of 10 spectra using sqrt(1+x^2).
# 13.00<lgM<13.50, z=1.000
#      k[h/Mpc]           <Phh>        Err[Phh]           <Phm>        Err[Phm]
    2.80171e-01     7.15133e+03     1.35185e+01     1.21149e+03     4.42696e+00
    2.84268e-01     7.08372e+03     1.16904e+01     1.18459e+03     2.89456e+00
    2.88346e-01     7.04951e+03     1.51408e+01     1.16502e+03     2.64203e+00
    2.92426e-01     6.95484e+03     1.46380e+01     1.13559e+03     3.49546e+00
    2.96514e-01     6.90139e+03     1.49835e+01     1.11119e+03     3.20947e+00
    3.00627e-01     6.86371e+03     1.55877e+01     1.09573e+03     3.24538e+00
    3.04729e-01     6.79251e+03     1.65363e+01     1.07316e+03     2.45114e+00
    3.08821e-01     6.78219e+03     1.43766e+01     1.05965e+03     3.20755e+00
    3.12919e-01     6.70503e+03     2.41709e+01     1.03518e+03     5.90761e+00
    3.16999e-01     6.64844e+03     1.37546e+01     1.01476e+03     2.65485e+00
    3.21078e-01     6.62903e+03     7.03288e+00     1.00220e+03     2.34078e+00
    3.25167e-01     6.57699e+03     1.25039e+01     9.85405e+02     2.92055e+00
    3.29247e-01     6.51157e+03     1.09763e+01     9.64275e+02     2.38394e+00
    3.33333e-01     6.47727e+03     7.97556e+00     9.48892e+02     2.52854e+00
    3.37443e-01     6.42711e+03     8.73169e+00     9.32843e+02     1.90814e+00
    3.41545e-01     6.41655e+03     2.24680e+01     9.22139e+02     3.56030e+00
    3.45625e-01     6.37255e+03     7.48689e+00     9.05216e+02     1.06100e+00
    3.49715e-01     6.34851e+03     1.33466e+01     8.91720e+02     2.65600e+00
    3.53817e-01     6.29185e+03     1.13009e+01     8.74706e+02     1.54096e+00
    3.57906e-01     6.24720e+03     1.28524e+01     8.60385e+02     2.18415e+00
    3.61975e-01     6.20006e+03     1.31119e+01     8.47202e+02     1.78873e+00
    3.66071e-01     6.18857e+03     7.26464e+00     8.35357e+02     2.58545e+00
    3.70189e-01     6.13170e+03     1.07730e+01     8.21170e+02     9.96480e-01
    3.74277e-01     6.09793e+03     8.46819e+00     8.09377e+02     1.89698e+00
    3.78356e-01     6.07318e+03     8.80863e+00     7.98490e+02     1.78435e+00
    3.82448e-01     6.04749e+03     1.20011e+01     7.85832e+02     1.38947e+00
    3.86535e-01     6.02871e+03     1.09982e+01     7.76828e+02     1.94107e+00
    3.90624e-01     6.00645e+03     9.10944e+00     7.66513e+02     2.34595e+00
    3.94706e-01     5.95369e+03     1.05290e+01     7.53925e+02     1.42356e+00
    3.98794e-01     5.94074e+03     1.60111e+01     7.46159e+02     2.36455e+00
    4.02896e-01     5.92010e+03     6.92881e+00     7.34611e+02     1.25073e+00
    4.06986e-01     5.87096e+03     8.70455e+00     7.23940e+02     1.54532e+00
    4.11069e-01     5.85926e+03     8.28118e+00     7.15028e+02     1.81236e+00
    4.15170e-01     5.83688e+03     1.03225e+01     7.05679e+02     1.06898e+00
    4.19263e-01     5.80064e+03     1.05681e+01     6.96335e+02     1.66231e+00
    4.23353e-01     5.78667e+03     9.88308e+00     6.87815e+02     1.26594e+00
    4.27447e-01     5.77428e+03     9.05220e+00     6.80489e+02     7.45059e-01
    4.31534e-01     5.73213e+03     5.74444e+00     6.70745e+02     7.68183e-01
    4.35624e-01     5.71504e+03     4.23290e+00     6.63071e+02     1.53109e+00
    4.39718e-01     5.69211e+03     4.18191e+00     6.54849e+02     1.50738e+00
    4.43804e-01     5.66876e+03     1.12192e+01     6.48597e+02     2.16583e+00
    4.47892e-01     5.65281e+03     1.21811e+01     6.39439e+02     1.57110e+00
    4.51977e-01     5.61351e+03     9.50783e+00     6.30599e+02     1.13296e+00
    4.56067e-01     5.60129e+03     1.13143e+01     6.24473e+02     1.37860e+00
    4.60165e-01     5.58579e+03     8.02260e+00     6.19057e+02     2.00218e+00
    4.64260e-01     5.57682e+03     6.71157e+00     6.12753e+02     1.59763e+00
    4.68355e-01     5.54077e+03     9.34766e+00     6.03566e+02     9.75259e-01
    4.72450e-01     5.53356e+03     6.47602e+00     5.98044e+02     8.14961e-01
    4.76540e-01     5.50693e+03     4.95723e+00     5.90059e+02     1.61066e+00
    4.80633e-01     5.48622e+03     3.26767e+00     5.83990e+02     7.13270e-01
    4.84718e-01     5.46322e+03     6.46329e+00     5.77222e+02     1.24501e+00
    4.88794e-01     5.45299e+03     2.72483e+00     5.72223e+02     1.23220e+00
    4.92888e-01     5.43045e+03     5.90404e+00     5.66118e+02     3.28687e-01
    4.96984e-01     5.41094e+03     7.13902e+00     5.60473e+02     1.11344e+00
    5.01073e-01     5.39064e+03     1.38540e+01     5.53505e+02     1.09619e+00
    5.05169e-01     5.37450e+03     9.34112e+00     5.47537e+02     8.37893e-01
    5.09268e-01     5.36608e+03     9.11691e+00     5.43842e+02     4.61623e-01
    5.13369e-01     5.35912e+03     6.91751e+00     5.38260e+02     1.68850e+00
    5.17441e-01     5.34134e+03     7.73855e+00     5.33460e+02     8.17763e-01
    5.21516e-01     5.32159e+03     8.24450e+00     5.28952e+02     8.71377e-01
    5.25611e-01     5.30169e+03     5.77941e+00     5.21757e+02     6.95769e-01
    5.29706e-01     5.28434e+03     6.20981e+00     5.17826e+02     7.78071e-01
    5.33801e-01     5.26844e+03     6.32028e+00     5.12230e+02     9.50808e-01
    5.37888e-01     5.26104e+03     8.92985e+00     5.09669e+02     5.23235e-01
    5.41985e-01     5.24581e+03     7.45567e+00     5.03073e+02     1.13578e+00
    5.46091e-01     5.22725e+03     5.39566e+00     4.98395e+02     7.59600e-01
    5.50174e-01     5.22032e+03     9.45925e+00     4.94083e+02     6.92370e-01
    5.54252e-01     5.20271e+03     7.06612e+00     4.89894e+02     1.14940e+00
    5.58346e-01     5.18709e+03     1.07360e+01     4.84079e+02     7.88459e-01
    5.62439e-01     5.17158e+03     5.91998e+00     4.80841e+02     3.22344e-01
    5.66527e-01     5.16139e+03     7.05415e+00     4.76466e+02     5.52466e-01
    5.70616e-01     5.14512e+03     5.92859e+00     4.72990e+02     1.20522e+00
    5.74707e-01     5.12729e+03     6.24994e+00     4.67719e+02     8.01854e-01
    5.78798e-01     5.13174e+03     4.41427e+00     4.64950e+02     7.07804e-01
    5.82883e-01     5.11387e+03     4.32697e+00     4.61176e+02     6.18646e-01
    5.86977e-01     5.09437e+03     5.69234e+00     4.57223e+02     6.18096e-01
    5.91070e-01     5.08019e+03     8.12189e+00     4.53559e+02     1.02859e+00
    5.95166e-01     5.06591e+03     6.50868e+00     4.49243e+02     7.71700e-01
    5.99260e-01     5.05396e+03     3.85087e+00     4.45844e+02     5.35380e-01
    6.03349e-01     5.05177e+03     7.40708e+00     4.42596e+02     8.15484e-01
    6.07445e-01     5.04590e+03     3.86011e+00     4.39954e+02     5.59141e-01
    6.11543e-01     5.03547e+03     4.40675e+00     4.35879e+02     7.30547e-01
    6.15623e-01     5.01493e+03     1.24575e+01     4.31917e+02     1.28192e+00
    6.19704e-01     5.00533e+03     2.46972e+00     4.28696e+02     8.08189e-01
    6.23792e-01     4.99676e+03     3.16105e+00     4.26727e+02     6.57812e-01
    6.27891e-01     4.99061e+03     7.05470e+00     4.23094e+02     9.52353e-01
    6.31991e-01     4.97036e+03     4.48969e+00     4.17948e+02     5.90276e-01
    6.36073e-01     4.95535e+03     6.33498e+00     4.14728e+02     5.45015e-01
    6.40158e-01     4.94767e+03     5.48453e+00     4.12665e+02     7.05560e-01
    6.44244e-01     4.94262e+03     6.19675e+00     4.10192e+02     6.77748e-01
    6.48338e-01     4.92517e+03     7.05626e+00     4.06463e+02     5.00763e-01
    6.52432e-01     4.91463e+03     4.19123e+00     4.03646e+02     9.33369e-01
    6.56514e-01     4.90893e+03     7.14026e+00     4.01178e+02     5.67141e-01
    6.60609e-01     4.90471e+03     7.20199e+00     3.98845e+02     5.04675e-01
    6.64712e-01     4.89278e+03     3.13337e+00     3.95903e+02     4.99505e-01
    6.68801e-01     4.88079e+03     6.06396e+00     3.92644e+02     6.65860e-01
    6.72890e-01     4.86517e+03     4.65635e+00     3.89785e+02     6.93362e-01
    6.76984e-01     4.85923e+03     3.65572e+00     3.87300e+02     3.97595e-01
    6.81074e-01     4.85701e+03     3.28872e+00     3.85147e+02     5.75535e-01
    6.85160e-01     4.84799e+03     4.66577e+00     3.82976e+02     5.12405e-01
    6.89246e-01     4.83696e+03     4.23661e+00     3.79340e+02     4.84599e-01
    6.93336e-01     4.82378e+03     3.96096e+00     3.76518e+02     7.27183e-01
    6.97434e-01     4.81776e+03     3.88503e+00     3.74206e+02     3.72321e-01
    7.01528e-01     4.80995e+03     9.05142e+00     3.72779e+02     3.20465e-01
    7.05618e-01     4.80433e+03     4.82244e+00     3.69724e+02     6.60960e-01
    7.09708e-01     4.78914e+03     7.82884e+00     3.67132e+02     8.04482e-01
    7.13796e-01     4.78107e+03     5.89329e+00     3.65066e+02     4.09172e-01
    7.17892e-01     4.77143e+03     2.94181e+00     3.62761e+02     5.29418e-01
    7.21982e-01     4.76376e+03     3.97537e+00     3.60226e+02     4.01490e-01
    7.26059e-01     4.76058e+03     2.86444e+00     3.58697e+02     6.51118e-01
    7.30145e-01     4.74866e+03     2.31725e+00     3.56088e+02     1.58314e-01
    7.34240e-01     4.74038e+03     2.45440e+00     3.54389e+02     4.66406e-01
    7.38340e-01     4.72475e+03     5.06464e+00     3.51258e+02     4.73659e-01
    7.42427e-01     4.71806e+03     5.21850e+00     3.49516e+02     5.47384e-01
    7.46511e-01     4.71204e+03     6.12820e+00     3.47523e+02     6.98509e-01
    7.50614e-01     4.70300e+03     5.82688e-01     3.44895e+02     3.83265e-01
    7.54706e-01     4.70206e+03     5.03658e+00     3.43308e+02     7.64019e-01
    7.58795e-01     4.69002e+03     5.08438e+00     3.41719e+02     1.63269e-01
    7.62888e-01     4.67347e+03     5.66085e+00     3.39073e+02     5.28855e-01
    7.66986e-01     4.67818e+03     4.35593e+00     3.37941e+02     2.43905e-01
    7.71073e-01     4.67097e+03     3.18506e+00     3.35242e+02     4.51855e-01
    7.75153e-01     4.66021e+03     3.31502e+00     3.33609e+02     3.50412e-01
    7.79241e-01     4.64996e+03     5.11662e+00     3.31323e+02     3.42022e-01
    7.83335e-01     4.64312e+03     2.82288e+00     3.29971e+02     2.54357e-01
    7.87426e-01     4.63881e+03     5.53611e+00     3.27842e+02     2.77446e-01
    7.91513e-01     4.62161e+03     3.19310e+00     3.25507e+02     3.46537e-01
    7.95606e-01     4.62446e+03     4.88272e+00     3.24797e+02     4.88883e-01
    7.99702e-01     4.61299e+03     5.52234e+00     3.22750e+02     3.62966e-01
    8.03798e-01     4.60603e+03     3.40004e+00     3.20332e+02     1.64309e-01
    8.07879e-01     4.60138e+03     3.37936e+00     3.19047e+02     2.99202e-01
    8.11963e-01     4.59401e+03     6.98104e+00     3.17638e+02     6.02078e-01
    8.16059e-01     4.58112e+03     3.33296e+00     3.15590e+02     3.44964e-01
    8.20152e-01     4.57639e+03     3.09790e+00     3.14282e+02     2.23712e-01
    8.24242e-01     4.56769e+03     3.25364e+00     3.12561e+02     4.28771e-01
    8.28331e-01     4.56890e+03     3.93902e+00     3.10920e+02     2.19009e-01
    8.32425e-01     4.56101e+03     1.86219e+00     3.09092e+02     3.84304e-01
    8.36516e-01     4.55201e+03     4.69551e+00     3.07719e+02     3.52757e-01
    8.40610e-01     4.54628e+03     2.82573e+00     3.05329e+02     2.98961e-01
    8.44704e-01     4.53975e+03     3.06515e+00     3.04404e+02     1.61549e-01
    8.48790e-01     4.53246e+03     3.90391e+00     3.02998e+02     3.67129e-01
    8.52876e-01     4.52931e+03     4.46443e+00     3.01920e+02     3.49578e-01
    8.56967e-01     4.51616e+03     3.93514e+00     2.99881e+02     2.99620e-01
    8.61059e-01     4.50562e+03     2.18545e+00     2.97941e+02     1.95055e-01
    8.65147e-01     4.50664e+03     3.08142e+00     2.96695e+02     1.83218e-01
    8.69235e-01     4.49912e+03     2.49858e+00     2.95060e+02     3.60935e-01
    8.73334e-01     4.48991e+03     3.47099e+00     2.94073e+02     4.11301e-01
    8.77429e-01     4.48570e+03     3.02432e+00     2.92208e+02     1.99469e-01
    8.81512e-01     4.47920e+03     3.89379e+00     2.91354e+02     4.11540e-01
    8.85601e-01     4.47128e+03     2.59745e+00     2.90029e+02     4.16610e-01
    8.89691e-01     4.46168e+03     3.80450e+00     2.88452e+02     5.19454e-01
    8.93784e-01     4.46355e+03     3.09733e+00     2.87452e+02     3.31812e-01
    8.97875e-01     4.44931e+03     3.28940e+00     2.85525e+02     2.72453e-01
    9.01960e-01     4.44662e+03     4.16297e+00     2.84333e+02     3.09855e-01
    9.06054e-01     4.43964e+03     4.30866e+00     2.83532e+02     2.87585e-01
    9.10146e-01     4.43243e+03     3.22328e+00     2.81510e+02     2.38458e-01
    9.14237e-01     4.42514e+03     2.43257e+00     2.80061e+02     3.49378e-01
    9.18331e-01     4.41901e+03     4.27274e+00     2.79192e+02     3.55975e-01
    9.22421e-01     4.41902e+03     1.54143e+00     2.78107e+02     1.48321e-01
    9.26509e-01     4.40620e+03     3.31496e+00     2.76419e+02     3.07707e-01
    9.30598e-01     4.40343e+03     1.94902e+00     2.75617e+02     1.79749e-01
    9.34692e-01     4.39606e+03     2.82779e+00     2.73999e+02     3.17740e-01
    9.38787e-01     4.38793e+03     3.37477e+00     2.72982e+02     2.53106e-01
    9.42873e-01     4.37529e+03     2.71184e+00     2.71330e+02     2.74757e-01
    9.46961e-01     4.37743e+03     3.64343e+00     2.70708e+02     5.09966e-01
    9.51054e-01     4.37215e+03     2.84185e+00     2.69527e+02     2.42999e-01
    9.55150e-01     4.36392e+03     1.90295e+00     2.68121e+02     1.65003e-01
    9.59240e-01     4.36443e+03     2.71277e+00     2.67335e+02     2.24701e-01
    9.63327e-01     4.35057e+03     2.27733e+00     2.65742e+02     3.54742e-01
    9.67420e-01     4.35197e+03     3.44088e+00     2.64856e+02     4.29466e-01
    9.71506e-01     4.34153e+03     2.04214e+00     2.63329e+02     1.57240e-01
    9.75588e-01     4.33920e+03     2.96738e+00     2.62406e+02     1.37927e-01
    9.79678e-01     4.33190e+03     2.62846e+00     2.61790e+02     1.86554e-01
    9.83773e-01     4.32516e+03     1.32467e+00     2.60279e+02     2.83764e-01
    9.87866e-01     4.31906e+03     2.91618e+00     2.59108e+02     1.29320e-01
    9.91960e-01     4.31301e+03     1.84837e+00     2.57808e+02     3.07708e-01
    9.96055e-01     4.31040e+03     2.92826e+00     2.57559e+02     1.41014e-01
    1.00015e+00     4.30185e+03     2.47821e+00     2.56100e+02     2.92667e-01
    1.00424e+00     4.29343e+03     2.33771e+00     2.54959e+02     2.47996e-01
    1.00832e+00     4.29045e+03     1.97925e+00     2.54090e+02     3.46769e-01
    1.01242e+00     4.28714e+03     2.50420e+00     2.52945e+02     2.47352e-01
    1.01651e+00     4.28169e+03     4.73185e+00     2.52280e+02     2.99936e-01
    1.02059e+00     4.27438e+03     2.99715e+00     2.50833e+02     3.65776e-01
    1.02468e+00     4.26778e+03     3.89549e+00     2.49923e+02     1.98573e-01
    1.02878e+00     4.26169e+03     2.53192e+00     2.48894e+02     3.12945e-01
    1.03287e+00     4.25436e+03     4.49756e+00     2.47661e+02     1.47806e-01
    1.03695e+00     4.25504e+03     1.84021e+00     2.47135e+02     2.66317e-01
    1.04105e+00     4.24680e+03     5.81957e+00     2.46306e+02     3.95061e-01
    1.04515e+00     4.24371e+03     1.31468e+00     2.45148e+02     1.90755e-01
    1.04923e+00     4.23772e+03     4.29234e+00     2.44207e+02     3.60091e-01
    1.05332e+00     4.22897e+03     2.79539e+00     2.43190e+02     2.54427e-01
    1.05741e+00     4.22532e+03     3.42383e+00     2.42261e+02     1.51740e-01
    1.06150e+00     4.21668e+03     3.22081e+00     2.41267e+02     1.98531e-01
    1.06559e+00     4.21759e+03     1.59473e+00     2.40670e+02     1.38246e-01
    1.06968e+00     4.20961e+03     2.98571e+00     2.39885e+02     2.61908e-01
    1.07377e+00     4.20526e+03     2.47710e+00     2.38563e+02     1.49401e-01
    1.07786e+00     4.19521e+03     3.53790e+00     2.37714e+02     3.15779e-01
    1.08195e+00     4.19180e+03     2.25811e+00     2.36802e+02     1.59452e-01
    1.08605e+00     4.18681e+03     5.17579e+00     2.35584e+02     4.54918e-01
    1.09014e+00     4.17980e+03     3.74459e+00     2.34829e+02     1.36130e-01
    1.09422e+00     4.17923e+03     1.95052e+00     2.34478e+02     1.11887e-01
    1.09832e+00     4.17179e+03     1.88749e+00     2.33532e+02     1.36706e-01
    1.10242e+00     4.16719e+03     1.76364e+00     2.32935e+02     1.24896e-01
    1.10650e+00     4.16228e+03     3.02377e+00     2.31713e+02     2.21215e-01
    1.11059e+00     4.15690e+03     2.14241e+00     2.30788e+02     8.47949e-02
    1.11468e+00     4.14927e+03     2.35548e+00     2.29937e+02     2.25984e-01
    1.11878e+00     4.14304e+03     3.44241e+00     2.29036e+02     1.34992e-01
    1.12287e+00     4.14197e+03     4.26453e+00     2.28577e+02     1.41660e-01
    1.12695e+00     4.13354e+03     3.68522e+00     2.27502e+02     2.00562e-01
    1.13105e+00     4.12789e+03     1.74571e+00     2.26486e+02     2.08761e-01
    1.13514e+00     4.12855e+03     2.69211e+00     2.26279e+02     2.29750e-01
    1.13922e+00     4.12032e+03     2.91477e+00     2.25304e+02     1.25748e-01
    1.14331e+00     4.11465e+03     2.75374e+00     2.24411e+02     3.31680e-01
    1.14741e+00     4.10878e+03     3.29437e+00     2.23642e+02     8.37427e-02
    1.15150e+00     4.10694e+03     2.17174e+00     2.23132e+02     1.22992e-01
    1.15559e+00     4.09931e+03     5.11138e+00     2.22029e+02     1.81260e-01
    1.15968e+00     4.09665e+03     3.59661e+00     2.21761e+02     2.43501e-01
    1.16377e+00     4.08606e+03     2.55582e+00     2.20399e+02     3.14597e-01
    1.16786e+00     4.08507e+03     1.78657e+00     2.20006e+02     8.02630e-02
    1.17195e+00     4.07743e+03     1.99089e+00     2.19154e+02     2.69116e-01
    1.17604e+00     4.07174e+03     4.97732e+00     2.18153e+02     2.70689e-01
    1.18013e+00     4.06863e+03     2.57845e+00     2.17545e+02     2.15742e-01
    1.18422e+00     4.06216e+03     2.01587e+00     2.16727e+02     1.15105e-01
    1.18831e+00     4.05610e+03     2.58356e+00     2.16138e+02     1.65954e-01
    1.19240e+00     4.05140e+03     2.13293e+00     2.15213e+02     2.79735e-01
    1.19649e+00     4.05078e+03     2.00788e+00     2.14871e+02     1.51538e-01
    1.20059e+00     4.04493e+03     3.20194e+00     2.14233e+02     1.75233e-01
    1.20468e+00     4.04076e+03     2.84282e+00     2.13531e+02     1.86249e-01
    1.20877e+00     4.03423e+03     2.86622e+00     2.12528e+02     2.06726e-01
    1.21286e+00     4.02505e+03     2.57673e+00     2.11647e+02     3.44007e-01
    1.21695e+00     4.02502e+03     4.61515e+00     2.11465e+02     2.13218e-01
    1.22104e+00     4.01864e+03     2.80717e+00     2.10463e+02     3.31203e-01
    1.22513e+00     4.01243e+03     2.35225e+00     2.09850e+02     1.60180e-01
    1.22922e+00     4.00817e+03     3.33468e+00     2.09184e+02     2.44584e-01
    1.23330e+00     4.00348e+03     5.15275e+00     2.08253e+02     1.16538e-01
    1.23740e+00     3.99939e+03     3.38045e+00     2.07643e+02     2.79047e-01
    1.24149e+00     3.99402e+03     2.96352e+00     2.06888e+02     1.49827e-01
    1.24558e+00     3.98908e+03     2.46192e+00     2.06576e+02     2.27799e-01
    1.24967e+00     3.98703e+03     1.51980e+00     2.05902e+02     1.69927e-01
    1.25376e+00     3.97926e+03     2.23542e+00     2.05421e+02     2.27807e-01
    1.25785e+00     3.97667e+03     2.43507e+00     2.04671e+02     3.45450e-01
    1.26194e+00     3.97319e+03     2.05833e+00     2.03949e+02     2.27432e-01
    1.26603e+00     3.96623e+03     4.02027e+00     2.03362e+02     2.86725e-01
    1.27012e+00     3.95876e+03     3.83036e+00     2.02856e+02     2.93163e-01
    1.27422e+00     3.95330e+03     2.61673e+00     2.02004e+02     1.74183e-01
    1.27831e+00     3.94783e+03     3.22171e+00     2.01270e+02     2.63918e-01
    1.28240e+00     3.94265e+03     1.64347e+00     2.00826e+02     1.75440e-01
    1.28649e+00     3.93965e+03     1.62714e+00     2.00065e+02     1.27958e-01
    1.29058e+00     3.93707e+03     1.22016e+00     1.99401e+02     1.89276e-01
    1.29467e+00     3.93108e+03     1.87055e+00     1.98705e+02     2.52587e-01
    1.29876e+00     3.92727e+03     3.14237e+00     1.98095e+02     2.11134e-01
    1.30285e+00     3.92210e+03     2.08660e+00     1.97537e+02     1.76564e-01
    1.30694e+00     3.91594e+03     2.08876e+00     1.97108e+02     1.71423e-01
    1.31103e+00     3.91096e+03     2.60526e+00     1.96530e+02     2.33737e-01
    1.31512e+00     3.90638e+03     3.08926e+00     1.95679e+02     1.39137e-01
    1.31921e+00     3.90080e+03     1.94472e+00     1.95161e+02     1.03481e-01
    1.32331e+00     3.89421e+03     2.55523e+00     1.94523e+02     7.95389e-02
    1.32739e+00     3.89097e+03     1.92817e+00     1.94006e+02     2.38495e-01
    1.33148e+00     3.88989e+03     4.24545e+00     1.93446e+02     2.20096e-01
    1.33558e+00     3.88202e+03     1.73591e+00     1.92949e+02     1.79234e-01
    1.33967e+00     3.88070e+03     1.83814e+00     1.92541e+02     1.27707e-01
    1.34376e+00     3.87183e+03     4.90296e+00     1.91671e+02     2.96908e-01
    1.34785e+00     3.86713e+03     1.51771e+00     1.91030e+02     1.94431e-01
    1.35195e+00     3.86075e+03     1.38541e+00     1.90514e+02     1.53944e-01
    1.35603e+00     3.85826e+03     1.68186e+00     1.90048e+02     1.32938e-01
    1.36011e+00     3.85504e+03     2.60085e+00     1.89482e+02     1.26787e-01
    1.36421e+00     3.84863e+03     2.40476e+00     1.88942e+02     2.16156e-01
    1.36830e+00     3.84326e+03     2.28640e+00     1.88236e+02     1.52126e-01
    1.37239e+00     3.84203e+03     2.24760e+00     1.87878e+02     2.30549e-01
    1.37648e+00     3.83479e+03     2.29177e+00     1.87444e+02     2.11356e-01
