# Real space h-h auto- and h-m cross-spectra.
# z=1.500, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.67085e+04     9.53967e+03
    1.04717e-02     1.65289e+04     8.98918e+03
    1.42665e-02     1.88369e+04     1.02445e+04
    1.81228e-02     1.82074e+04     1.02594e+04
    2.24845e-02     1.86878e+04     1.04381e+04
    2.64508e-02     1.65105e+04     9.23202e+03
    3.04474e-02     1.74262e+04     9.76961e+03
    3.47320e-02     1.35291e+04     7.53106e+03
    3.88308e-02     1.13769e+04     6.35476e+03
    4.28140e-02     1.10031e+04     6.02694e+03
    4.68856e-02     9.76099e+03     5.36054e+03
    5.09858e-02     9.60915e+03     5.20055e+03
    5.51458e-02     9.24078e+03     5.02435e+03
    5.92243e-02     9.11785e+03     4.90615e+03
    6.32864e-02     8.53081e+03     4.60207e+03
    6.73674e-02     8.14133e+03     4.37853e+03
    7.14960e-02     7.30636e+03     3.91428e+03
    7.55894e-02     7.33579e+03     3.90115e+03
    7.96660e-02     6.55701e+03     3.47168e+03
    8.38183e-02     6.29314e+03     3.33652e+03
    8.78941e-02     5.61236e+03     2.91662e+03
    9.19238e-02     5.44808e+03     2.82124e+03
    9.60446e-02     4.96083e+03     2.53702e+03
    1.00128e-01     4.70270e+03     2.38105e+03
    1.04209e-01     4.52360e+03     2.29018e+03
    1.08333e-01     4.27088e+03     2.15466e+03
    1.12448e-01     4.10925e+03     2.04898e+03
    1.16521e-01     3.91815e+03     1.94511e+03
    1.20596e-01     3.91408e+03     1.93521e+03
    1.24665e-01     3.84297e+03     1.90100e+03
    1.28771e-01     3.64429e+03     1.79277e+03
    1.32874e-01     3.63207e+03     1.78026e+03
    1.36975e-01     3.48407e+03     1.70033e+03
    1.41075e-01     3.28492e+03     1.58040e+03
    1.45172e-01     3.17327e+03     1.51859e+03
    1.49268e-01     3.08147e+03     1.46017e+03
    1.53330e-01     2.90051e+03     1.35749e+03
    1.57416e-01     2.73889e+03     1.27282e+03
    1.61514e-01     2.66428e+03     1.22333e+03
    1.65592e-01     2.58405e+03     1.17516e+03
    1.69693e-01     2.45639e+03     1.11253e+03
    1.73803e-01     2.43359e+03     1.09113e+03
    1.77905e-01     2.33996e+03     1.04413e+03
    1.82001e-01     2.30836e+03     1.02473e+03
    1.86092e-01     2.25108e+03     9.92714e+02
    1.90161e-01     2.23717e+03     9.84580e+02
    1.94237e-01     2.16882e+03     9.36858e+02
    1.98334e-01     2.10770e+03     9.12400e+02
    2.02427e-01     2.05984e+03     8.78352e+02
    2.06523e-01     2.03141e+03     8.61518e+02
    2.10626e-01     1.96072e+03     8.24269e+02
    2.14724e-01     1.89142e+03     7.93296e+02
    2.18827e-01     1.85771e+03     7.72104e+02
    2.22903e-01     1.80460e+03     7.41397e+02
    2.26990e-01     1.78721e+03     7.23783e+02
    2.31084e-01     1.71365e+03     6.89091e+02
    2.35153e-01     1.68383e+03     6.69616e+02
    2.39244e-01     1.66495e+03     6.60067e+02
    2.43338e-01     1.62962e+03     6.43433e+02
    2.47445e-01     1.61171e+03     6.31157e+02
    2.51539e-01     1.57369e+03     6.11360e+02
    2.55609e-01     1.55635e+03     6.00034e+02
    2.59718e-01     1.54266e+03     5.91524e+02
    2.63814e-01     1.48067e+03     5.66491e+02
    2.67904e-01     1.46510e+03     5.50451e+02
    2.71993e-01     1.46017e+03     5.45030e+02
    2.76068e-01     1.41295e+03     5.23997e+02
    2.80171e-01     1.39345e+03     5.11133e+02
    2.84268e-01     1.36289e+03     4.94443e+02
    2.88346e-01     1.35394e+03     4.88031e+02
    2.92426e-01     1.31691e+03     4.71444e+02
    2.96514e-01     1.30112e+03     4.62486e+02
    3.00627e-01     1.29159e+03     4.54926e+02
    3.04729e-01     1.26178e+03     4.40788e+02
    3.08821e-01     1.26865e+03     4.37920e+02
    3.12919e-01     1.25041e+03     4.29165e+02
    3.16999e-01     1.22565e+03     4.18193e+02
    3.21078e-01     1.21638e+03     4.12701e+02
    3.25167e-01     1.19523e+03     4.01218e+02
    3.29247e-01     1.17346e+03     3.91535e+02
    3.33333e-01     1.15989e+03     3.85172e+02
    3.37443e-01     1.15701e+03     3.79056e+02
    3.41545e-01     1.13898e+03     3.70581e+02
    3.45625e-01     1.12563e+03     3.64190e+02
    3.49715e-01     1.11423e+03     3.57061e+02
    3.53817e-01     1.09015e+03     3.45771e+02
    3.57906e-01     1.08558e+03     3.42148e+02
    3.61975e-01     1.07792e+03     3.35915e+02
    3.66071e-01     1.05836e+03     3.28138e+02
    3.70189e-01     1.04807e+03     3.21679e+02
    3.74277e-01     1.04247e+03     3.17249e+02
    3.78356e-01     1.02748e+03     3.10686e+02
    3.82448e-01     1.02429e+03     3.08194e+02
    3.86535e-01     1.00363e+03     2.98741e+02
    3.90624e-01     1.00119e+03     2.95320e+02
    3.94706e-01     9.86106e+02     2.90032e+02
    3.98794e-01     9.86137e+02     2.87981e+02
