# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.8482e+04 9.0944e+03
1.0472e-02 2.4656e+04 1.2309e+04
1.4266e-02 3.2719e+04 1.6781e+04
1.8123e-02 4.0053e+04 2.0655e+04
2.2484e-02 3.4231e+04 1.7511e+04
2.6451e-02 3.5086e+04 1.7991e+04
3.0447e-02 2.4652e+04 1.2534e+04
3.4732e-02 2.5000e+04 1.2757e+04
3.8831e-02 2.0868e+04 1.0551e+04
4.2814e-02 2.0306e+04 1.0310e+04
4.6886e-02 1.8951e+04 9.4169e+03
5.0986e-02 1.8001e+04 8.9859e+03
5.5146e-02 1.6340e+04 8.1606e+03
5.9224e-02 1.5751e+04 7.8373e+03
6.3286e-02 1.5039e+04 7.4663e+03
6.7367e-02 1.4963e+04 7.4101e+03
7.1496e-02 1.4176e+04 6.9835e+03
7.5589e-02 1.3262e+04 6.4822e+03
7.9666e-02 1.2307e+04 6.0294e+03
8.3818e-02 1.1659e+04 5.6759e+03
8.7894e-02 1.0538e+04 5.1091e+03
9.1924e-02 9.7869e+03 4.7205e+03
9.6045e-02 9.1628e+03 4.3773e+03
1.0013e-01 8.6313e+03 4.0811e+03
1.0421e-01 8.1531e+03 3.8432e+03
1.0833e-01 7.6348e+03 3.5868e+03
1.1245e-01 7.6717e+03 3.5986e+03
1.1652e-01 7.4036e+03 3.4555e+03
1.2060e-01 7.0383e+03 3.2730e+03
1.2466e-01 7.0075e+03 3.2676e+03
1.2877e-01 6.7627e+03 3.1246e+03
1.3287e-01 6.5022e+03 2.9878e+03
1.3698e-01 6.1294e+03 2.8116e+03
1.4107e-01 5.9706e+03 2.7003e+03
1.4517e-01 5.7732e+03 2.6002e+03
1.4927e-01 5.3345e+03 2.3825e+03
1.5333e-01 5.2350e+03 2.3297e+03
1.5742e-01 4.9999e+03 2.2222e+03
1.6151e-01 4.8277e+03 2.1255e+03
1.6559e-01 4.6756e+03 2.0360e+03
1.6969e-01 4.5344e+03 1.9686e+03
1.7380e-01 4.3815e+03 1.8818e+03
1.7790e-01 4.3031e+03 1.8501e+03
1.8200e-01 4.2305e+03 1.8063e+03
1.8609e-01 4.0791e+03 1.7448e+03
1.9016e-01 4.0293e+03 1.7146e+03
1.9424e-01 3.8337e+03 1.6111e+03
1.9833e-01 3.9146e+03 1.6458e+03
2.0243e-01 3.8016e+03 1.5856e+03
2.0652e-01 3.6338e+03 1.5078e+03
2.1063e-01 3.5355e+03 1.4581e+03
2.1472e-01 3.4216e+03 1.4036e+03
2.1883e-01 3.4061e+03 1.3878e+03
2.2290e-01 3.3251e+03 1.3465e+03
2.2699e-01 3.2420e+03 1.3002e+03
2.3108e-01 3.1778e+03 1.2701e+03
2.3515e-01 3.0751e+03 1.2173e+03
2.3924e-01 3.0242e+03 1.1980e+03
2.4334e-01 2.9826e+03 1.1668e+03
2.4744e-01 2.9468e+03 1.1494e+03
2.5154e-01 2.8781e+03 1.1158e+03
2.5561e-01 2.8501e+03 1.1033e+03
2.5972e-01 2.7937e+03 1.0728e+03
2.6381e-01 2.7328e+03 1.0425e+03
2.6790e-01 2.7105e+03 1.0257e+03
2.7199e-01 2.6417e+03 9.9742e+02
2.7607e-01 2.6025e+03 9.7695e+02
2.8017e-01 2.5511e+03 9.5413e+02
2.8427e-01 2.5054e+03 9.2784e+02
2.8835e-01 2.4710e+03 9.0940e+02
2.9243e-01 2.4277e+03 8.9011e+02
2.9651e-01 2.3974e+03 8.7405e+02
3.0063e-01 2.3649e+03 8.6030e+02
3.0473e-01 2.3163e+03 8.3577e+02
3.0882e-01 2.3122e+03 8.3190e+02
3.1292e-01 2.2850e+03 8.1692e+02
3.1700e-01 2.2342e+03 7.9726e+02
3.2108e-01 2.1936e+03 7.7486e+02
3.2517e-01 2.1987e+03 7.7150e+02
3.2925e-01 2.1419e+03 7.4972e+02
3.3333e-01 2.1253e+03 7.4097e+02
3.3744e-01 2.1004e+03 7.2623e+02
3.4154e-01 2.0835e+03 7.1755e+02
3.4562e-01 2.0437e+03 7.0062e+02
3.4972e-01 2.0237e+03 6.9083e+02
3.5382e-01 1.9960e+03 6.7548e+02
3.5791e-01 1.9698e+03 6.6306e+02
3.6198e-01 1.9452e+03 6.5098e+02
3.6607e-01 1.9394e+03 6.4848e+02
3.7019e-01 1.9195e+03 6.3798e+02
3.7428e-01 1.8939e+03 6.2488e+02
3.7836e-01 1.8735e+03 6.1446e+02
3.8245e-01 1.8569e+03 6.0526e+02
3.8653e-01 1.8326e+03 5.9655e+02
3.9062e-01 1.8338e+03 5.9503e+02
3.9471e-01 1.8030e+03 5.8297e+02
3.9879e-01 1.7904e+03 5.7332e+02
4.0290e-01 1.7754e+03 5.6534e+02
4.0699e-01 1.7548e+03 5.5874e+02
4.1107e-01 1.7342e+03 5.4765e+02
4.1517e-01 1.7271e+03 5.4316e+02
4.1926e-01 1.7138e+03 5.3427e+02
4.2335e-01 1.6971e+03 5.2894e+02
4.2745e-01 1.6748e+03 5.1755e+02
4.3153e-01 1.6827e+03 5.1865e+02
4.3562e-01 1.6473e+03 5.0434e+02
4.3972e-01 1.6407e+03 5.0101e+02
4.4380e-01 1.6259e+03 4.9507e+02
4.4789e-01 1.6208e+03 4.9014e+02
4.5198e-01 1.5925e+03 4.8204e+02
4.5607e-01 1.5845e+03 4.7693e+02
4.6017e-01 1.5729e+03 4.6973e+02
4.6426e-01 1.5692e+03 4.6635e+02
4.6835e-01 1.5484e+03 4.5741e+02
4.7245e-01 1.5433e+03 4.5394e+02
4.7654e-01 1.5323e+03 4.4989e+02
4.8063e-01 1.5118e+03 4.4252e+02
4.8472e-01 1.5086e+03 4.3811e+02
4.8879e-01 1.4871e+03 4.3065e+02
4.9289e-01 1.4925e+03 4.3002e+02
4.9698e-01 1.4816e+03 4.2499e+02
5.0107e-01 1.4693e+03 4.1943e+02
5.0517e-01 1.4590e+03 4.1502e+02
5.0927e-01 1.4439e+03 4.0920e+02
5.1337e-01 1.4462e+03 4.0868e+02
5.1744e-01 1.4379e+03 4.0506e+02
5.2152e-01 1.4291e+03 4.0237e+02
5.2561e-01 1.4136e+03 3.9375e+02
5.2971e-01 1.4048e+03 3.9013e+02
5.3380e-01 1.3924e+03 3.8506e+02
5.3789e-01 1.3949e+03 3.8479e+02
5.4199e-01 1.3807e+03 3.8043e+02
5.4609e-01 1.3739e+03 3.7578e+02
5.5017e-01 1.3630e+03 3.7110e+02
5.5425e-01 1.3624e+03 3.6901e+02
5.5835e-01 1.3516e+03 3.6450e+02
5.6244e-01 1.3487e+03 3.6183e+02
5.6653e-01 1.3309e+03 3.5627e+02
5.7062e-01 1.3324e+03 3.5681e+02
5.7471e-01 1.3244e+03 3.5211e+02
5.7880e-01 1.3124e+03 3.4751e+02
5.8288e-01 1.3069e+03 3.4504e+02
5.8698e-01 1.2972e+03 3.4115e+02
5.9107e-01 1.2992e+03 3.3992e+02
5.9517e-01 1.2936e+03 3.3738e+02
5.9926e-01 1.2825e+03 3.3359e+02
6.0335e-01 1.2745e+03 3.3030e+02
6.0745e-01 1.2701e+03 3.2815e+02
6.1154e-01 1.2669e+03 3.2512e+02
6.1562e-01 1.2609e+03 3.2289e+02
6.1970e-01 1.2447e+03 3.1794e+02
6.2379e-01 1.2465e+03 3.1704e+02
6.2789e-01 1.2443e+03 3.1640e+02
6.3199e-01 1.2314e+03 3.1127e+02
6.3607e-01 1.2257e+03 3.0884e+02
6.4016e-01 1.2220e+03 3.0670e+02
6.4424e-01 1.2173e+03 3.0401e+02
6.4834e-01 1.2125e+03 3.0198e+02
6.5243e-01 1.2051e+03 2.9925e+02
6.5651e-01 1.2039e+03 2.9748e+02
