# Real space h-h auto- and h-m cross-spectra.
# z=1.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.74257e+04     9.61053e+03
    1.04717e-02     2.42234e+04     1.33384e+04
    1.42665e-02     3.16917e+04     1.83338e+04
    1.81228e-02     3.00120e+04     1.67286e+04
    2.24845e-02     2.60809e+04     1.44264e+04
    2.64508e-02     2.52810e+04     1.39171e+04
    3.04474e-02     2.11983e+04     1.15703e+04
    3.47320e-02     1.83680e+04     1.00722e+04
    3.88308e-02     1.83899e+04     9.93394e+03
    4.28140e-02     1.70639e+04     9.17337e+03
    4.68856e-02     1.58936e+04     8.67678e+03
    5.09858e-02     1.47845e+04     7.86644e+03
    5.51458e-02     1.40178e+04     7.43807e+03
    5.92243e-02     1.31226e+04     6.93730e+03
    6.32864e-02     1.26335e+04     6.61856e+03
    6.73674e-02     1.19988e+04     6.19627e+03
    7.14960e-02     1.18224e+04     6.10792e+03
    7.55894e-02     1.09866e+04     5.61811e+03
    7.96660e-02     1.02922e+04     5.19407e+03
    8.38183e-02     9.93908e+03     4.96703e+03
    8.78941e-02     9.14069e+03     4.53342e+03
    9.19238e-02     8.25347e+03     4.01055e+03
    9.60446e-02     7.87061e+03     3.79337e+03
    1.00128e-01     7.49723e+03     3.59048e+03
    1.04209e-01     7.15442e+03     3.36450e+03
    1.08333e-01     6.56900e+03     3.08645e+03
    1.12448e-01     6.62559e+03     3.08428e+03
    1.16521e-01     6.36100e+03     2.95927e+03
    1.20596e-01     6.26737e+03     2.87841e+03
    1.24665e-01     5.93023e+03     2.68543e+03
    1.28771e-01     6.03431e+03     2.74816e+03
    1.32874e-01     5.80926e+03     2.60507e+03
    1.36975e-01     5.54689e+03     2.47532e+03
    1.41075e-01     5.46154e+03     2.40396e+03
    1.45172e-01     5.19206e+03     2.24561e+03
    1.49268e-01     4.87536e+03     2.08859e+03
    1.53330e-01     4.79182e+03     2.02250e+03
    1.57416e-01     4.57736e+03     1.90076e+03
    1.61514e-01     4.49547e+03     1.84582e+03
    1.65592e-01     4.29324e+03     1.75055e+03
    1.69693e-01     4.21612e+03     1.67290e+03
    1.73803e-01     4.08337e+03     1.60803e+03
    1.77905e-01     4.01034e+03     1.57756e+03
    1.82001e-01     3.93603e+03     1.53869e+03
    1.86092e-01     3.90310e+03     1.50738e+03
    1.90161e-01     3.81128e+03     1.46701e+03
    1.94237e-01     3.68364e+03     1.39242e+03
    1.98334e-01     3.62527e+03     1.36040e+03
    2.02427e-01     3.57679e+03     1.33411e+03
    2.06523e-01     3.50926e+03     1.28549e+03
    2.10626e-01     3.42478e+03     1.24170e+03
    2.14724e-01     3.35323e+03     1.19856e+03
    2.18827e-01     3.25521e+03     1.14875e+03
    2.22903e-01     3.17819e+03     1.11294e+03
    2.26990e-01     3.10398e+03     1.07615e+03
    2.31084e-01     3.08933e+03     1.05829e+03
    2.35153e-01     3.03403e+03     1.01764e+03
    2.39244e-01     2.97994e+03     9.96699e+02
    2.43338e-01     2.95770e+03     9.78182e+02
    2.47445e-01     2.92844e+03     9.53385e+02
    2.51539e-01     2.87370e+03     9.30184e+02
    2.55609e-01     2.86247e+03     9.12771e+02
    2.59718e-01     2.80919e+03     8.94936e+02
    2.63814e-01     2.78111e+03     8.78050e+02
    2.67904e-01     2.72367e+03     8.49638e+02
    2.71993e-01     2.69411e+03     8.29421e+02
    2.76068e-01     2.64552e+03     8.06287e+02
    2.80171e-01     2.63200e+03     7.90860e+02
    2.84268e-01     2.57118e+03     7.65728e+02
    2.88346e-01     2.54485e+03     7.45942e+02
    2.92426e-01     2.52101e+03     7.33835e+02
    2.96514e-01     2.47634e+03     7.16027e+02
    3.00627e-01     2.46623e+03     7.03114e+02
    3.04729e-01     2.44995e+03     6.93372e+02
    3.08821e-01     2.41422e+03     6.75162e+02
