# Real space h-h auto- and h-m cross-spectra.
# z=3.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     4.51109e+04     5.92624e+03
    1.04717e-02     8.55132e+04     1.36491e+04
    1.42665e-02     8.27299e+04     1.31021e+04
    1.81228e-02     9.64617e+04     1.57506e+04
    2.24845e-02     7.95458e+04     1.28056e+04
    2.64508e-02     7.36797e+04     1.13221e+04
    3.04474e-02     6.67339e+04     1.01006e+04
    3.47320e-02     7.04179e+04     1.05508e+04
    3.88308e-02     5.77769e+04     8.42701e+03
    4.28140e-02     5.60721e+04     8.08091e+03
    4.68856e-02     5.16011e+04     7.28566e+03
    5.09858e-02     4.51119e+04     6.10114e+03
    5.51458e-02     4.41212e+04     5.99921e+03
    5.92243e-02     4.63956e+04     6.08024e+03
    6.32864e-02     4.41496e+04     5.85760e+03
    6.73674e-02     4.11470e+04     5.22529e+03
    7.14960e-02     3.96464e+04     5.11625e+03
    7.55894e-02     3.98259e+04     4.92961e+03
    7.96660e-02     3.74874e+04     4.51750e+03
    8.38183e-02     3.64875e+04     4.37193e+03
    8.78941e-02     3.37413e+04     3.93252e+03
    9.19238e-02     3.18375e+04     3.55582e+03
    9.60446e-02     3.06712e+04     3.32824e+03
    1.00128e-01     2.97731e+04     3.12703e+03
    1.04209e-01     2.83136e+04     2.95291e+03
    1.08333e-01     2.74549e+04     2.79069e+03
    1.12448e-01     2.71667e+04     2.63610e+03
    1.16521e-01     2.66250e+04     2.55744e+03
    1.20596e-01     2.65080e+04     2.51252e+03
    1.24665e-01     2.56801e+04     2.40035e+03
    1.28771e-01     2.52126e+04     2.35072e+03
    1.32874e-01     2.50665e+04     2.26849e+03
    1.36975e-01     2.43280e+04     2.16430e+03
    1.41075e-01     2.33864e+04     2.03489e+03
    1.45172e-01     2.29035e+04     1.95726e+03
    1.49268e-01     2.24494e+04     1.84255e+03
    1.53330e-01     2.15863e+04     1.75097e+03
    1.57416e-01     2.10710e+04     1.66214e+03
    1.61514e-01     2.08865e+04     1.56819e+03
    1.65592e-01     2.05974e+04     1.49934e+03
    1.69693e-01     2.04166e+04     1.48287e+03
    1.73803e-01     2.00078e+04     1.41708e+03
    1.77905e-01     1.97707e+04     1.39912e+03
    1.82001e-01     1.95365e+04     1.35619e+03
    1.86092e-01     1.92015e+04     1.32501e+03
    1.90161e-01     1.90968e+04     1.31041e+03
    1.94237e-01     1.91536e+04     1.27521e+03
    1.98334e-01     1.85352e+04     1.22262e+03
    2.02427e-01     1.82738e+04     1.17016e+03
    2.06523e-01     1.80719e+04     1.12612e+03
    2.10626e-01     1.77092e+04     1.10580e+03
    2.14724e-01     1.76270e+04     1.05460e+03
    2.18827e-01     1.73638e+04     9.99914e+02
    2.22903e-01     1.73139e+04     9.92023e+02
    2.26990e-01     1.70706e+04     9.53253e+02
    2.31084e-01     1.67696e+04     9.09145e+02
    2.35153e-01     1.68255e+04     9.14968e+02
    2.39244e-01     1.66000e+04     8.82697e+02
