# Real space h-h auto- and h-m cross-spectra.
# z=1.500, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     3.96732e+04     1.02384e+04
    1.04717e-02     5.88098e+04     1.46669e+04
    1.42665e-02     7.30015e+04     1.98469e+04
    1.81228e-02     8.62248e+04     2.39207e+04
    2.24845e-02     7.74355e+04     2.06633e+04
    2.64508e-02     7.68676e+04     2.08256e+04
    3.04474e-02     5.45432e+04     1.43936e+04
    3.47320e-02     5.86384e+04     1.51232e+04
    3.88308e-02     4.84994e+04     1.23031e+04
    4.28140e-02     4.74059e+04     1.20370e+04
    4.68856e-02     4.45785e+04     1.10131e+04
    5.09858e-02     4.28715e+04     1.05485e+04
    5.51458e-02     4.04410e+04     9.67395e+03
    5.92243e-02     3.89876e+04     9.29944e+03
    6.32864e-02     3.67871e+04     8.70487e+03
    6.73674e-02     3.75682e+04     8.77084e+03
    7.14960e-02     3.55678e+04     8.22343e+03
    7.55894e-02     3.35045e+04     7.60244e+03
    7.96660e-02     3.13481e+04     7.03277e+03
    8.38183e-02     3.05137e+04     6.71597e+03
    8.78941e-02     2.78568e+04     5.97980e+03
    9.19238e-02     2.73033e+04     5.69318e+03
    9.60446e-02     2.54216e+04     5.15306e+03
    1.00128e-01     2.40709e+04     4.81584e+03
    1.04209e-01     2.38529e+04     4.61031e+03
    1.08333e-01     2.21178e+04     4.23495e+03
    1.12448e-01     2.25116e+04     4.28321e+03
    1.16521e-01     2.20806e+04     4.13173e+03
    1.20596e-01     2.10735e+04     3.91583e+03
    1.24665e-01     2.10463e+04     3.87554e+03
    1.28771e-01     2.05047e+04     3.69105e+03
    1.32874e-01     1.97880e+04     3.54986e+03
    1.36975e-01     1.92677e+04     3.35853e+03
    1.41075e-01     1.89991e+04     3.23707e+03
    1.45172e-01     1.86687e+04     3.11486e+03
    1.49268e-01     1.80615e+04     2.89918e+03
    1.53330e-01     1.72407e+04     2.78047e+03
    1.57416e-01     1.71081e+04     2.69004e+03
    1.61514e-01     1.70400e+04     2.59816e+03
    1.65592e-01     1.63712e+04     2.45639e+03
    1.69693e-01     1.58223e+04     2.36657e+03
    1.73803e-01     1.57318e+04     2.27154e+03
