# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 3.0481e+04 1.5092e+04
1.0472e-02 2.5938e+04 1.3624e+04
1.4266e-02 3.3134e+04 1.6981e+04
1.8123e-02 2.8345e+04 1.4653e+04
2.2484e-02 3.1966e+04 1.6380e+04
2.6451e-02 2.9248e+04 1.5014e+04
3.0447e-02 2.8357e+04 1.4368e+04
3.4732e-02 2.2902e+04 1.1696e+04
3.8831e-02 2.3324e+04 1.1728e+04
4.2814e-02 2.0780e+04 1.0382e+04
4.6886e-02 1.8984e+04 9.4800e+03
5.0986e-02 1.7747e+04 8.8423e+03
5.5146e-02 1.6662e+04 8.2967e+03
5.9224e-02 1.6617e+04 8.2118e+03
6.3286e-02 1.5588e+04 7.6623e+03
6.7367e-02 1.4315e+04 7.0705e+03
7.1496e-02 1.3688e+04 6.6837e+03
7.5589e-02 1.3245e+04 6.5102e+03
7.9666e-02 1.2711e+04 6.1924e+03
8.3818e-02 1.1621e+04 5.6432e+03
8.7894e-02 1.0446e+04 5.0636e+03
9.1924e-02 9.5819e+03 4.5633e+03
9.6045e-02 9.1170e+03 4.3340e+03
1.0013e-01 8.6801e+03 4.1170e+03
1.0421e-01 8.0559e+03 3.7624e+03
1.0833e-01 7.7265e+03 3.6393e+03
1.1245e-01 7.4126e+03 3.4699e+03
1.1652e-01 7.5857e+03 3.5145e+03
1.2060e-01 6.9138e+03 3.2023e+03
1.2466e-01 6.7478e+03 3.1157e+03
1.2877e-01 6.8134e+03 3.1248e+03
1.3287e-01 6.6862e+03 3.0709e+03
1.3698e-01 6.2210e+03 2.8200e+03
1.4107e-01 6.1012e+03 2.7769e+03
1.4517e-01 5.6282e+03 2.5204e+03
1.4927e-01 5.4889e+03 2.4470e+03
1.5333e-01 5.2380e+03 2.3254e+03
1.5742e-01 5.0400e+03 2.2223e+03
1.6151e-01 4.8457e+03 2.1108e+03
1.6559e-01 4.6943e+03 2.0461e+03
1.6969e-01 4.5109e+03 1.9429e+03
1.7380e-01 4.3668e+03 1.8755e+03
1.7790e-01 4.3289e+03 1.8491e+03
1.8200e-01 4.2390e+03 1.8072e+03
1.8609e-01 4.1074e+03 1.7407e+03
1.9016e-01 4.0383e+03 1.7057e+03
1.9424e-01 3.9615e+03 1.6592e+03
1.9833e-01 3.8734e+03 1.6130e+03
2.0243e-01 3.7155e+03 1.5361e+03
2.0652e-01 3.7197e+03 1.5396e+03
2.1063e-01 3.6169e+03 1.4810e+03
2.1472e-01 3.4624e+03 1.4096e+03
2.1883e-01 3.3682e+03 1.3654e+03
2.2290e-01 3.2734e+03 1.3162e+03
2.2699e-01 3.2525e+03 1.3017e+03
2.3108e-01 3.1512e+03 1.2504e+03
2.3515e-01 3.0662e+03 1.2050e+03
2.3924e-01 3.0346e+03 1.1894e+03
2.4334e-01 2.9752e+03 1.1633e+03
2.4744e-01 2.9400e+03 1.1426e+03
2.5154e-01 2.8986e+03 1.1216e+03
2.5561e-01 2.8441e+03 1.0968e+03
2.5972e-01 2.8034e+03 1.0708e+03
2.6381e-01 2.7591e+03 1.0472e+03
2.6790e-01 2.7136e+03 1.0232e+03
2.7199e-01 2.6705e+03 1.0038e+03
2.7607e-01 2.5997e+03 9.7235e+02
2.8017e-01 2.5794e+03 9.5906e+02
2.8427e-01 2.5411e+03 9.3611e+02
2.8835e-01 2.4896e+03 9.1360e+02
2.9243e-01 2.4615e+03 8.9862e+02
2.9651e-01 2.4076e+03 8.7606e+02
3.0063e-01 2.3821e+03 8.5751e+02
3.0473e-01 2.3532e+03 8.4299e+02
3.0882e-01 2.3114e+03 8.2737e+02
3.1292e-01 2.2517e+03 7.9878e+02
3.1700e-01 2.2557e+03 7.9647e+02
3.2108e-01 2.2331e+03 7.8651e+02
3.2517e-01 2.1926e+03 7.6697e+02
3.2925e-01 2.1542e+03 7.4754e+02
3.3333e-01 2.1643e+03 7.4671e+02
3.3744e-01 2.1062e+03 7.2640e+02
3.4154e-01 2.1052e+03 7.2226e+02
3.4562e-01 2.0695e+03 7.0553e+02
3.4972e-01 2.0447e+03 6.9293e+02
3.5382e-01 2.0083e+03 6.7883e+02
3.5791e-01 1.9940e+03 6.7028e+02
3.6198e-01 1.9695e+03 6.5717e+02
3.6607e-01 1.9384e+03 6.4417e+02
3.7019e-01 1.9343e+03 6.3811e+02
3.7428e-01 1.9075e+03 6.2549e+02
3.7836e-01 1.8820e+03 6.1609e+02
3.8245e-01 1.8778e+03 6.1184e+02
3.8653e-01 1.8392e+03 5.9458e+02
3.9062e-01 1.8389e+03 5.9178e+02
3.9471e-01 1.8117e+03 5.7978e+02
3.9879e-01 1.7941e+03 5.7329e+02
4.0290e-01 1.7904e+03 5.6644e+02
4.0699e-01 1.7711e+03 5.5869e+02
4.1107e-01 1.7491e+03 5.4883e+02
4.1517e-01 1.7280e+03 5.3911e+02
4.1926e-01 1.7236e+03 5.3738e+02
4.2335e-01 1.7131e+03 5.3047e+02
4.2745e-01 1.6901e+03 5.2144e+02
4.3153e-01 1.6733e+03 5.1401e+02
4.3562e-01 1.6686e+03 5.0948e+02
4.3972e-01 1.6500e+03 4.9992e+02
4.4380e-01 1.6369e+03 4.9592e+02
4.4789e-01 1.6229e+03 4.8764e+02
4.5198e-01 1.6124e+03 4.8388e+02
4.5607e-01 1.5931e+03 4.7500e+02
4.6017e-01 1.5825e+03 4.7174e+02
4.6426e-01 1.5732e+03 4.6690e+02
4.6835e-01 1.5639e+03 4.6168e+02
4.7245e-01 1.5505e+03 4.5377e+02
4.7654e-01 1.5408e+03 4.5088e+02
4.8063e-01 1.5183e+03 4.4172e+02
4.8472e-01 1.5236e+03 4.4103e+02
4.8879e-01 1.5105e+03 4.3459e+02
4.9289e-01 1.5052e+03 4.3015e+02
4.9698e-01 1.4888e+03 4.2545e+02
5.0107e-01 1.4696e+03 4.1804e+02
5.0517e-01 1.4682e+03 4.1428e+02
5.0927e-01 1.4509e+03 4.0940e+02
5.1337e-01 1.4421e+03 4.0482e+02
5.1744e-01 1.4431e+03 4.0296e+02
5.2152e-01 1.4247e+03 3.9744e+02
5.2561e-01 1.4230e+03 3.9490e+02
5.2971e-01 1.4211e+03 3.9289e+02
5.3380e-01 1.4071e+03 3.8606e+02
5.3789e-01 1.3994e+03 3.8275e+02
5.4199e-01 1.3940e+03 3.7961e+02
5.4609e-01 1.3781e+03 3.7551e+02
5.5017e-01 1.3781e+03 3.7246e+02
5.5425e-01 1.3644e+03 3.6854e+02
5.5835e-01 1.3590e+03 3.6387e+02
5.6244e-01 1.3577e+03 3.6236e+02
5.6653e-01 1.3428e+03 3.5773e+02
5.7062e-01 1.3360e+03 3.5413e+02
5.7471e-01 1.3339e+03 3.5332e+02
5.7880e-01 1.3197e+03 3.4775e+02
5.8288e-01 1.3196e+03 3.4563e+02
5.8698e-01 1.3083e+03 3.4186e+02
5.9107e-01 1.3069e+03 3.4055e+02
5.9517e-01 1.2956e+03 3.3604e+02
5.9926e-01 1.2927e+03 3.3326e+02
6.0335e-01 1.2854e+03 3.3080e+02
6.0745e-01 1.2732e+03 3.2604e+02
6.1154e-01 1.2674e+03 3.2381e+02
6.1562e-01 1.2635e+03 3.2157e+02
6.1970e-01 1.2641e+03 3.2082e+02
6.2379e-01 1.2547e+03 3.1803e+02
6.2789e-01 1.2466e+03 3.1314e+02
6.3199e-01 1.2415e+03 3.1197e+02
6.3607e-01 1.2347e+03 3.0818e+02
6.4016e-01 1.2319e+03 3.0728e+02
6.4424e-01 1.2278e+03 3.0462e+02
6.4834e-01 1.2247e+03 3.0306e+02
6.5243e-01 1.2153e+03 2.9897e+02
6.5651e-01 1.2100e+03 2.9703e+02
6.6061e-01 1.2102e+03 2.9607e+02
6.6471e-01 1.2034e+03 2.9344e+02
6.6880e-01 1.1956e+03 2.9094e+02
6.7289e-01 1.1927e+03 2.8852e+02
6.7698e-01 1.1845e+03 2.8690e+02
6.8107e-01 1.1811e+03 2.8475e+02
6.8516e-01 1.1833e+03 2.8346e+02
6.8925e-01 1.1771e+03 2.8227e+02
6.9334e-01 1.1738e+03 2.7960e+02
6.9743e-01 1.1638e+03 2.7707e+02
7.0153e-01 1.1625e+03 2.7554e+02
7.0562e-01 1.1569e+03 2.7286e+02
7.0971e-01 1.1497e+03 2.7088e+02
7.1380e-01 1.1471e+03 2.6933e+02
7.1789e-01 1.1434e+03 2.6735e+02
7.2198e-01 1.1430e+03 2.6703e+02
7.2606e-01 1.1343e+03 2.6408e+02
7.3015e-01 1.1350e+03 2.6314e+02
7.3424e-01 1.1316e+03 2.6161e+02
7.3834e-01 1.1236e+03 2.5894e+02
7.4243e-01 1.1182e+03 2.5634e+02
7.4651e-01 1.1127e+03 2.5474e+02
7.5061e-01 1.1152e+03 2.5361e+02
7.5471e-01 1.1070e+03 2.5148e+02
7.5879e-01 1.1082e+03 2.5135e+02
7.6289e-01 1.1032e+03 2.4939e+02
7.6699e-01 1.0989e+03 2.4783e+02
7.7107e-01 1.0939e+03 2.4634e+02
7.7515e-01 1.0910e+03 2.4424e+02
7.7924e-01 1.0908e+03 2.4353e+02
7.8334e-01 1.0849e+03 2.4162e+02
7.8743e-01 1.0799e+03 2.3965e+02
7.9151e-01 1.0780e+03 2.3828e+02
7.9561e-01 1.0751e+03 2.3706e+02
7.9970e-01 1.0704e+03 2.3579e+02
8.0380e-01 1.0699e+03 2.3427e+02
8.0788e-01 1.0640e+03 2.3285e+02
8.1196e-01 1.0621e+03 2.3195e+02
8.1606e-01 1.0590e+03 2.3035e+02
8.2015e-01 1.0556e+03 2.2952e+02
8.2424e-01 1.0512e+03 2.2770e+02
8.2833e-01 1.0508e+03 2.2659e+02
8.3243e-01 1.0409e+03 2.2394e+02
8.3652e-01 1.0429e+03 2.2354e+02
8.4061e-01 1.0386e+03 2.2221e+02
8.4470e-01 1.0355e+03 2.2072e+02
8.4879e-01 1.0325e+03 2.1949e+02
8.5288e-01 1.0300e+03 2.1856e+02
8.5697e-01 1.0238e+03 2.1666e+02
8.6106e-01 1.0261e+03 2.1703e+02
8.6515e-01 1.0174e+03 2.1398e+02
8.6923e-01 1.0158e+03 2.1374e+02
8.7333e-01 1.0202e+03 2.1411e+02
8.7743e-01 1.0115e+03 2.1183e+02
8.8151e-01 1.0106e+03 2.1140e+02
8.8560e-01 1.0076e+03 2.0921e+02
8.8969e-01 1.0030e+03 2.0797e+02
8.9378e-01 1.0000e+03 2.0729e+02
8.9788e-01 9.9633e+02 2.0579e+02
9.0196e-01 9.9840e+02 2.0534e+02
9.0605e-01 9.9673e+02 2.0499e+02
9.1015e-01 9.9109e+02 2.0319e+02
9.1424e-01 9.9223e+02 2.0253e+02
9.1833e-01 9.9073e+02 2.0138e+02
9.2242e-01 9.8536e+02 2.0014e+02
9.2651e-01 9.7951e+02 1.9874e+02
9.3060e-01 9.7789e+02 1.9792e+02
9.3469e-01 9.7812e+02 1.9762e+02
9.3879e-01 9.7534e+02 1.9691e+02
9.4287e-01 9.7353e+02 1.9552e+02
9.4696e-01 9.7225e+02 1.9431e+02
9.5105e-01 9.7062e+02 1.9419e+02
9.5515e-01 9.6561e+02 1.9238e+02
9.5924e-01 9.6680e+02 1.9220e+02
9.6333e-01 9.5945e+02 1.9042e+02
9.6742e-01 9.5693e+02 1.8942e+02
9.7151e-01 9.5632e+02 1.8897e+02
9.7559e-01 9.5245e+02 1.8751e+02
9.7968e-01 9.5366e+02 1.8753e+02
9.8377e-01 9.4834e+02 1.8616e+02
9.8787e-01 9.4633e+02 1.8552e+02
9.9196e-01 9.4657e+02 1.8448e+02
9.9605e-01 9.4451e+02 1.8386e+02
1.0002e+00 9.4124e+02 1.8286e+02
1.0042e+00 9.4006e+02 1.8221e+02
1.0083e+00 9.3648e+02 1.8114e+02
1.0124e+00 9.3227e+02 1.7989e+02
1.0165e+00 9.3320e+02 1.7957e+02
1.0206e+00 9.3347e+02 1.7924e+02
1.0247e+00 9.2836e+02 1.7784e+02
1.0288e+00 9.2413e+02 1.7667e+02
