# Real space h-h auto- and h-m cross-spectra.
# z=2.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     2.51452e+04     7.07842e+03
    1.04717e-02     3.43454e+04     9.69114e+03
    1.42665e-02     4.33169e+04     1.30632e+04
    1.81228e-02     5.55578e+04     1.65217e+04
    2.24845e-02     4.83484e+04     1.40535e+04
    2.64508e-02     4.71477e+04     1.40988e+04
    3.04474e-02     3.28319e+04     9.71277e+03
    3.47320e-02     3.45786e+04     1.00685e+04
    3.88308e-02     2.97013e+04     8.42984e+03
    4.28140e-02     2.81449e+04     8.09655e+03
    4.68856e-02     2.62799e+04     7.38993e+03
    5.09858e-02     2.56112e+04     7.11885e+03
    5.51458e-02     2.38904e+04     6.52860e+03
    5.92243e-02     2.24886e+04     6.21340e+03
    6.32864e-02     2.13190e+04     5.86537e+03
    6.73674e-02     2.16915e+04     5.89846e+03
    7.14960e-02     2.03949e+04     5.50473e+03
    7.55894e-02     1.93310e+04     5.13457e+03
    7.96660e-02     1.79539e+04     4.77384e+03
    8.38183e-02     1.70192e+04     4.48036e+03
    8.78941e-02     1.55379e+04     4.01246e+03
    9.19238e-02     1.47856e+04     3.73989e+03
    9.60446e-02     1.38099e+04     3.44944e+03
    1.00128e-01     1.32460e+04     3.23288e+03
    1.04209e-01     1.24349e+04     3.01287e+03
    1.08333e-01     1.16902e+04     2.81077e+03
    1.12448e-01     1.19018e+04     2.83418e+03
    1.16521e-01     1.16073e+04     2.72365e+03
    1.20596e-01     1.11135e+04     2.59655e+03
    1.24665e-01     1.10962e+04     2.58046e+03
    1.28771e-01     1.06767e+04     2.45701e+03
    1.32874e-01     1.02810e+04     2.35784e+03
    1.36975e-01     9.88252e+03     2.22644e+03
    1.41075e-01     9.64154e+03     2.12992e+03
    1.45172e-01     9.37798e+03     2.04195e+03
    1.49268e-01     8.87346e+03     1.88511e+03
    1.53330e-01     8.73461e+03     1.83182e+03
    1.57416e-01     8.32240e+03     1.73947e+03
    1.61514e-01     8.20105e+03     1.67253e+03
    1.65592e-01     7.92206e+03     1.58789e+03
    1.69693e-01     7.70534e+03     1.53187e+03
    1.73803e-01     7.50419e+03     1.46728e+03
    1.77905e-01     7.43022e+03     1.44399e+03
    1.82001e-01     7.27069e+03     1.40204e+03
    1.86092e-01     7.18652e+03     1.37198e+03
    1.90161e-01     7.08481e+03     1.34120e+03
    1.94237e-01     6.84833e+03     1.26253e+03
    1.98334e-01     7.02007e+03     1.29613e+03
    2.02427e-01     6.76703e+03     1.23799e+03
    2.06523e-01     6.53081e+03     1.17614e+03
    2.10626e-01     6.49128e+03     1.13943e+03
    2.14724e-01     6.27297e+03     1.09400e+03
    2.18827e-01     6.25401e+03     1.07881e+03
    2.22903e-01     6.14038e+03     1.04196e+03
    2.26990e-01     5.94680e+03     9.93556e+02
    2.31084e-01     5.89189e+03     9.74431e+02
    2.35153e-01     5.84161e+03     9.42776e+02
    2.39244e-01     5.70282e+03     9.20257e+02
    2.43338e-01     5.62410e+03     8.97115e+02
    2.47445e-01     5.60821e+03     8.88059e+02
    2.51539e-01     5.54607e+03     8.61023e+02
    2.55609e-01     5.47406e+03     8.49666e+02
    2.59718e-01     5.41010e+03     8.25979e+02
    2.63814e-01     5.30728e+03     8.02271e+02
    2.67904e-01     5.24326e+03     7.84157e+02
    2.71993e-01     5.17908e+03     7.67091e+02
    2.76068e-01     5.10278e+03     7.41027e+02
    2.80171e-01     5.04781e+03     7.29642e+02
    2.84268e-01     5.00874e+03     7.12319e+02
    2.88346e-01     4.90904e+03     6.91004e+02
    2.92426e-01     4.92144e+03     6.80084e+02
    2.96514e-01     4.81533e+03     6.60585e+02
    3.00627e-01     4.76939e+03     6.48771e+02
    3.04729e-01     4.77947e+03     6.40015e+02
    3.08821e-01     4.73876e+03     6.33610e+02
    3.12919e-01     4.70877e+03     6.21294e+02
    3.16999e-01     4.63266e+03     6.04787e+02
    3.21078e-01     4.58871e+03     5.85854e+02
    3.25167e-01     4.57451e+03     5.83711e+02
    3.29247e-01     4.51679e+03     5.67185e+02
    3.33333e-01     4.49163e+03     5.60335e+02
    3.37443e-01     4.44540e+03     5.45283e+02
    3.41545e-01     4.41954e+03     5.40856e+02
    3.45625e-01     4.35347e+03     5.23799e+02
    3.49715e-01     4.31823e+03     5.17045e+02
    3.53817e-01     4.30562e+03     5.09867e+02
    3.57906e-01     4.26909e+03     4.99410e+02
    3.61975e-01     4.22433e+03     4.87129e+02
    3.66071e-01     4.19639e+03     4.84010e+02
    3.70189e-01     4.17513e+03     4.74780e+02
    3.74277e-01     4.17088e+03     4.69376e+02
    3.78356e-01     4.10999e+03     4.58041e+02
    3.82448e-01     4.08587e+03     4.52075e+02
    3.86535e-01     4.07238e+03     4.47134e+02
    3.90624e-01     4.05379e+03     4.44665e+02
    3.94706e-01     4.02641e+03     4.34522e+02
    3.98794e-01     3.98837e+03     4.24310e+02
    4.02896e-01     3.97671e+03     4.21191e+02
    4.06986e-01     3.92839e+03     4.14000e+02
    4.11069e-01     3.90623e+03     4.04579e+02
    4.15170e-01     3.88372e+03     4.00100e+02
    4.19263e-01     3.87079e+03     3.92727e+02
    4.23353e-01     3.84110e+03     3.89223e+02
    4.27447e-01     3.82368e+03     3.82626e+02
    4.31534e-01     3.81117e+03     3.80459e+02
    4.35624e-01     3.77253e+03     3.70377e+02
    4.39718e-01     3.72798e+03     3.64949e+02
    4.43804e-01     3.72478e+03     3.63125e+02
    4.47892e-01     3.73532e+03     3.59088e+02
    4.51977e-01     3.72040e+03     3.54559e+02
    4.56067e-01     3.69003e+03     3.48401e+02
    4.60165e-01     3.66475e+03     3.44251e+02
    4.64260e-01     3.64154e+03     3.39945e+02
    4.68355e-01     3.64441e+03     3.35256e+02
    4.72450e-01     3.60906e+03     3.29382e+02
    4.76540e-01     3.61926e+03     3.28751e+02
    4.80633e-01     3.57704e+03     3.24738e+02
