# Real space h-h auto- and h-m cross-spectra.
# z=1.500, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     3.36370e+04     8.32086e+03
    1.04717e-02     7.11495e+04     1.99143e+04
    1.42665e-02     7.79487e+04     2.06659e+04
    1.81228e-02     8.76756e+04     2.41966e+04
    2.24845e-02     7.50932e+04     2.00913e+04
    2.64508e-02     6.67744e+04     1.74908e+04
    3.04474e-02     6.00926e+04     1.56951e+04
    3.47320e-02     6.08457e+04     1.59703e+04
    3.88308e-02     5.19833e+04     1.30255e+04
    4.28140e-02     5.06191e+04     1.26575e+04
    4.68856e-02     4.49865e+04     1.12433e+04
    5.09858e-02     3.86236e+04     9.36615e+03
    5.51458e-02     3.93133e+04     9.39316e+03
    5.92243e-02     3.99833e+04     9.43808e+03
    6.32864e-02     3.85600e+04     9.11661e+03
    6.73674e-02     3.52877e+04     8.10436e+03
    7.14960e-02     3.44717e+04     7.98576e+03
    7.55894e-02     3.35936e+04     7.61269e+03
    7.96660e-02     3.16187e+04     6.99829e+03
    8.38183e-02     3.05525e+04     6.71792e+03
    8.78941e-02     2.87837e+04     6.12372e+03
    9.19238e-02     2.65569e+04     5.52693e+03
    9.60446e-02     2.57636e+04     5.24505e+03
    1.00128e-01     2.50059e+04     4.91044e+03
    1.04209e-01     2.38447e+04     4.66647e+03
    1.08333e-01     2.28638e+04     4.40726e+03
    1.12448e-01     2.23931e+04     4.16851e+03
    1.16521e-01     2.14232e+04     3.98658e+03
    1.20596e-01     2.12152e+04     3.90430e+03
    1.24665e-01     2.03913e+04     3.70132e+03
    1.28771e-01     2.04412e+04     3.68464e+03
    1.32874e-01     2.04902e+04     3.61923e+03
    1.36975e-01     1.93777e+04     3.37600e+03
    1.41075e-01     1.91884e+04     3.25342e+03
    1.45172e-01     1.83844e+04     3.04413e+03
    1.49268e-01     1.80669e+04     2.95635e+03
    1.53330e-01     1.75429e+04     2.79855e+03
    1.57416e-01     1.69482e+04     2.65681e+03
    1.61514e-01     1.64837e+04     2.50190e+03
    1.65592e-01     1.62015e+04     2.40601e+03
    1.69693e-01     1.60847e+04     2.35788e+03
    1.73803e-01     1.57323e+04     2.27176e+03
    1.77905e-01     1.56808e+04     2.26009e+03
    1.82001e-01     1.53885e+04     2.18014e+03
    1.86092e-01     1.52159e+04     2.12710e+03
    1.90161e-01     1.50817e+04     2.08461e+03
    1.94237e-01     1.49968e+04     2.05426e+03
    1.98334e-01     1.46522e+04     1.98247e+03
    2.02427e-01     1.43768e+04     1.89823e+03
    2.06523e-01     1.42571e+04     1.82764e+03
    2.10626e-01     1.40020e+04     1.80537e+03
    2.14724e-01     1.37291e+04     1.71402e+03
    2.18827e-01     1.34237e+04     1.63925e+03
    2.22903e-01     1.34531e+04     1.61974e+03
    2.26990e-01     1.32706e+04     1.56744e+03
    2.31084e-01     1.31300e+04     1.51531e+03
    2.35153e-01     1.30877e+04     1.50561e+03
    2.39244e-01     1.29449e+04     1.46973e+03
    2.43338e-01     1.25652e+04     1.41414e+03
    2.47445e-01     1.27148e+04     1.41070e+03
    2.51539e-01     1.25371e+04     1.37859e+03
    2.55609e-01     1.24040e+04     1.34341e+03
    2.59718e-01     1.23764e+04     1.33853e+03
    2.63814e-01     1.22513e+04     1.29985e+03
    2.67904e-01     1.22734e+04     1.27738e+03
    2.71993e-01     1.20513e+04     1.23677e+03
    2.76068e-01     1.19293e+04     1.21386e+03
    2.80171e-01     1.17993e+04     1.17508e+03
    2.84268e-01     1.17041e+04     1.15466e+03
    2.88346e-01     1.16208e+04     1.13616e+03
    2.92426e-01     1.15213e+04     1.10311e+03
    2.96514e-01     1.15128e+04     1.09110e+03
    3.00627e-01     1.14734e+04     1.08121e+03
    3.04729e-01     1.13126e+04     1.05537e+03
    3.08821e-01     1.12535e+04     1.04015e+03
    3.12919e-01     1.10369e+04     1.00469e+03
    3.16999e-01     1.11703e+04     1.00202e+03
    3.21078e-01     1.10479e+04     9.83806e+02
    3.25167e-01     1.09337e+04     9.63408e+02
    3.29247e-01     1.09003e+04     9.40600e+02
    3.33333e-01     1.08343e+04     9.25453e+02
    3.37443e-01     1.08060e+04     9.21133e+02
    3.41545e-01     1.07104e+04     8.94329e+02
    3.45625e-01     1.05991e+04     8.74812e+02
    3.49715e-01     1.06268e+04     8.72730e+02
    3.53817e-01     1.05183e+04     8.55014e+02
    3.57906e-01     1.04998e+04     8.40940e+02
    3.61975e-01     1.04599e+04     8.30920e+02
    3.66071e-01     1.03581e+04     8.20805e+02
    3.70189e-01     1.03428e+04     8.06115e+02
    3.74277e-01     1.02586e+04     7.95507e+02
    3.78356e-01     1.02434e+04     7.79642e+02
    3.82448e-01     1.01850e+04     7.65486e+02
    3.86535e-01     1.01603e+04     7.55289e+02
    3.90624e-01     1.01406e+04     7.61243e+02
    3.94706e-01     1.01090e+04     7.43551e+02
    3.98794e-01     1.00727e+04     7.34087e+02
    4.02896e-01     9.97875e+03     7.21098e+02
    4.06986e-01     9.95062e+03     7.12345e+02
    4.11069e-01     9.94516e+03     7.02027e+02
    4.15170e-01     9.85107e+03     6.93899e+02
    4.19263e-01     9.83589e+03     6.85075e+02
    4.23353e-01     9.76689e+03     6.77346e+02
    4.27447e-01     9.81857e+03     6.71261e+02
    4.31534e-01     9.77182e+03     6.61861e+02
    4.35624e-01     9.58484e+03     6.44047e+02
    4.39718e-01     9.62175e+03     6.38770e+02
    4.43804e-01     9.69115e+03     6.41892e+02
    4.47892e-01     9.61353e+03     6.25705e+02
    4.51977e-01     9.57003e+03     6.21626e+02
    4.56067e-01     9.50623e+03     6.14982e+02
    4.60165e-01     9.53185e+03     6.12603e+02
    4.64260e-01     9.42788e+03     5.94658e+02
    4.68355e-01     9.41462e+03     5.93367e+02
    4.72450e-01     9.42332e+03     5.85513e+02
    4.76540e-01     9.33159e+03     5.77866e+02
    4.80633e-01     9.36112e+03     5.76948e+02
    4.84718e-01     9.25677e+03     5.66062e+02
    4.88794e-01     9.29204e+03     5.60994e+02
    4.92888e-01     9.22513e+03     5.57392e+02
    4.96984e-01     9.23094e+03     5.53037e+02
    5.01073e-01     9.22951e+03     5.47213e+02
    5.05169e-01     9.14544e+03     5.39603e+02
