# Real space auto- and cross-spectra.
# z=0.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.30294e+04     1.59304e+04     2.04869e+04
    1.04717e-02     1.85639e+04     2.15405e+04     2.59732e+04
    1.42665e-02     1.32033e+04     1.57975e+04     2.02058e+04
    1.81228e-02     1.86162e+04     2.24276e+04     2.85005e+04
    2.24845e-02     1.58047e+04     1.91697e+04     2.44806e+04
    2.64508e-02     1.48565e+04     1.73855e+04     2.15119e+04
    3.04474e-02     1.38242e+04     1.64333e+04     2.08186e+04
    3.47320e-02     1.16381e+04     1.34237e+04     1.67219e+04
    3.88308e-02     1.13097e+04     1.30183e+04     1.62408e+04
    4.28140e-02     9.12934e+03     1.05274e+04     1.34055e+04
    4.68856e-02     8.89230e+03     1.01391e+04     1.28265e+04
    5.09858e-02     8.75232e+03     1.01166e+04     1.29070e+04
    5.51458e-02     8.16662e+03     9.27750e+03     1.17788e+04
    5.92243e-02     7.60412e+03     8.54020e+03     1.08323e+04
    6.32864e-02     6.93239e+03     7.79103e+03     1.00026e+04
    6.73674e-02     6.83716e+03     7.65024e+03     9.71599e+03
    7.14960e-02     6.48637e+03     7.25530e+03     9.30837e+03
    7.55894e-02     6.15585e+03     6.93552e+03     9.04332e+03
    7.96660e-02     5.65041e+03     6.20185e+03     7.95854e+03
    8.38183e-02     5.25435e+03     5.74807e+03     7.42983e+03
    8.78941e-02     4.84962e+03     5.27346e+03     6.88234e+03
    9.19238e-02     4.56472e+03     4.94290e+03     6.51502e+03
    9.60446e-02     4.36206e+03     4.63077e+03     6.07214e+03
    1.00128e-01     3.95456e+03     4.19488e+03     5.53582e+03
    1.04209e-01     3.79187e+03     3.97056e+03     5.26531e+03
    1.08333e-01     3.68285e+03     3.89210e+03     5.22459e+03
    1.12448e-01     3.55160e+03     3.68508e+03     4.91421e+03
    1.16521e-01     3.43057e+03     3.56393e+03     4.77174e+03
    1.20596e-01     3.21857e+03     3.30832e+03     4.46386e+03
    1.24665e-01     3.15763e+03     3.21899e+03     4.34843e+03
    1.28771e-01     3.06478e+03     3.12708e+03     4.26636e+03
    1.32874e-01     2.93265e+03     2.95244e+03     4.00525e+03
    1.36975e-01     2.90006e+03     2.92634e+03     4.00591e+03
    1.41075e-01     2.75311e+03     2.75868e+03     3.79977e+03
    1.45172e-01     2.59627e+03     2.56851e+03     3.58084e+03
    1.49268e-01     2.49415e+03     2.46339e+03     3.44858e+03
    1.53330e-01     2.44261e+03     2.36578e+03     3.29630e+03
    1.57416e-01     2.31710e+03     2.21797e+03     3.14310e+03
    1.61514e-01     2.26039e+03     2.13564e+03     3.00395e+03
    1.65592e-01     2.15027e+03     2.03473e+03     2.89881e+03
    1.69693e-01     2.07460e+03     1.94928e+03     2.81472e+03
    1.73803e-01     2.02874e+03     1.88891e+03     2.74361e+03
    1.77905e-01     1.95539e+03     1.82156e+03     2.66618e+03
    1.82001e-01     1.95233e+03     1.80970e+03     2.64528e+03
    1.86092e-01     1.92374e+03     1.75201e+03     2.54035e+03
    1.90161e-01     1.82376e+03     1.66067e+03     2.46217e+03
    1.94237e-01     1.80370e+03     1.62637e+03     2.40221e+03
    1.98334e-01     1.74312e+03     1.55531e+03     2.31910e+03
    2.02427e-01     1.69380e+03     1.50015e+03     2.25424e+03
    2.06523e-01     1.65193e+03     1.45389e+03     2.19647e+03
    2.10626e-01     1.63264e+03     1.40547e+03     2.11395e+03
    2.14724e-01     1.57658e+03     1.36452e+03     2.09102e+03
    2.18827e-01     1.54207e+03     1.31894e+03     2.01558e+03
    2.22903e-01     1.50322e+03     1.27616e+03     1.97434e+03
    2.26990e-01     1.48404e+03     1.24612e+03     1.93191e+03
    2.31084e-01     1.44835e+03     1.20173e+03     1.88050e+03
    2.35153e-01     1.41767e+03     1.17950e+03     1.86473e+03
    2.39244e-01     1.38739e+03     1.13038e+03     1.79574e+03
    2.43338e-01     1.35719e+03     1.10744e+03     1.77049e+03
    2.47445e-01     1.32515e+03     1.07451e+03     1.72420e+03
    2.51539e-01     1.29813e+03     1.04215e+03     1.68238e+03
    2.55609e-01     1.28370e+03     1.01963e+03     1.65859e+03
    2.59718e-01     1.26267e+03     9.94795e+02     1.62342e+03
    2.63814e-01     1.24085e+03     9.74397e+02     1.59425e+03
    2.67904e-01     1.22814e+03     9.57551e+02     1.57234e+03
    2.71993e-01     1.18923e+03     9.20919e+02     1.54128e+03
    2.76068e-01     1.16903e+03     8.84314e+02     1.47559e+03
    2.80171e-01     1.15580e+03     8.70188e+02     1.46758e+03
    2.84268e-01     1.12992e+03     8.48077e+02     1.44717e+03
    2.88346e-01     1.12949e+03     8.39163e+02     1.42488e+03
    2.92426e-01     1.11349e+03     8.16798e+02     1.39477e+03
    2.96514e-01     1.09214e+03     8.04559e+02     1.37309e+03
    3.00627e-01     1.07366e+03     7.81836e+02     1.35338e+03
    3.04729e-01     1.06154e+03     7.63439e+02     1.33067e+03
    3.08821e-01     1.04550e+03     7.46965e+02     1.30789e+03
    3.12919e-01     1.02890e+03     7.28727e+02     1.28532e+03
    3.16999e-01     1.01664e+03     7.13353e+02     1.26660e+03
    3.21078e-01     1.00174e+03     6.97413e+02     1.25215e+03
    3.25167e-01     9.95086e+02     6.81520e+02     1.22785e+03
    3.29247e-01     9.77385e+02     6.65033e+02     1.20583e+03
    3.33333e-01     9.71599e+02     6.58855e+02     1.19070e+03
    3.37443e-01     9.61056e+02     6.45564e+02     1.17762e+03
    3.41545e-01     9.38065e+02     6.25667e+02     1.14693e+03
    3.45625e-01     9.29950e+02     6.16729e+02     1.14211e+03
    3.49715e-01     9.20763e+02     6.07036e+02     1.12318e+03
    3.53817e-01     9.09709e+02     5.90949e+02     1.11128e+03
    3.57906e-01     9.05771e+02     5.85269e+02     1.10102e+03
    3.61975e-01     8.95179e+02     5.74643e+02     1.08159e+03
    3.66071e-01     8.84754e+02     5.61454e+02     1.06862e+03
    3.70189e-01     8.83093e+02     5.60146e+02     1.06017e+03
    3.74277e-01     8.68916e+02     5.45101e+02     1.04268e+03
    3.78356e-01     8.58448e+02     5.29814e+02     1.02785e+03
    3.82448e-01     8.45331e+02     5.17798e+02     1.00784e+03
    3.86535e-01     8.43084e+02     5.14671e+02     1.00172e+03
    3.90624e-01     8.38260e+02     5.04991e+02     9.87720e+02
    3.94706e-01     8.25137e+02     4.97503e+02     9.77671e+02
    3.98794e-01     8.22118e+02     4.91104e+02     9.71873e+02
    4.02896e-01     8.13538e+02     4.80493e+02     9.57748e+02
    4.06986e-01     7.99258e+02     4.62197e+02     9.37841e+02
    4.11069e-01     7.95994e+02     4.61764e+02     9.38111e+02
    4.15170e-01     7.93313e+02     4.55145e+02     9.27595e+02
    4.19263e-01     7.88747e+02     4.49012e+02     9.14504e+02
    4.23353e-01     7.72908e+02     4.36445e+02     8.96566e+02
    4.27447e-01     7.69317e+02     4.31747e+02     8.94537e+02
    4.31534e-01     7.62832e+02     4.26111e+02     8.86398e+02
    4.35624e-01     7.57215e+02     4.15701e+02     8.74306e+02
    4.39718e-01     7.50123e+02     4.05889e+02     8.62038e+02
    4.43804e-01     7.44688e+02     4.04414e+02     8.63193e+02
    4.47892e-01     7.41114e+02     4.00434e+02     8.52793e+02
    4.51977e-01     7.40317e+02     3.92240e+02     8.35459e+02
    4.56067e-01     7.25586e+02     3.86894e+02     8.36996e+02
    4.60165e-01     7.27525e+02     3.85345e+02     8.34060e+02
    4.64260e-01     7.18726e+02     3.77353e+02     8.20915e+02
    4.68355e-01     7.17319e+02     3.73373e+02     8.13979e+02
    4.72450e-01     7.11418e+02     3.67233e+02     8.04315e+02
    4.76540e-01     7.03610e+02     3.60856e+02     7.96668e+02
    4.80633e-01     6.94351e+02     3.51100e+02     7.85923e+02
    4.84718e-01     6.97344e+02     3.49882e+02     7.82079e+02
    4.88794e-01     6.88985e+02     3.43378e+02     7.72624e+02
    4.92888e-01     6.86958e+02     3.41297e+02     7.64714e+02
    4.96984e-01     6.87341e+02     3.37553e+02     7.63513e+02
    5.01073e-01     6.82357e+02     3.31345e+02     7.56525e+02
    5.05169e-01     6.74028e+02     3.25105e+02     7.44548e+02
    5.09268e-01     6.72422e+02     3.18856e+02     7.39042e+02
    5.13369e-01     6.70030e+02     3.16759e+02     7.35113e+02
    5.17441e-01     6.61674e+02     3.13836e+02     7.31157e+02
    5.21516e-01     6.56427e+02     3.07688e+02     7.20101e+02
    5.25611e-01     6.52177e+02     2.99937e+02     7.12633e+02
    5.29706e-01     6.50159e+02     2.98771e+02     7.08374e+02
    5.33801e-01     6.50944e+02     2.96648e+02     7.08343e+02
    5.37888e-01     6.43730e+02     2.90446e+02     7.00422e+02
    5.41985e-01     6.38197e+02     2.84635e+02     6.91915e+02
    5.46091e-01     6.37528e+02     2.85766e+02     6.88863e+02
    5.50174e-01     6.34014e+02     2.80369e+02     6.85200e+02
    5.54252e-01     6.30446e+02     2.75988e+02     6.74486e+02
    5.58346e-01     6.26205e+02     2.73401e+02     6.72564e+02
    5.62439e-01     6.25865e+02     2.69615e+02     6.68050e+02
    5.66527e-01     6.21399e+02     2.67706e+02     6.63056e+02
    5.70616e-01     6.19863e+02     2.65147e+02     6.59954e+02
    5.74707e-01     6.14456e+02     2.56542e+02     6.49768e+02
    5.78798e-01     6.12103e+02     2.57718e+02     6.49085e+02
    5.82883e-01     6.11597e+02     2.56211e+02     6.43015e+02
    5.86977e-01     6.05549e+02     2.51286e+02     6.37008e+02
    5.91070e-01     6.02408e+02     2.46504e+02     6.34565e+02
    5.95166e-01     5.98467e+02     2.42383e+02     6.25699e+02
    5.99260e-01     5.96961e+02     2.41591e+02     6.26728e+02
    6.03349e-01     5.92872e+02     2.37719e+02     6.19532e+02
    6.07445e-01     5.94667e+02     2.38551e+02     6.16595e+02
    6.11543e-01     5.94263e+02     2.37012e+02     6.12802e+02
    6.15623e-01     5.85846e+02     2.27774e+02     6.05174e+02
    6.19704e-01     5.86675e+02     2.28208e+02     6.02217e+02
    6.23792e-01     5.84958e+02     2.25759e+02     6.00362e+02
    6.27891e-01     5.78828e+02     2.20676e+02     5.95644e+02
    6.31991e-01     5.77594e+02     2.20330e+02     5.90373e+02
    6.36073e-01     5.77132e+02     2.18730e+02     5.88374e+02
    6.40158e-01     5.75031e+02     2.14129e+02     5.80412e+02
    6.44244e-01     5.72230e+02     2.12182e+02     5.78737e+02
    6.48338e-01     5.68514e+02     2.10843e+02     5.75469e+02
    6.52432e-01     5.66225e+02     2.08793e+02     5.72840e+02
    6.56514e-01     5.63019e+02     2.04070e+02     5.66849e+02
    6.60609e-01     5.64309e+02     2.04043e+02     5.64701e+02
    6.64712e-01     5.58662e+02     2.00764e+02     5.59753e+02
    6.68801e-01     5.58832e+02     2.00956e+02     5.56501e+02
    6.72890e-01     5.56524e+02     1.96449e+02     5.52287e+02
    6.76984e-01     5.54978e+02     1.95099e+02     5.50158e+02
    6.81074e-01     5.52493e+02     1.91018e+02     5.44792e+02
    6.85160e-01     5.51099e+02     1.90862e+02     5.44389e+02
    6.89246e-01     5.48362e+02     1.88936e+02     5.40585e+02
    6.93336e-01     5.44732e+02     1.86447e+02     5.33868e+02
    6.97434e-01     5.41669e+02     1.83497e+02     5.31029e+02
    7.01528e-01     5.42047e+02     1.82222e+02     5.28114e+02
    7.05618e-01     5.39079e+02     1.78644e+02     5.25432e+02
    7.09708e-01     5.38293e+02     1.78689e+02     5.22610e+02
    7.13796e-01     5.37639e+02     1.77183e+02     5.19891e+02
    7.17892e-01     5.34776e+02     1.74758e+02     5.15759e+02
    7.21982e-01     5.34461e+02     1.73822e+02     5.13031e+02
    7.26059e-01     5.33945e+02     1.72144e+02     5.09066e+02
    7.30145e-01     5.30791e+02     1.70528e+02     5.06876e+02
    7.34240e-01     5.28653e+02     1.67693e+02     5.05337e+02
    7.38340e-01     5.28733e+02     1.65496e+02     5.00774e+02
    7.42427e-01     5.25224e+02     1.64026e+02     4.97711e+02
    7.46511e-01     5.23705e+02     1.63391e+02     4.96190e+02
    7.50614e-01     5.21608e+02     1.60921e+02     4.91982e+02
    7.54706e-01     5.22020e+02     1.59666e+02     4.86843e+02
    7.58795e-01     5.19151e+02     1.58070e+02     4.88060e+02
    7.62888e-01     5.14760e+02     1.56041e+02     4.81202e+02
    7.66986e-01     5.15088e+02     1.56279e+02     4.81200e+02
    7.71073e-01     5.14791e+02     1.53354e+02     4.77399e+02
    7.75153e-01     5.13533e+02     1.52477e+02     4.76404e+02
    7.79241e-01     5.10141e+02     1.50452e+02     4.73825e+02
    7.83335e-01     5.09824e+02     1.49089e+02     4.70268e+02
    7.87426e-01     5.06216e+02     1.47386e+02     4.68329e+02
    7.91513e-01     5.08265e+02     1.46435e+02     4.63081e+02
    7.95606e-01     5.06172e+02     1.44213e+02     4.61477e+02
    7.99702e-01     5.02802e+02     1.42926e+02     4.58423e+02
    8.03798e-01     5.03869e+02     1.42121e+02     4.55044e+02
    8.07879e-01     5.02198e+02     1.41198e+02     4.55636e+02
    8.11963e-01     4.98528e+02     1.38459e+02     4.50645e+02
    8.16059e-01     4.98321e+02     1.38662e+02     4.48411e+02
    8.20152e-01     4.95976e+02     1.37256e+02     4.47491e+02
    8.24242e-01     4.95057e+02     1.35842e+02     4.44242e+02
    8.28331e-01     4.95100e+02     1.35921e+02     4.44139e+02
    8.32425e-01     4.93400e+02     1.32788e+02     4.39184e+02
    8.36516e-01     4.91169e+02     1.32715e+02     4.36138e+02
    8.40610e-01     4.90920e+02     1.29995e+02     4.35318e+02
    8.44704e-01     4.89574e+02     1.28973e+02     4.31663e+02
    8.48790e-01     4.88584e+02     1.29225e+02     4.29174e+02
    8.52876e-01     4.87696e+02     1.27428e+02     4.28395e+02
    8.56967e-01     4.86565e+02     1.27556e+02     4.25952e+02
    8.61059e-01     4.83867e+02     1.24237e+02     4.23649e+02
    8.65147e-01     4.82534e+02     1.23248e+02     4.21636e+02
    8.69235e-01     4.80217e+02     1.22902e+02     4.20036e+02
    8.73334e-01     4.81961e+02     1.22652e+02     4.17285e+02
    8.77429e-01     4.78693e+02     1.20088e+02     4.13948e+02
    8.81512e-01     4.77936e+02     1.19325e+02     4.11665e+02
    8.85601e-01     4.75971e+02     1.17480e+02     4.09400e+02
    8.89691e-01     4.75721e+02     1.16398e+02     4.07595e+02
    8.93784e-01     4.73967e+02     1.15805e+02     4.04249e+02
    8.97875e-01     4.72892e+02     1.15104e+02     4.02867e+02
    9.01960e-01     4.72909e+02     1.13628e+02     4.00580e+02
    9.06054e-01     4.71454e+02     1.13165e+02     3.99127e+02
    9.10146e-01     4.69995e+02     1.10990e+02     3.95762e+02
    9.14237e-01     4.69262e+02     1.11106e+02     3.94753e+02
    9.18331e-01     4.70086e+02     1.11194e+02     3.92565e+02
    9.22421e-01     4.68101e+02     1.09700e+02     3.92184e+02
    9.26509e-01     4.66965e+02     1.09202e+02     3.89476e+02
    9.30598e-01     4.65198e+02     1.06834e+02     3.86252e+02
    9.34692e-01     4.63436e+02     1.06785e+02     3.83479e+02
    9.38787e-01     4.63125e+02     1.06318e+02     3.83175e+02
    9.42873e-01     4.63152e+02     1.05389e+02     3.80950e+02
    9.46961e-01     4.61763e+02     1.04341e+02     3.78495e+02
    9.51054e-01     4.60684e+02     1.02916e+02     3.76279e+02
    9.55150e-01     4.59886e+02     1.02177e+02     3.73967e+02
    9.59240e-01     4.57969e+02     1.00634e+02     3.72142e+02
    9.63327e-01     4.57162e+02     1.00378e+02     3.71205e+02
    9.67420e-01     4.54872e+02     9.96226e+01     3.69590e+02
    9.71506e-01     4.53947e+02     9.93004e+01     3.67657e+02
    9.75588e-01     4.53845e+02     9.83511e+01     3.65047e+02
    9.79678e-01     4.53889e+02     9.82497e+01     3.63519e+02
    9.83773e-01     4.51271e+02     9.65604e+01     3.61684e+02
    9.87866e-01     4.50399e+02     9.53810e+01     3.59231e+02
    9.91960e-01     4.50748e+02     9.48873e+01     3.57832e+02
    9.96055e-01     4.49588e+02     9.37463e+01     3.55482e+02
    1.00015e+00     4.48585e+02     9.33866e+01     3.53519e+02
    1.00424e+00     4.48339e+02     9.17709e+01     3.51814e+02
    1.00832e+00     4.46259e+02     9.23073e+01     3.49678e+02
    1.01242e+00     4.44500e+02     9.11001e+01     3.48233e+02
    1.01651e+00     4.44101e+02     9.05551e+01     3.46544e+02
    1.02059e+00     4.42831e+02     8.96806e+01     3.45573e+02
    1.02468e+00     4.41886e+02     8.89047e+01     3.43676e+02
    1.02878e+00     4.40908e+02     8.75599e+01     3.41767e+02
    1.03287e+00     4.41780e+02     8.85130e+01     3.40960e+02
    1.03695e+00     4.40505e+02     8.73615e+01     3.38936e+02
    1.04105e+00     4.39137e+02     8.63407e+01     3.35951e+02
    1.04515e+00     4.37272e+02     8.54717e+01     3.34913e+02
    1.04923e+00     4.36582e+02     8.42626e+01     3.34253e+02
    1.05332e+00     4.37311e+02     8.48279e+01     3.32249e+02
    1.05741e+00     4.35282e+02     8.35073e+01     3.29827e+02
    1.06150e+00     4.35273e+02     8.30912e+01     3.28884e+02
    1.06559e+00     4.33542e+02     8.19437e+01     3.26585e+02
    1.06968e+00     4.33217e+02     8.10681e+01     3.24814e+02
    1.07377e+00     4.33155e+02     8.10136e+01     3.23718e+02
    1.07786e+00     4.32015e+02     7.98208e+01     3.22554e+02
    1.08195e+00     4.32031e+02     7.99621e+01     3.20286e+02
    1.08605e+00     4.29226e+02     7.88944e+01     3.18774e+02
    1.09014e+00     4.28432e+02     7.80177e+01     3.17704e+02
    1.09422e+00     4.29098e+02     7.82101e+01     3.15916e+02
    1.09832e+00     4.28363e+02     7.72771e+01     3.13554e+02
    1.10242e+00     4.26737e+02     7.66096e+01     3.13400e+02
    1.10650e+00     4.25335e+02     7.61963e+01     3.11377e+02
    1.11059e+00     4.24797e+02     7.56553e+01     3.09758e+02
    1.11468e+00     4.24948e+02     7.55146e+01     3.08321e+02
    1.11878e+00     4.23561e+02     7.51949e+01     3.06677e+02
    1.12287e+00     4.23158e+02     7.38630e+01     3.04829e+02
    1.12695e+00     4.22024e+02     7.30823e+01     3.03110e+02
    1.13105e+00     4.21018e+02     7.25866e+01     3.02886e+02
    1.13514e+00     4.19536e+02     7.21726e+01     3.00608e+02
