# Real space auto- and cross-spectra.
# z=2.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.07078e+05     1.87686e+04     4.00852e+03
    1.04717e-02     1.07724e+05     1.78206e+04     3.59852e+03
    1.42665e-02     1.06497e+05     1.93470e+04     4.08412e+03
    1.81228e-02     1.15165e+05     2.04095e+04     4.24060e+03
    2.24845e-02     1.11782e+05     2.01468e+04     4.28363e+03
    2.64508e-02     1.00758e+05     1.79536e+04     3.81035e+03
    3.04474e-02     9.98961e+04     1.81950e+04     4.01697e+03
    3.47320e-02     8.55689e+04     1.44747e+04     3.11433e+03
    3.88308e-02     7.50321e+04     1.23599e+04     2.64531e+03
    4.28140e-02     7.07682e+04     1.12633e+04     2.47463e+03
    4.68856e-02     6.72949e+04     1.03877e+04     2.23047e+03
    5.09858e-02     6.23808e+04     9.65518e+03     2.12127e+03
    5.51458e-02     6.29980e+04     9.59914e+03     2.06838e+03
    5.92243e-02     6.10416e+04     9.29780e+03     2.00465e+03
    6.32864e-02     5.99401e+04     8.79505e+03     1.88804e+03
    6.73674e-02     5.81960e+04     8.45273e+03     1.79542e+03
    7.14960e-02     5.40572e+04     7.58087e+03     1.61257e+03
    7.55894e-02     5.52890e+04     7.57137e+03     1.59451e+03
    7.96660e-02     5.02568e+04     6.74861e+03     1.42184e+03
    8.38183e-02     4.87378e+04     6.54352e+03     1.37200e+03
    8.78941e-02     4.58920e+04     5.75389e+03     1.19411e+03
    9.19238e-02     4.47880e+04     5.48455e+03     1.14978e+03
    9.60446e-02     4.19797e+04     4.93961e+03     1.03178e+03
    1.00128e-01     4.03677e+04     4.59298e+03     9.67225e+02
    1.04209e-01     3.92052e+04     4.47768e+03     9.29075e+02
    1.08333e-01     3.89602e+04     4.24738e+03     8.74756e+02
    1.12448e-01     3.77818e+04     4.04542e+03     8.31937e+02
    1.16521e-01     3.63899e+04     3.82392e+03     7.89412e+02
    1.20596e-01     3.64633e+04     3.77997e+03     7.83068e+02
    1.24665e-01     3.62546e+04     3.72588e+03     7.70294e+02
    1.28771e-01     3.62749e+04     3.60061e+03     7.26869e+02
    1.32874e-01     3.49871e+04     3.50054e+03     7.22852e+02
    1.36975e-01     3.52436e+04     3.44864e+03     6.92516e+02
    1.41075e-01     3.40257e+04     3.18785e+03     6.39510e+02
    1.45172e-01     3.37841e+04     3.11397e+03     6.14919e+02
    1.49268e-01     3.19244e+04     2.93393e+03     5.88418e+02
    1.53330e-01     3.16534e+04     2.75456e+03     5.44846e+02
    1.57416e-01     3.09802e+04     2.60178e+03     5.09097e+02
    1.61514e-01     3.08281e+04     2.51791e+03     4.87745e+02
    1.65592e-01     2.99098e+04     2.43993e+03     4.70301e+02
    1.69693e-01     2.95246e+04     2.31255e+03     4.46387e+02
    1.73803e-01     2.96666e+04     2.29261e+03     4.35018e+02
    1.77905e-01     2.88312e+04     2.16234e+03     4.17180e+02
    1.82001e-01     2.87168e+04     2.10919e+03     4.08756e+02
    1.86092e-01     2.84084e+04     2.07548e+03     3.97272e+02
    1.90161e-01     2.81465e+04     2.05500e+03     3.95451e+02
    1.94237e-01     2.77448e+04     1.94903e+03     3.72947e+02
    1.98334e-01     2.76750e+04     1.93425e+03     3.65038e+02
    2.02427e-01     2.73212e+04     1.86490e+03     3.48752e+02
    2.06523e-01     2.73361e+04     1.82438e+03     3.40495e+02
    2.10626e-01     2.64459e+04     1.73867e+03     3.26163e+02
    2.14724e-01     2.65792e+04     1.71757e+03     3.16554e+02
    2.18827e-01     2.62979e+04     1.65869e+03     3.05909e+02
    2.22903e-01     2.58237e+04     1.60180e+03     2.92338e+02
    2.26990e-01     2.56939e+04     1.54450e+03     2.83870e+02
    2.31084e-01     2.54751e+04     1.50668e+03     2.71717e+02
    2.35153e-01     2.50052e+04     1.45193e+03     2.62306e+02
    2.39244e-01     2.50898e+04     1.45175e+03     2.59144e+02
    2.43338e-01     2.50430e+04     1.42658e+03     2.53170e+02
    2.47445e-01     2.46549e+04     1.38430e+03     2.46511e+02
    2.51539e-01     2.46743e+04     1.35249e+03     2.39668e+02
    2.55609e-01     2.42928e+04     1.33342e+03     2.35182e+02
    2.59718e-01     2.42090e+04     1.30539e+03     2.30644e+02
    2.63814e-01     2.39025e+04     1.26824e+03     2.22995e+02
    2.67904e-01     2.38529e+04     1.23687e+03     2.15432e+02
    2.71993e-01     2.36044e+04     1.21331e+03     2.11610e+02
    2.76068e-01     2.32457e+04     1.17250e+03     2.04420e+02
    2.80171e-01     2.34026e+04     1.15056e+03     1.98544e+02
    2.84268e-01     2.32301e+04     1.12137e+03     1.92146e+02
    2.88346e-01     2.30593e+04     1.11241e+03     1.89087e+02
    2.92426e-01     2.29926e+04     1.09249e+03     1.83654e+02
    2.96514e-01     2.28178e+04     1.06123e+03     1.79137e+02
    3.00627e-01     2.29385e+04     1.05917e+03     1.76018e+02
    3.04729e-01     2.25534e+04     1.02521e+03     1.70951e+02
    3.08821e-01     2.25471e+04     1.01611e+03     1.68549e+02
    3.12919e-01     2.22837e+04     9.91112e+02     1.65315e+02
    3.16999e-01     2.21234e+04     9.73124e+02     1.61619e+02
    3.21078e-01     2.23017e+04     9.66448e+02     1.58987e+02
    3.25167e-01     2.22261e+04     9.48200e+02     1.54103e+02
    3.29247e-01     2.21908e+04     9.44221e+02     1.51418e+02
    3.33333e-01     2.18814e+04     9.19565e+02     1.48017e+02
    3.37443e-01     2.18790e+04     9.04244e+02     1.45141e+02
    3.41545e-01     2.16584e+04     8.86968e+02     1.42265e+02
    3.45625e-01     2.15429e+04     8.69377e+02     1.39324e+02
    3.49715e-01     2.16210e+04     8.63646e+02     1.36365e+02
    3.53817e-01     2.12743e+04     8.34752e+02     1.31484e+02
    3.57906e-01     2.14277e+04     8.22647e+02     1.29824e+02
    3.61975e-01     2.12903e+04     8.25332e+02     1.27983e+02
    3.66071e-01     2.11144e+04     7.97259e+02     1.25122e+02
    3.70189e-01     2.09158e+04     7.86264e+02     1.22434e+02
    3.74277e-01     2.08910e+04     7.81410e+02     1.20256e+02
    3.78356e-01     2.09197e+04     7.69579e+02     1.18234e+02
    3.82448e-01     2.08583e+04     7.59116e+02     1.16239e+02
    3.86535e-01     2.06758e+04     7.42800e+02     1.13475e+02
    3.90624e-01     2.08402e+04     7.39339e+02     1.11766e+02
    3.94706e-01     2.06065e+04     7.24117e+02     1.09652e+02
    3.98794e-01     2.06575e+04     7.25607e+02     1.08385e+02
    4.02896e-01     2.04765e+04     7.10074e+02     1.06718e+02
    4.06986e-01     2.03576e+04     6.89781e+02     1.03615e+02
    4.11069e-01     2.02522e+04     6.89017e+02     1.02406e+02
    4.15170e-01     2.04030e+04     6.86614e+02     1.00980e+02
    4.19263e-01     2.01591e+04     6.73355e+02     9.88208e+01
    4.23353e-01     2.02322e+04     6.67386e+02     9.74994e+01
    4.27447e-01     2.00245e+04     6.54720e+02     9.52747e+01
    4.31534e-01     2.00321e+04     6.46588e+02     9.41016e+01
    4.35624e-01     1.99075e+04     6.34597e+02     9.23144e+01
    4.39718e-01     1.99469e+04     6.33069e+02     9.09814e+01
    4.43804e-01     1.99018e+04     6.30130e+02     8.95861e+01
    4.47892e-01     1.97806e+04     6.14319e+02     8.77390e+01
    4.51977e-01     1.97848e+04     6.11425e+02     8.69817e+01
    4.56067e-01     1.97084e+04     6.00230e+02     8.50525e+01
    4.60165e-01     1.96453e+04     5.99580e+02     8.45460e+01
    4.64260e-01     1.96274e+04     5.88264e+02     8.25306e+01
    4.68355e-01     1.95738e+04     5.88470e+02     8.18870e+01
    4.72450e-01     1.94553e+04     5.80459e+02     8.07441e+01
    4.76540e-01     1.94380e+04     5.68818e+02     7.89312e+01
    4.80633e-01     1.93572e+04     5.58038e+02     7.77625e+01
    4.84718e-01     1.92486e+04     5.57338e+02     7.68194e+01
    4.88794e-01     1.92034e+04     5.51663e+02     7.60957e+01
    4.92888e-01     1.91868e+04     5.47355e+02     7.45278e+01
    4.96984e-01     1.92888e+04     5.44243e+02     7.39227e+01
    5.01073e-01     1.90683e+04     5.37740e+02     7.28595e+01
    5.05169e-01     1.91791e+04     5.35320e+02     7.19852e+01
    5.09268e-01     1.90528e+04     5.26768e+02     7.10115e+01
    5.13369e-01     1.89506e+04     5.21321e+02     6.94836e+01
    5.17441e-01     1.88847e+04     5.12094e+02     6.89587e+01
    5.21516e-01     1.89272e+04     5.14810e+02     6.82319e+01
    5.25611e-01     1.88965e+04     5.04964e+02     6.67619e+01
    5.29706e-01     1.88505e+04     5.01777e+02     6.61929e+01
    5.33801e-01     1.88576e+04     4.98034e+02     6.49657e+01
    5.37888e-01     1.87470e+04     4.95987e+02     6.46635e+01
    5.41985e-01     1.87070e+04     4.85306e+02     6.36797e+01
    5.46091e-01     1.86454e+04     4.79291e+02     6.23886e+01
    5.50174e-01     1.85776e+04     4.79482e+02     6.21264e+01
    5.54252e-01     1.85331e+04     4.78510e+02     6.14958e+01
    5.58346e-01     1.85097e+04     4.68587e+02     6.02082e+01
    5.62439e-01     1.84964e+04     4.65365e+02     5.97348e+01
    5.66527e-01     1.84853e+04     4.62103e+02     5.88753e+01
    5.70616e-01     1.83762e+04     4.55635e+02     5.82125e+01
    5.74707e-01     1.83581e+04     4.58000e+02     5.74273e+01
