# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.6970e+04 1.4210e+04
1.0472e-02 3.7030e+04 1.8764e+04
1.4266e-02 2.7473e+04 1.4238e+04
1.8123e-02 4.0144e+04 2.0458e+04
2.2484e-02 3.4985e+04 1.7707e+04
2.6451e-02 3.0568e+04 1.5499e+04
3.0447e-02 3.0749e+04 1.5289e+04
3.4732e-02 2.4401e+04 1.2225e+04
3.8831e-02 2.4299e+04 1.2005e+04
4.2814e-02 1.9953e+04 9.8494e+03
4.6886e-02 1.9020e+04 9.3864e+03
5.0986e-02 1.9914e+04 9.6522e+03
5.5146e-02 1.7913e+04 8.7164e+03
5.9224e-02 1.6704e+04 8.1174e+03
6.3286e-02 1.5560e+04 7.5331e+03
6.7367e-02 1.5046e+04 7.2556e+03
7.1496e-02 1.4471e+04 6.9430e+03
7.5589e-02 1.4321e+04 6.8353e+03
7.9666e-02 1.2616e+04 5.9809e+03
8.3818e-02 1.1728e+04 5.5653e+03
8.7894e-02 1.0903e+04 5.1094e+03
9.1924e-02 1.0415e+04 4.8700e+03
9.6045e-02 9.8514e+03 4.5681e+03
1.0013e-01 8.7801e+03 4.0669e+03
1.0421e-01 8.4538e+03 3.8806e+03
1.0833e-01 8.4526e+03 3.8636e+03
1.1245e-01 8.0364e+03 3.6575e+03
1.1652e-01 7.7860e+03 3.5333e+03
1.2060e-01 7.4146e+03 3.3538e+03
1.2466e-01 7.2875e+03 3.2629e+03
1.2877e-01 7.1305e+03 3.1793e+03
1.3287e-01 6.7583e+03 2.9996e+03
1.3698e-01 6.7418e+03 2.9925e+03
1.4107e-01 6.4453e+03 2.8427e+03
1.4517e-01 6.0502e+03 2.6367e+03
1.4927e-01 5.8601e+03 2.5430e+03
1.5333e-01 5.5897e+03 2.4158e+03
1.5742e-01 5.3032e+03 2.2740e+03
1.6151e-01 5.0559e+03 2.1526e+03
1.6559e-01 4.9322e+03 2.0894e+03
1.6969e-01 4.8058e+03 2.0179e+03
1.7380e-01 4.6726e+03 1.9524e+03
1.7790e-01 4.6084e+03 1.9163e+03
1.8200e-01 4.5151e+03 1.8757e+03
1.8609e-01 4.4089e+03 1.8210e+03
1.9016e-01 4.2958e+03 1.7678e+03
1.9424e-01 4.2333e+03 1.7245e+03
1.9833e-01 4.0907e+03 1.6674e+03
2.0243e-01 4.0095e+03 1.6208e+03
2.0652e-01 3.8809e+03 1.5557e+03
2.1063e-01 3.7534e+03 1.4950e+03
2.1472e-01 3.7365e+03 1.4746e+03
2.1883e-01 3.6061e+03 1.4159e+03
2.2290e-01 3.5470e+03 1.3730e+03
2.2699e-01 3.4428e+03 1.3401e+03
2.3108e-01 3.3378e+03 1.2878e+03
2.3515e-01 3.2908e+03 1.2632e+03
2.3924e-01 3.2342e+03 1.2368e+03
2.4334e-01 3.1967e+03 1.2175e+03
2.4744e-01 3.1291e+03 1.1834e+03
2.5154e-01 3.0672e+03 1.1599e+03
2.5561e-01 3.0507e+03 1.1368e+03
2.5972e-01 2.9858e+03 1.1145e+03
2.6381e-01 2.9326e+03 1.0856e+03
2.6790e-01 2.8981e+03 1.0706e+03
2.7199e-01 2.8713e+03 1.0499e+03
2.7607e-01 2.7492e+03 9.9683e+02
2.8017e-01 2.7079e+03 9.7870e+02
2.8427e-01 2.6619e+03 9.5707e+02
2.8835e-01 2.6594e+03 9.4886e+02
2.9243e-01 2.6049e+03 9.2417e+02
2.9651e-01 2.5462e+03 9.0082e+02
3.0063e-01 2.5152e+03 8.8725e+02
3.0473e-01 2.4914e+03 8.7286e+02
3.0882e-01 2.4496e+03 8.5170e+02
3.1292e-01 2.4056e+03 8.3322e+02
3.1700e-01 2.4098e+03 8.2796e+02
3.2108e-01 2.3902e+03 8.1863e+02
3.2517e-01 2.3443e+03 7.9945e+02
3.2925e-01 2.3060e+03 7.7992e+02
3.3333e-01 2.2706e+03 7.6476e+02
3.3744e-01 2.2717e+03 7.6318e+02
3.4154e-01 2.2222e+03 7.3974e+02
3.4562e-01 2.2000e+03 7.3053e+02
3.4972e-01 2.1724e+03 7.1721e+02
3.5382e-01 2.1608e+03 7.1074e+02
3.5791e-01 2.1223e+03 6.9411e+02
3.6198e-01 2.1006e+03 6.8390e+02
3.6607e-01 2.0859e+03 6.7512e+02
3.7019e-01 2.0601e+03 6.6423e+02
3.7428e-01 2.0372e+03 6.5476e+02
3.7836e-01 2.0311e+03 6.4699e+02
3.8245e-01 1.9977e+03 6.3362e+02
3.8653e-01 1.9709e+03 6.2318e+02
3.9062e-01 1.9852e+03 6.2318e+02
3.9471e-01 1.9402e+03 6.0615e+02
3.9879e-01 1.9343e+03 6.0406e+02
4.0290e-01 1.8994e+03 5.8878e+02
4.0699e-01 1.8850e+03 5.8003e+02
4.1107e-01 1.8835e+03 5.7792e+02
4.1517e-01 1.8576e+03 5.6603e+02
4.1926e-01 1.8489e+03 5.6158e+02
4.2335e-01 1.8278e+03 5.5122e+02
4.2745e-01 1.8065e+03 5.4300e+02
4.3153e-01 1.7969e+03 5.3804e+02
4.3562e-01 1.7721e+03 5.2811e+02
4.3972e-01 1.7520e+03 5.1980e+02
4.4380e-01 1.7588e+03 5.2059e+02
4.4789e-01 1.7473e+03 5.1330e+02
4.5198e-01 1.7131e+03 5.0013e+02
4.5607e-01 1.7158e+03 4.9979e+02
4.6017e-01 1.6959e+03 4.9292e+02
4.6426e-01 1.6881e+03 4.8985e+02
4.6835e-01 1.6933e+03 4.8851e+02
4.7245e-01 1.6719e+03 4.7891e+02
4.7654e-01 1.6455e+03 4.6845e+02
4.8063e-01 1.6374e+03 4.6478e+02
4.8472e-01 1.6247e+03 4.6008e+02
4.8879e-01 1.6124e+03 4.5280e+02
4.9289e-01 1.6017e+03 4.4913e+02
4.9698e-01 1.5994e+03 4.4684e+02
5.0107e-01 1.5890e+03 4.4231e+02
5.0517e-01 1.5770e+03 4.3635e+02
5.0927e-01 1.5650e+03 4.3219e+02
5.1337e-01 1.5574e+03 4.2733e+02
5.1744e-01 1.5445e+03 4.2344e+02
5.2152e-01 1.5328e+03 4.1855e+02
5.2561e-01 1.5320e+03 4.1523e+02
5.2971e-01 1.5227e+03 4.1189e+02
5.3380e-01 1.5093e+03 4.0642e+02
5.3789e-01 1.5101e+03 4.0529e+02
5.4199e-01 1.4942e+03 3.9872e+02
5.4609e-01 1.4873e+03 3.9687e+02
5.5017e-01 1.4828e+03 3.9239e+02
5.5425e-01 1.4754e+03 3.8986e+02
5.5835e-01 1.4623e+03 3.8405e+02
5.6244e-01 1.4550e+03 3.8136e+02
5.6653e-01 1.4445e+03 3.7719e+02
5.7062e-01 1.4473e+03 3.7713e+02
5.7471e-01 1.4304e+03 3.7077e+02
5.7880e-01 1.4215e+03 3.6694e+02
5.8288e-01 1.4150e+03 3.6450e+02
5.8698e-01 1.4077e+03 3.6065e+02
5.9107e-01 1.4083e+03 3.6008e+02
5.9517e-01 1.3972e+03 3.5556e+02
5.9926e-01 1.3933e+03 3.5254e+02
6.0335e-01 1.3804e+03 3.4848e+02
6.0745e-01 1.3802e+03 3.4837e+02
6.1154e-01 1.3716e+03 3.4357e+02
6.1562e-01 1.3623e+03 3.4022e+02
6.1970e-01 1.3526e+03 3.3707e+02
6.2379e-01 1.3514e+03 3.3540e+02
6.2789e-01 1.3430e+03 3.3074e+02
6.3199e-01 1.3380e+03 3.2949e+02
6.3607e-01 1.3359e+03 3.2943e+02
6.4016e-01 1.3303e+03 3.2551e+02
6.4424e-01 1.3245e+03 3.2296e+02
6.4834e-01 1.3184e+03 3.2017e+02
6.5243e-01 1.3046e+03 3.1597e+02
6.5651e-01 1.3022e+03 3.1507e+02
6.6061e-01 1.2990e+03 3.1272e+02
6.6471e-01 1.2954e+03 3.1104e+02
6.6880e-01 1.2902e+03 3.0832e+02
6.7289e-01 1.2763e+03 3.0487e+02
6.7698e-01 1.2779e+03 3.0440e+02
6.8107e-01 1.2753e+03 3.0219e+02
6.8516e-01 1.2671e+03 2.9976e+02
6.8925e-01 1.2648e+03 2.9804e+02
6.9334e-01 1.2564e+03 2.9542e+02
6.9743e-01 1.2518e+03 2.9299e+02
7.0153e-01 1.2528e+03 2.9135e+02
