# Real space auto- and cross-spectra.
# z=1.500, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.59530e+04     8.86395e+03     5.04754e+03
    1.04717e-02     1.44154e+04     8.19341e+03     4.88496e+03
    1.42665e-02     1.77650e+04     1.00474e+04     5.89824e+03
    1.81228e-02     1.56342e+04     8.79690e+03     5.15301e+03
    2.24845e-02     1.75221e+04     9.82352e+03     5.69880e+03
    2.64508e-02     1.60851e+04     9.02616e+03     5.25364e+03
    3.04474e-02     1.54272e+04     8.60869e+03     4.98440e+03
    3.47320e-02     1.25925e+04     7.01750e+03     4.09955e+03
    3.88308e-02     1.24384e+04     6.93445e+03     4.05380e+03
    4.28140e-02     1.12182e+04     6.17015e+03     3.56953e+03
    4.68856e-02     1.04769e+04     5.69486e+03     3.27894e+03
    5.09858e-02     9.60619e+03     5.24952e+03     3.05256e+03
    5.51458e-02     9.15295e+03     4.96554e+03     2.87203e+03
    5.92243e-02     8.97846e+03     4.86571e+03     2.82570e+03
    6.32864e-02     8.46232e+03     4.55793e+03     2.63311e+03
    6.73674e-02     7.95100e+03     4.24879e+03     2.44560e+03
    7.14960e-02     7.39668e+03     3.95941e+03     2.29191e+03
    7.55894e-02     7.30035e+03     3.89373e+03     2.24820e+03
    7.96660e-02     6.88365e+03     3.66540e+03     2.12287e+03
    8.38183e-02     6.47290e+03     3.38925e+03     1.93622e+03
    8.78941e-02     5.74362e+03     3.00352e+03     1.73646e+03
    9.19238e-02     5.26360e+03     2.70853e+03     1.55749e+03
    9.60446e-02     4.98699e+03     2.55520e+03     1.47094e+03
    1.00128e-01     4.82014e+03     2.44247e+03     1.39911e+03
    1.04209e-01     4.39411e+03     2.21111e+03     1.26736e+03
    1.08333e-01     4.27830e+03     2.14803e+03     1.23435e+03
    1.12448e-01     4.09677e+03     2.04949e+03     1.17690e+03
    1.16521e-01     4.13081e+03     2.05718e+03     1.17786e+03
    1.20596e-01     3.78515e+03     1.87482e+03     1.08007e+03
    1.24665e-01     3.72930e+03     1.83592e+03     1.05301e+03
    1.28771e-01     3.73302e+03     1.83235e+03     1.04851e+03
    1.32874e-01     3.66690e+03     1.79712e+03     1.02974e+03
    1.36975e-01     3.38733e+03     1.64209e+03     9.41255e+02
    1.41075e-01     3.37611e+03     1.63045e+03     9.32654e+02
    1.45172e-01     3.08295e+03     1.46632e+03     8.37535e+02
    1.49268e-01     3.00463e+03     1.41643e+03     8.10656e+02
    1.53330e-01     2.90716e+03     1.35355e+03     7.69992e+02
    1.57416e-01     2.76615e+03     1.28295e+03     7.32552e+02
    1.61514e-01     2.63772e+03     1.21073e+03     6.90072e+02
    1.65592e-01     2.54708e+03     1.16881e+03     6.71392e+02
    1.69693e-01     2.47065e+03     1.11051e+03     6.32356e+02
    1.73803e-01     2.37764e+03     1.06854e+03     6.11483e+02
    1.77905e-01     2.36983e+03     1.05811e+03     6.02091e+02
    1.82001e-01     2.32882e+03     1.03171e+03     5.87527e+02
    1.86092e-01     2.26705e+03     9.95070e+02     5.65897e+02
    1.90161e-01     2.21843e+03     9.73706e+02     5.54160e+02
    1.94237e-01     2.16949e+03     9.43572e+02     5.35741e+02
    1.98334e-01     2.09252e+03     9.07479e+02     5.18854e+02
    2.02427e-01     2.02521e+03     8.66253e+02     4.94599e+02
    2.06523e-01     2.04051e+03     8.68234e+02     4.93446e+02
    2.10626e-01     1.96659e+03     8.32822e+02     4.73250e+02
    2.14724e-01     1.89421e+03     7.93429e+02     4.49874e+02
    2.18827e-01     1.84740e+03     7.62725e+02     4.33789e+02
    2.22903e-01     1.79790e+03     7.35457e+02     4.17714e+02
    2.26990e-01     1.76840e+03     7.20086e+02     4.10166e+02
    2.31084e-01     1.72145e+03     6.89227e+02     3.91146e+02
    2.35153e-01     1.66625e+03     6.63037e+02     3.76103e+02
    2.39244e-01     1.65846e+03     6.58174e+02     3.72911e+02
    2.43338e-01     1.63193e+03     6.44786e+02     3.63871e+02
    2.47445e-01     1.61589e+03     6.31190e+02     3.56981e+02
    2.51539e-01     1.57651e+03     6.14091e+02     3.50124e+02
    2.55609e-01     1.55739e+03     6.00192e+02     3.41482e+02
    2.59718e-01     1.52993e+03     5.85060e+02     3.31953e+02
    2.63814e-01     1.51028e+03     5.71244e+02     3.22685e+02
    2.67904e-01     1.47844e+03     5.56459e+02     3.14758e+02
    2.71993e-01     1.45907e+03     5.44408e+02     3.08119e+02
    2.76068e-01     1.41001e+03     5.23855e+02     2.98498e+02
    2.80171e-01     1.40518e+03     5.16118e+02     2.92185e+02
    2.84268e-01     1.36117e+03     4.96890e+02     2.83120e+02
    2.88346e-01     1.36174e+03     4.90687e+02     2.76373e+02
    2.92426e-01     1.33305e+03     4.76511e+02     2.69225e+02
    2.96514e-01     1.30925e+03     4.65222e+02     2.63907e+02
    3.00627e-01     1.29130e+03     4.55746e+02     2.57159e+02
    3.04729e-01     1.27140e+03     4.45092e+02     2.51911e+02
    3.08821e-01     1.26821e+03     4.39177e+02     2.47161e+02
    3.12919e-01     1.23432e+03     4.22708e+02     2.39648e+02
    3.16999e-01     1.22786e+03     4.18401e+02     2.35952e+02
    3.21078e-01     1.21462e+03     4.13080e+02     2.33240e+02
    3.25167e-01     1.19332e+03     4.01415e+02     2.27309e+02
    3.29247e-01     1.17556e+03     3.91128e+02     2.21197e+02
    3.33333e-01     1.16802e+03     3.86782e+02     2.18764e+02
    3.37443e-01     1.14416e+03     3.75853e+02     2.12865e+02
    3.41545e-01     1.14147e+03     3.73059e+02     2.11534e+02
