# Real space h-h auto- and h-m cross-spectra.
# z=0.500, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.76067e+04     1.05684e+04
    1.04717e-02     4.84948e+04     2.80203e+04
    1.42665e-02     4.33308e+04     2.48400e+04
    1.81228e-02     4.06656e+04     2.37302e+04
    2.24845e-02     4.35072e+04     2.48436e+04
    2.64508e-02     3.47968e+04     1.89838e+04
    3.04474e-02     3.46831e+04     1.91059e+04
    3.47320e-02     2.80380e+04     1.54226e+04
    3.88308e-02     2.66844e+04     1.44619e+04
    4.28140e-02     2.46676e+04     1.34947e+04
    4.68856e-02     2.41385e+04     1.27823e+04
    5.09858e-02     2.27978e+04     1.19500e+04
    5.51458e-02     2.11546e+04     1.10497e+04
    5.92243e-02     2.02577e+04     1.02396e+04
    6.32864e-02     2.02075e+04     1.01779e+04
    6.73674e-02     1.94686e+04     9.79974e+03
    7.14960e-02     1.78430e+04     9.01804e+03
    7.55894e-02     1.73495e+04     8.57445e+03
    7.96660e-02     1.63024e+04     7.88473e+03
    8.38183e-02     1.49428e+04     7.18597e+03
    8.78941e-02     1.40767e+04     6.64164e+03
    9.19238e-02     1.34243e+04     6.22657e+03
    9.60446e-02     1.23542e+04     5.71260e+03
    1.00128e-01     1.17315e+04     5.25690e+03
    1.04209e-01     1.14767e+04     5.08588e+03
    1.08333e-01     1.10697e+04     4.78780e+03
    1.12448e-01     1.05390e+04     4.52613e+03
    1.16521e-01     1.04925e+04     4.48095e+03
    1.20596e-01     1.04553e+04     4.40160e+03
    1.24665e-01     9.97746e+03     4.13819e+03
    1.28771e-01     9.86452e+03     4.05278e+03
    1.32874e-01     9.68442e+03     3.98676e+03
    1.36975e-01     9.20678e+03     3.64478e+03
    1.41075e-01     8.96158e+03     3.57593e+03
    1.45172e-01     8.59709e+03     3.33407e+03
    1.49268e-01     8.41997e+03     3.20832e+03
    1.53330e-01     8.15599e+03     3.07085e+03
    1.57416e-01     7.96525e+03     2.88594e+03
    1.61514e-01     7.78068e+03     2.79951e+03
    1.65592e-01     7.52210e+03     2.70219e+03
    1.69693e-01     7.37259e+03     2.60308e+03
    1.73803e-01     7.20686e+03     2.49705e+03
    1.77905e-01     7.17708e+03     2.44045e+03
    1.82001e-01     7.03099e+03     2.36605e+03
    1.86092e-01     6.90129e+03     2.29946e+03
    1.90161e-01     6.80570e+03     2.24038e+03
    1.94237e-01     6.75777e+03     2.21547e+03
    1.98334e-01     6.64568e+03     2.12208e+03
    2.02427e-01     6.49272e+03     2.05577e+03
    2.06523e-01     6.42446e+03     2.00897e+03
    2.10626e-01     6.32775e+03     1.94881e+03
    2.14724e-01     6.22164e+03     1.87843e+03
    2.18827e-01     6.05605e+03     1.80594e+03
    2.22903e-01     6.04309e+03     1.76287e+03
    2.26990e-01     5.93101e+03     1.72344e+03
    2.31084e-01     5.86197e+03     1.65746e+03
    2.35153e-01     5.70735e+03     1.59834e+03
    2.39244e-01     5.76956e+03     1.61022e+03
    2.43338e-01     5.63098e+03     1.53298e+03
    2.47445e-01     5.56614e+03     1.50300e+03
    2.51539e-01     5.55897e+03     1.49635e+03
    2.55609e-01     5.46527e+03     1.44838e+03
    2.59718e-01     5.40123e+03     1.40857e+03
    2.63814e-01     5.40282e+03     1.39767e+03
    2.67904e-01     5.21124e+03     1.32641e+03
    2.71993e-01     5.30755e+03     1.34935e+03
    2.76068e-01     5.09868e+03     1.26953e+03
    2.80171e-01     5.15039e+03     1.26442e+03
    2.84268e-01     5.13381e+03     1.24258e+03
    2.88346e-01     5.05814e+03     1.20887e+03
    2.92426e-01     4.99796e+03     1.17364e+03
    2.96514e-01     4.95357e+03     1.15592e+03
    3.00627e-01     4.96155e+03     1.13635e+03
    3.04729e-01     4.87991e+03     1.09934e+03
    3.08821e-01     4.86561e+03     1.10275e+03
    3.12919e-01     4.77937e+03     1.06344e+03
    3.16999e-01     4.71608e+03     1.04361e+03
    3.21078e-01     4.74290e+03     1.03290e+03
    3.25167e-01     4.70530e+03     1.01646e+03
    3.29247e-01     4.66751e+03     9.92483e+02
    3.33333e-01     4.69180e+03     9.91953e+02
    3.37443e-01     4.63734e+03     9.70953e+02
    3.41545e-01     4.59445e+03     9.53593e+02
    3.45625e-01     4.56798e+03     9.32517e+02
    3.49715e-01     4.56298e+03     9.21840e+02
    3.53817e-01     4.50394e+03     8.98819e+02
    3.57906e-01     4.47231e+03     8.89004e+02
    3.61975e-01     4.42202e+03     8.70750e+02
    3.66071e-01     4.41618e+03     8.52262e+02
