# Real space auto- and cross-spectra.
# z=1.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     4.75479e+04     1.79109e+04     7.55462e+03
    1.04717e-02     4.34479e+04     1.70382e+04     7.31043e+03
    1.42665e-02     5.31490e+04     2.08410e+04     8.82781e+03
    1.81228e-02     4.66894e+04     1.82724e+04     7.70393e+03
    2.24845e-02     5.33868e+04     2.04938e+04     8.52909e+03
    2.64508e-02     4.81281e+04     1.85759e+04     7.85706e+03
    3.04474e-02     4.61521e+04     1.77957e+04     7.45326e+03
    3.47320e-02     3.79156e+04     1.44060e+04     6.12785e+03
    3.88308e-02     3.87801e+04     1.44522e+04     6.05923e+03
    4.28140e-02     3.50048e+04     1.28452e+04     5.33778e+03
    4.68856e-02     3.22455e+04     1.17332e+04     4.89141e+03
    5.09858e-02     2.98136e+04     1.08522e+04     4.56257e+03
    5.51458e-02     2.79335e+04     1.01761e+04     4.28992e+03
    5.92243e-02     2.73738e+04     9.90085e+03     4.21446e+03
    6.32864e-02     2.61557e+04     9.34836e+03     3.92667e+03
    6.73674e-02     2.53023e+04     8.80034e+03     3.64581e+03
    7.14960e-02     2.35254e+04     8.15254e+03     3.41902e+03
    7.55894e-02     2.32202e+04     8.04327e+03     3.35161e+03
    7.96660e-02     2.22207e+04     7.59120e+03     3.16664e+03
    8.38183e-02     2.04320e+04     6.89102e+03     2.89012e+03
    8.78941e-02     1.90318e+04     6.23016e+03     2.59977e+03
    9.19238e-02     1.75333e+04     5.61519e+03     2.32519e+03
    9.60446e-02     1.69318e+04     5.33217e+03     2.20131e+03
    1.00128e-01     1.66634e+04     5.13381e+03     2.09927e+03
    1.04209e-01     1.53527e+04     4.65558e+03     1.90536e+03
    1.08333e-01     1.46659e+04     4.44286e+03     1.85751e+03
    1.12448e-01     1.47346e+04     4.31925e+03     1.76677e+03
    1.16521e-01     1.47551e+04     4.34245e+03     1.76735e+03
    1.20596e-01     1.36143e+04     3.96596e+03     1.62204e+03
    1.24665e-01     1.32831e+04     3.82258e+03     1.57814e+03
    1.28771e-01     1.34592e+04     3.84900e+03     1.57317e+03
    1.32874e-01     1.35160e+04     3.81485e+03     1.54848e+03
    1.36975e-01     1.26800e+04     3.49279e+03     1.41465e+03
    1.41075e-01     1.24946e+04     3.44016e+03     1.40201e+03
    1.45172e-01     1.18620e+04     3.15187e+03     1.26455e+03
    1.49268e-01     1.16264e+04     3.04779e+03     1.22361e+03
    1.53330e-01     1.10728e+04     2.88549e+03     1.16396e+03
    1.57416e-01     1.08510e+04     2.75759e+03     1.10975e+03
    1.61514e-01     1.05459e+04     2.63129e+03     1.04841e+03
    1.65592e-01     1.03283e+04     2.54633e+03     1.02168e+03
    1.69693e-01     1.00957e+04     2.41412e+03     9.65445e+02
    1.73803e-01     1.00412e+04     2.36323e+03     9.31926e+02
    1.77905e-01     9.90496e+03     2.30928e+03     9.16151e+02
    1.82001e-01     9.54300e+03     2.23089e+03     8.94362e+02
    1.86092e-01     9.46862e+03     2.17076e+03     8.62923e+02
    1.90161e-01     9.42416e+03     2.14476e+03     8.43834e+02
    1.94237e-01     9.24646e+03     2.07514e+03     8.16396e+02
    1.98334e-01     9.12884e+03     2.01067e+03     7.91257e+02
    2.02427e-01     8.87181e+03     1.91494e+03     7.56019e+02
    2.06523e-01     8.97239e+03     1.94028e+03     7.56310e+02
    2.10626e-01     8.69961e+03     1.85523e+03     7.25166e+02
    2.14724e-01     8.47001e+03     1.76744e+03     6.91301e+02
    2.18827e-01     8.36476e+03     1.71680e+03     6.69632e+02
    2.22903e-01     8.21360e+03     1.66006e+03     6.45016e+02
    2.26990e-01     8.20095e+03     1.63387e+03     6.35143e+02
    2.31084e-01     8.15544e+03     1.58131e+03     6.06736e+02
    2.35153e-01     7.90327e+03     1.51278e+03     5.84220e+02
    2.39244e-01     7.86010e+03     1.48925e+03     5.76931e+02
    2.43338e-01     7.78989e+03     1.46955e+03     5.64022e+02
    2.47445e-01     7.75626e+03     1.45389e+03     5.53487e+02
    2.51539e-01     7.70872e+03     1.42587e+03     5.43090e+02
    2.55609e-01     7.59783e+03     1.39101e+03     5.30882e+02
    2.59718e-01     7.51678e+03     1.35883e+03     5.16160e+02
    2.63814e-01     7.47325e+03     1.33344e+03     5.04388e+02
    2.67904e-01     7.43632e+03     1.30021e+03     4.90125e+02
    2.71993e-01     7.28649e+03     1.27381e+03     4.81085e+02
    2.76068e-01     7.21152e+03     1.23465e+03     4.66669e+02
    2.80171e-01     7.16854e+03     1.22625e+03     4.58663e+02
    2.84268e-01     7.10008e+03     1.18975e+03     4.46098e+02
    2.88346e-01     7.03209e+03     1.16181e+03     4.36518e+02
    2.92426e-01     6.95491e+03     1.13712e+03     4.25855e+02
    2.96514e-01     6.89476e+03     1.11431e+03     4.17752e+02
    3.00627e-01     6.79910e+03     1.08515e+03     4.07469e+02
    3.04729e-01     6.79758e+03     1.06931e+03     3.99626e+02
    3.08821e-01     6.72235e+03     1.05398e+03     3.93002e+02
    3.12919e-01     6.63008e+03     1.01917e+03     3.80292e+02
    3.16999e-01     6.67496e+03     1.02231e+03     3.75343e+02
    3.21078e-01     6.60168e+03     1.00486e+03     3.71188e+02
    3.25167e-01     6.60895e+03     9.91511e+02     3.62468e+02
    3.29247e-01     6.54098e+03     9.59052e+02     3.52356e+02
    3.33333e-01     6.46116e+03     9.52658e+02     3.50109e+02
    3.37443e-01     6.44429e+03     9.32247e+02     3.41959e+02
    3.41545e-01     6.46270e+03     9.32511e+02     3.38724e+02
    3.45625e-01     6.38599e+03     9.07900e+02     3.30122e+02
    3.49715e-01     6.35829e+03     8.93740e+02     3.23703e+02
    3.53817e-01     6.26093e+03     8.74771e+02     3.18220e+02
    3.57906e-01     6.27214e+03     8.66124e+02     3.13771e+02
    3.61975e-01     6.22566e+03     8.49906e+02     3.06574e+02
    3.66071e-01     6.19473e+03     8.36608e+02     3.00513e+02
    3.70189e-01     6.13098e+03     8.21810e+02     2.96575e+02
    3.74277e-01     6.08434e+03     8.05042e+02     2.89899e+02
    3.78356e-01     6.08062e+03     7.98727e+02     2.86520e+02
    3.82448e-01     6.00551e+03     7.85672e+02     2.83530e+02
    3.86535e-01     5.97060e+03     7.67063e+02     2.75924e+02
    3.90624e-01     6.02541e+03     7.69906e+02     2.74255e+02
    3.94706e-01     5.93229e+03     7.52172e+02     2.66911e+02
    3.98794e-01     5.91403e+03     7.45475e+02     2.65050e+02
    4.02896e-01     5.92332e+03     7.34288e+02     2.60122e+02
    4.06986e-01     5.87234e+03     7.26109e+02     2.56788e+02
    4.11069e-01     5.81503e+03     7.09822e+02     2.51993e+02
    4.15170e-01     5.81596e+03     7.03963e+02     2.47271e+02
    4.19263e-01     5.81885e+03     7.00554e+02     2.46230e+02
    4.23353e-01     5.80219e+03     6.91403e+02     2.41981e+02
    4.27447e-01     5.76725e+03     6.81368e+02     2.38374e+02
    4.31534e-01     5.72438e+03     6.68298e+02     2.34797e+02
    4.35624e-01     5.70740e+03     6.65647e+02     2.32187e+02
    4.39718e-01     5.66818e+03     6.50911e+02     2.27868e+02
    4.43804e-01     5.68063e+03     6.49342e+02     2.25734e+02
    4.47892e-01     5.66802e+03     6.38807e+02     2.21665e+02
    4.51977e-01     5.63152e+03     6.36006e+02     2.19460e+02
    4.56067e-01     5.59256e+03     6.22068e+02     2.15193e+02
    4.60165e-01     5.59620e+03     6.22624e+02     2.13989e+02
    4.64260e-01     5.56518e+03     6.11411e+02     2.11622e+02
    4.68355e-01     5.50296e+03     6.04245e+02     2.08712e+02
    4.72450e-01     5.51868e+03     5.95111e+02     2.04862e+02
    4.76540e-01     5.51779e+03     5.95467e+02     2.03546e+02
    4.80633e-01     5.47440e+03     5.83744e+02     2.00098e+02
    4.84718e-01     5.47780e+03     5.78300e+02     1.98105e+02
    4.88794e-01     5.45785e+03     5.75196e+02     1.95312e+02
    4.92888e-01     5.43316e+03     5.66191e+02     1.92635e+02
    4.96984e-01     5.39325e+03     5.59884e+02     1.90741e+02
    5.01073e-01     5.37370e+03     5.51407e+02     1.87694e+02
    5.05169e-01     5.37940e+03     5.48256e+02     1.85431e+02
    5.09268e-01     5.34599e+03     5.42317e+02     1.83627e+02
    5.13369e-01     5.32060e+03     5.33234e+02     1.81243e+02
    5.17441e-01     5.36585e+03     5.33131e+02     1.79415e+02
    5.21516e-01     5.30318e+03     5.28363e+02     1.77639e+02
    5.25611e-01     5.28421e+03     5.22202e+02     1.75938e+02
    5.29706e-01     5.29000e+03     5.21653e+02     1.74417e+02
    5.33801e-01     5.26362e+03     5.12123e+02     1.71155e+02
    5.37888e-01     5.24439e+03     5.07822e+02     1.69662e+02
    5.41985e-01     5.22349e+03     5.00275e+02     1.67976e+02
    5.46091e-01     5.20915e+03     4.96796e+02     1.66180e+02
    5.50174e-01     5.21155e+03     4.94443e+02     1.64612e+02
    5.54252e-01     5.16402e+03     4.87642e+02     1.62933e+02
    5.58346e-01     5.16968e+03     4.81887e+02     1.60969e+02
    5.62439e-01     5.15993e+03     4.81022e+02     1.60015e+02
    5.66527e-01     5.14572e+03     4.75752e+02     1.57553e+02
    5.70616e-01     5.14094e+03     4.72970e+02     1.55733e+02
    5.74707e-01     5.10604e+03     4.68985e+02     1.55074e+02
    5.78798e-01     5.12597e+03     4.64652e+02     1.52731e+02
    5.82883e-01     5.11495e+03     4.60376e+02     1.51553e+02
    5.86977e-01     5.07704e+03     4.56020e+02     1.49783e+02
    5.91070e-01     5.07211e+03     4.53820e+02     1.48819e+02
    5.95166e-01     5.05221e+03     4.48683e+02     1.46835e+02
    5.99260e-01     5.04102e+03     4.45213e+02     1.45250e+02
    6.03349e-01     5.04546e+03     4.42985e+02     1.44205e+02
    6.07445e-01     5.03814e+03     4.37243e+02     1.41938e+02
    6.11543e-01     5.02411e+03     4.35461e+02     1.41145e+02
    6.15623e-01     4.99473e+03     4.29598e+02     1.39906e+02
    6.19704e-01     5.00833e+03     4.30196e+02     1.39146e+02
    6.23792e-01     4.99657e+03     4.27714e+02     1.38154e+02
    6.27891e-01     4.96279e+03     4.18551e+02     1.35837e+02
    6.31991e-01     4.95714e+03     4.17206e+02     1.34899e+02
    6.36073e-01     4.95265e+03     4.13505e+02     1.33252e+02
    6.40158e-01     4.95053e+03     4.13711e+02     1.32670e+02
    6.44244e-01     4.93438e+03     4.07969e+02     1.31406e+02
    6.48338e-01     4.92096e+03     4.07127e+02     1.30365e+02
    6.52432e-01     4.89891e+03     4.00891e+02     1.28741e+02
    6.56514e-01     4.88133e+03     3.98056e+02     1.27733e+02
    6.60609e-01     4.89035e+03     4.00410e+02     1.27089e+02
    6.64712e-01     4.87698e+03     3.93349e+02     1.25865e+02
    6.68801e-01     4.87776e+03     3.91779e+02     1.24681e+02
    6.72890e-01     4.85811e+03     3.87335e+02     1.23685e+02
    6.76984e-01     4.85348e+03     3.87982e+02     1.22549e+02
    6.81074e-01     4.85411e+03     3.85892e+02     1.21820e+02
    6.85160e-01     4.84418e+03     3.83336e+02     1.20835e+02
    6.89246e-01     4.83648e+03     3.82793e+02     1.19969e+02
    6.93336e-01     4.82583e+03     3.78340e+02     1.18793e+02
    6.97434e-01     4.82396e+03     3.74281e+02     1.17923e+02
    7.01528e-01     4.78591e+03     3.72105e+02     1.16866e+02
    7.05618e-01     4.80829e+03     3.71800e+02     1.15866e+02
    7.09708e-01     4.77548e+03     3.67100e+02     1.14789e+02
    7.13796e-01     4.78386e+03     3.65809e+02     1.14135e+02
    7.17892e-01     4.76147e+03     3.62639e+02     1.13126e+02
    7.21982e-01     4.75622e+03     3.60909e+02     1.12730e+02
    7.26059e-01     4.76177e+03     3.59869e+02     1.11546e+02
    7.30145e-01     4.74354e+03     3.57284e+02     1.10971e+02
    7.34240e-01     4.73524e+03     3.55062e+02     1.10280e+02
    7.38340e-01     4.71701e+03     3.51186e+02     1.09023e+02
    7.42427e-01     4.71627e+03     3.49779e+02     1.07685e+02
    7.46511e-01     4.68645e+03     3.46698e+02     1.07215e+02
    7.50614e-01     4.70206e+03     3.43783e+02     1.06248e+02
    7.54706e-01     4.68449e+03     3.41834e+02     1.05498e+02
    7.58795e-01     4.67933e+03     3.41953e+02     1.05080e+02
    7.62888e-01     4.66754e+03     3.40007e+02     1.04071e+02
    7.66986e-01     4.67212e+03     3.37746e+02     1.03502e+02
    7.71073e-01     4.64493e+03     3.34541e+02     1.02659e+02
    7.75153e-01     4.66912e+03     3.34398e+02     1.01720e+02
    7.79241e-01     4.63743e+03     3.31920e+02     1.01165e+02
