# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.5764e+04 1.3526e+04
1.0472e-02 2.4012e+04 1.9741e+04
1.4266e-02 3.1730e+04 2.6998e+04
1.8123e-02 3.8298e+04 3.2994e+04
2.2484e-02 3.2105e+04 2.7721e+04
2.6451e-02 3.4053e+04 2.8917e+04
3.0447e-02 2.3800e+04 2.0048e+04
3.4732e-02 2.3519e+04 2.0198e+04
3.8831e-02 1.9790e+04 1.6715e+04
4.2814e-02 1.9305e+04 1.6367e+04
4.6886e-02 1.7670e+04 1.4828e+04
5.0986e-02 1.6786e+04 1.4114e+04
5.5146e-02 1.5300e+04 1.2840e+04
5.9224e-02 1.4702e+04 1.2291e+04
6.3286e-02 1.4145e+04 1.1764e+04
6.7367e-02 1.3822e+04 1.1551e+04
7.1496e-02 1.2929e+04 1.0812e+04
7.5589e-02 1.2159e+04 1.0085e+04
7.9666e-02 1.1348e+04 9.3831e+03
8.3818e-02 1.0743e+04 8.8770e+03
8.7894e-02 9.7460e+03 7.9957e+03
9.1924e-02 9.0466e+03 7.4161e+03
9.6045e-02 8.3320e+03 6.8337e+03
1.0013e-01 7.7513e+03 6.3205e+03
1.0421e-01 7.4027e+03 6.0278e+03
1.0833e-01 6.9878e+03 5.6454e+03
1.1245e-01 6.9934e+03 5.6381e+03
1.1652e-01 6.6955e+03 5.4204e+03
1.2060e-01 6.4177e+03 5.1263e+03
1.2466e-01 6.3048e+03 5.0764e+03
1.2877e-01 6.0843e+03 4.8767e+03
1.3287e-01 5.7556e+03 4.5934e+03
1.3698e-01 5.5469e+03 4.3906e+03
1.4107e-01 5.2350e+03 4.1621e+03
1.4517e-01 5.1127e+03 4.0548e+03
1.4927e-01 4.7650e+03 3.7559e+03
1.5333e-01 4.6879e+03 3.6854e+03
1.5742e-01 4.5312e+03 3.5619e+03
1.6151e-01 4.2922e+03 3.3695e+03
1.6559e-01 4.1841e+03 3.2688e+03
1.6969e-01 4.0117e+03 3.1221e+03
1.7380e-01 3.8568e+03 2.9929e+03
1.7790e-01 3.8089e+03 2.9491e+03
1.8200e-01 3.7134e+03 2.8738e+03
1.8609e-01 3.5848e+03 2.7691e+03
1.9016e-01 3.5613e+03 2.7453e+03
1.9424e-01 3.3812e+03 2.5827e+03
1.9833e-01 3.3892e+03 2.5962e+03
2.0243e-01 3.2789e+03 2.4907e+03
2.0652e-01 3.1793e+03 2.4306e+03
2.1063e-01 3.0851e+03 2.3442e+03
2.1472e-01 2.9729e+03 2.2580e+03
2.1883e-01 2.9420e+03 2.2272e+03
2.2290e-01 2.9050e+03 2.1900e+03
2.2699e-01 2.8097e+03 2.1178e+03
2.3108e-01 2.7554e+03 2.0711e+03
