# Real space h-h auto- and h-m cross-spectra.
# z=1.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.61209e+04     1.14512e+04
    1.04717e-02     1.27645e+04     9.65332e+03
    1.42665e-02     1.64824e+04     1.16123e+04
    1.81228e-02     1.59962e+04     1.17588e+04
    2.24845e-02     1.59510e+04     1.17320e+04
    2.64508e-02     1.39885e+04     1.03790e+04
    3.04474e-02     1.51935e+04     1.11015e+04
    3.47320e-02     1.18269e+04     8.57174e+03
    3.88308e-02     1.00313e+04     7.25442e+03
    4.28140e-02     9.59694e+03     6.80918e+03
    4.68856e-02     8.59962e+03     6.09093e+03
    5.09858e-02     8.45893e+03     5.91485e+03
    5.51458e-02     8.07950e+03     5.69655e+03
    5.92243e-02     7.92088e+03     5.54693e+03
    6.32864e-02     7.45128e+03     5.20667e+03
    6.73674e-02     7.05469e+03     4.92438e+03
    7.14960e-02     6.35901e+03     4.42190e+03
    7.55894e-02     6.39535e+03     4.40023e+03
    7.96660e-02     5.68189e+03     3.90619e+03
    8.38183e-02     5.57314e+03     3.79967e+03
    8.78941e-02     4.93344e+03     3.30018e+03
    9.19238e-02     4.68820e+03     3.15663e+03
    9.60446e-02     4.30214e+03     2.84721e+03
    1.00128e-01     4.12015e+03     2.68379e+03
    1.04209e-01     3.91679e+03     2.57260e+03
    1.08333e-01     3.73604e+03     2.42804e+03
    1.12448e-01     3.53471e+03     2.28636e+03
    1.16521e-01     3.44095e+03     2.19399e+03
    1.20596e-01     3.37740e+03     2.16292e+03
    1.24665e-01     3.34503e+03     2.13110e+03
    1.28771e-01     3.16799e+03     2.00320e+03
    1.32874e-01     3.19912e+03     2.00816e+03
    1.36975e-01     3.00259e+03     1.89422e+03
    1.41075e-01     2.84666e+03     1.76636e+03
    1.45172e-01     2.75411e+03     1.69868e+03
    1.49268e-01     2.67944e+03     1.63300e+03
    1.53330e-01     2.50722e+03     1.51594e+03
    1.57416e-01     2.39713e+03     1.43109e+03
    1.61514e-01     2.32901e+03     1.36997e+03
    1.65592e-01     2.24517e+03     1.31996e+03
    1.69693e-01     2.15116e+03     1.25432e+03
    1.73803e-01     2.13623e+03     1.22841e+03
    1.77905e-01     2.03268e+03     1.16711e+03
    1.82001e-01     2.01933e+03     1.14604e+03
    1.86092e-01     1.96622e+03     1.11377e+03
    1.90161e-01     1.93856e+03     1.09864e+03
    1.94237e-01     1.88743e+03     1.04997e+03
    1.98334e-01     1.84175e+03     1.02126e+03
    2.02427e-01     1.78794e+03     9.76522e+02
    2.06523e-01     1.75658e+03     9.58723e+02
    2.10626e-01     1.70221e+03     9.16847e+02
    2.14724e-01     1.64353e+03     8.84634e+02
    2.18827e-01     1.61503e+03     8.62311e+02
    2.22903e-01     1.58060e+03     8.31957e+02
    2.26990e-01     1.55202e+03     8.09025e+02
    2.31084e-01     1.49788e+03     7.74030e+02
    2.35153e-01     1.46894e+03     7.50629e+02
    2.39244e-01     1.44703e+03     7.37925e+02
    2.43338e-01     1.42804e+03     7.22336e+02
    2.47445e-01     1.40296e+03     7.03705e+02
    2.51539e-01     1.37969e+03     6.84817e+02
    2.55609e-01     1.34999e+03     6.69619e+02
    2.59718e-01     1.34485e+03     6.62301e+02
    2.63814e-01     1.30062e+03     6.32886e+02
    2.67904e-01     1.26699e+03     6.09750e+02
    2.71993e-01     1.26822e+03     6.05989e+02
    2.76068e-01     1.23895e+03     5.87268e+02
    2.80171e-01     1.21509e+03     5.70790e+02
    2.84268e-01     1.19282e+03     5.54076e+02
    2.88346e-01     1.18431e+03     5.47267e+02
    2.92426e-01     1.15117e+03     5.26996e+02
    2.96514e-01     1.14265e+03     5.18117e+02
    3.00627e-01     1.12129e+03     5.06801e+02
    3.04729e-01     1.09940e+03     4.93396e+02
    3.08821e-01     1.10229e+03     4.90640e+02
    3.12919e-01     1.08616e+03     4.76967e+02
    3.16999e-01     1.06919e+03     4.67721e+02
    3.21078e-01     1.05004e+03     4.56930e+02
    3.25167e-01     1.03840e+03     4.45733e+02
    3.29247e-01     1.02159e+03     4.36956e+02
    3.33333e-01     1.00961e+03     4.27982e+02
    3.37443e-01     1.00644e+03     4.23688e+02
    3.41545e-01     9.94860e+02     4.13601e+02
    3.45625e-01     9.90439e+02     4.09407e+02
    3.49715e-01     9.67442e+02     3.96233e+02
    3.53817e-01     9.54979e+02     3.87538e+02
    3.57906e-01     9.49068e+02     3.81593e+02
    3.61975e-01     9.39662e+02     3.74381e+02
    3.66071e-01     9.27725e+02     3.67095e+02
    3.70189e-01     9.14528e+02     3.59205e+02
    3.74277e-01     9.08857e+02     3.54507e+02
    3.78356e-01     8.92858e+02     3.45408e+02
    3.82448e-01     8.97625e+02     3.43713e+02
    3.86535e-01     8.77468e+02     3.32611e+02
    3.90624e-01     8.73933e+02     3.28964e+02
    3.94706e-01     8.64432e+02     3.24421e+02
    3.98794e-01     8.61250e+02     3.20358e+02
    4.02896e-01     8.52457e+02     3.14423e+02
    4.06986e-01     8.42928e+02     3.07556e+02
    4.11069e-01     8.32718e+02     3.03548e+02
    4.15170e-01     8.27881e+02     2.99017e+02
    4.19263e-01     8.16887e+02     2.91868e+02
    4.23353e-01     8.16206e+02     2.89879e+02
    4.27447e-01     8.10720e+02     2.83843e+02
    4.31534e-01     7.99989e+02     2.79913e+02
    4.35624e-01     7.93719e+02     2.73798e+02
    4.39718e-01     7.91509e+02     2.70835e+02
    4.43804e-01     7.78549e+02     2.66324e+02
    4.47892e-01     7.76586e+02     2.62306e+02
    4.51977e-01     7.70999e+02     2.60191e+02
    4.56067e-01     7.61846e+02     2.54604e+02
    4.60165e-01     7.56844e+02     2.51112e+02
    4.64260e-01     7.50390e+02     2.46794e+02
    4.68355e-01     7.52845e+02     2.44966e+02
    4.72450e-01     7.46294e+02     2.41811e+02
    4.76540e-01     7.35592e+02     2.36496e+02
    4.80633e-01     7.32851e+02     2.33477e+02
    4.84718e-01     7.26825e+02     2.29909e+02
    4.88794e-01     7.23962e+02     2.27997e+02
    4.92888e-01     7.15389e+02     2.23246e+02
    4.96984e-01     7.16716e+02     2.22260e+02
    5.01073e-01     7.12922e+02     2.20027e+02
    5.05169e-01     7.02185e+02     2.15481e+02
    5.09268e-01     7.01059e+02     2.14676e+02
    5.13369e-01     6.97011e+02     2.09367e+02
    5.17441e-01     6.96576e+02     2.09414e+02
    5.21516e-01     6.87494e+02     2.04899e+02
    5.25611e-01     6.85732e+02     2.01096e+02
    5.29706e-01     6.78831e+02     1.99820e+02
    5.33801e-01     6.77312e+02     1.97207e+02
    5.37888e-01     6.73408e+02     1.94520e+02
    5.41985e-01     6.72038e+02     1.92664e+02
    5.46091e-01     6.66714e+02     1.89469e+02
    5.50174e-01     6.65392e+02     1.88758e+02
    5.54252e-01     6.62121e+02     1.85117e+02
    5.58346e-01     6.57100e+02     1.83136e+02
    5.62439e-01     6.55019e+02     1.80656e+02
    5.66527e-01     6.53162e+02     1.80388e+02
    5.70616e-01     6.48227e+02     1.77218e+02
    5.74707e-01     6.42552e+02     1.74328e+02
    5.78798e-01     6.43904e+02     1.72896e+02
    5.82883e-01     6.35811e+02     1.70186e+02
    5.86977e-01     6.34557e+02     1.69129e+02
    5.91070e-01     6.32465e+02     1.67267e+02
    5.95166e-01     6.28128e+02     1.64474e+02
    5.99260e-01     6.28950e+02     1.64367e+02
    6.03349e-01     6.23765e+02     1.61016e+02
    6.07445e-01     6.19555e+02     1.59411e+02
    6.11543e-01     6.16583e+02     1.58001e+02
    6.15623e-01     6.14709e+02     1.57055e+02
    6.19704e-01     6.08974e+02     1.54015e+02
    6.23792e-01     6.09367e+02     1.53379e+02
    6.27891e-01     6.04690e+02     1.51240e+02
    6.31991e-01     6.01749e+02     1.49493e+02
    6.36073e-01     6.03401e+02     1.48526e+02
    6.40158e-01     5.96384e+02     1.46475e+02
    6.44244e-01     5.97802e+02     1.46531e+02
    6.48338e-01     5.92949e+02     1.43571e+02
    6.52432e-01     5.92398e+02     1.42944e+02
    6.56514e-01     5.91564e+02     1.41403e+02
    6.60609e-01     5.89017e+02     1.40055e+02
    6.64712e-01     5.85357e+02     1.38561e+02
    6.68801e-01     5.82866e+02     1.36622e+02
    6.72890e-01     5.80797e+02     1.35509e+02
    6.76984e-01     5.77329e+02     1.34386e+02
    6.81074e-01     5.75491e+02     1.32399e+02
    6.85160e-01     5.75734e+02     1.32001e+02
    6.89246e-01     5.74207e+02     1.30384e+02
    6.93336e-01     5.70900e+02     1.29823e+02
    6.97434e-01     5.69369e+02     1.28078e+02
    7.01528e-01     5.64055e+02     1.26501e+02
    7.05618e-01     5.62483e+02     1.25837e+02
    7.09708e-01     5.64645e+02     1.25032e+02
    7.13796e-01     5.58916e+02     1.23330e+02
    7.17892e-01     5.58382e+02     1.21694e+02
    7.21982e-01     5.55661e+02     1.21039e+02
    7.26059e-01     5.56941e+02     1.20058e+02
    7.30145e-01     5.55130e+02     1.19195e+02
    7.34240e-01     5.51261e+02     1.18260e+02
    7.38340e-01     5.50496e+02     1.16901e+02
    7.42427e-01     5.47396e+02     1.15527e+02
    7.46511e-01     5.44439e+02     1.13968e+02
    7.50614e-01     5.44816e+02     1.13447e+02
    7.54706e-01     5.42370e+02     1.13297e+02
    7.58795e-01     5.38894e+02     1.11090e+02
    7.62888e-01     5.37629e+02     1.10676e+02
    7.66986e-01     5.39410e+02     1.09653e+02
    7.71073e-01     5.35255e+02     1.08718e+02
    7.75153e-01     5.32872e+02     1.07932e+02
    7.79241e-01     5.33494e+02     1.07173e+02
    7.83335e-01     5.30604e+02     1.05493e+02
    7.87426e-01     5.29821e+02     1.04896e+02
    7.91513e-01     5.29361e+02     1.04476e+02
    7.95606e-01     5.27141e+02     1.04054e+02
    7.99702e-01     5.26216e+02     1.03147e+02
    8.03798e-01     5.24583e+02     1.01785e+02
    8.07879e-01     5.23484e+02     1.01339e+02
    8.11963e-01     5.18799e+02     1.00053e+02
    8.16059e-01     5.20904e+02     9.96803e+01
    8.20152e-01     5.18298e+02     9.86844e+01
    8.24242e-01     5.18082e+02     9.81601e+01
    8.28331e-01     5.16792e+02     9.74103e+01
    8.32425e-01     5.14504e+02     9.61656e+01
    8.36516e-01     5.11024e+02     9.51117e+01
    8.40610e-01     5.10842e+02     9.47739e+01
    8.44704e-01     5.09699e+02     9.44412e+01
    8.48790e-01     5.09412e+02     9.37281e+01
    8.52876e-01     5.06965e+02     9.28903e+01
    8.56967e-01     5.06125e+02     9.24433e+01
    8.61059e-01     5.03973e+02     9.13169e+01
    8.65147e-01     5.02487e+02     9.05522e+01
    8.69235e-01     5.01684e+02     8.96812e+01
    8.73334e-01     5.00531e+02     8.89678e+01
    8.77429e-01     4.99055e+02     8.81189e+01
    8.81512e-01     4.98688e+02     8.77202e+01
    8.85601e-01     4.96633e+02     8.69897e+01
    8.89691e-01     4.95978e+02     8.66368e+01
    8.93784e-01     4.95175e+02     8.62929e+01
    8.97875e-01     4.94626e+02     8.55929e+01
    9.01960e-01     4.93834e+02     8.51270e+01
    9.06054e-01     4.91214e+02     8.45765e+01
    9.10146e-01     4.91040e+02     8.36726e+01
    9.14237e-01     4.90461e+02     8.31654e+01
    9.18331e-01     4.90075e+02     8.28124e+01
    9.22421e-01     4.85485e+02     8.14228e+01
    9.26509e-01     4.86305e+02     8.17707e+01
    9.30598e-01     4.84451e+02     8.08719e+01
    9.34692e-01     4.82558e+02     7.99875e+01
    9.38787e-01     4.82149e+02     7.99062e+01
    9.42873e-01     4.81546e+02     7.94738e+01
    9.46961e-01     4.79377e+02     7.84991e+01
    9.51054e-01     4.79518e+02     7.79072e+01
    9.55150e-01     4.79580e+02     7.76522e+01
    9.59240e-01     4.76284e+02     7.70063e+01
    9.63327e-01     4.76198e+02     7.65115e+01
    9.67420e-01     4.74555e+02     7.58086e+01
    9.71506e-01     4.73110e+02     7.53508e+01
    9.75588e-01     4.71756e+02     7.48783e+01
    9.79678e-01     4.69960e+02     7.46138e+01
    9.83773e-01     4.69720e+02     7.35392e+01
    9.87866e-01     4.68659e+02     7.29100e+01
    9.91960e-01     4.69932e+02     7.32467e+01
    9.96055e-01     4.67109e+02     7.23950e+01
    1.00015e+00     4.65571e+02     7.17760e+01
    1.00424e+00     4.63264e+02     7.13112e+01
    1.00832e+00     4.64608e+02     7.11955e+01
    1.01242e+00     4.64690e+02     7.08896e+01
    1.01651e+00     4.61640e+02     7.00324e+01
    1.02059e+00     4.61459e+02     6.94057e+01
    1.02468e+00     4.60733e+02     6.93539e+01
    1.02878e+00     4.59029e+02     6.86187e+01
    1.03287e+00     4.59164e+02     6.86179e+01
    1.03695e+00     4.57557e+02     6.79005e+01
    1.04105e+00     4.57221e+02     6.74700e+01
    1.04515e+00     4.55660e+02     6.69417e+01
    1.04923e+00     4.53696e+02     6.64336e+01
    1.05332e+00     4.53709e+02     6.64971e+01
    1.05741e+00     4.52689e+02     6.57990e+01
    1.06150e+00     4.51445e+02     6.53870e+01
    1.06559e+00     4.51540e+02     6.51917e+01
    1.06968e+00     4.50058e+02     6.48919e+01
    1.07377e+00     4.49110e+02     6.42705e+01
    1.07786e+00     4.48602e+02     6.42242e+01
    1.08195e+00     4.46851e+02     6.36333e+01
    1.08605e+00     4.46388e+02     6.29641e+01
    1.09014e+00     4.45449e+02     6.26115e+01
    1.09422e+00     4.44605e+02     6.20592e+01
    1.09832e+00     4.43739e+02     6.19498e+01
    1.10242e+00     4.42746e+02     6.17425e+01
    1.10650e+00     4.42310e+02     6.12426e+01
    1.11059e+00     4.41198e+02     6.11166e+01
    1.11468e+00     4.41022e+02     6.04965e+01
    1.11878e+00     4.39293e+02     6.01198e+01
    1.12287e+00     4.38155e+02     5.99989e+01
    1.12695e+00     4.38118e+02     5.94724e+01
    1.13105e+00     4.37879e+02     5.90239e+01
    1.13514e+00     4.37689e+02     5.88955e+01
    1.13922e+00     4.35252e+02     5.84941e+01
    1.14331e+00     4.36359e+02     5.81812e+01
    1.14741e+00     4.33720e+02     5.77722e+01
    1.15150e+00     4.33549e+02     5.76761e+01
    1.15559e+00     4.33321e+02     5.74795e+01
    1.15968e+00     4.30343e+02     5.67350e+01
    1.16377e+00     4.31324e+02     5.69755e+01
    1.16786e+00     4.28997e+02     5.58911e+01
    1.17195e+00     4.29866e+02     5.59407e+01
    1.17604e+00     4.28005e+02     5.56068e+01
    1.18013e+00     4.26580e+02     5.49056e+01
    1.18422e+00     4.26832e+02     5.48762e+01
    1.18831e+00     4.25112e+02     5.45330e+01
    1.19240e+00     4.24997e+02     5.42443e+01
    1.19649e+00     4.23715e+02     5.39788e+01
    1.20059e+00     4.23855e+02     5.37235e+01
    1.20468e+00     4.23616e+02     5.35958e+01
    1.20877e+00     4.21487e+02     5.31382e+01
    1.21286e+00     4.21353e+02     5.27894e+01
    1.21695e+00     4.21859e+02     5.26297e+01
    1.22104e+00     4.19469e+02     5.24130e+01
    1.22513e+00     4.19328e+02     5.21015e+01
    1.22922e+00     4.19365e+02     5.20221e+01
    1.23330e+00     4.17794e+02     5.15876e+01
    1.23740e+00     4.17356e+02     5.12903e+01
    1.24149e+00     4.16148e+02     5.10765e+01
    1.24558e+00     4.15008e+02     5.07755e+01
    1.24967e+00     4.14404e+02     5.07268e+01
    1.25376e+00     4.14149e+02     5.02410e+01
    1.25785e+00     4.12637e+02     4.98115e+01
    1.26194e+00     4.12179e+02     4.95045e+01
    1.26603e+00     4.11422e+02     4.93287e+01
    1.27012e+00     4.10704e+02     4.89966e+01
    1.27422e+00     4.10366e+02     4.89808e+01
    1.27831e+00     4.09785e+02     4.86943e+01
    1.28240e+00     4.09063e+02     4.85494e+01
    1.28649e+00     4.07836e+02     4.79489e+01
    1.29058e+00     4.06948e+02     4.78021e+01
    1.29467e+00     4.06309e+02     4.77837e+01
    1.29876e+00     4.05750e+02     4.74408e+01
    1.30285e+00     4.04105e+02     4.69190e+01
    1.30694e+00     4.05594e+02     4.69980e+01
    1.31103e+00     4.03932e+02     4.65364e+01
    1.31512e+00     4.03147e+02     4.65631e+01
    1.31921e+00     4.02779e+02     4.63398e+01
    1.32331e+00     4.02467e+02     4.61927e+01
    1.32739e+00     4.01168e+02     4.58278e+01
    1.33148e+00     4.01454e+02     4.55156e+01
    1.33558e+00     3.99822e+02     4.56294e+01
    1.33967e+00     3.99751e+02     4.54630e+01
    1.34376e+00     3.98179e+02     4.49385e+01
    1.34785e+00     3.97349e+02     4.48418e+01
    1.35195e+00     3.96908e+02     4.44164e+01
    1.35603e+00     3.96618e+02     4.43370e+01
    1.36011e+00     3.95732e+02     4.40590e+01
    1.36421e+00     3.95124e+02     4.39197e+01
    1.36830e+00     3.92859e+02     4.35066e+01
    1.37239e+00     3.93405e+02     4.31989e+01
    1.37648e+00     3.93608e+02     4.34314e+01
    1.38057e+00     3.92677e+02     4.32676e+01
    1.38466e+00     3.92205e+02     4.29933e+01
    1.38875e+00     3.90991e+02     4.28119e+01
