# Real space auto- and cross-spectra.
# z=2.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     9.27677e+04     1.65817e+04     3.57720e+03
    1.04717e-02     9.97629e+04     1.63867e+04     3.46218e+03
    1.42665e-02     1.00622e+05     1.86370e+04     4.17991e+03
    1.81228e-02     1.06607e+05     1.79859e+04     3.65453e+03
    2.24845e-02     1.05323e+05     1.85925e+04     4.03838e+03
    2.64508e-02     9.64164e+04     1.69390e+04     3.72472e+03
    3.04474e-02     9.06204e+04     1.60217e+04     3.53412e+03
    3.47320e-02     8.53448e+04     1.39704e+04     2.90742e+03
    3.88308e-02     8.09142e+04     1.33534e+04     2.87487e+03
    4.28140e-02     7.50564e+04     1.18597e+04     2.53064e+03
    4.68856e-02     6.58421e+04     1.04384e+04     2.32862e+03
    5.09858e-02     6.56494e+04     1.00612e+04     2.16473e+03
    5.51458e-02     6.13898e+04     9.25910e+03     2.03766e+03
    5.92243e-02     6.33434e+04     9.43884e+03     2.00683e+03
    6.32864e-02     5.86488e+04     8.69721e+03     1.86995e+03
    6.73674e-02     5.64581e+04     8.15307e+03     1.73737e+03
    7.14960e-02     5.53466e+04     7.74326e+03     1.62738e+03
    7.55894e-02     5.31339e+04     7.45119e+03     1.59707e+03
    7.96660e-02     5.29509e+04     7.19005e+03     1.50735e+03
    8.38183e-02     4.95804e+04     6.52876e+03     1.37403e+03
    8.78941e-02     4.72200e+04     5.91862e+03     1.23001e+03
    9.19238e-02     4.33777e+04     5.23310e+03     1.10541e+03
    9.60446e-02     4.27472e+04     5.03562e+03     1.04239e+03
    1.00128e-01     4.16011e+04     4.77379e+03     9.89724e+02
    1.04209e-01     3.92517e+04     4.33765e+03     8.95453e+02
    1.08333e-01     3.84265e+04     4.20938e+03     8.71446e+02
    1.12448e-01     3.72639e+04     4.01449e+03     8.32336e+02
    1.16521e-01     3.72235e+04     4.00433e+03     8.33136e+02
    1.20596e-01     3.65888e+04     3.74615e+03     7.63539e+02
    1.24665e-01     3.59315e+04     3.62801e+03     7.45643e+02
    1.28771e-01     3.58039e+04     3.61741e+03     7.41668e+02
    1.32874e-01     3.53833e+04     3.58236e+03     7.27185e+02
    1.36975e-01     3.36273e+04     3.25559e+03     6.65266e+02
    1.41075e-01     3.43425e+04     3.27044e+03     6.58825e+02
    1.45172e-01     3.28862e+04     2.96567e+03     5.90084e+02
    1.49268e-01     3.22940e+04     2.87898e+03     5.71244e+02
    1.53330e-01     3.18466e+04     2.74668e+03     5.42152e+02
    1.57416e-01     3.10195e+04     2.60853e+03     5.15089e+02
