# Halo auto- and cross-power spectra.
# Robust average of 10 spectra using sqrt(1+x^2).
# 12.00<lgM<12.50, z=0.000
#      k[h/Mpc]           <Phh>        Err[Phh]           <Phm>        Err[Phm]
    2.18827e-01     1.54289e+03     7.49115e+00     1.31897e+03     4.38146e+00
    2.22903e-01     1.50897e+03     3.20619e+00     1.27653e+03     1.96730e+00
    2.26990e-01     1.48010e+03     2.68555e+00     1.24682e+03     4.22350e+00
    2.31084e-01     1.44306e+03     3.52215e+00     1.20421e+03     3.54472e+00
    2.35153e-01     1.41505e+03     1.98104e+00     1.16969e+03     2.24799e+00
    2.39244e-01     1.38436e+03     4.41625e+00     1.13495e+03     3.80426e+00
    2.43338e-01     1.36131e+03     2.61626e+00     1.10840e+03     4.25182e+00
    2.47445e-01     1.32938e+03     3.65669e+00     1.07421e+03     1.24340e+00
    2.51539e-01     1.31629e+03     1.73624e+00     1.05288e+03     4.90279e+00
    2.55609e-01     1.28385e+03     2.20507e+00     1.02192e+03     3.19571e+00
    2.59718e-01     1.26681e+03     2.82683e+00     9.99863e+02     2.83142e+00
    2.63814e-01     1.24099e+03     2.88471e+00     9.71788e+02     2.56564e+00
    2.67904e-01     1.21707e+03     4.04572e+00     9.41297e+02     3.67622e+00
    2.71993e-01     1.19667e+03     1.99434e+00     9.21691e+02     2.35549e+00
    2.76068e-01     1.17764e+03     3.85697e+00     9.00581e+02     2.05070e+00
    2.80171e-01     1.16110e+03     2.63823e+00     8.79476e+02     2.67655e+00
    2.84268e-01     1.14416e+03     2.62909e+00     8.55696e+02     2.20611e+00
    2.88346e-01     1.12326e+03     3.67281e+00     8.36383e+02     2.53387e+00
    2.92426e-01     1.10657e+03     3.36617e+00     8.13277e+02     1.60725e+00
    2.96514e-01     1.09213e+03     1.67007e+00     7.99859e+02     1.74717e+00
    3.00627e-01     1.07335e+03     1.72800e+00     7.79378e+02     7.85735e-01
    3.04729e-01     1.06011e+03     2.53445e+00     7.60877e+02     2.15602e+00
    3.08821e-01     1.04891e+03     1.52866e+00     7.50592e+02     1.42708e+00
    3.12919e-01     1.03286e+03     2.23237e+00     7.30499e+02     2.15899e+00
    3.16999e-01     1.01374e+03     2.40134e+00     7.13264e+02     1.33124e+00
    3.21078e-01     1.00530e+03     2.23936e+00     7.00393e+02     1.35245e+00
    3.25167e-01     9.91087e+02     2.19575e+00     6.83941e+02     2.15839e+00
    3.29247e-01     9.79144e+02     1.95220e+00     6.70255e+02     1.74877e+00
    3.33333e-01     9.67547e+02     3.26919e+00     6.56448e+02     2.10059e+00
    3.37443e-01     9.58292e+02     1.44151e+00     6.44959e+02     1.46783e+00
    3.41545e-01     9.45908e+02     2.81949e+00     6.30455e+02     2.94117e+00
    3.45625e-01     9.34133e+02     2.84054e+00     6.19141e+02     3.27325e+00
    3.49715e-01     9.23944e+02     1.32339e+00     6.07048e+02     2.43614e-01
    3.53817e-01     9.14466e+02     3.00643e+00     5.95035e+02     1.10847e+00
    3.57906e-01     9.06642e+02     2.03032e+00     5.85965e+02     2.24290e+00
    3.61975e-01     8.95228e+02     1.32951e+00     5.74211e+02     8.61994e-01
    3.66071e-01     8.85947e+02     1.03244e+00     5.62456e+02     1.30248e+00
    3.70189e-01     8.76364e+02     2.37588e+00     5.52215e+02     1.63565e+00
    3.74277e-01     8.68673e+02     1.20378e+00     5.42186e+02     9.93287e-01
    3.78356e-01     8.58791e+02     2.06161e+00     5.32757e+02     1.40263e+00
    3.82448e-01     8.50241e+02     1.68496e+00     5.22083e+02     7.75383e-01
    3.86535e-01     8.42077e+02     1.15781e+00     5.13377e+02     1.59624e+00
    3.90624e-01     8.37240e+02     5.83190e-01     5.04759e+02     8.81241e-01
    3.94706e-01     8.24982e+02     2.24649e+00     4.95168e+02     1.21274e+00
    3.98794e-01     8.18201e+02     1.38051e+00     4.86800e+02     1.87401e+00
    4.02896e-01     8.11642e+02     8.06715e-01     4.78314e+02     1.20966e+00
    4.06986e-01     8.05604e+02     1.09491e+00     4.70272e+02     8.94651e-01
    4.11069e-01     7.97285e+02     7.80640e-01     4.64284e+02     6.53620e-01
    4.15170e-01     7.90688e+02     1.24318e+00     4.53720e+02     6.34705e-01
    4.19263e-01     7.83997e+02     1.28549e+00     4.48386e+02     7.55426e-01
    4.23353e-01     7.76570e+02     1.06701e+00     4.38822e+02     1.16143e+00
    4.27447e-01     7.72668e+02     1.31106e+00     4.33814e+02     1.02596e+00
    4.31534e-01     7.64167e+02     3.69548e-01     4.24917e+02     7.40849e-01
    4.35624e-01     7.59739e+02     4.93879e-01     4.19127e+02     1.36041e+00
    4.39718e-01     7.51534e+02     1.36919e+00     4.10866e+02     1.73040e+00
    4.43804e-01     7.46975e+02     8.54017e-01     4.06225e+02     9.03329e-01
    4.47892e-01     7.41385e+02     8.74804e-01     3.99400e+02     1.24690e+00
    4.51977e-01     7.37221e+02     2.09073e+00     3.93812e+02     9.82225e-01
    4.56067e-01     7.30181e+02     1.21834e+00     3.87736e+02     4.81939e-01
    4.60165e-01     7.27209e+02     6.16447e-01     3.83756e+02     7.63767e-01
    4.64260e-01     7.20363e+02     1.20277e+00     3.77335e+02     9.48642e-01
    4.68355e-01     7.16097e+02     8.24357e-01     3.70804e+02     9.95101e-01
    4.72450e-01     7.11284e+02     9.69007e-01     3.65674e+02     5.73254e-01
    4.76540e-01     7.06649e+02     1.54691e+00     3.59445e+02     1.40890e+00
    4.80633e-01     7.02671e+02     6.81286e-01     3.55184e+02     9.95042e-01
    4.84718e-01     6.97511e+02     1.13429e+00     3.48883e+02     1.14044e+00
    4.88794e-01     6.91922e+02     1.05245e+00     3.44620e+02     6.33342e-01
    4.92888e-01     6.87582e+02     7.25282e-01     3.39742e+02     1.03474e+00
    4.96984e-01     6.84158e+02     1.61733e+00     3.35927e+02     7.41852e-01
    5.01073e-01     6.79740e+02     1.20279e+00     3.29782e+02     7.74083e-01
    5.05169e-01     6.75630e+02     6.80376e-01     3.25186e+02     9.52064e-01
    5.09268e-01     6.72707e+02     5.20621e-01     3.21558e+02     1.39649e+00
    5.13369e-01     6.68055e+02     9.57275e-01     3.16846e+02     6.33774e-01
    5.17441e-01     6.65011e+02     1.01405e+00     3.13740e+02     4.24934e-01
    5.21516e-01     6.59884e+02     1.14596e+00     3.08769e+02     4.62888e-01
    5.25611e-01     6.56918e+02     9.64753e-01     3.04370e+02     4.82565e-01
    5.29706e-01     6.53409e+02     5.22155e-01     2.99775e+02     6.03887e-01
    5.33801e-01     6.49752e+02     4.11212e-01     2.96203e+02     4.04898e-01
    5.37888e-01     6.45034e+02     6.93009e-01     2.91720e+02     5.22087e-01
    5.41985e-01     6.42232e+02     3.35348e-01     2.87795e+02     5.51077e-01
    5.46091e-01     6.38258e+02     5.46490e-01     2.84852e+02     5.80563e-01
    5.50174e-01     6.34238e+02     8.98160e-01     2.80995e+02     6.79161e-01
    5.54252e-01     6.31491e+02     1.02223e+00     2.77307e+02     1.02726e+00
    5.58346e-01     6.27904e+02     6.89731e-01     2.74307e+02     7.02443e-01
    5.62439e-01     6.25193e+02     4.75545e-01     2.69634e+02     5.19384e-01
    5.66527e-01     6.22751e+02     1.18403e+00     2.67382e+02     3.17033e-01
    5.70616e-01     6.20233e+02     9.19172e-01     2.64057e+02     9.67737e-01
    5.74707e-01     6.16097e+02     8.51303e-01     2.60617e+02     3.85117e-01
    5.78798e-01     6.12841e+02     6.93490e-01     2.57187e+02     4.94047e-01
    5.82883e-01     6.11192e+02     4.13180e-01     2.53820e+02     8.77874e-01
    5.86977e-01     6.07594e+02     7.34120e-01     2.51562e+02     4.39848e-01
    5.91070e-01     6.04889e+02     8.27823e-01     2.47630e+02     6.40329e-01
    5.95166e-01     6.01052e+02     9.45630e-01     2.44961e+02     8.06203e-01
    5.99260e-01     5.98955e+02     9.13249e-01     2.42275e+02     4.86243e-01
    6.03349e-01     5.96916e+02     1.10676e+00     2.39276e+02     7.55035e-01
    6.07445e-01     5.95313e+02     4.20289e-01     2.37462e+02     6.97751e-01
    6.11543e-01     5.92301e+02     1.07310e+00     2.34084e+02     8.17310e-01
    6.15623e-01     5.88977e+02     6.16279e-01     2.30380e+02     5.27311e-01
    6.19704e-01     5.86655e+02     4.58663e-01     2.28100e+02     5.83098e-01
    6.23792e-01     5.83952e+02     6.34351e-01     2.25265e+02     3.75984e-01
    6.27891e-01     5.81450e+02     6.21001e-01     2.22933e+02     8.31975e-01
    6.31991e-01     5.79974e+02     7.99694e-01     2.20902e+02     3.91870e-01
    6.36073e-01     5.77230e+02     1.15945e+00     2.18194e+02     5.39100e-01
    6.40158e-01     5.75111e+02     6.39776e-01     2.15769e+02     5.37300e-01
    6.44244e-01     5.73213e+02     4.56020e-01     2.13095e+02     2.63475e-01
    6.48338e-01     5.70029e+02     4.28642e-01     2.10727e+02     4.62757e-01
    6.52432e-01     5.68380e+02     8.56721e-01     2.08161e+02     5.37208e-01
    6.56514e-01     5.64786e+02     1.04420e+00     2.05779e+02     4.18509e-01
    6.60609e-01     5.64286e+02     7.00858e-01     2.04167e+02     2.88117e-01
    6.64712e-01     5.61667e+02     5.60710e-01     2.01021e+02     4.83937e-01
    6.68801e-01     5.60006e+02     6.38190e-01     1.99711e+02     7.54789e-01
    6.72890e-01     5.57902e+02     4.55547e-01     1.97291e+02     4.16934e-01
    6.76984e-01     5.55721e+02     4.17269e-01     1.94992e+02     2.03143e-01
    6.81074e-01     5.53419e+02     5.08712e-01     1.93022e+02     5.29773e-01
    6.85160e-01     5.51318e+02     5.32441e-01     1.90715e+02     4.71225e-01
    6.89246e-01     5.49997e+02     6.00017e-01     1.89610e+02     3.56097e-01
    6.93336e-01     5.47062e+02     7.87442e-01     1.86700e+02     4.65891e-01
    6.97434e-01     5.46397e+02     8.59728e-01     1.84465e+02     2.93349e-01
    7.01528e-01     5.43858e+02     4.13598e-01     1.82917e+02     4.10402e-01
    7.05618e-01     5.42190e+02     3.57302e-01     1.80989e+02     7.58627e-01
    7.09708e-01     5.40421e+02     6.47531e-01     1.79283e+02     4.57373e-01
    7.13796e-01     5.38154e+02     3.40600e-01     1.76606e+02     5.38287e-01
    7.17892e-01     5.36180e+02     4.80177e-01     1.75348e+02     3.41128e-01
    7.21982e-01     5.35485e+02     2.05401e-01     1.73397e+02     3.17032e-01
    7.26059e-01     5.32987e+02     4.22901e-01     1.71572e+02     3.61157e-01
    7.30145e-01     5.31556e+02     7.40899e-01     1.70220e+02     2.90160e-01
    7.34240e-01     5.29969e+02     6.47556e-01     1.68647e+02     4.93651e-01
    7.38340e-01     5.27983e+02     4.79776e-01     1.66652e+02     1.99890e-01
    7.42427e-01     5.26044e+02     6.00236e-01     1.64947e+02     2.41652e-01
    7.46511e-01     5.24259e+02     1.68224e-01     1.63360e+02     2.93979e-01
    7.50614e-01     5.23083e+02     5.87945e-01     1.61873e+02     2.69307e-01
    7.54706e-01     5.21409e+02     2.79114e-01     1.60058e+02     3.50044e-01
    7.58795e-01     5.19890e+02     3.63777e-01     1.58606e+02     2.94570e-01
    7.62888e-01     5.18459e+02     2.71274e-01     1.56973e+02     2.54894e-01
    7.66986e-01     5.16424e+02     5.29949e-01     1.55293e+02     2.50947e-01
    7.71073e-01     5.15084e+02     3.33569e-01     1.53838e+02     3.44807e-01
    7.75153e-01     5.13668e+02     1.91088e-01     1.52753e+02     4.78492e-01
    7.79241e-01     5.11790e+02     5.90369e-01     1.50592e+02     1.83779e-01
    7.83335e-01     5.11052e+02     3.61770e-01     1.49752e+02     2.16268e-01
    7.87426e-01     5.08934e+02     5.96348e-01     1.47949e+02     2.00995e-01
    7.91513e-01     5.08072e+02     4.68839e-01     1.46820e+02     3.38828e-01
    7.95606e-01     5.05542e+02     4.05642e-01     1.45028e+02     2.43613e-01
    7.99702e-01     5.05446e+02     5.57399e-01     1.43673e+02     3.07854e-01
    8.03798e-01     5.03761e+02     2.08757e-01     1.42224e+02     2.99964e-01
    8.07879e-01     5.01918e+02     3.91428e-01     1.40724e+02     2.44278e-01
    8.11963e-01     5.00960e+02     6.57679e-01     1.39697e+02     3.02405e-01
    8.16059e-01     4.99223e+02     3.54628e-01     1.38047e+02     1.70222e-01
    8.20152e-01     4.98360e+02     5.03905e-01     1.37492e+02     2.05050e-01
    8.24242e-01     4.96229e+02     6.25360e-01     1.35678e+02     2.48761e-01
    8.28331e-01     4.95363e+02     2.25995e-01     1.34229e+02     3.87885e-01
    8.32425e-01     4.94224e+02     6.49091e-01     1.33316e+02     1.66643e-01
    8.36516e-01     4.92879e+02     6.68294e-01     1.32225e+02     2.52557e-01
    8.40610e-01     4.91756e+02     5.45073e-01     1.30903e+02     2.23375e-01
    8.44704e-01     4.90204e+02     3.04042e-01     1.29630e+02     3.56963e-01
    8.48790e-01     4.89231e+02     3.88050e-01     1.28897e+02     1.91449e-01
    8.52876e-01     4.87966e+02     4.11025e-01     1.27633e+02     1.90156e-01
    8.56967e-01     4.86689e+02     4.67066e-01     1.26196e+02     3.59685e-01
    8.61059e-01     4.85156e+02     3.48936e-01     1.25208e+02     3.33178e-01
    8.65147e-01     4.83541e+02     4.43915e-01     1.23929e+02     2.43144e-01
    8.69235e-01     4.82592e+02     2.87192e-01     1.22912e+02     1.22830e-01
    8.73334e-01     4.81767e+02     2.47363e-01     1.21740e+02     4.21326e-01
    8.77429e-01     4.80513e+02     2.84747e-01     1.20989e+02     2.93421e-01
    8.81512e-01     4.79153e+02     3.87105e-01     1.19525e+02     2.47508e-01
    8.85601e-01     4.78116e+02     5.09790e-01     1.18316e+02     2.55229e-01
    8.89691e-01     4.77353e+02     3.00267e-01     1.17742e+02     2.33930e-01
    8.93784e-01     4.75776e+02     3.93542e-01     1.16660e+02     2.69206e-01
    8.97875e-01     4.75060e+02     1.90470e-01     1.15777e+02     1.07575e-01
    9.01960e-01     4.73490e+02     3.35897e-01     1.14427e+02     2.30817e-01
    9.06054e-01     4.72493e+02     2.88692e-01     1.13433e+02     2.11840e-01
    9.10146e-01     4.71715e+02     2.46660e-01     1.12339e+02     1.58146e-01
    9.14237e-01     4.70013e+02     5.14690e-01     1.11371e+02     2.29536e-01
    9.18331e-01     4.69438e+02     1.79220e-01     1.10483e+02     3.08569e-01
    9.22421e-01     4.68148e+02     5.89486e-01     1.09820e+02     2.17427e-01
    9.26509e-01     4.67503e+02     2.29668e-01     1.08413e+02     6.67003e-02
    9.30598e-01     4.66190e+02     4.35859e-01     1.07475e+02     2.87537e-01
    9.34692e-01     4.65027e+02     2.24978e-01     1.06722e+02     2.33702e-01
    9.38787e-01     4.63567e+02     1.79086e-01     1.05913e+02     1.75658e-01
    9.42873e-01     4.62709e+02     2.81609e-01     1.05027e+02     2.34572e-01
    9.46961e-01     4.62014e+02     1.76005e-01     1.04389e+02     2.24811e-01
    9.51054e-01     4.61130e+02     3.58634e-01     1.03306e+02     2.18885e-01
    9.55150e-01     4.59671e+02     3.15302e-01     1.02681e+02     1.59789e-01
    9.59240e-01     4.58498e+02     2.89180e-01     1.01661e+02     2.67717e-01
    9.63327e-01     4.57802e+02     2.68569e-01     1.00731e+02     1.99354e-01
    9.67420e-01     4.56389e+02     2.70007e-01     9.97056e+01     1.21749e-01
    9.71506e-01     4.55440e+02     5.37914e-01     9.89587e+01     2.27706e-01
    9.75588e-01     4.54941e+02     5.55665e-01     9.85197e+01     1.99905e-01
    9.79678e-01     4.54318e+02     2.08821e-01     9.74415e+01     2.05600e-01
    9.83773e-01     4.53255e+02     5.02461e-01     9.68450e+01     1.93396e-01
    9.87866e-01     4.52153e+02     2.76924e-01     9.56067e+01     1.60990e-01
    9.91960e-01     4.50953e+02     2.15817e-01     9.50692e+01     1.72575e-01
    9.96055e-01     4.49881e+02     3.15635e-01     9.39228e+01     1.00515e-01
    1.00015e+00     4.48898e+02     1.56588e-01     9.34742e+01     1.48548e-01
    1.00424e+00     4.48371e+02     1.48325e-01     9.27918e+01     1.35394e-01
    1.00832e+00     4.47362e+02     2.60828e-01     9.20977e+01     1.41318e-01
    1.01242e+00     4.46050e+02     5.65378e-01     9.13087e+01     1.24850e-01
    1.01651e+00     4.45842e+02     3.66671e-01     9.08063e+01     1.48682e-01
    1.02059e+00     4.44397e+02     2.29686e-01     8.98244e+01     8.23268e-02
    1.02468e+00     4.43490e+02     3.93479e-01     8.89511e+01     2.78716e-01
    1.02878e+00     4.42898e+02     3.26610e-01     8.84443e+01     2.49162e-01
    1.03287e+00     4.41722e+02     1.36018e-01     8.75890e+01     1.05134e-01
    1.03695e+00     4.40984e+02     2.50565e-01     8.71773e+01     1.38106e-01
    1.04105e+00     4.40218e+02     3.32859e-01     8.63227e+01     1.57923e-01
    1.04515e+00     4.38887e+02     2.86888e-01     8.54268e+01     1.18986e-01
    1.04923e+00     4.37703e+02     3.16764e-01     8.46302e+01     2.13022e-01
    1.05332e+00     4.37488e+02     1.53739e-01     8.44367e+01     1.91692e-01
    1.05741e+00     4.36731e+02     2.52121e-01     8.35139e+01     7.08205e-02
    1.06150e+00     4.35708e+02     2.46409e-01     8.29453e+01     1.18074e-01
    1.06559e+00     4.34850e+02     3.84952e-01     8.23209e+01     1.53068e-01
    1.06968e+00     4.33774e+02     3.51743e-01     8.16024e+01     2.33123e-01
    1.07377e+00     4.33432e+02     2.58663e-01     8.08988e+01     1.55516e-01
    1.07786e+00     4.32479e+02     1.64158e-01     8.02713e+01     2.51565e-01
    1.08195e+00     4.31880e+02     3.50648e-01     7.98606e+01     1.49083e-01
    1.08605e+00     4.30354e+02     1.83183e-01     7.91361e+01     1.41119e-01
    1.09014e+00     4.30157e+02     2.29829e-01     7.87454e+01     2.13975e-01
    1.09422e+00     4.28922e+02     2.20752e-01     7.80916e+01     1.46158e-01
    1.09832e+00     4.28060e+02     2.65276e-01     7.75292e+01     1.71253e-01
    1.10242e+00     4.26960e+02     2.29949e-01     7.68900e+01     2.67949e-01
    1.10650e+00     4.26547e+02     3.03947e-01     7.60632e+01     8.57136e-02
    1.11059e+00     4.25912e+02     2.33401e-01     7.55631e+01     1.10495e-01
    1.11468e+00     4.25352e+02     1.30087e-01     7.50113e+01     2.02664e-01
    1.11878e+00     4.24018e+02     3.70245e-01     7.45462e+01     2.98590e-01
    1.12287e+00     4.23239e+02     2.40853e-01     7.37567e+01     8.01933e-02
    1.12695e+00     4.22808e+02     3.00217e-01     7.32570e+01     9.44903e-02
    1.13105e+00     4.21770e+02     3.78122e-01     7.28461e+01     1.84967e-01
    1.13514e+00     4.21188e+02     2.59924e-01     7.23006e+01     1.36232e-01
    1.13922e+00     4.20544e+02     2.09211e-01     7.16645e+01     1.96712e-01
    1.14331e+00     4.19434e+02     3.41919e-01     7.12043e+01     2.11686e-01
    1.14741e+00     4.18908e+02     2.93621e-01     7.07467e+01     1.21779e-01
    1.15150e+00     4.18065e+02     3.23833e-01     7.01527e+01     2.50853e-01
    1.15559e+00     4.17376e+02     3.28835e-01     6.97618e+01     1.58547e-01
    1.15968e+00     4.16673e+02     1.76452e-01     6.93195e+01     1.53578e-01
    1.16377e+00     4.15562e+02     2.15899e-01     6.84344e+01     1.07868e-01
    1.16786e+00     4.15201e+02     1.99625e-01     6.80874e+01     1.51699e-01
    1.17195e+00     4.14102e+02     2.89220e-01     6.77265e+01     1.46113e-01
    1.17604e+00     4.13560e+02     1.21854e-01     6.74605e+01     1.20294e-01
    1.18013e+00     4.12936e+02     1.89069e-01     6.66229e+01     1.74287e-01
    1.18422e+00     4.12164e+02     3.10074e-01     6.61102e+01     1.79054e-01
    1.18831e+00     4.11171e+02     2.06987e-01     6.56075e+01     1.66967e-01
    1.19240e+00     4.10538e+02     1.57636e-01     6.51449e+01     9.47672e-02
    1.19649e+00     4.09495e+02     3.81587e-01     6.47407e+01     9.40914e-02
    1.20059e+00     4.09212e+02     1.82030e-01     6.44023e+01     5.84278e-02
    1.20468e+00     4.08412e+02     1.70321e-01     6.39687e+01     5.36328e-02
    1.20877e+00     4.07237e+02     3.76824e-01     6.33223e+01     8.29694e-02
    1.21286e+00     4.06606e+02     3.80147e-01     6.29518e+01     1.22573e-01
    1.21695e+00     4.06239e+02     1.33141e-01     6.26023e+01     1.13326e-01
    1.22104e+00     4.05610e+02     2.13819e-01     6.20982e+01     1.95726e-01
    1.22513e+00     4.04606e+02     4.32329e-01     6.14779e+01     9.57779e-02
    1.22922e+00     4.03780e+02     1.91850e-01     6.13286e+01     1.52597e-01
    1.23330e+00     4.03163e+02     2.81458e-01     6.06595e+01     2.12532e-01
    1.23740e+00     4.02143e+02     2.45086e-01     6.02114e+01     1.36440e-01
    1.24149e+00     4.01932e+02     1.91907e-01     5.97121e+01     1.43617e-01
    1.24558e+00     4.01029e+02     3.52382e-01     5.94232e+01     1.26775e-01
    1.24967e+00     4.00408e+02     3.06295e-01     5.91464e+01     1.04977e-01
    1.25376e+00     3.99648e+02     3.35429e-01     5.85693e+01     8.19658e-02
    1.25785e+00     3.99232e+02     3.22185e-01     5.82824e+01     9.03221e-02
    1.26194e+00     3.98328e+02     2.26921e-01     5.77524e+01     1.22328e-01
    1.26603e+00     3.98148e+02     2.11651e-01     5.75446e+01     2.77139e-01
    1.27012e+00     3.97079e+02     1.75443e-01     5.69583e+01     7.18449e-02
    1.27422e+00     3.96314e+02     3.41467e-01     5.64791e+01     1.41747e-01
    1.27831e+00     3.95834e+02     1.87510e-01     5.64078e+01     1.16258e-01
    1.28240e+00     3.94889e+02     2.27399e-01     5.60310e+01     9.40974e-02
    1.28649e+00     3.94405e+02     3.73293e-01     5.55743e+01     1.69112e-01
    1.29058e+00     3.93629e+02     1.38816e-01     5.52515e+01     1.21584e-01
    1.29467e+00     3.93053e+02     1.37923e-01     5.47510e+01     1.85408e-01
    1.29876e+00     3.92344e+02     1.82532e-01     5.43137e+01     8.77858e-02
    1.30285e+00     3.91927e+02     1.48186e-01     5.40923e+01     9.06796e-02
    1.30694e+00     3.91048e+02     3.89917e-01     5.36138e+01     7.87593e-02
    1.31103e+00     3.90042e+02     1.60929e-01     5.34050e+01     1.74835e-01
    1.31512e+00     3.89890e+02     1.78679e-01     5.29616e+01     8.38180e-02
    1.31921e+00     3.89035e+02     2.02131e-01     5.25327e+01     1.22919e-01
    1.32331e+00     3.88139e+02     1.06737e-01     5.22164e+01     1.82040e-01
    1.32739e+00     3.87584e+02     1.78335e-01     5.17409e+01     6.89938e-02
    1.33148e+00     3.87018e+02     2.21250e-01     5.15822e+01     3.48726e-02
    1.33558e+00     3.86289e+02     2.16240e-01     5.12482e+01     6.03899e-02
    1.33967e+00     3.85661e+02     3.12935e-01     5.08752e+01     1.32438e-01
    1.34376e+00     3.85128e+02     1.62295e-01     5.04136e+01     1.11894e-01
    1.34785e+00     3.84484e+02     1.49019e-01     5.02024e+01     1.06392e-01
    1.35195e+00     3.83684e+02     1.82679e-01     4.98531e+01     7.43166e-02
    1.35603e+00     3.83187e+02     1.39167e-01     4.95567e+01     1.11000e-01
    1.36011e+00     3.82499e+02     3.23690e-01     4.92770e+01     1.21029e-01
    1.36421e+00     3.81827e+02     2.17112e-01     4.89977e+01     4.53090e-02
    1.36830e+00     3.80951e+02     1.37029e-01     4.85900e+01     1.29875e-01
    1.37239e+00     3.80323e+02     1.72006e-01     4.82685e+01     6.69407e-02
    1.37648e+00     3.79814e+02     1.54259e-01     4.80640e+01     1.03835e-01
