# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 3.3504e+04 1.6712e+04
1.0472e-02 3.0060e+04 1.4984e+04
1.4266e-02 3.3676e+04 1.6910e+04
1.8123e-02 3.5544e+04 1.7665e+04
2.2484e-02 3.6261e+04 1.7955e+04
2.6451e-02 3.1909e+04 1.5868e+04
3.0447e-02 3.3831e+04 1.6803e+04
3.4732e-02 2.6814e+04 1.3123e+04
3.8831e-02 2.2278e+04 1.1013e+04
4.2814e-02 2.1087e+04 1.0335e+04
4.6886e-02 1.8683e+04 9.2007e+03
5.0986e-02 1.8056e+04 8.8318e+03
5.5146e-02 1.8023e+04 8.6998e+03
5.9224e-02 1.7215e+04 8.3719e+03
6.3286e-02 1.6211e+04 7.8691e+03
6.7367e-02 1.5454e+04 7.4775e+03
7.1496e-02 1.4118e+04 6.7775e+03
7.5589e-02 1.3929e+04 6.6784e+03
7.9666e-02 1.2598e+04 5.9867e+03
8.3818e-02 1.2208e+04 5.7862e+03
8.7894e-02 1.0637e+04 5.0109e+03
9.1924e-02 1.0424e+04 4.8761e+03
9.6045e-02 9.4367e+03 4.3811e+03
1.0013e-01 8.8626e+03 4.1067e+03
1.0421e-01 8.6587e+03 3.9861e+03
1.0833e-01 8.1897e+03 3.7541e+03
1.1245e-01 7.8886e+03 3.5810e+03
1.1652e-01 7.4647e+03 3.3870e+03
1.2060e-01 7.5081e+03 3.3860e+03
1.2466e-01 7.3442e+03 3.3113e+03
1.2877e-01 7.0482e+03 3.1543e+03
1.3287e-01 6.8902e+03 3.0941e+03
1.3698e-01 6.6616e+03 2.9787e+03
1.4107e-01 6.3311e+03 2.7937e+03
1.4517e-01 6.1492e+03 2.6971e+03
1.4927e-01 5.8805e+03 2.5723e+03
1.5333e-01 5.5379e+03 2.4022e+03
1.5742e-01 5.2906e+03 2.2719e+03
1.6151e-01 5.1123e+03 2.1831e+03
1.6559e-01 4.9746e+03 2.1110e+03
1.6969e-01 4.7122e+03 1.9992e+03
1.7380e-01 4.7256e+03 1.9788e+03
1.7790e-01 4.5032e+03 1.8828e+03
1.8200e-01 4.4686e+03 1.8548e+03
1.8609e-01 4.3382e+03 1.7959e+03
1.9016e-01 4.3145e+03 1.7835e+03
1.9424e-01 4.1407e+03 1.6977e+03
1.9833e-01 4.0630e+03 1.6595e+03
2.0243e-01 3.9364e+03 1.5939e+03
2.0652e-01 3.9193e+03 1.5745e+03
2.1063e-01 3.7748e+03 1.5100e+03
2.1472e-01 3.6785e+03 1.4653e+03
2.1883e-01 3.5973e+03 1.4246e+03
2.2290e-01 3.4858e+03 1.3704e+03
2.2699e-01 3.4264e+03 1.3406e+03
2.3108e-01 3.3282e+03 1.2917e+03
2.3515e-01 3.2508e+03 1.2529e+03
2.3924e-01 3.2373e+03 1.2422e+03
2.4334e-01 3.1736e+03 1.2121e+03
2.4744e-01 3.1121e+03 1.1804e+03
2.5154e-01 3.0794e+03 1.1602e+03
2.5561e-01 3.0024e+03 1.1308e+03
2.5972e-01 2.9977e+03 1.1202e+03
2.6381e-01 2.9025e+03 1.0804e+03
2.6790e-01 2.8122e+03 1.0402e+03
2.7199e-01 2.8022e+03 1.0315e+03
2.7607e-01 2.7512e+03 1.0065e+03
2.8017e-01 2.7034e+03 9.8246e+02
2.8427e-01 2.6340e+03 9.5153e+02
2.8835e-01 2.6613e+03 9.5248e+02
2.9243e-01 2.5731e+03 9.1697e+02
2.9651e-01 2.5489e+03 9.0341e+02
3.0063e-01 2.5268e+03 8.9061e+02
3.0473e-01 2.4789e+03 8.7128e+02
3.0882e-01 2.4679e+03 8.6240e+02
3.1292e-01 2.4069e+03 8.3915e+02
3.1700e-01 2.3806e+03 8.2400e+02
3.2108e-01 2.3677e+03 8.1533e+02
3.2517e-01 2.3276e+03 7.9512e+02
3.2925e-01 2.2828e+03 7.8015e+02
3.3333e-01 2.2692e+03 7.6891e+02
3.3744e-01 2.2405e+03 7.5704e+02
3.4154e-01 2.2216e+03 7.4478e+02
3.4562e-01 2.2061e+03 7.3415e+02
3.4972e-01 2.1717e+03 7.2131e+02
3.5382e-01 2.1315e+03 7.0155e+02
3.5791e-01 2.1160e+03 6.9321e+02
3.6198e-01 2.0880e+03 6.8300e+02
3.6607e-01 2.0607e+03 6.6973e+02
3.7019e-01 2.0454e+03 6.6064e+02
3.7428e-01 2.0143e+03 6.4943e+02
3.7836e-01 2.0109e+03 6.4220e+02
3.8245e-01 1.9878e+03 6.3347e+02
3.8653e-01 1.9568e+03 6.1932e+02
3.9062e-01 1.9390e+03 6.1149e+02
3.9471e-01 1.9175e+03 6.0296e+02
3.9879e-01 1.9087e+03 5.9917e+02
4.0290e-01 1.8936e+03 5.8975e+02
4.0699e-01 1.8696e+03 5.7747e+02
4.1107e-01 1.8635e+03 5.7446e+02
