# Real space h-h auto- and h-m cross-spectra.
# z=2.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.99224e+04     8.85725e+03
    1.04717e-02     1.83526e+04     7.98579e+03
    1.42665e-02     2.18392e+04     9.32412e+03
    1.81228e-02     2.24608e+04     9.62798e+03
    2.24845e-02     2.29231e+04     9.78002e+03
    2.64508e-02     2.02584e+04     8.64468e+03
    3.04474e-02     2.13382e+04     9.12695e+03
    3.47320e-02     1.69279e+04     7.12449e+03
    3.88308e-02     1.44579e+04     6.05034e+03
    4.28140e-02     1.35078e+04     5.65618e+03
    4.68856e-02     1.21193e+04     5.06478e+03
    5.09858e-02     1.17904e+04     4.87778e+03
    5.51458e-02     1.12954e+04     4.70889e+03
    5.92243e-02     1.09279e+04     4.55322e+03
    6.32864e-02     1.02810e+04     4.28192e+03
    6.73674e-02     9.99207e+03     4.11011e+03
    7.14960e-02     9.13587e+03     3.71132e+03
    7.55894e-02     8.88677e+03     3.63199e+03
    7.96660e-02     8.02586e+03     3.25389e+03
    8.38183e-02     7.88093e+03     3.16354e+03
    8.78941e-02     6.89864e+03     2.74612e+03
    9.19238e-02     6.68176e+03     2.64618e+03
    9.60446e-02     6.11456e+03     2.38455e+03
    1.00128e-01     5.71552e+03     2.22802e+03
    1.04209e-01     5.51673e+03     2.14074e+03
    1.08333e-01     5.31622e+03     2.03077e+03
    1.12448e-01     5.02648e+03     1.92046e+03
    1.16521e-01     4.88268e+03     1.84405e+03
    1.20596e-01     4.83123e+03     1.82091e+03
    1.24665e-01     4.78442e+03     1.79828e+03
    1.28771e-01     4.49609e+03     1.68408e+03
    1.32874e-01     4.45432e+03     1.67168e+03
    1.36975e-01     4.28436e+03     1.59996e+03
    1.41075e-01     4.02877e+03     1.48247e+03
    1.45172e-01     3.93528e+03     1.43398e+03
    1.49268e-01     3.77017e+03     1.36950e+03
    1.53330e-01     3.56303e+03     1.27482e+03
    1.57416e-01     3.39231e+03     1.19518e+03
    1.61514e-01     3.25636e+03     1.14183e+03
    1.65592e-01     3.17230e+03     1.10271e+03
    1.69693e-01     3.02357e+03     1.04173e+03
    1.73803e-01     3.01761e+03     1.02974e+03
    1.77905e-01     2.88932e+03     9.80870e+02
    1.82001e-01     2.86613e+03     9.64625e+02
    1.86092e-01     2.78106e+03     9.34368e+02
    1.90161e-01     2.77490e+03     9.31008e+02
    1.94237e-01     2.65912e+03     8.80136e+02
    1.98334e-01     2.61110e+03     8.61228e+02
    2.02427e-01     2.54513e+03     8.28051e+02
    2.06523e-01     2.52285e+03     8.12236e+02
    2.10626e-01     2.42260e+03     7.76842e+02
    2.14724e-01     2.36514e+03     7.52455e+02
    2.18827e-01     2.28979e+03     7.23105e+02
    2.22903e-01     2.22623e+03     6.94010e+02
    2.26990e-01     2.20038e+03     6.77929e+02
    2.31084e-01     2.13567e+03     6.49740e+02
    2.35153e-01     2.08022e+03     6.29377e+02
    2.39244e-01     2.06027e+03     6.21621e+02
    2.43338e-01     2.04277e+03     6.08639e+02
    2.47445e-01     2.00601e+03     5.94872e+02
    2.51539e-01     1.96278e+03     5.77863e+02
    2.55609e-01     1.93180e+03     5.65762e+02
    2.59718e-01     1.91536e+03     5.56824e+02
    2.63814e-01     1.84630e+03     5.34758e+02
    2.67904e-01     1.81851e+03     5.18409e+02
    2.71993e-01     1.80867e+03     5.12187e+02
    2.76068e-01     1.75892e+03     4.93401e+02
    2.80171e-01     1.73287e+03     4.81003e+02
    2.84268e-01     1.69765e+03     4.66484e+02
    2.88346e-01     1.69167e+03     4.62227e+02
    2.92426e-01     1.65023e+03     4.46173e+02
    2.96514e-01     1.62046e+03     4.36018e+02
    3.00627e-01     1.61697e+03     4.30445e+02
    3.04729e-01     1.57332e+03     4.16192e+02
    3.08821e-01     1.57246e+03     4.12452e+02
    3.12919e-01     1.56001e+03     4.06289e+02
    3.16999e-01     1.52859e+03     3.95604e+02
    3.21078e-01     1.52023e+03     3.90828e+02
    3.25167e-01     1.48940e+03     3.79121e+02
    3.29247e-01     1.46463e+03     3.70126e+02
    3.33333e-01     1.45169e+03     3.63470e+02
    3.37443e-01     1.43547e+03     3.57058e+02
    3.41545e-01     1.43106e+03     3.52927e+02
    3.45625e-01     1.40710e+03     3.44022e+02
    3.49715e-01     1.39737e+03     3.37795e+02
    3.53817e-01     1.36040e+03     3.24177e+02
    3.57906e-01     1.34861e+03     3.21296e+02
    3.61975e-01     1.34249e+03     3.17219e+02
    3.66071e-01     1.32439e+03     3.10109e+02
    3.70189e-01     1.31105e+03     3.03438e+02
    3.74277e-01     1.29888e+03     2.99008e+02
    3.78356e-01     1.28730e+03     2.93951e+02
    3.82448e-01     1.27795e+03     2.89687e+02
    3.86535e-01     1.25707e+03     2.82985e+02
    3.90624e-01     1.25580e+03     2.78792e+02
    3.94706e-01     1.23677e+03     2.73795e+02
    3.98794e-01     1.22767e+03     2.71100e+02
    4.02896e-01     1.21908e+03     2.66912e+02
    4.06986e-01     1.20670e+03     2.60340e+02
    4.11069e-01     1.19143e+03     2.56527e+02
    4.15170e-01     1.18944e+03     2.53948e+02
    4.19263e-01     1.16945e+03     2.48126e+02
    4.23353e-01     1.17857e+03     2.46826e+02
    4.27447e-01     1.16014e+03     2.41214e+02
    4.31534e-01     1.15281e+03     2.38039e+02
    4.35624e-01     1.14210e+03     2.34204e+02
    4.39718e-01     1.13546e+03     2.30843e+02
    4.43804e-01     1.11634e+03     2.26250e+02
    4.47892e-01     1.11382e+03     2.23603e+02
    4.51977e-01     1.10439e+03     2.20270e+02
    4.56067e-01     1.09569e+03     2.16490e+02
    4.60165e-01     1.09115e+03     2.15449e+02
    4.64260e-01     1.08166e+03     2.10201e+02
    4.68355e-01     1.07368e+03     2.08451e+02
    4.72450e-01     1.06334e+03     2.05238e+02
    4.76540e-01     1.05639e+03     2.01834e+02
    4.80633e-01     1.04845e+03     1.98427e+02
    4.84718e-01     1.03843e+03     1.95968e+02
    4.88794e-01     1.04306e+03     1.95755e+02
    4.92888e-01     1.03057e+03     1.91354e+02
    4.96984e-01     1.02874e+03     1.90363e+02
    5.01073e-01     1.01770e+03     1.87124e+02
    5.05169e-01     1.01429e+03     1.84755e+02
    5.09268e-01     1.01087e+03     1.82973e+02
    5.13369e-01     1.00147e+03     1.78850e+02
    5.17441e-01     9.93865e+02     1.78106e+02
    5.21516e-01     9.92433e+02     1.76267e+02
    5.25611e-01     9.83565e+02     1.72930e+02
    5.29706e-01     9.82714e+02     1.71353e+02
    5.33801e-01     9.73836e+02     1.68199e+02
    5.37888e-01     9.69705e+02     1.67237e+02
    5.41985e-01     9.60625e+02     1.64993e+02
    5.46091e-01     9.57318e+02     1.62383e+02
    5.50174e-01     9.54978e+02     1.61236e+02
    5.54252e-01     9.46758e+02     1.59740e+02
    5.58346e-01     9.42405e+02     1.57148e+02
    5.62439e-01     9.38404e+02     1.56489e+02
    5.66527e-01     9.30636e+02     1.53328e+02
    5.70616e-01     9.28137e+02     1.51834e+02
    5.74707e-01     9.28266e+02     1.50758e+02
    5.78798e-01     9.17770e+02     1.48302e+02
    5.82883e-01     9.17585e+02     1.47149e+02
    5.86977e-01     9.06477e+02     1.44926e+02
    5.91070e-01     9.04796e+02     1.43088e+02
    5.95166e-01     9.00929e+02     1.41893e+02
    5.99260e-01     9.00592e+02     1.41012e+02
    6.03349e-01     8.93721e+02     1.38573e+02
    6.07445e-01     8.91714e+02     1.37884e+02
    6.11543e-01     8.83430e+02     1.35877e+02
    6.15623e-01     8.86003e+02     1.35676e+02
    6.19704e-01     8.80247e+02     1.33889e+02
    6.23792e-01     8.79047e+02     1.32848e+02
    6.27891e-01     8.68785e+02     1.30099e+02
    6.31991e-01     8.65065e+02     1.28692e+02
    6.36073e-01     8.60497e+02     1.27615e+02
    6.40158e-01     8.59444e+02     1.26723e+02
    6.44244e-01     8.58490e+02     1.25735e+02
    6.48338e-01     8.49881e+02     1.24042e+02
    6.52432e-01     8.50182e+02     1.23161e+02
    6.56514e-01     8.47610e+02     1.22326e+02
    6.60609e-01     8.41708e+02     1.20338e+02
    6.64712e-01     8.39031e+02     1.19663e+02
    6.68801e-01     8.34778e+02     1.18088e+02
    6.72890e-01     8.32132e+02     1.17061e+02
    6.76984e-01     8.32182e+02     1.16489e+02
    6.81074e-01     8.26431e+02     1.15260e+02
    6.85160e-01     8.25992e+02     1.14218e+02
    6.89246e-01     8.20811e+02     1.13302e+02
    6.93336e-01     8.18421e+02     1.12122e+02
    6.97434e-01     8.17090e+02     1.10994e+02
    7.01528e-01     8.13830e+02     1.10263e+02
    7.05618e-01     8.11887e+02     1.09775e+02
    7.09708e-01     8.06459e+02     1.07680e+02
    7.13796e-01     8.05971e+02     1.07360e+02
    7.17892e-01     8.03152e+02     1.06066e+02
    7.21982e-01     8.02467e+02     1.05646e+02
    7.26059e-01     7.96893e+02     1.04522e+02
    7.30145e-01     7.94437e+02     1.03640e+02
    7.34240e-01     7.91723e+02     1.03033e+02
    7.38340e-01     7.89051e+02     1.01769e+02
    7.42427e-01     7.83984e+02     1.00987e+02
    7.46511e-01     7.81546e+02     1.00245e+02
    7.50614e-01     7.82224e+02     9.88010e+01
    7.54706e-01     7.78121e+02     9.84347e+01
    7.58795e-01     7.73038e+02     9.74664e+01
    7.62888e-01     7.74616e+02     9.69871e+01
    7.66986e-01     7.71062e+02     9.61670e+01
    7.71073e-01     7.68585e+02     9.53064e+01
    7.75153e-01     7.67261e+02     9.49212e+01
    7.79241e-01     7.63878e+02     9.34503e+01
    7.83335e-01     7.63015e+02     9.32069e+01
    7.87426e-01     7.59505e+02     9.22622e+01
    7.91513e-01     7.58273e+02     9.17223e+01
    7.95606e-01     7.54591e+02     9.07786e+01
    7.99702e-01     7.52529e+02     9.03212e+01
    8.03798e-01     7.52625e+02     8.97091e+01
    8.07879e-01     7.47289e+02     8.87836e+01
    8.11963e-01     7.46334e+02     8.77817e+01
    8.16059e-01     7.45603e+02     8.70681e+01
    8.20152e-01     7.41136e+02     8.63706e+01
    8.24242e-01     7.40577e+02     8.62763e+01
