# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.2896e+04 1.1301e+04
1.0472e-02 3.0484e+04 1.5160e+04
1.4266e-02 4.0783e+04 2.1112e+04
1.8123e-02 3.7522e+04 1.9049e+04
2.2484e-02 3.2572e+04 1.6453e+04
2.6451e-02 3.0543e+04 1.5593e+04
3.0447e-02 2.5854e+04 1.3109e+04
3.4732e-02 2.2736e+04 1.1497e+04
3.8831e-02 2.2186e+04 1.1230e+04
4.2814e-02 2.0488e+04 1.0335e+04
4.6886e-02 1.9674e+04 9.9455e+03
5.0986e-02 1.7951e+04 8.9434e+03
5.5146e-02 1.7062e+04 8.5095e+03
5.9224e-02 1.5712e+04 7.8537e+03
6.3286e-02 1.5065e+04 7.5075e+03
6.7367e-02 1.4375e+04 7.0566e+03
7.1496e-02 1.4015e+04 6.9169e+03
7.5589e-02 1.2962e+04 6.3590e+03
7.9666e-02 1.2040e+04 5.8766e+03
8.3818e-02 1.1560e+04 5.6166e+03
8.7894e-02 1.0626e+04 5.1455e+03
9.1924e-02 9.4769e+03 4.5503e+03
9.6045e-02 9.0657e+03 4.3280e+03
1.0013e-01 8.6412e+03 4.1100e+03
1.0421e-01 8.1502e+03 3.8370e+03
1.0833e-01 7.5493e+03 3.5550e+03
1.1245e-01 7.5265e+03 3.5343e+03
1.1652e-01 7.3427e+03 3.4251e+03
1.2060e-01 7.1316e+03 3.3117e+03
1.2466e-01 6.6753e+03 3.0945e+03
1.2877e-01 6.8614e+03 3.1651e+03
1.3287e-01 6.5429e+03 2.9985e+03
1.3698e-01 6.2186e+03 2.8603e+03
1.4107e-01 6.0821e+03 2.7673e+03
1.4517e-01 5.7000e+03 2.5840e+03
1.4927e-01 5.4251e+03 2.4216e+03
1.5333e-01 5.2713e+03 2.3464e+03
1.5742e-01 4.9895e+03 2.2067e+03
1.6151e-01 4.8893e+03 2.1447e+03
1.6559e-01 4.6301e+03 2.0338e+03
1.6969e-01 4.4885e+03 1.9367e+03
1.7380e-01 4.3556e+03 1.8750e+03
1.7790e-01 4.2744e+03 1.8396e+03
1.8200e-01 4.1836e+03 1.7961e+03
1.8609e-01 4.1398e+03 1.7566e+03
1.9016e-01 4.0316e+03 1.7166e+03
1.9424e-01 3.8586e+03 1.6305e+03
1.9833e-01 3.8311e+03 1.6051e+03
2.0243e-01 3.7613e+03 1.5695e+03
2.0652e-01 3.6409e+03 1.5096e+03
2.1063e-01 3.5450e+03 1.4582e+03
2.1472e-01 3.4503e+03 1.4110e+03
2.1883e-01 3.3465e+03 1.3618e+03
2.2290e-01 3.2571e+03 1.3162e+03
2.2699e-01 3.1802e+03 1.2815e+03
2.3108e-01 3.1394e+03 1.2572e+03
2.3515e-01 3.0507e+03 1.2077e+03
2.3924e-01 3.0201e+03 1.1915e+03
2.4334e-01 2.9686e+03 1.1662e+03
2.4744e-01 2.9217e+03 1.1378e+03
2.5154e-01 2.8557e+03 1.1079e+03
2.5561e-01 2.8249e+03 1.0880e+03
2.5972e-01 2.7758e+03 1.0683e+03
2.6381e-01 2.7459e+03 1.0513e+03
2.6790e-01 2.6748e+03 1.0189e+03
2.7199e-01 2.6329e+03 9.9586e+02
2.7607e-01 2.5877e+03 9.7213e+02
2.8017e-01 2.5474e+03 9.5202e+02
2.8427e-01 2.4929e+03 9.2559e+02
2.8835e-01 2.4450e+03 9.0129e+02
2.9243e-01 2.4111e+03 8.8599e+02
2.9651e-01 2.3804e+03 8.6974e+02
3.0063e-01 2.3522e+03 8.5091e+02
3.0473e-01 2.3386e+03 8.4560e+02
3.0882e-01 2.2916e+03 8.2296e+02
3.1292e-01 2.2777e+03 8.1471e+02
3.1700e-01 2.2185e+03 7.8844e+02
3.2108e-01 2.2195e+03 7.8299e+02
3.2517e-01 2.1870e+03 7.6575e+02
3.2925e-01 2.1459e+03 7.4860e+02
3.3333e-01 2.1238e+03 7.3752e+02
3.3744e-01 2.1004e+03 7.2509e+02
3.4154e-01 2.0662e+03 7.1270e+02
3.4562e-01 2.0326e+03 6.9451e+02
3.4972e-01 2.0342e+03 6.9261e+02
3.5382e-01 1.9915e+03 6.7682e+02
3.5791e-01 1.9693e+03 6.6549e+02
3.6198e-01 1.9534e+03 6.5591e+02
3.6607e-01 1.9315e+03 6.4680e+02
3.7019e-01 1.9101e+03 6.3228e+02
3.7428e-01 1.8858e+03 6.2303e+02
3.7836e-01 1.8759e+03 6.1433e+02
3.8245e-01 1.8544e+03 6.0721e+02
3.8653e-01 1.8312e+03 5.9485e+02
3.9062e-01 1.8070e+03 5.8323e+02
3.9471e-01 1.7994e+03 5.7885e+02
3.9879e-01 1.7764e+03 5.7046e+02
4.0290e-01 1.7567e+03 5.5904e+02
4.0699e-01 1.7500e+03 5.5603e+02
4.1107e-01 1.7168e+03 5.4224e+02
4.1517e-01 1.7270e+03 5.4267e+02
4.1926e-01 1.6923e+03 5.2948e+02
4.2335e-01 1.6876e+03 5.2460e+02
4.2745e-01 1.6676e+03 5.1596e+02
4.3153e-01 1.6552e+03 5.1134e+02
4.3562e-01 1.6389e+03 5.0182e+02
4.3972e-01 1.6388e+03 5.0231e+02
4.4380e-01 1.6193e+03 4.9195e+02
4.4789e-01 1.6087e+03 4.8740e+02
4.5198e-01 1.5911e+03 4.7841e+02
4.5607e-01 1.5800e+03 4.7343e+02
4.6017e-01 1.5612e+03 4.6764e+02
4.6426e-01 1.5611e+03 4.6425e+02
4.6835e-01 1.5502e+03 4.5773e+02
4.7245e-01 1.5335e+03 4.5192e+02
4.7654e-01 1.5243e+03 4.4661e+02
4.8063e-01 1.5060e+03 4.4064e+02
4.8472e-01 1.5092e+03 4.3891e+02
4.8879e-01 1.4886e+03 4.3047e+02
4.9289e-01 1.4810e+03 4.2765e+02
4.9698e-01 1.4695e+03 4.2345e+02
5.0107e-01 1.4635e+03 4.1813e+02
5.0517e-01 1.4545e+03 4.1400e+02
5.0927e-01 1.4507e+03 4.1032e+02
5.1337e-01 1.4320e+03 4.0388e+02
5.1744e-01 1.4345e+03 4.0243e+02
5.2152e-01 1.4144e+03 3.9522e+02
5.2561e-01 1.4050e+03 3.8987e+02
5.2971e-01 1.3977e+03 3.8788e+02
5.3380e-01 1.3961e+03 3.8606e+02
5.3789e-01 1.3853e+03 3.8123e+02
5.4199e-01 1.3800e+03 3.7834e+02
5.4609e-01 1.3688e+03 3.7500e+02
5.5017e-01 1.3591e+03 3.6946e+02
5.5425e-01 1.3549e+03 3.6721e+02
5.5835e-01 1.3479e+03 3.6347e+02
5.6244e-01 1.3430e+03 3.5932e+02
5.6653e-01 1.3298e+03 3.5614e+02
5.7062e-01 1.3168e+03 3.5054e+02
5.7471e-01 1.3116e+03 3.4787e+02
5.7880e-01 1.3091e+03 3.4608e+02
5.8288e-01 1.3031e+03 3.4418e+02
5.8698e-01 1.2948e+03 3.3921e+02
5.9107e-01 1.2877e+03 3.3675e+02
5.9517e-01 1.2886e+03 3.3679e+02
5.9926e-01 1.2825e+03 3.3233e+02
6.0335e-01 1.2784e+03 3.3168e+02
6.0745e-01 1.2610e+03 3.2531e+02
6.1154e-01 1.2580e+03 3.2289e+02
6.1562e-01 1.2561e+03 3.2146e+02
6.1970e-01 1.2468e+03 3.1836e+02
6.2379e-01 1.2419e+03 3.1540e+02
6.2789e-01 1.2344e+03 3.1295e+02
6.3199e-01 1.2359e+03 3.1098e+02
6.3607e-01 1.2211e+03 3.0688e+02
6.4016e-01 1.2162e+03 3.0477e+02
6.4424e-01 1.2124e+03 3.0305e+02
6.4834e-01 1.2100e+03 3.0102e+02
6.5243e-01 1.2043e+03 2.9939e+02
6.5651e-01 1.2001e+03 2.9726e+02
6.6061e-01 1.1953e+03 2.9441e+02
6.6471e-01 1.1842e+03 2.9022e+02
6.6880e-01 1.1897e+03 2.9128e+02
6.7289e-01 1.1803e+03 2.8795e+02
6.7698e-01 1.1746e+03 2.8462e+02
6.8107e-01 1.1731e+03 2.8347e+02
6.8516e-01 1.1644e+03 2.8077e+02
6.8925e-01 1.1545e+03 2.7735e+02
6.9334e-01 1.1543e+03 2.7727e+02
6.9743e-01 1.1520e+03 2.7531e+02
7.0153e-01 1.1485e+03 2.7326e+02
7.0562e-01 1.1400e+03 2.7034e+02
7.0971e-01 1.1399e+03 2.6989e+02
7.1380e-01 1.1359e+03 2.6804e+02
7.1789e-01 1.1348e+03 2.6724e+02
7.2198e-01 1.1266e+03 2.6366e+02
7.2606e-01 1.1262e+03 2.6312e+02
7.3015e-01 1.1159e+03 2.5987e+02
7.3424e-01 1.1156e+03 2.5885e+02
7.3834e-01 1.1113e+03 2.5757e+02
7.4243e-01 1.1043e+03 2.5543e+02
7.4651e-01 1.1052e+03 2.5463e+02
7.5061e-01 1.0989e+03 2.5135e+02
7.5471e-01 1.0950e+03 2.5030e+02
7.5879e-01 1.0926e+03 2.4902e+02
7.6289e-01 1.0869e+03 2.4726e+02
7.6699e-01 1.0841e+03 2.4546e+02
7.7107e-01 1.0788e+03 2.4419e+02
7.7515e-01 1.0755e+03 2.4294e+02
7.7924e-01 1.0730e+03 2.4122e+02
7.8334e-01 1.0705e+03 2.4012e+02
7.8743e-01 1.0680e+03 2.3855e+02
7.9151e-01 1.0620e+03 2.3613e+02
7.9561e-01 1.0624e+03 2.3641e+02
7.9970e-01 1.0584e+03 2.3402e+02
8.0380e-01 1.0578e+03 2.3354e+02
8.0788e-01 1.0496e+03 2.3115e+02
8.1196e-01 1.0445e+03 2.2926e+02
8.1606e-01 1.0416e+03 2.2815e+02
8.2015e-01 1.0446e+03 2.2787e+02
8.2424e-01 1.0393e+03 2.2631e+02
8.2833e-01 1.0351e+03 2.2473e+02
8.3243e-01 1.0294e+03 2.2247e+02
8.3652e-01 1.0278e+03 2.2187e+02
8.4061e-01 1.0239e+03 2.2024e+02
8.4470e-01 1.0216e+03 2.1942e+02
8.4879e-01 1.0189e+03 2.1801e+02
8.5288e-01 1.0166e+03 2.1671e+02
8.5697e-01 1.0175e+03 2.1673e+02
8.6106e-01 1.0132e+03 2.1495e+02
8.6515e-01 1.0062e+03 2.1329e+02
8.6923e-01 1.0059e+03 2.1216e+02
8.7333e-01 1.0061e+03 2.1216e+02
8.7743e-01 1.0003e+03 2.0998e+02
8.8151e-01 9.9814e+02 2.0922e+02
8.8560e-01 9.9822e+02 2.0840e+02
8.8969e-01 9.9211e+02 2.0700e+02
8.9378e-01 9.8792e+02 2.0566e+02
8.9788e-01 9.8771e+02 2.0489e+02
9.0196e-01 9.8513e+02 2.0376e+02
9.0605e-01 9.8520e+02 2.0338e+02
