# Real space h-h auto- and h-m cross-spectra.
# z=3.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     4.47205e+04     6.42333e+03
    1.04717e-02     6.13989e+04     9.13296e+03
    1.42665e-02     7.54077e+04     1.23846e+04
    1.81228e-02     9.33887e+04     1.53793e+04
    2.24845e-02     8.31245e+04     1.31563e+04
    2.64508e-02     8.04110e+04     1.32252e+04
    3.04474e-02     6.10377e+04     9.32596e+03
    3.47320e-02     6.62613e+04     9.78292e+03
    3.88308e-02     5.53342e+04     7.95614e+03
    4.28140e-02     5.34519e+04     7.76752e+03
    4.68856e-02     4.88323e+04     6.86860e+03
    5.09858e-02     4.82576e+04     6.82741e+03
    5.51458e-02     4.54896e+04     6.17318e+03
    5.92243e-02     4.56970e+04     6.06590e+03
    6.32864e-02     4.15514e+04     5.59521e+03
    6.73674e-02     4.24107e+04     5.68294e+03
    7.14960e-02     4.08832e+04     5.30000e+03
    7.55894e-02     3.83679e+04     4.86269e+03
    7.96660e-02     3.67247e+04     4.53930e+03
    8.38183e-02     3.56512e+04     4.29767e+03
    8.78941e-02     3.35873e+04     3.86202e+03
    9.19238e-02     3.18594e+04     3.60230e+03
    9.60446e-02     3.00286e+04     3.28607e+03
    1.00128e-01     2.89385e+04     3.06682e+03
    1.04209e-01     2.87971e+04     2.93739e+03
    1.08333e-01     2.72629e+04     2.73509e+03
    1.12448e-01     2.73980e+04     2.73951e+03
    1.16521e-01     2.68320e+04     2.62982e+03
    1.20596e-01     2.53910e+04     2.45774e+03
    1.24665e-01     2.53133e+04     2.45860e+03
    1.28771e-01     2.55131e+04     2.38582e+03
    1.32874e-01     2.46496e+04     2.27846e+03
    1.36975e-01     2.36337e+04     2.14997e+03
    1.41075e-01     2.29937e+04     2.02442e+03
    1.45172e-01     2.26051e+04     1.94639e+03
    1.49268e-01     2.24351e+04     1.84620e+03
    1.53330e-01     2.15271e+04     1.73249e+03
    1.57416e-01     2.12344e+04     1.66587e+03
    1.61514e-01     2.08950e+04     1.61287e+03
    1.65592e-01     2.01618e+04     1.51787e+03
    1.69693e-01     2.01484e+04     1.48447e+03
    1.73803e-01     1.97710e+04     1.40410e+03
    1.77905e-01     1.94214e+04     1.38104e+03
    1.82001e-01     1.93432e+04     1.35194e+03
    1.86092e-01     1.93857e+04     1.33205e+03
    1.90161e-01     1.91587e+04     1.30280e+03
    1.94237e-01     1.86189e+04     1.21945e+03
    1.98334e-01     1.86640e+04     1.24804e+03
    2.02427e-01     1.84375e+04     1.19609e+03
    2.06523e-01     1.80417e+04     1.13308e+03
    2.10626e-01     1.76962e+04     1.09134e+03
    2.14724e-01     1.75987e+04     1.05068e+03
    2.18827e-01     1.73628e+04     1.03199e+03
    2.22903e-01     1.72344e+04     9.97727e+02
    2.26990e-01     1.70859e+04     9.56852e+02
