# Real space h-h auto- and h-m cross-spectra.
# z=0.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.53265e+04     1.26600e+04
    1.04717e-02     3.89697e+04     3.23159e+04
    1.42665e-02     3.41466e+04     2.79110e+04
    1.81228e-02     3.17483e+04     2.64700e+04
    2.24845e-02     3.59854e+04     2.90154e+04
    2.64508e-02     2.87982e+04     2.17812e+04
    3.04474e-02     2.80288e+04     2.18858e+04
    3.47320e-02     2.25646e+04     1.74189e+04
    3.88308e-02     2.21790e+04     1.66970e+04
    4.28140e-02     2.07948e+04     1.57250e+04
    4.68856e-02     1.97189e+04     1.45147e+04
    5.09858e-02     1.89474e+04     1.37758e+04
    5.51458e-02     1.75447e+04     1.26116e+04
    5.92243e-02     1.61670e+04     1.13777e+04
    6.32864e-02     1.65447e+04     1.14780e+04
    6.73674e-02     1.58463e+04     1.10172e+04
    7.14960e-02     1.49777e+04     1.03491e+04
    7.55894e-02     1.42530e+04     9.68077e+03
    7.96660e-02     1.33650e+04     8.87621e+03
    8.38183e-02     1.24673e+04     8.14106e+03
    8.78941e-02     1.16313e+04     7.43560e+03
    9.19238e-02     1.10650e+04     7.01421e+03
    9.60446e-02     1.01174e+04     6.36783e+03
    1.00128e-01     9.80663e+03     5.91595e+03
    1.04209e-01     9.57873e+03     5.73282e+03
    1.08333e-01     9.24661e+03     5.40411e+03
    1.12448e-01     8.82740e+03     5.09560e+03
    1.16521e-01     8.76741e+03     4.97411e+03
    1.20596e-01     8.61861e+03     4.86900e+03
    1.24665e-01     8.33946e+03     4.61205e+03
    1.28771e-01     8.12657e+03     4.43163e+03
    1.32874e-01     8.03662e+03     4.43307e+03
    1.36975e-01     7.52143e+03     3.98953e+03
    1.41075e-01     7.58008e+03     3.99845e+03
    1.45172e-01     7.20942e+03     3.66101e+03
    1.49268e-01     7.05614e+03     3.55009e+03
    1.53330e-01     6.79734e+03     3.38212e+03
    1.57416e-01     6.50868e+03     3.12230e+03
    1.61514e-01     6.46177e+03     3.08403e+03
    1.65592e-01     6.27716e+03     2.95837e+03
    1.69693e-01     6.07832e+03     2.83156e+03
    1.73803e-01     6.11800e+03     2.76306e+03
    1.77905e-01     5.99731e+03     2.65902e+03
    1.82001e-01     5.89043e+03     2.57845e+03
    1.86092e-01     5.76995e+03     2.50257e+03
    1.90161e-01     5.67111e+03     2.42245e+03
    1.94237e-01     5.67460e+03     2.42427e+03
    1.98334e-01     5.45694e+03     2.27105e+03
    2.02427e-01     5.34869e+03     2.19268e+03
    2.06523e-01     5.31892e+03     2.16336e+03
    2.10626e-01     5.27431e+03     2.10192e+03
    2.14724e-01     5.13432e+03     2.01765e+03
    2.18827e-01     5.08457e+03     1.96917e+03
    2.22903e-01     4.99300e+03     1.89670e+03
    2.26990e-01     4.96739e+03     1.85446e+03
    2.31084e-01     4.82153e+03     1.76821e+03
    2.35153e-01     4.78398e+03     1.72045e+03
    2.39244e-01     4.79321e+03     1.74192e+03
    2.43338e-01     4.70605e+03     1.63712e+03
    2.47445e-01     4.69440e+03     1.61573e+03
    2.51539e-01     4.60997e+03     1.59979e+03
    2.55609e-01     4.55832e+03     1.53007e+03
    2.59718e-01     4.48497e+03     1.48665e+03
    2.63814e-01     4.52033e+03     1.48701e+03
    2.67904e-01     4.40609e+03     1.42317e+03
    2.71993e-01     4.41822e+03     1.42450e+03
    2.76068e-01     4.32374e+03     1.36109e+03
    2.80171e-01     4.35829e+03     1.34371e+03
    2.84268e-01     4.25707e+03     1.29557e+03
    2.88346e-01     4.22857e+03     1.28788e+03
    2.92426e-01     4.18625e+03     1.23403e+03
    2.96514e-01     4.18452e+03     1.22664e+03
    3.00627e-01     4.12406e+03     1.19119e+03
    3.04729e-01     4.07120e+03     1.17071e+03
    3.08821e-01     4.09724e+03     1.16763e+03
    3.12919e-01     4.02333e+03     1.12955e+03
    3.16999e-01     4.00279e+03     1.11071e+03
