# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.5430e+04 8.2239e+03
1.0472e-02 4.1285e+04 2.1081e+04
1.4266e-02 3.6928e+04 1.8746e+04
1.8123e-02 3.5718e+04 1.8266e+04
2.2484e-02 3.7522e+04 1.8975e+04
2.6451e-02 2.8162e+04 1.4107e+04
3.0447e-02 2.9175e+04 1.4515e+04
3.4732e-02 2.3859e+04 1.1900e+04
3.8831e-02 2.2172e+04 1.0993e+04
4.2814e-02 2.1790e+04 1.0702e+04
4.6886e-02 2.0053e+04 9.8080e+03
5.0986e-02 1.9118e+04 9.2686e+03
5.5146e-02 1.7606e+04 8.5710e+03
5.9224e-02 1.6508e+04 7.8707e+03
6.3286e-02 1.6296e+04 7.8487e+03
6.7367e-02 1.5660e+04 7.5117e+03
7.1496e-02 1.4757e+04 7.0611e+03
7.5589e-02 1.4025e+04 6.6647e+03
7.9666e-02 1.2760e+04 6.0252e+03
8.3818e-02 1.1972e+04 5.6408e+03
8.7894e-02 1.1101e+04 5.1943e+03
9.1924e-02 1.0529e+04 4.9175e+03
9.6045e-02 9.6951e+03 4.5022e+03
1.0013e-01 8.9293e+03 4.1309e+03
1.0421e-01 8.6566e+03 3.9649e+03
1.0833e-01 8.1383e+03 3.7289e+03
1.1245e-01 7.7361e+03 3.5313e+03
1.1652e-01 7.7181e+03 3.4934e+03
1.2060e-01 7.7267e+03 3.4722e+03
1.2466e-01 7.2485e+03 3.2599e+03
1.2877e-01 7.1582e+03 3.1924e+03
1.3287e-01 7.0772e+03 3.1463e+03
1.3698e-01 6.5417e+03 2.8794e+03
1.4107e-01 6.4134e+03 2.8288e+03
1.4517e-01 6.0860e+03 2.6524e+03
1.4927e-01 5.8216e+03 2.5318e+03
1.5333e-01 5.6383e+03 2.4304e+03
1.5742e-01 5.2765e+03 2.2513e+03
1.6151e-01 5.1753e+03 2.1971e+03
1.6559e-01 5.0270e+03 2.1263e+03
1.6969e-01 4.8388e+03 2.0352e+03
1.7380e-01 4.7054e+03 1.9605e+03
1.7790e-01 4.6235e+03 1.9185e+03
1.8200e-01 4.4845e+03 1.8508e+03
1.8609e-01 4.4185e+03 1.8197e+03
1.9016e-01 4.3513e+03 1.7778e+03
1.9424e-01 4.2565e+03 1.7491e+03
1.9833e-01 4.1214e+03 1.6697e+03
2.0243e-01 3.9951e+03 1.6159e+03
2.0652e-01 3.9574e+03 1.5862e+03
2.1063e-01 3.8114e+03 1.5244e+03
2.1472e-01 3.7315e+03 1.4750e+03
2.1883e-01 3.6136e+03 1.4156e+03
2.2290e-01 3.5134e+03 1.3678e+03
2.2699e-01 3.4891e+03 1.3556e+03
2.3108e-01 3.3679e+03 1.2944e+03
2.3515e-01 3.2935e+03 1.2605e+03
2.3924e-01 3.2726e+03 1.2491e+03
2.4334e-01 3.1811e+03 1.2036e+03
2.4744e-01 3.1425e+03 1.1829e+03
2.5154e-01 3.1080e+03 1.1734e+03
2.5561e-01 3.0634e+03 1.1448e+03
2.5972e-01 3.0051e+03 1.1156e+03
2.6381e-01 2.9347e+03 1.0858e+03
2.6790e-01 2.8665e+03 1.0543e+03
2.7199e-01 2.8873e+03 1.0566e+03
2.7607e-01 2.7536e+03 1.0001e+03
2.8017e-01 2.7572e+03 9.9498e+02
2.8427e-01 2.6946e+03 9.6740e+02
2.8835e-01 2.6608e+03 9.4747e+02
2.9243e-01 2.6152e+03 9.2595e+02
2.9651e-01 2.5717e+03 9.0751e+02
3.0063e-01 2.5500e+03 8.9110e+02
3.0473e-01 2.4776e+03 8.6364e+02
3.0882e-01 2.4856e+03 8.6475e+02
3.1292e-01 2.4230e+03 8.3786e+02
3.1700e-01 2.4016e+03 8.2595e+02
3.2108e-01 2.3722e+03 8.1093e+02
3.2517e-01 2.3654e+03 8.0284e+02
3.2925e-01 2.3135e+03 7.8197e+02
3.3333e-01 2.2903e+03 7.7047e+02
3.3744e-01 2.2610e+03 7.6020e+02
3.4154e-01 2.2544e+03 7.4986e+02
3.4562e-01 2.2155e+03 7.3313e+02
3.4972e-01 2.1844e+03 7.2254e+02
3.5382e-01 2.1585e+03 7.0612e+02
3.5791e-01 2.1368e+03 6.9825e+02
3.6198e-01 2.1153e+03 6.8744e+02
3.6607e-01 2.0971e+03 6.7616e+02
3.7019e-01 2.0641e+03 6.6315e+02
3.7428e-01 2.0443e+03 6.5182e+02
3.7836e-01 2.0277e+03 6.4539e+02
3.8245e-01 2.0116e+03 6.3717e+02
3.8653e-01 2.0056e+03 6.3192e+02
3.9062e-01 1.9720e+03 6.1917e+02
3.9471e-01 1.9564e+03 6.1068e+02
3.9879e-01 1.9302e+03 5.9789e+02
4.0290e-01 1.9189e+03 5.9413e+02
4.0699e-01 1.9079e+03 5.8660e+02
4.1107e-01 1.8818e+03 5.7703e+02
4.1517e-01 1.8645e+03 5.6630e+02
4.1926e-01 1.8539e+03 5.6020e+02
4.2335e-01 1.8279e+03 5.4965e+02
4.2745e-01 1.8287e+03 5.4813e+02
4.3153e-01 1.7980e+03 5.3590e+02
4.3562e-01 1.7814e+03 5.2907e+02
4.3972e-01 1.7888e+03 5.2796e+02
4.4380e-01 1.7740e+03 5.2250e+02
4.4789e-01 1.7455e+03 5.1294e+02
4.5198e-01 1.7233e+03 5.0368e+02
4.5607e-01 1.7113e+03 4.9745e+02
4.6017e-01 1.7104e+03 4.9519e+02
4.6426e-01 1.6985e+03 4.9037e+02
4.6835e-01 1.6829e+03 4.8177e+02
4.7245e-01 1.6737e+03 4.7768e+02
4.7654e-01 1.6523e+03 4.6960e+02
4.8063e-01 1.6517e+03 4.6794e+02
4.8472e-01 1.6373e+03 4.6180e+02
4.8879e-01 1.6318e+03 4.5944e+02
4.9289e-01 1.6198e+03 4.5372e+02
4.9698e-01 1.6150e+03 4.4843e+02
5.0107e-01 1.5941e+03 4.4229e+02
5.0517e-01 1.5950e+03 4.4098e+02
5.0927e-01 1.5749e+03 4.3326e+02
5.1337e-01 1.5644e+03 4.2771e+02
5.1744e-01 1.5582e+03 4.2463e+02
5.2152e-01 1.5482e+03 4.1958e+02
5.2561e-01 1.5395e+03 4.1579e+02
5.2971e-01 1.5295e+03 4.1277e+02
5.3380e-01 1.5176e+03 4.0828e+02
5.3789e-01 1.5158e+03 4.0605e+02
5.4199e-01 1.5000e+03 4.0054e+02
5.4609e-01 1.4874e+03 3.9439e+02
5.5017e-01 1.4797e+03 3.9190e+02
5.5425e-01 1.4735e+03 3.8631e+02
5.5835e-01 1.4677e+03 3.8545e+02
5.6244e-01 1.4588e+03 3.8272e+02
5.6653e-01 1.4519e+03 3.7795e+02
5.7062e-01 1.4528e+03 3.7694e+02
5.7471e-01 1.4432e+03 3.7340e+02
5.7880e-01 1.4321e+03 3.6912e+02
5.8288e-01 1.4225e+03 3.6476e+02
5.8698e-01 1.4150e+03 3.6172e+02
5.9107e-01 1.4087e+03 3.5772e+02
5.9517e-01 1.4081e+03 3.5768e+02
5.9926e-01 1.3987e+03 3.5311e+02
6.0335e-01 1.3898e+03 3.5006e+02
6.0745e-01 1.3833e+03 3.4750e+02
6.1154e-01 1.3863e+03 3.4671e+02
6.1562e-01 1.3636e+03 3.4045e+02
6.1970e-01 1.3719e+03 3.3980e+02
6.2379e-01 1.3637e+03 3.3651e+02
6.2789e-01 1.3547e+03 3.3382e+02
6.3199e-01 1.3510e+03 3.3174e+02
6.3607e-01 1.3368e+03 3.2712e+02
6.4016e-01 1.3383e+03 3.2498e+02
6.4424e-01 1.3279e+03 3.2203e+02
6.4834e-01 1.3210e+03 3.2003e+02
6.5243e-01 1.3126e+03 3.1724e+02
6.5651e-01 1.3093e+03 3.1559e+02
6.6061e-01 1.3078e+03 3.1357e+02
6.6471e-01 1.2972e+03 3.1041e+02
6.6880e-01 1.2939e+03 3.0875e+02
6.7289e-01 1.2866e+03 3.0567e+02
6.7698e-01 1.2850e+03 3.0396e+02
6.8107e-01 1.2864e+03 3.0304e+02
6.8516e-01 1.2798e+03 3.0062e+02
6.8925e-01 1.2675e+03 2.9719e+02
6.9334e-01 1.2652e+03 2.9554e+02
6.9743e-01 1.2602e+03 2.9316e+02
7.0153e-01 1.2573e+03 2.9214e+02
7.0562e-01 1.2541e+03 2.9022e+02
7.0971e-01 1.2406e+03 2.8546e+02
7.1380e-01 1.2443e+03 2.8675e+02
7.1789e-01 1.2421e+03 2.8463e+02
7.2198e-01 1.2349e+03 2.8217e+02
7.2606e-01 1.2297e+03 2.8001e+02
7.3015e-01 1.2251e+03 2.7840e+02
7.3424e-01 1.2208e+03 2.7647e+02
7.3834e-01 1.2132e+03 2.7439e+02
7.4243e-01 1.2090e+03 2.7255e+02
7.4651e-01 1.2026e+03 2.7011e+02
7.5061e-01 1.2011e+03 2.6906e+02
7.5471e-01 1.2006e+03 2.6805e+02
7.5879e-01 1.1962e+03 2.6646e+02
7.6289e-01 1.1897e+03 2.6357e+02
7.6699e-01 1.1908e+03 2.6360e+02
7.7107e-01 1.1831e+03 2.6127e+02
7.7515e-01 1.1801e+03 2.5946e+02
7.7924e-01 1.1777e+03 2.5847e+02
7.8334e-01 1.1735e+03 2.5684e+02
7.8743e-01 1.1683e+03 2.5573e+02
7.9151e-01 1.1646e+03 2.5327e+02
7.9561e-01 1.1549e+03 2.5014e+02
7.9970e-01 1.1605e+03 2.5095e+02
8.0380e-01 1.1556e+03 2.4890e+02
8.0788e-01 1.1510e+03 2.4807e+02
8.1196e-01 1.1490e+03 2.4719e+02
8.1606e-01 1.1454e+03 2.4492e+02
8.2015e-01 1.1424e+03 2.4405e+02
8.2424e-01 1.1400e+03 2.4315e+02
8.2833e-01 1.1358e+03 2.4092e+02
8.3243e-01 1.1320e+03 2.3952e+02
8.3652e-01 1.1307e+03 2.3892e+02
8.4061e-01 1.1218e+03 2.3589e+02
8.4470e-01 1.1204e+03 2.3522e+02
8.4879e-01 1.1192e+03 2.3455e+02
8.5288e-01 1.1160e+03 2.3335e+02
8.5697e-01 1.1140e+03 2.3188e+02
8.6106e-01 1.1035e+03 2.2959e+02
8.6515e-01 1.1043e+03 2.2869e+02
8.6923e-01 1.1035e+03 2.2827e+02
8.7333e-01 1.1010e+03 2.2757e+02
8.7743e-01 1.0923e+03 2.2455e+02
8.8151e-01 1.0956e+03 2.2508e+02
8.8560e-01 1.0894e+03 2.2321e+02
8.8969e-01 1.0927e+03 2.2308e+02
8.9378e-01 1.0881e+03 2.2167e+02
8.9788e-01 1.0830e+03 2.1996e+02
9.0196e-01 1.0786e+03 2.1861e+02
9.0605e-01 1.0765e+03 2.1745e+02
9.1015e-01 1.0764e+03 2.1714e+02
9.1424e-01 1.0757e+03 2.1633e+02
9.1833e-01 1.0681e+03 2.1474e+02
9.2242e-01 1.0653e+03 2.1363e+02
9.2651e-01 1.0677e+03 2.1319e+02
9.3060e-01 1.0619e+03 2.1210e+02
9.3469e-01 1.0585e+03 2.1010e+02
9.3879e-01 1.0584e+03 2.0978e+02
9.4287e-01 1.0571e+03 2.0940e+02
9.4696e-01 1.0516e+03 2.0753e+02
9.5105e-01 1.0492e+03 2.0639e+02
9.5515e-01 1.0476e+03 2.0579e+02
9.5924e-01 1.0424e+03 2.0442e+02
9.6333e-01 1.0397e+03 2.0311e+02
9.6742e-01 1.0389e+03 2.0308e+02
9.7151e-01 1.0325e+03 2.0111e+02
9.7559e-01 1.0317e+03 2.0048e+02
9.7968e-01 1.0313e+03 2.0016e+02
9.8377e-01 1.0289e+03 1.9882e+02
9.8787e-01 1.0235e+03 1.9758e+02
9.9196e-01 1.0231e+03 1.9690e+02
9.9605e-01 1.0233e+03 1.9627e+02
1.0002e+00 1.0188e+03 1.9550e+02
1.0042e+00 1.0144e+03 1.9401e+02
1.0083e+00 1.0176e+03 1.9377e+02
1.0124e+00 1.0119e+03 1.9240e+02
1.0165e+00 1.0120e+03 1.9228e+02
1.0206e+00 1.0112e+03 1.9167e+02
1.0247e+00 1.0041e+03 1.9006e+02
1.0288e+00 1.0043e+03 1.8919e+02
1.0329e+00 1.0007e+03 1.8836e+02
1.0370e+00 9.9844e+02 1.8761e+02
1.0410e+00 9.9707e+02 1.8705e+02
1.0451e+00 9.9666e+02 1.8654e+02
1.0492e+00 9.9472e+02 1.8571e+02
1.0533e+00 9.9213e+02 1.8461e+02
1.0574e+00 9.8722e+02 1.8384e+02
1.0615e+00 9.8686e+02 1.8317e+02
1.0656e+00 9.8557e+02 1.8245e+02
1.0697e+00 9.8128e+02 1.8130e+02
1.0738e+00 9.8105e+02 1.8082e+02
1.0779e+00 9.7790e+02 1.7979e+02
1.0820e+00 9.7485e+02 1.7895e+02
1.0860e+00 9.7535e+02 1.7874e+02
1.0901e+00 9.6902e+02 1.7716e+02
1.0942e+00 9.7199e+02 1.7709e+02
1.0983e+00 9.7083e+02 1.7657e+02
1.1024e+00 9.6799e+02 1.7562e+02
1.1065e+00 9.6529e+02 1.7540e+02
1.1106e+00 9.6152e+02 1.7398e+02
1.1147e+00 9.6264e+02 1.7388e+02
1.1188e+00 9.5994e+02 1.7316e+02
1.1229e+00 9.5462e+02 1.7173e+02
1.1270e+00 9.5589e+02 1.7147e+02
1.1310e+00 9.5552e+02 1.7137e+02
1.1351e+00 9.5096e+02 1.7014e+02
1.1392e+00 9.4961e+02 1.6948e+02
1.1433e+00 9.4928e+02 1.6880e+02
1.1474e+00 9.4531e+02 1.6778e+02
1.1515e+00 9.4413e+02 1.6766e+02
1.1556e+00 9.4164e+02 1.6714e+02
1.1597e+00 9.3959e+02 1.6607e+02
1.1638e+00 9.3693e+02 1.6527e+02
1.1679e+00 9.3874e+02 1.6525e+02
1.1719e+00 9.3422e+02 1.6418e+02
1.1760e+00 9.3330e+02 1.6378e+02
1.1801e+00 9.3234e+02 1.6337e+02
1.1842e+00 9.3109e+02 1.6283e+02
1.1883e+00 9.2702e+02 1.6177e+02
1.1924e+00 9.2621e+02 1.6099e+02
1.1965e+00 9.2591e+02 1.6092e+02
1.2006e+00 9.2448e+02 1.6048e+02
1.2047e+00 9.2250e+02 1.5952e+02
1.2088e+00 9.1976e+02 1.5864e+02
1.2129e+00 9.1814e+02 1.5826e+02
1.2169e+00 9.1863e+02 1.5833e+02
1.2210e+00 9.1745e+02 1.5758e+02
1.2251e+00 9.1435e+02 1.5658e+02
1.2292e+00 9.1129e+02 1.5634e+02
1.2333e+00 9.0847e+02 1.5526e+02
1.2374e+00 9.0619e+02 1.5467e+02
1.2415e+00 9.0686e+02 1.5439e+02
1.2456e+00 9.0632e+02 1.5407e+02
1.2497e+00 9.0660e+02 1.5365e+02
1.2538e+00 9.0349e+02 1.5313e+02
1.2579e+00 9.0067e+02 1.5223e+02
1.2619e+00 8.9793e+02 1.5150e+02
1.2660e+00 8.9792e+02 1.5143e+02
1.2701e+00 8.9870e+02 1.5152e+02
1.2742e+00 8.9248e+02 1.4986e+02
1.2783e+00 8.9288e+02 1.4966e+02
1.2824e+00 8.9136e+02 1.4917e+02
1.2865e+00 8.8866e+02 1.4819e+02
1.2906e+00 8.8929e+02 1.4818e+02
1.2947e+00 8.8666e+02 1.4777e+02
1.2988e+00 8.8288e+02 1.4629e+02
1.3029e+00 8.8397e+02 1.4651e+02
1.3069e+00 8.8053e+02 1.4587e+02
1.3110e+00 8.7887e+02 1.4544e+02
1.3151e+00 8.7890e+02 1.4504e+02
1.3192e+00 8.7654e+02 1.4448e+02
1.3233e+00 8.7525e+02 1.4391e+02
1.3274e+00 8.7422e+02 1.4340e+02
1.3315e+00 8.7256e+02 1.4312e+02
1.3356e+00 8.7120e+02 1.4227e+02
1.3397e+00 8.7136e+02 1.4230e+02
1.3438e+00 8.6795e+02 1.4142e+02
1.3479e+00 8.6448e+02 1.4044e+02
1.3519e+00 8.6572e+02 1.4044e+02
1.3560e+00 8.6478e+02 1.4006e+02
1.3601e+00 8.6298e+02 1.3968e+02
1.3642e+00 8.6145e+02 1.3922e+02
1.3683e+00 8.6016e+02 1.3870e+02
1.3724e+00 8.5714e+02 1.3813e+02
1.3765e+00 8.5679e+02 1.3764e+02
1.3806e+00 8.5342e+02 1.3715e+02
1.3847e+00 8.5494e+02 1.3699e+02
1.3888e+00 8.5250e+02 1.3643e+02
1.3928e+00 8.5172e+02 1.3600e+02
1.3969e+00 8.4923e+02 1.3518e+02
1.4010e+00 8.4934e+02 1.3528e+02
1.4051e+00 8.4534e+02 1.3413e+02
1.4092e+00 8.4544e+02 1.3431e+02
1.4133e+00 8.4318e+02 1.3376e+02
1.4174e+00 8.4119e+02 1.3301e+02
1.4215e+00 8.4009e+02 1.3271e+02
1.4256e+00 8.4019e+02 1.3235e+02
1.4297e+00 8.3863e+02 1.3196e+02
1.4338e+00 8.3531e+02 1.3125e+02
1.4378e+00 8.3604e+02 1.3117e+02
1.4419e+00 8.3245e+02 1.3049e+02
1.4460e+00 8.3260e+02 1.3012e+02
1.4501e+00 8.3063e+02 1.2954e+02
1.4542e+00 8.2961e+02 1.2938e+02
1.4583e+00 8.2877e+02 1.2894e+02
1.4624e+00 8.2812e+02 1.2868e+02
1.4665e+00 8.2578e+02 1.2802e+02
1.4706e+00 8.2561e+02 1.2773e+02
1.4747e+00 8.2321e+02 1.2736e+02
1.4787e+00 8.2188e+02 1.2673e+02
1.4828e+00 8.2232e+02 1.2685e+02
1.4869e+00 8.1773e+02 1.2574e+02
1.4910e+00 8.1663e+02 1.2529e+02
1.4951e+00 8.1657e+02 1.2504e+02
1.4992e+00 8.1556e+02 1.2487e+02
1.5033e+00 8.1420e+02 1.2453e+02
1.5074e+00 8.1149e+02 1.2366e+02
1.5115e+00 8.1039e+02 1.2337e+02
1.5156e+00 8.0901e+02 1.2305e+02
1.5197e+00 8.0818e+02 1.2276e+02
1.5237e+00 8.0671e+02 1.2235e+02
1.5278e+00 8.0546e+02 1.2202e+02
1.5319e+00 8.0638e+02 1.2166e+02
1.5360e+00 8.0326e+02 1.2120e+02
1.5401e+00 8.0207e+02 1.2075e+02
1.5442e+00 8.0033e+02 1.2044e+02
1.5483e+00 7.9773e+02 1.2010e+02
1.5524e+00 7.9796e+02 1.1961e+02
1.5565e+00 7.9450e+02 1.1901e+02
1.5606e+00 7.9548e+02 1.1908e+02
1.5646e+00 7.9390e+02 1.1856e+02
1.5687e+00 7.9325e+02 1.1831e+02
1.5728e+00 7.9271e+02 1.1809e+02
1.5769e+00 7.9098e+02 1.1762e+02
1.5810e+00 7.8940e+02 1.1715e+02
1.5851e+00 7.8697e+02 1.1660e+02
1.5892e+00 7.8581e+02 1.1618e+02
1.5933e+00 7.8396e+02 1.1580e+02
1.5974e+00 7.8511e+02 1.1581e+02
1.6015e+00 7.8253e+02 1.1523e+02
1.6056e+00 7.7982e+02 1.1469e+02
1.6096e+00 7.8048e+02 1.1473e+02
1.6137e+00 7.7766e+02 1.1411e+02
1.6178e+00 7.7784e+02 1.1403e+02
1.6219e+00 7.7706e+02 1.1362e+02
1.6260e+00 7.7438e+02 1.1307e+02
1.6301e+00 7.7308e+02 1.1261e+02
1.6342e+00 7.7243e+02 1.1245e+02
1.6383e+00 7.7311e+02 1.1236e+02
1.6424e+00 7.7120e+02 1.1195e+02
1.6465e+00 7.7017e+02 1.1168e+02
1.6506e+00 7.6691e+02 1.1109e+02
1.6546e+00 7.6583e+02 1.1070e+02
1.6587e+00 7.6531e+02 1.1044e+02
1.6628e+00 7.6437e+02 1.1008e+02
1.6669e+00 7.6302e+02 1.0991e+02
1.6710e+00 7.6244e+02 1.0951e+02
1.6751e+00 7.5973e+02 1.0902e+02
1.6792e+00 7.5978e+02 1.0875e+02
1.6833e+00 7.5791e+02 1.0841e+02
1.6874e+00 7.5699e+02 1.0821e+02
1.6915e+00 7.5624e+02 1.0775e+02
1.6955e+00 7.5332e+02 1.0736e+02
1.6996e+00 7.5237e+02 1.0704e+02
1.7037e+00 7.5280e+02 1.0691e+02
1.7078e+00 7.5036e+02 1.0638e+02
1.7119e+00 7.4930e+02 1.0608e+02
1.7160e+00 7.4833e+02 1.0584e+02
1.7201e+00 7.4676e+02 1.0542e+02
1.7242e+00 7.4621e+02 1.0512e+02
1.7283e+00 7.4511e+02 1.0480e+02
1.7324e+00 7.4270e+02 1.0445e+02
1.7365e+00 7.4177e+02 1.0415e+02
1.7405e+00 7.4069e+02 1.0371e+02
1.7446e+00 7.4003e+02 1.0356e+02
1.7487e+00 7.3920e+02 1.0331e+02
1.7528e+00 7.3759e+02 1.0287e+02
1.7569e+00 7.3585e+02 1.0255e+02
1.7610e+00 7.3487e+02 1.0217e+02
1.7651e+00 7.3396e+02 1.0203e+02
1.7692e+00 7.3242e+02 1.0163e+02
1.7733e+00 7.3215e+02 1.0131e+02
1.7774e+00 7.3068e+02 1.0098e+02
1.7815e+00 7.2859e+02 1.0059e+02
1.7855e+00 7.2872e+02 1.0058e+02
1.7896e+00 7.2525e+02 9.9838e+01
1.7937e+00 7.2623e+02 9.9895e+01
1.7978e+00 7.2364e+02 9.9402e+01
1.8019e+00 7.2375e+02 9.9287e+01
1.8060e+00 7.2142e+02 9.8700e+01
1.8101e+00 7.2051e+02 9.8392e+01
1.8142e+00 7.1913e+02 9.8194e+01
1.8183e+00 7.1903e+02 9.8009e+01
1.8224e+00 7.1562e+02 9.7362e+01
1.8265e+00 7.1622e+02 9.7354e+01
1.8305e+00 7.1450e+02 9.7007e+01
1.8346e+00 7.1415e+02 9.6887e+01
1.8387e+00 7.1237e+02 9.6500e+01
1.8428e+00 7.1182e+02 9.6179e+01
1.8469e+00 7.0906e+02 9.5679e+01
1.8510e+00 7.0907e+02 9.5540e+01
1.8551e+00 7.0733e+02 9.5141e+01
1.8592e+00 7.0703e+02 9.5071e+01
1.8633e+00 7.0666e+02 9.4836e+01
1.8674e+00 7.0496e+02 9.4418e+01
1.8715e+00 7.0274e+02 9.4005e+01
1.8755e+00 7.0132e+02 9.3737e+01
1.8796e+00 7.0222e+02 9.3732e+01
1.8837e+00 6.9988e+02 9.3382e+01
1.8878e+00 7.0002e+02 9.3083e+01
1.8919e+00 6.9844e+02 9.2861e+01
1.8960e+00 6.9601e+02 9.2374e+01
1.9001e+00 6.9536e+02 9.2188e+01
1.9042e+00 6.9393e+02 9.1768e+01
1.9083e+00 6.9321e+02 9.1598e+01
1.9124e+00 6.9197e+02 9.1426e+01
1.9164e+00 6.9041e+02 9.0879e+01
1.9205e+00 6.8870e+02 9.0535e+01
1.9246e+00 6.8862e+02 9.0517e+01
1.9287e+00 6.8565e+02 8.9952e+01
1.9328e+00 6.8585e+02 8.9846e+01
1.9369e+00 6.8405e+02 8.9489e+01
1.9410e+00 6.8359e+02 8.9262e+01
1.9451e+00 6.8198e+02 8.8933e+01
1.9492e+00 6.8224e+02 8.8929e+01
1.9533e+00 6.7977e+02 8.8554e+01
1.9573e+00 6.7906e+02 8.8264e+01
1.9614e+00 6.7801e+02 8.8024e+01
1.9655e+00 6.7702e+02 8.7707e+01
1.9696e+00 6.7558e+02 8.7349e+01
1.9737e+00 6.7377e+02 8.7101e+01
1.9778e+00 6.7403e+02 8.6927e+01
1.9819e+00 6.7229e+02 8.6557e+01
1.9860e+00 6.7177e+02 8.6452e+01
1.9901e+00 6.7082e+02 8.6233e+01
1.9942e+00 6.6998e+02 8.5854e+01
1.9983e+00 6.6861e+02 8.5775e+01
2.0024e+00 6.6612e+02 8.5187e+01
2.0064e+00 6.6589e+02 8.5116e+01
2.0105e+00 6.6441e+02 8.4798e+01
2.0146e+00 6.6351e+02 8.4558e+01
2.0187e+00 6.6224e+02 8.4289e+01
2.0228e+00 6.6166e+02 8.4082e+01
2.0269e+00 6.6002e+02 8.3754e+01
2.0310e+00 6.5921e+02 8.3564e+01
2.0351e+00 6.5744e+02 8.3201e+01
2.0392e+00 6.5657e+02 8.2890e+01
2.0433e+00 6.5515e+02 8.2643e+01
2.0473e+00 6.5468e+02 8.2500e+01
2.0514e+00 6.5290e+02 8.2160e+01
2.0555e+00 6.5198e+02 8.1883e+01
2.0596e+00 6.5185e+02 8.1802e+01
2.0637e+00 6.4979e+02 8.1492e+01
2.0678e+00 6.4876e+02 8.1070e+01
2.0719e+00 6.4838e+02 8.0956e+01
2.0760e+00 6.4714e+02 8.0692e+01
2.0801e+00 6.4607e+02 8.0539e+01
2.0842e+00 6.4444e+02 8.0234e+01
2.0883e+00 6.4343e+02 7.9922e+01
2.0923e+00 6.4312e+02 7.9837e+01
2.0964e+00 6.4090e+02 7.9356e+01
2.1005e+00 6.3997e+02 7.9187e+01
2.1046e+00 6.3913e+02 7.8917e+01
2.1087e+00 6.3781e+02 7.8695e+01
2.1128e+00 6.3686e+02 7.8476e+01
2.1169e+00 6.3536e+02 7.8097e+01
2.1210e+00 6.3469e+02 7.7960e+01
2.1251e+00 6.3303e+02 7.7755e+01
2.1292e+00 6.3258e+02 7.7588e+01
2.1332e+00 6.3131e+02 7.7242e+01
2.1373e+00 6.3021e+02 7.7006e+01
2.1414e+00 6.2835e+02 7.6685e+01
2.1455e+00 6.2772e+02 7.6462e+01
2.1496e+00 6.2783e+02 7.6415e+01
2.1537e+00 6.2714e+02 7.6195e+01
2.1578e+00 6.2435e+02 7.5842e+01
2.1619e+00 6.2340e+02 7.5544e+01
2.1660e+00 6.2258e+02 7.5353e+01
2.1701e+00 6.2173e+02 7.5197e+01
2.1742e+00 6.2105e+02 7.4920e+01
2.1782e+00 6.1956e+02 7.4710e+01
2.1823e+00 6.1785e+02 7.4383e+01
2.1864e+00 6.1699e+02 7.4182e+01
2.1905e+00 6.1605e+02 7.3962e+01
2.1946e+00 6.1574e+02 7.3886e+01
2.1987e+00 6.1363e+02 7.3449e+01
2.2028e+00 6.1288e+02 7.3276e+01
2.2069e+00 6.1216e+02 7.3101e+01
2.2110e+00 6.1074e+02 7.2751e+01
2.2151e+00 6.0913e+02 7.2542e+01
2.2191e+00 6.0892e+02 7.2449e+01
