# Real space auto- and cross-spectra.
# z=2.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     6.36655e+04     1.04286e+04     2.13102e+03
    1.04717e-02     1.34815e+05     2.38556e+04     5.15852e+03
    1.42665e-02     1.15368e+05     2.06198e+04     4.56776e+03
    1.81228e-02     1.23652e+05     2.16954e+04     4.49387e+03
    2.24845e-02     1.17083e+05     2.13226e+04     4.61023e+03
    2.64508e-02     9.26526e+04     1.58941e+04     3.41162e+03
    3.04474e-02     9.41147e+04     1.62985e+04     3.49583e+03
    3.47320e-02     8.00076e+04     1.33540e+04     2.88549e+03
    3.88308e-02     7.82261e+04     1.25366e+04     2.66034e+03
    4.28140e-02     7.58291e+04     1.20657e+04     2.55826e+03
    4.68856e-02     6.98539e+04     1.09391e+04     2.34136e+03
    5.09858e-02     6.36095e+04     1.01138e+04     2.21725e+03
    5.51458e-02     6.42618e+04     9.63449e+03     2.05232e+03
    5.92243e-02     5.77028e+04     8.53295e+03     1.85418e+03
    6.32864e-02     5.88017e+04     8.71499e+03     1.87752e+03
    6.73674e-02     5.78130e+04     8.35150e+03     1.78771e+03
    7.14960e-02     5.33600e+04     7.67993e+03     1.67355e+03
    7.55894e-02     5.20051e+04     7.23738e+03     1.57500e+03
    7.96660e-02     4.85744e+04     6.55686e+03     1.42139e+03
    8.38183e-02     4.76285e+04     6.26788e+03     1.33257e+03
    8.78941e-02     4.53032e+04     5.75041e+03     1.22552e+03
    9.19238e-02     4.53843e+04     5.56607e+03     1.16019e+03
    9.60446e-02     4.33123e+04     5.09911e+03     1.05715e+03
    1.00128e-01     4.13339e+04     4.67450e+03     9.70784e+02
    1.04209e-01     3.87920e+04     4.38658e+03     9.25198e+02
    1.08333e-01     3.87527e+04     4.22967e+03     8.69894e+02
    1.12448e-01     3.83693e+04     4.01594e+03     8.22884e+02
    1.16521e-01     3.66710e+04     3.88630e+03     8.10011e+02
    1.20596e-01     3.68273e+04     3.86822e+03     8.00905e+02
    1.24665e-01     3.65769e+04     3.70710e+03     7.55809e+02
    1.28771e-01     3.56069e+04     3.55198e+03     7.39450e+02
    1.32874e-01     3.56360e+04     3.55285e+03     7.21606e+02
    1.36975e-01     3.37107e+04     3.24420e+03     6.61991e+02
    1.41075e-01     3.37557e+04     3.22428e+03     6.47602e+02
    1.45172e-01     3.26165e+04     2.99430e+03     6.04655e+02
    1.49268e-01     3.24119e+04     2.88114e+03     5.73211e+02
    1.53330e-01     3.19044e+04     2.76069e+03     5.46387e+02
    1.57416e-01     3.05520e+04     2.54756e+03     5.07357e+02
    1.61514e-01     3.10657e+04     2.50974e+03     4.89157e+02
    1.65592e-01     3.07873e+04     2.45135e+03     4.71256e+02
    1.69693e-01     2.97985e+04     2.33804e+03     4.50290e+02
    1.73803e-01     2.94408e+04     2.22921e+03     4.31281e+02
    1.77905e-01     2.89960e+04     2.20856e+03     4.23130e+02
    1.82001e-01     2.86056e+04     2.11072e+03     4.05232e+02
    1.86092e-01     2.82491e+04     2.06923e+03     3.98674e+02
    1.90161e-01     2.84700e+04     2.04828e+03     3.88723e+02
    1.94237e-01     2.81545e+04     2.02314e+03     3.84565e+02
    1.98334e-01     2.78587e+04     1.94206e+03     3.65954e+02
    2.02427e-01     2.76063e+04     1.90506e+03     3.54252e+02
    2.06523e-01     2.75335e+04     1.84707e+03     3.42464e+02
    2.10626e-01     2.70272e+04     1.78237e+03     3.28891e+02
    2.14724e-01     2.67024e+04     1.69587e+03     3.14907e+02
    2.18827e-01     2.64295e+04     1.65518e+03     3.00650e+02
    2.22903e-01     2.56773e+04     1.54643e+03     2.88149e+02
    2.26990e-01     2.58296e+04     1.55444e+03     2.83509e+02
    2.31084e-01     2.56250e+04     1.50238e+03     2.70451e+02
    2.35153e-01     2.53281e+04     1.45923e+03     2.63636e+02
    2.39244e-01     2.49973e+04     1.43947e+03     2.59896e+02
    2.43338e-01     2.48315e+04     1.39606e+03     2.50901e+02
    2.47445e-01     2.48109e+04     1.37716e+03     2.45292e+02
