# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.3455e+04 2.1662e+04
1.0472e-02 3.5595e+04 3.0021e+04
1.4266e-02 2.5162e+04 2.2181e+04
1.8123e-02 3.6513e+04 3.1840e+04
2.2484e-02 3.1402e+04 2.7390e+04
2.6451e-02 2.8976e+04 2.4648e+04
3.0447e-02 2.8041e+04 2.3818e+04
3.4732e-02 2.2556e+04 1.9113e+04
3.8831e-02 2.1503e+04 1.8373e+04
4.2814e-02 1.7884e+04 1.5165e+04
4.6886e-02 1.7219e+04 1.4544e+04
5.0986e-02 1.7262e+04 1.4630e+04
5.5146e-02 1.5881e+04 1.3375e+04
5.9224e-02 1.4522e+04 1.2226e+04
6.3286e-02 1.3542e+04 1.1325e+04
6.7367e-02 1.3349e+04 1.1092e+04
7.1496e-02 1.2609e+04 1.0557e+04
7.5589e-02 1.2332e+04 1.0262e+04
7.9666e-02 1.0946e+04 9.0408e+03
8.3818e-02 1.0193e+04 8.4113e+03
8.7894e-02 9.3883e+03 7.7522e+03
9.1924e-02 8.9633e+03 7.3628e+03
9.6045e-02 8.4664e+03 6.8857e+03
1.0013e-01 7.6724e+03 6.2401e+03
1.0421e-01 7.2556e+03 5.9140e+03
1.0833e-01 7.1896e+03 5.8613e+03
1.1245e-01 6.8635e+03 5.5419e+03
1.1652e-01 6.6236e+03 5.3585e+03
1.2060e-01 6.2318e+03 5.0115e+03
1.2466e-01 6.1252e+03 4.8988e+03
1.2877e-01 5.9440e+03 4.7756e+03
1.3287e-01 5.6598e+03 4.5081e+03
1.3698e-01 5.6432e+03 4.4995e+03
1.4107e-01 5.3517e+03 4.2521e+03
1.4517e-01 5.0066e+03 3.9828e+03
1.4927e-01 4.8757e+03 3.8528e+03
1.5333e-01 4.6918e+03 3.6876e+03
1.5742e-01 4.4236e+03 3.4827e+03
1.6151e-01 4.2559e+03 3.3339e+03
1.6559e-01 4.0920e+03 3.2042e+03
1.6969e-01 3.9742e+03 3.1039e+03
1.7380e-01 3.8657e+03 3.0202e+03
1.7790e-01 3.7775e+03 2.9358e+03
1.8200e-01 3.7491e+03 2.9118e+03
1.8609e-01 3.6158e+03 2.7961e+03
1.9016e-01 3.5035e+03 2.7064e+03
1.9424e-01 3.4577e+03 2.6454e+03
1.9833e-01 3.3167e+03 2.5435e+03
2.0243e-01 3.2263e+03 2.4679e+03
2.0652e-01 3.1439e+03 2.3973e+03
2.1063e-01 3.0519e+03 2.3104e+03
2.1472e-01 3.0161e+03 2.2848e+03
2.1883e-01 2.9227e+03 2.2007e+03
2.2290e-01 2.8567e+03 2.1524e+03
2.2699e-01 2.8120e+03 2.1072e+03
2.3108e-01 2.7373e+03 2.0492e+03
2.3515e-01 2.7040e+03 2.0259e+03
2.3924e-01 2.6013e+03 1.9423e+03
2.4334e-01 2.5657e+03 1.9125e+03
2.4744e-01 2.5192e+03 1.8653e+03
2.5154e-01 2.4402e+03 1.8093e+03
2.5561e-01 2.4214e+03 1.7872e+03
2.5972e-01 2.3854e+03 1.7530e+03
2.6381e-01 2.3283e+03 1.7125e+03
2.6790e-01 2.2968e+03 1.6882e+03
2.7199e-01 2.2408e+03 1.6424e+03
2.7607e-01 2.1865e+03 1.5835e+03
2.8017e-01 2.1551e+03 1.5667e+03
2.8427e-01 2.1329e+03 1.5456e+03
2.8835e-01 2.1065e+03 1.5215e+03
2.9243e-01 2.0756e+03 1.4915e+03
2.9651e-01 2.0260e+03 1.4598e+03
3.0063e-01 2.0052e+03 1.4393e+03
3.0473e-01 1.9737e+03 1.4152e+03
3.0882e-01 1.9431e+03 1.3886e+03
3.1292e-01 1.9177e+03 1.3635e+03
3.1700e-01 1.8857e+03 1.3389e+03
3.2108e-01 1.8680e+03 1.3260e+03
3.2517e-01 1.8327e+03 1.2980e+03
3.2925e-01 1.8057e+03 1.2706e+03
3.3333e-01 1.7810e+03 1.2544e+03
3.3744e-01 1.7686e+03 1.2422e+03
3.4154e-01 1.7234e+03 1.2043e+03
3.4562e-01 1.7195e+03 1.2008e+03
3.4972e-01 1.6919e+03 1.1786e+03
3.5382e-01 1.6737e+03 1.1641e+03
3.5791e-01 1.6599e+03 1.1542e+03
3.6198e-01 1.6391e+03 1.1338e+03
3.6607e-01 1.6199e+03 1.1170e+03
3.7019e-01 1.6046e+03 1.1070e+03
3.7428e-01 1.5861e+03 1.0879e+03
3.7836e-01 1.5646e+03 1.0715e+03
3.8245e-01 1.5449e+03 1.0527e+03
3.8653e-01 1.5317e+03 1.0435e+03
3.9062e-01 1.5165e+03 1.0279e+03
3.9471e-01 1.4910e+03 1.0137e+03
3.9879e-01 1.4878e+03 1.0102e+03
4.0290e-01 1.4720e+03 9.9509e+02
4.0699e-01 1.4484e+03 9.7294e+02
4.1107e-01 1.4405e+03 9.7085e+02
4.1517e-01 1.4359e+03 9.6371e+02
4.1926e-01 1.4074e+03 9.4331e+02
4.2335e-01 1.3883e+03 9.2549e+02
4.2745e-01 1.3839e+03 9.2454e+02
4.3153e-01 1.3735e+03 9.1535e+02
4.3562e-01 1.3597e+03 9.0362e+02
4.3972e-01 1.3482e+03 8.9066e+02
4.4380e-01 1.3385e+03 8.8753e+02
4.4789e-01 1.3342e+03 8.7946e+02
4.5198e-01 1.3015e+03 8.5653e+02
4.5607e-01 1.3101e+03 8.6144e+02
4.6017e-01 1.3072e+03 8.5866e+02
4.6426e-01 1.2863e+03 8.4298e+02
4.6835e-01 1.2806e+03 8.3615e+02
4.7245e-01 1.2682e+03 8.2589e+02
4.7654e-01 1.2605e+03 8.1754e+02
4.8063e-01 1.2427e+03 8.0439e+02
4.8472e-01 1.2341e+03 7.9901e+02
4.8879e-01 1.2190e+03 7.8844e+02
4.9289e-01 1.2205e+03 7.8454e+02
4.9698e-01 1.2202e+03 7.8370e+02
5.0107e-01 1.2067e+03 7.7378e+02
5.0517e-01 1.1946e+03 7.6214e+02
5.0927e-01 1.1887e+03 7.5708e+02
5.1337e-01 1.1809e+03 7.5193e+02
5.1744e-01 1.1751e+03 7.4734e+02
5.2152e-01 1.1602e+03 7.3525e+02
5.2561e-01 1.1486e+03 7.2543e+02
5.2971e-01 1.1435e+03 7.2126e+02
5.3380e-01 1.1448e+03 7.2143e+02
