# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.5387e+04 1.3208e+04
1.0472e-02 2.6796e+04 2.2340e+04
1.4266e-02 3.4494e+04 3.0117e+04
1.8123e-02 3.2269e+04 2.7422e+04
2.2484e-02 2.9331e+04 2.4887e+04
2.6451e-02 2.8090e+04 2.4211e+04
3.0447e-02 2.5564e+04 2.1855e+04
3.4732e-02 2.3516e+04 1.9921e+04
3.8831e-02 2.0577e+04 1.7425e+04
4.2814e-02 1.8544e+04 1.5715e+04
4.6886e-02 1.8520e+04 1.5638e+04
5.0986e-02 1.7139e+04 1.4490e+04
5.5146e-02 1.4570e+04 1.2116e+04
5.9224e-02 1.5584e+04 1.3040e+04
6.3286e-02 1.4100e+04 1.1744e+04
6.7367e-02 1.3449e+04 1.1188e+04
7.1496e-02 1.2176e+04 1.0179e+04
7.5589e-02 1.1905e+04 9.9127e+03
7.9666e-02 1.1359e+04 9.3975e+03
8.3818e-02 1.0491e+04 8.6537e+03
8.7894e-02 9.4768e+03 7.7570e+03
9.1924e-02 9.0829e+03 7.4354e+03
9.6045e-02 8.7010e+03 7.1425e+03
1.0013e-01 7.6877e+03 6.2721e+03
1.0421e-01 7.2708e+03 5.9147e+03
1.0833e-01 6.9065e+03 5.5610e+03
1.1245e-01 6.8182e+03 5.5051e+03
1.1652e-01 6.5359e+03 5.2607e+03
1.2060e-01 6.1916e+03 4.9745e+03
1.2466e-01 6.0417e+03 4.8554e+03
1.2877e-01 5.9900e+03 4.7872e+03
1.3287e-01 5.7622e+03 4.5980e+03
1.3698e-01 5.6040e+03 4.4392e+03
1.4107e-01 5.1847e+03 4.1212e+03
1.4517e-01 5.1280e+03 4.0519e+03
1.4927e-01 4.7933e+03 3.7880e+03
1.5333e-01 4.6407e+03 3.6469e+03
1.5742e-01 4.5001e+03 3.5163e+03
1.6151e-01 4.2940e+03 3.3809e+03
1.6559e-01 4.0822e+03 3.1843e+03
1.6969e-01 3.9495e+03 3.0813e+03
1.7380e-01 3.8606e+03 2.9955e+03
1.7790e-01 3.8131e+03 2.9583e+03
1.8200e-01 3.6999e+03 2.8738e+03
1.8609e-01 3.6544e+03 2.8131e+03
1.9016e-01 3.5305e+03 2.7034e+03
1.9424e-01 3.4412e+03 2.6348e+03
1.9833e-01 3.3295e+03 2.5447e+03
2.0243e-01 3.2690e+03 2.4994e+03
2.0652e-01 3.1795e+03 2.4206e+03
2.1063e-01 3.0403e+03 2.3177e+03
2.1472e-01 2.9810e+03 2.2533e+03
2.1883e-01 2.9052e+03 2.1943e+03
2.2290e-01 2.8376e+03 2.1419e+03
2.2699e-01 2.7997e+03 2.1034e+03
2.3108e-01 2.7579e+03 2.0600e+03
2.3515e-01 2.6694e+03 1.9919e+03
2.3924e-01 2.6279e+03 1.9535e+03
2.4334e-01 2.5811e+03 1.9163e+03
2.4744e-01 2.5024e+03 1.8535e+03
2.5154e-01 2.4547e+03 1.8144e+03
2.5561e-01 2.4455e+03 1.7978e+03
2.5972e-01 2.3801e+03 1.7517e+03
2.6381e-01 2.3089e+03 1.6859e+03
2.6790e-01 2.3096e+03 1.6896e+03
2.7199e-01 2.2545e+03 1.6457e+03
2.7607e-01 2.2030e+03 1.6045e+03
2.8017e-01 2.1644e+03 1.5710e+03
2.8427e-01 2.1212e+03 1.5359e+03
2.8835e-01 2.1115e+03 1.5249e+03
2.9243e-01 2.0665e+03 1.4846e+03
2.9651e-01 2.0414e+03 1.4600e+03
3.0063e-01 1.9965e+03 1.4295e+03
3.0473e-01 1.9445e+03 1.3875e+03
3.0882e-01 1.9330e+03 1.3781e+03
3.1292e-01 1.9261e+03 1.3720e+03
3.1700e-01 1.8783e+03 1.3355e+03
3.2108e-01 1.8491e+03 1.3136e+03
3.2517e-01 1.8347e+03 1.2945e+03
3.2925e-01 1.8083e+03 1.2741e+03
3.3333e-01 1.7753e+03 1.2426e+03
3.3744e-01 1.7761e+03 1.2416e+03
3.4154e-01 1.7392e+03 1.2086e+03
3.4562e-01 1.7301e+03 1.2066e+03
3.4972e-01 1.6964e+03 1.1797e+03
3.5382e-01 1.6801e+03 1.1624e+03
3.5791e-01 1.6547e+03 1.1498e+03
3.6198e-01 1.6416e+03 1.1330e+03
3.6607e-01 1.6115e+03 1.1149e+03
3.7019e-01 1.6009e+03 1.0997e+03
3.7428e-01 1.5793e+03 1.0845e+03
3.7836e-01 1.5509e+03 1.0578e+03
3.8245e-01 1.5451e+03 1.0562e+03
3.8653e-01 1.5355e+03 1.0463e+03
3.9062e-01 1.5204e+03 1.0319e+03
3.9471e-01 1.4884e+03 1.0095e+03
3.9879e-01 1.4880e+03 1.0082e+03
4.0290e-01 1.4582e+03 9.8254e+02
4.0699e-01 1.4504e+03 9.7567e+02
4.1107e-01 1.4396e+03 9.6828e+02
4.1517e-01 1.4269e+03 9.5628e+02
4.1926e-01 1.4197e+03 9.4849e+02
4.2335e-01 1.3992e+03 9.3288e+02
4.2745e-01 1.3926e+03 9.2445e+02
4.3153e-01 1.3713e+03 9.0966e+02
4.3562e-01 1.3699e+03 9.0938e+02
4.3972e-01 1.3483e+03 8.9158e+02
4.4380e-01 1.3446e+03 8.8802e+02
4.4789e-01 1.3292e+03 8.7486e+02
4.5198e-01 1.3122e+03 8.6146e+02
4.5607e-01 1.3089e+03 8.5581e+02
4.6017e-01 1.2973e+03 8.4847e+02
4.6426e-01 1.2827e+03 8.3757e+02
4.6835e-01 1.2750e+03 8.3016e+02
4.7245e-01 1.2717e+03 8.2495e+02
4.7654e-01 1.2569e+03 8.1332e+02
4.8063e-01 1.2454e+03 8.0656e+02
4.8472e-01 1.2330e+03 7.9561e+02
4.8879e-01 1.2301e+03 7.9247e+02
4.9289e-01 1.2213e+03 7.8494e+02
4.9698e-01 1.2097e+03 7.7617e+02
5.0107e-01 1.2018e+03 7.6768e+02
5.0517e-01 1.1998e+03 7.6539e+02
5.0927e-01 1.1853e+03 7.5463e+02
