# Real space h-h auto- and h-m cross-spectra.
# z=1.500, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     8.45387e+03     4.84309e+03
    1.04717e-02     2.18442e+04     1.24034e+04
    1.42665e-02     1.98851e+04     1.11579e+04
    1.81228e-02     1.95730e+04     1.09530e+04
    2.24845e-02     1.97293e+04     1.11375e+04
    2.64508e-02     1.52825e+04     8.39754e+03
    3.04474e-02     1.52978e+04     8.50153e+03
    3.47320e-02     1.25349e+04     6.97016e+03
    3.88308e-02     1.16700e+04     6.45585e+03
    4.28140e-02     1.10363e+04     6.14362e+03
    4.68856e-02     1.03898e+04     5.68087e+03
    5.09858e-02     1.00175e+04     5.43071e+03
    5.51458e-02     9.12573e+03     4.96679e+03
    5.92243e-02     8.41444e+03     4.53425e+03
    6.32864e-02     8.49687e+03     4.57818e+03
    6.73674e-02     8.04677e+03     4.33978e+03
    7.14960e-02     7.69565e+03     4.10349e+03
    7.55894e-02     7.15009e+03     3.82373e+03
    7.96660e-02     6.65821e+03     3.49978e+03
    8.38183e-02     6.19209e+03     3.25922e+03
    8.78941e-02     5.81927e+03     3.01382e+03
    9.19238e-02     5.46459e+03     2.83923e+03
    9.60446e-02     5.06334e+03     2.59846e+03
    1.00128e-01     4.68165e+03     2.38264e+03
    1.04209e-01     4.48957e+03     2.27255e+03
    1.08333e-01     4.23018e+03     2.13902e+03
    1.12448e-01     4.08151e+03     2.02970e+03
    1.16521e-01     3.98723e+03     1.99099e+03
    1.20596e-01     3.99396e+03     1.97973e+03
    1.24665e-01     3.75289e+03     1.85454e+03
    1.28771e-01     3.68866e+03     1.81354e+03
    1.32874e-01     3.61755e+03     1.77837e+03
    1.36975e-01     3.38399e+03     1.63478e+03
    1.41075e-01     3.33380e+03     1.60743e+03
    1.45172e-01     3.15660e+03     1.49945e+03
    1.49268e-01     3.00448e+03     1.42273e+03
    1.53330e-01     2.89239e+03     1.35727e+03
    1.57416e-01     2.72465e+03     1.26193e+03
    1.61514e-01     2.64355e+03     1.21821e+03
    1.65592e-01     2.58984e+03     1.17955e+03
    1.69693e-01     2.47751e+03     1.12428e+03
    1.73803e-01     2.40862e+03     1.07931e+03
    1.77905e-01     2.34435e+03     1.05165e+03
    1.82001e-01     2.28931e+03     1.01311e+03
    1.86092e-01     2.26229e+03     9.94893e+02
    1.90161e-01     2.21635e+03     9.72571e+02
    1.94237e-01     2.19496e+03     9.62636e+02
    1.98334e-01     2.13185e+03     9.19965e+02
    2.02427e-01     2.05122e+03     8.82947e+02
    2.06523e-01     2.01514e+03     8.59980e+02
    2.10626e-01     1.96835e+03     8.29090e+02
    2.14724e-01     1.88594e+03     7.91447e+02
    2.18827e-01     1.83852e+03     7.58920e+02
    2.22903e-01     1.79148e+03     7.32722e+02
    2.26990e-01     1.76472e+03     7.20775e+02
    2.31084e-01     1.70990e+03     6.87240e+02
    2.35153e-01     1.67823e+03     6.68943e+02
    2.39244e-01     1.67420e+03     6.62144e+02
    2.43338e-01     1.61267e+03     6.35216e+02
    2.47445e-01     1.60158e+03     6.24532e+02
    2.51539e-01     1.58889e+03     6.18520e+02
    2.55609e-01     1.56443e+03     6.03873e+02
    2.59718e-01     1.51820e+03     5.82297e+02
    2.63814e-01     1.49774e+03     5.68619e+02
    2.67904e-01     1.47178e+03     5.52035e+02
    2.71993e-01     1.47163e+03     5.54252e+02
    2.76068e-01     1.40811e+03     5.20134e+02
    2.80171e-01     1.40196e+03     5.13599e+02
    2.84268e-01     1.37219e+03     4.97004e+02
    2.88346e-01     1.34863e+03     4.85452e+02
    2.92426e-01     1.32317e+03     4.72371e+02
    2.96514e-01     1.30727e+03     4.62762e+02
    3.00627e-01     1.28909e+03     4.53203e+02
    3.04729e-01     1.26265e+03     4.38742e+02
    3.08821e-01     1.26179e+03     4.38906e+02
    3.12919e-01     1.23030e+03     4.22850e+02
    3.16999e-01     1.22771e+03     4.17745e+02
    3.21078e-01     1.19975e+03     4.08066e+02
    3.25167e-01     1.19690e+03     4.02327e+02
    3.29247e-01     1.17593e+03     3.92182e+02
    3.33333e-01     1.15612e+03     3.83866e+02
    3.37443e-01     1.15700e+03     3.79447e+02
    3.41545e-01     1.14230e+03     3.72700e+02
    3.45625e-01     1.12407e+03     3.61829e+02
    3.49715e-01     1.11924e+03     3.59388e+02
    3.53817e-01     1.09203e+03     3.45688e+02
    3.57906e-01     1.09099e+03     3.43021e+02
    3.61975e-01     1.07728e+03     3.36905e+02
    3.66071e-01     1.05911e+03     3.28416e+02
    3.70189e-01     1.04588e+03     3.21467e+02
    3.74277e-01     1.03816e+03     3.16824e+02
    3.78356e-01     1.03502e+03     3.12939e+02
    3.82448e-01     1.02014e+03     3.06927e+02
    3.86535e-01     1.02005e+03     3.05393e+02
    3.90624e-01     1.00124e+03     2.97651e+02
    3.94706e-01     9.92756e+02     2.92471e+02
    3.98794e-01     9.84688e+02     2.85653e+02
    4.02896e-01     9.78047e+02     2.83028e+02
    4.06986e-01     9.67781e+02     2.77138e+02
    4.11069e-01     9.56311e+02     2.72068e+02
    4.15170e-01     9.52468e+02     2.67940e+02
    4.19263e-01     9.33391e+02     2.61461e+02
    4.23353e-01     9.28245e+02     2.57747e+02
    4.27447e-01     9.26306e+02     2.55890e+02
    4.31534e-01     9.18197e+02     2.50789e+02
    4.35624e-01     9.09192e+02     2.46029e+02
    4.39718e-01     9.00700e+02     2.43552e+02
    4.43804e-01     8.93083e+02     2.40270e+02
    4.47892e-01     8.88463e+02     2.36685e+02
    4.51977e-01     8.83941e+02     2.33013e+02
    4.56067e-01     8.73562e+02     2.28474e+02
    4.60165e-01     8.67953e+02     2.26229e+02
    4.64260e-01     8.65347e+02     2.25053e+02
    4.68355e-01     8.57636e+02     2.19799e+02
    4.72450e-01     8.49447e+02     2.15828e+02
    4.76540e-01     8.39243e+02     2.12394e+02
    4.80633e-01     8.42667e+02     2.12059e+02
    4.84718e-01     8.30466e+02     2.07692e+02
    4.88794e-01     8.31489e+02     2.06955e+02
    4.92888e-01     8.23970e+02     2.03292e+02
    4.96984e-01     8.17130e+02     2.00322e+02
    5.01073e-01     8.11272e+02     1.96240e+02
    5.05169e-01     8.07055e+02     1.94797e+02
    5.09268e-01     8.00527e+02     1.91719e+02
    5.13369e-01     7.95536e+02     1.88692e+02
    5.17441e-01     7.91960e+02     1.87014e+02
    5.21516e-01     7.90680e+02     1.84987e+02
    5.25611e-01     7.83299e+02     1.82260e+02
    5.29706e-01     7.83312e+02     1.80860e+02
    5.33801e-01     7.74626e+02     1.78058e+02
    5.37888e-01     7.69722e+02     1.76005e+02
    5.41985e-01     7.66727e+02     1.74626e+02
