# Real space auto- and cross-spectra.
# z=0.500, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     8.80423e+03     7.50098e+03     6.92193e+03
    1.04717e-02     1.29975e+04     1.17926e+04     1.14842e+04
    1.42665e-02     1.67696e+04     1.60553e+04     1.59638e+04
    1.81228e-02     1.53783e+04     1.44206e+04     1.42161e+04
    2.24845e-02     1.42312e+04     1.32135e+04     1.29466e+04
    2.64508e-02     1.35592e+04     1.27810e+04     1.27906e+04
    3.04474e-02     1.27292e+04     1.17107e+04     1.14629e+04
    3.47320e-02     1.13918e+04     1.05409e+04     1.04131e+04
    3.88308e-02     9.83297e+03     9.14176e+03     9.13633e+03
    4.28140e-02     9.05911e+03     8.29421e+03     8.26986e+03
    4.68856e-02     9.17127e+03     8.34713e+03     8.21750e+03
    5.09858e-02     8.41455e+03     7.66476e+03     7.63861e+03
    5.51458e-02     7.14172e+03     6.38653e+03     6.34942e+03
    5.92243e-02     7.58294e+03     6.87970e+03     6.87203e+03
    6.32864e-02     7.05252e+03     6.28122e+03     6.18268e+03
    6.73674e-02     6.61829e+03     5.91783e+03     5.88854e+03
    7.14960e-02     6.05193e+03     5.39187e+03     5.40457e+03
    7.55894e-02     5.91042e+03     5.24798e+03     5.26154e+03
    7.96660e-02     5.52855e+03     4.88767e+03     4.95150e+03
    8.38183e-02     5.19977e+03     4.52876e+03     4.53502e+03
    8.78941e-02     4.77241e+03     4.07854e+03     4.07520e+03
    9.19238e-02     4.56835e+03     3.91488e+03     3.92103e+03
    9.60446e-02     4.34521e+03     3.70494e+03     3.72532e+03
    1.00128e-01     3.85807e+03     3.25468e+03     3.30658e+03
    1.04209e-01     3.64536e+03     3.03626e+03     3.09107e+03
    1.08333e-01     3.47779e+03     2.84669e+03     2.89207e+03
    1.12448e-01     3.48006e+03     2.85672e+03     2.88072e+03
    1.16521e-01     3.35954e+03     2.72471e+03     2.74453e+03
    1.20596e-01     3.14150e+03     2.55443e+03     2.62121e+03
    1.24665e-01     3.07842e+03     2.48540e+03     2.54567e+03
    1.28771e-01     3.02354e+03     2.44250e+03     2.50358e+03
    1.32874e-01     2.89943e+03     2.34279e+03     2.42063e+03
    1.36975e-01     2.85566e+03     2.27475e+03     2.32456e+03
    1.41075e-01     2.63718e+03     2.08999e+03     2.16308e+03
    1.45172e-01     2.60228e+03     2.04783e+03     2.11217e+03
    1.49268e-01     2.41744e+03     1.87841e+03     1.97389e+03
