# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.3286e+04 2.0544e+04
1.0472e-02 2.0380e+04 1.8267e+04
1.4266e-02 2.9669e+04 2.5621e+04
1.8123e-02 3.4591e+04 2.9917e+04
2.2484e-02 3.0059e+04 2.5897e+04
2.6451e-02 2.8106e+04 2.4039e+04
3.0447e-02 2.7444e+04 2.3167e+04
3.4732e-02 2.6994e+04 2.2967e+04
3.8831e-02 2.1569e+04 1.8045e+04
4.2814e-02 1.9018e+04 1.5861e+04
4.6886e-02 1.7806e+04 1.4704e+04
5.0986e-02 1.7089e+04 1.4073e+04
5.5146e-02 1.6052e+04 1.3136e+04
5.9224e-02 1.5676e+04 1.2826e+04
6.3286e-02 1.4635e+04 1.2045e+04
6.7367e-02 1.4227e+04 1.1650e+04
7.1496e-02 1.3218e+04 1.0712e+04
7.5589e-02 1.2406e+04 1.0107e+04
7.9666e-02 1.1799e+04 9.5519e+03
8.3818e-02 1.0920e+04 8.7688e+03
8.7894e-02 1.0090e+04 8.1354e+03
9.1924e-02 9.4375e+03 7.5462e+03
9.6045e-02 8.5966e+03 6.8285e+03
1.0013e-01 8.1285e+03 6.4671e+03
1.0421e-01 7.7358e+03 6.1399e+03
1.0833e-01 7.1930e+03 5.6745e+03
1.1245e-01 7.1630e+03 5.6467e+03
1.1652e-01 6.9996e+03 5.5013e+03
1.2060e-01 6.6169e+03 5.1633e+03
1.2466e-01 6.4197e+03 5.0028e+03
1.2877e-01 6.2943e+03 4.8929e+03
1.3287e-01 6.1276e+03 4.7647e+03
1.3698e-01 5.9170e+03 4.5662e+03
1.4107e-01 5.5620e+03 4.3027e+03
1.4517e-01 5.3374e+03 4.1107e+03
1.4927e-01 5.0466e+03 3.8879e+03
1.5333e-01 4.8131e+03 3.6649e+03
1.5742e-01 4.6138e+03 3.5144e+03
1.6151e-01 4.4368e+03 3.3692e+03
1.6559e-01 4.3775e+03 3.3061e+03
1.6969e-01 4.2345e+03 3.1848e+03
1.7380e-01 4.1149e+03 3.0958e+03
1.7790e-01 3.9716e+03 2.9730e+03
1.8200e-01 3.8409e+03 2.8730e+03
1.8609e-01 3.7497e+03 2.8022e+03
1.9016e-01 3.6895e+03 2.7363e+03
1.9424e-01 3.5923e+03 2.6571e+03
1.9833e-01 3.5055e+03 2.5917e+03
2.0243e-01 3.4816e+03 2.5725e+03
2.0652e-01 3.3559e+03 2.4682e+03
2.1063e-01 3.2476e+03 2.3816e+03
2.1472e-01 3.2263e+03 2.3581e+03
2.1883e-01 3.1047e+03 2.2538e+03
2.2290e-01 3.0047e+03 2.1749e+03
2.2699e-01 2.9690e+03 2.1380e+03
2.3108e-01 2.9174e+03 2.1048e+03
2.3515e-01 2.8322e+03 2.0263e+03
2.3924e-01 2.7473e+03 1.9744e+03
2.4334e-01 2.7336e+03 1.9553e+03
2.4744e-01 2.6572e+03 1.8868e+03
2.5154e-01 2.6245e+03 1.8574e+03
2.5561e-01 2.5705e+03 1.8179e+03
2.5972e-01 2.5306e+03 1.7856e+03
2.6381e-01 2.4819e+03 1.7454e+03
2.6790e-01 2.4300e+03 1.6958e+03
2.7199e-01 2.3915e+03 1.6695e+03
2.7607e-01 2.3584e+03 1.6440e+03
2.8017e-01 2.3238e+03 1.6210e+03
2.8427e-01 2.2804e+03 1.5823e+03
2.8835e-01 2.2535e+03 1.5541e+03
2.9243e-01 2.1896e+03 1.5084e+03
2.9651e-01 2.1484e+03 1.4724e+03
3.0063e-01 2.1303e+03 1.4612e+03
3.0473e-01 2.1098e+03 1.4367e+03
3.0882e-01 2.0890e+03 1.4231e+03
3.1292e-01 2.0469e+03 1.3950e+03
3.1700e-01 2.0153e+03 1.3691e+03
3.2108e-01 1.9833e+03 1.3385e+03
3.2517e-01 1.9492e+03 1.3140e+03
3.2925e-01 1.9450e+03 1.3019e+03
3.3333e-01 1.9061e+03 1.2707e+03
3.3744e-01 1.8876e+03 1.2619e+03
3.4154e-01 1.8492e+03 1.2258e+03
3.4562e-01 1.8592e+03 1.2361e+03
3.4972e-01 1.8090e+03 1.1995e+03
3.5382e-01 1.8015e+03 1.1905e+03
3.5791e-01 1.7809e+03 1.1771e+03
3.6198e-01 1.7600e+03 1.1551e+03
3.6607e-01 1.7428e+03 1.1480e+03
3.7019e-01 1.7193e+03 1.1205e+03
3.7428e-01 1.7116e+03 1.1172e+03
3.7836e-01 1.6906e+03 1.0982e+03
3.8245e-01 1.6599e+03 1.0735e+03
3.8653e-01 1.6569e+03 1.0709e+03
3.9062e-01 1.6361e+03 1.0531e+03
3.9471e-01 1.6109e+03 1.0365e+03
3.9879e-01 1.6105e+03 1.0336e+03
4.0290e-01 1.5801e+03 1.0106e+03
4.0699e-01 1.5706e+03 1.0036e+03
4.1107e-01 1.5669e+03 9.9534e+02
4.1517e-01 1.5388e+03 9.7649e+02
4.1926e-01 1.5317e+03 9.6968e+02
4.2335e-01 1.5065e+03 9.5302e+02
4.2745e-01 1.4988e+03 9.4417e+02
4.3153e-01 1.4799e+03 9.2971e+02
4.3562e-01 1.4739e+03 9.2468e+02
4.3972e-01 1.4575e+03 9.1167e+02
4.4380e-01 1.4439e+03 9.0175e+02
4.4789e-01 1.4390e+03 8.9422e+02
4.5198e-01 1.4276e+03 8.8583e+02
4.5607e-01 1.4166e+03 8.7839e+02
4.6017e-01 1.4076e+03 8.6736e+02
4.6426e-01 1.3933e+03 8.5725e+02
4.6835e-01 1.3787e+03 8.4961e+02
4.7245e-01 1.3710e+03 8.4100e+02
4.7654e-01 1.3664e+03 8.3655e+02
4.8063e-01 1.3464e+03 8.2434e+02
4.8472e-01 1.3377e+03 8.1408e+02
4.8879e-01 1.3334e+03 8.1325e+02
4.9289e-01 1.3244e+03 8.0308e+02
4.9698e-01 1.3113e+03 7.9418e+02
5.0107e-01 1.3049e+03 7.8672e+02
5.0517e-01 1.2958e+03 7.7854e+02
5.0927e-01 1.2944e+03 7.7727e+02
5.1337e-01 1.2852e+03 7.6955e+02
5.1744e-01 1.2727e+03 7.6138e+02
5.2152e-01 1.2635e+03 7.5223e+02
5.2561e-01 1.2616e+03 7.5026e+02
5.2971e-01 1.2422e+03 7.3748e+02
5.3380e-01 1.2434e+03 7.3714e+02
5.3789e-01 1.2359e+03 7.2966e+02
5.4199e-01 1.2250e+03 7.1933e+02
5.4609e-01 1.2173e+03 7.1506e+02
5.5017e-01 1.2151e+03 7.1222e+02
5.5425e-01 1.2017e+03 7.0200e+02
5.5835e-01 1.2034e+03 7.0449e+02
5.6244e-01 1.1870e+03 6.9180e+02
5.6653e-01 1.1842e+03 6.8712e+02
5.7062e-01 1.1803e+03 6.8417e+02
5.7471e-01 1.1706e+03 6.7952e+02
5.7880e-01 1.1666e+03 6.7455e+02
5.8288e-01 1.1611e+03 6.6967e+02
5.8698e-01 1.1573e+03 6.6593e+02
5.9107e-01 1.1466e+03 6.5900e+02
5.9517e-01 1.1431e+03 6.5476e+02
5.9926e-01 1.1380e+03 6.5067e+02
6.0335e-01 1.1347e+03 6.4802e+02
6.0745e-01 1.1273e+03 6.4075e+02
6.1154e-01 1.1246e+03 6.3943e+02
6.1562e-01 1.1093e+03 6.2826e+02
6.1970e-01 1.1145e+03 6.3146e+02
6.2379e-01 1.1012e+03 6.1989e+02
6.2789e-01 1.0949e+03 6.1630e+02
6.3199e-01 1.1000e+03 6.1734e+02
6.3607e-01 1.0855e+03 6.0738e+02
6.4016e-01 1.0845e+03 6.0651e+02
6.4424e-01 1.0780e+03 6.0142e+02
6.4834e-01 1.0733e+03 5.9726e+02
6.5243e-01 1.0676e+03 5.9281e+02
6.5651e-01 1.0663e+03 5.9107e+02
6.6061e-01 1.0667e+03 5.9035e+02
6.6471e-01 1.0612e+03 5.8644e+02
6.6880e-01 1.0581e+03 5.8388e+02
6.7289e-01 1.0508e+03 5.7622e+02
6.7698e-01 1.0443e+03 5.7282e+02
6.8107e-01 1.0404e+03 5.6918e+02
6.8516e-01 1.0410e+03 5.6904e+02
6.8925e-01 1.0299e+03 5.6118e+02
6.9334e-01 1.0315e+03 5.5929e+02
6.9743e-01 1.0242e+03 5.5439e+02
7.0153e-01 1.0209e+03 5.5296e+02
7.0562e-01 1.0165e+03 5.4924e+02
7.0971e-01 1.0104e+03 5.4531e+02
7.1380e-01 1.0109e+03 5.4473e+02
7.1789e-01 1.0072e+03 5.4114e+02
7.2198e-01 1.0047e+03 5.3866e+02
7.2606e-01 9.9925e+02 5.3463e+02
7.3015e-01 9.9807e+02 5.3319e+02
7.3424e-01 9.9382e+02 5.3053e+02
7.3834e-01 9.8893e+02 5.2624e+02
7.4243e-01 9.8612e+02 5.2158e+02
7.4651e-01 9.8310e+02 5.2135e+02
7.5061e-01 9.7994e+02 5.1721e+02
7.5471e-01 9.7420e+02 5.1412e+02
7.5879e-01 9.7461e+02 5.1339e+02
7.6289e-01 9.6947e+02 5.0881e+02
7.6699e-01 9.6303e+02 5.0470e+02
