# Real space auto- and cross-spectra.
# z=2.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.77147e+04     7.45816e+03     3.21965e+03
    1.04717e-02     1.92663e+04     8.20876e+03     3.59173e+03
    1.42665e-02     2.37833e+04     1.00864e+04     4.38818e+03
    1.81228e-02     1.91657e+04     8.36987e+03     3.77285e+03
    2.24845e-02     2.08768e+04     8.94349e+03     3.95115e+03
    2.64508e-02     1.87649e+04     8.00281e+03     3.52321e+03
    3.04474e-02     1.90537e+04     8.05096e+03     3.51016e+03
    3.47320e-02     1.61537e+04     6.85934e+03     3.02522e+03
    3.88308e-02     1.50594e+04     6.36230e+03     2.79644e+03
    4.28140e-02     1.40971e+04     5.93974e+03     2.60920e+03
    4.68856e-02     1.20817e+04     5.02419e+03     2.19443e+03
    5.09858e-02     1.13788e+04     4.73598e+03     2.08055e+03
    5.51458e-02     1.16983e+04     4.86675e+03     2.13095e+03
    5.92243e-02     1.09692e+04     4.56845e+03     2.00557e+03
    6.32864e-02     1.02574e+04     4.25158e+03     1.86797e+03
    6.73674e-02     1.00052e+04     4.13165e+03     1.81319e+03
    7.14960e-02     9.35934e+03     3.84351e+03     1.68516e+03
    7.55894e-02     8.73891e+03     3.54507e+03     1.54274e+03
    7.96660e-02     8.42919e+03     3.43207e+03     1.49978e+03
    8.38183e-02     7.48614e+03     3.00694e+03     1.31143e+03
    8.78941e-02     7.21514e+03     2.87025e+03     1.24386e+03
    9.19238e-02     6.68170e+03     2.63178e+03     1.13634e+03
    9.60446e-02     6.21586e+03     2.45604e+03     1.07005e+03
    1.00128e-01     5.91462e+03     2.28775e+03     9.83050e+02
    1.04209e-01     5.28697e+03     2.04482e+03     8.88683e+02
    1.08333e-01     5.22511e+03     2.00429e+03     8.67007e+02
    1.12448e-01     5.14093e+03     1.96851e+03     8.51031e+02
    1.16521e-01     4.94447e+03     1.88268e+03     8.12674e+02
    1.20596e-01     4.68226e+03     1.78753e+03     7.78115e+02
    1.24665e-01     4.69631e+03     1.76823e+03     7.56978e+02
    1.28771e-01     4.62853e+03     1.74710e+03     7.53601e+02
    1.32874e-01     4.41863e+03     1.64895e+03     7.09806e+02
    1.36975e-01     4.35312e+03     1.61123e+03     6.90564e+02
    1.41075e-01     4.12923e+03     1.52664e+03     6.56188e+02
    1.45172e-01     3.86947e+03     1.40826e+03     6.03029e+02
    1.49268e-01     3.64588e+03     1.31753e+03     5.67941e+02
    1.53330e-01     3.53145e+03     1.27148e+03     5.45473e+02
    1.57416e-01     3.37348e+03     1.19026e+03     5.07867e+02
    1.61514e-01     3.20290e+03     1.12391e+03     4.80586e+02
    1.65592e-01     3.16161e+03     1.10240e+03     4.70324e+02
    1.69693e-01     3.02754e+03     1.03794e+03     4.41046e+02
    1.73803e-01     2.98098e+03     1.02160e+03     4.35465e+02
    1.77905e-01     2.93338e+03     9.93964e+02     4.20254e+02
    1.82001e-01     2.82949e+03     9.54758e+02     4.05242e+02
    1.86092e-01     2.81642e+03     9.49546e+02     4.02178e+02
    1.90161e-01     2.72275e+03     9.08444e+02     3.85159e+02
    1.94237e-01     2.67506e+03     8.91200e+02     3.78439e+02
    1.98334e-01     2.61738e+03     8.60927e+02     3.63740e+02
    2.02427e-01     2.56637e+03     8.35245e+02     3.50577e+02
    2.06523e-01     2.48936e+03     8.08536e+02     3.40447e+02
    2.10626e-01     2.41866e+03     7.76306e+02     3.26115e+02
    2.14724e-01     2.32897e+03     7.40798e+02     3.12178e+02
    2.18827e-01     2.26141e+03     7.11157e+02     2.99733e+02
    2.22903e-01     2.21611e+03     6.92637e+02     2.91259e+02
    2.26990e-01     2.17879e+03     6.74148e+02     2.82133e+02
    2.31084e-01     2.13084e+03     6.54964e+02     2.75230e+02
    2.35153e-01     2.07311e+03     6.32282e+02     2.64862e+02
    2.39244e-01     2.02718e+03     6.09546e+02     2.55037e+02
    2.43338e-01     2.03896e+03     6.07681e+02     2.52474e+02
    2.47445e-01     2.01469e+03     5.97897e+02     2.47247e+02
    2.51539e-01     1.95791e+03     5.79916e+02     2.40809e+02
    2.55609e-01     1.91166e+03     5.58744e+02     2.31964e+02
    2.59718e-01     1.90451e+03     5.55441e+02     2.30821e+02
    2.63814e-01     1.87076e+03     5.38474e+02     2.23369e+02
    2.67904e-01     1.85019e+03     5.27864e+02     2.17008e+02
    2.71993e-01     1.78652e+03     5.05853e+02     2.10764e+02
    2.76068e-01     1.77057e+03     4.96453e+02     2.04335e+02
    2.80171e-01     1.74552e+03     4.84490e+02     1.99078e+02
    2.84268e-01     1.70827e+03     4.69989e+02     1.93333e+02
    2.88346e-01     1.67774e+03     4.59172e+02     1.89754e+02
    2.92426e-01     1.65471e+03     4.48421e+02     1.84183e+02
    2.96514e-01     1.64050e+03     4.38993e+02     1.79422e+02
    3.00627e-01     1.61370e+03     4.30807e+02     1.76753e+02
    3.04729e-01     1.57522e+03     4.15961e+02     1.70431e+02
    3.08821e-01     1.55613e+03     4.08143e+02     1.67437e+02
    3.12919e-01     1.54475e+03     4.02944e+02     1.64283e+02
    3.16999e-01     1.51754e+03     3.93262e+02     1.61566e+02
    3.21078e-01     1.50555e+03     3.85276e+02     1.56766e+02
    3.25167e-01     1.48135e+03     3.76613e+02     1.53582e+02
    3.29247e-01     1.49187e+03     3.76445e+02     1.52164e+02
    3.33333e-01     1.45548e+03     3.64989e+02     1.47948e+02
    3.37443e-01     1.42933e+03     3.55404e+02     1.44071e+02
    3.41545e-01     1.41805e+03     3.48601e+02     1.42071e+02
    3.45625e-01     1.41177e+03     3.44268e+02     1.38811e+02
    3.49715e-01     1.38625e+03     3.35970e+02     1.36247e+02
    3.53817e-01     1.36579e+03     3.27471e+02     1.32426e+02
    3.57906e-01     1.35763e+03     3.21734e+02     1.29405e+02
    3.61975e-01     1.34445e+03     3.16582e+02     1.27300e+02
    3.66071e-01     1.33638e+03     3.12503e+02     1.24802e+02
    3.70189e-01     1.31151e+03     3.04380e+02     1.22159e+02
    3.74277e-01     1.30020e+03     2.99544e+02     1.20416e+02
    3.78356e-01     1.28590e+03     2.95470e+02     1.18250e+02
    3.82448e-01     1.26446e+03     2.87708e+02     1.15344e+02
    3.86535e-01     1.26061e+03     2.84516e+02     1.13941e+02
    3.90624e-01     1.26033e+03     2.82393e+02     1.12478e+02
    3.94706e-01     1.24539e+03     2.76554e+02     1.10388e+02
    3.98794e-01     1.23023e+03     2.71488e+02     1.08455e+02
    4.02896e-01     1.22184e+03     2.66293e+02     1.05996e+02
    4.06986e-01     1.21077e+03     2.61827e+02     1.03919e+02
    4.11069e-01     1.19111e+03     2.57541e+02     1.02415e+02
    4.15170e-01     1.19222e+03     2.54555e+02     1.00849e+02
    4.19263e-01     1.17496e+03     2.49834e+02     9.91513e+01
    4.23353e-01     1.17003e+03     2.45511e+02     9.72245e+01
    4.27447e-01     1.15747e+03     2.42133e+02     9.59584e+01
    4.31534e-01     1.14706e+03     2.37978e+02     9.41981e+01
    4.35624e-01     1.14381e+03     2.37005e+02     9.32225e+01
    4.39718e-01     1.13367e+03     2.31317e+02     9.07928e+01
    4.43804e-01     1.11558e+03     2.27023e+02     8.97941e+01
    4.47892e-01     1.10828e+03     2.22721e+02     8.78667e+01
    4.51977e-01     1.10455e+03     2.20020e+02     8.67776e+01
    4.56067e-01     1.09250e+03     2.16824e+02     8.54146e+01
    4.60165e-01     1.08891e+03     2.13586e+02     8.38468e+01
    4.64260e-01     1.08604e+03     2.12494e+02     8.35212e+01
    4.68355e-01     1.06689e+03     2.07714e+02     8.15367e+01
    4.72450e-01     1.07077e+03     2.05572e+02     8.03759e+01
    4.76540e-01     1.06147e+03     2.02268e+02     7.88346e+01
    4.80633e-01     1.05427e+03     2.00575e+02     7.80520e+01
    4.84718e-01     1.04824e+03     1.97758e+02     7.70224e+01
    4.88794e-01     1.04228e+03     1.95415e+02     7.58590e+01
    4.92888e-01     1.03098e+03     1.91647e+02     7.48946e+01
    4.96984e-01     1.02348e+03     1.88898e+02     7.38229e+01
    5.01073e-01     1.01222e+03     1.86326e+02     7.25967e+01
    5.05169e-01     1.01506e+03     1.85514e+02     7.17693e+01
    5.09268e-01     1.00730e+03     1.81576e+02     7.05416e+01
