# Real space h-h auto- and h-m cross-spectra.
# z=2.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.09183e+04     4.63982e+03
    1.04717e-02     1.78874e+04     7.68472e+03
    1.42665e-02     2.28785e+04     1.02483e+04
    1.81228e-02     2.32211e+04     9.76434e+03
    2.24845e-02     2.00483e+04     8.64408e+03
    2.64508e-02     1.98214e+04     8.54073e+03
    3.04474e-02     1.80275e+04     7.69302e+03
    3.47320e-02     1.65396e+04     7.02323e+03
    3.88308e-02     1.44622e+04     6.13702e+03
    4.28140e-02     1.32182e+04     5.57643e+03
    4.68856e-02     1.33767e+04     5.59213e+03
    5.09858e-02     1.21056e+04     5.11768e+03
    5.51458e-02     1.04579e+04     4.31272e+03
    5.92243e-02     1.13571e+04     4.70413e+03
    6.32864e-02     1.02285e+04     4.23467e+03
    6.73674e-02     9.77830e+03     4.02812e+03
    7.14960e-02     8.92991e+03     3.67476e+03
    7.55894e-02     8.80267e+03     3.60729e+03
    7.96660e-02     8.42538e+03     3.40000e+03
    8.38183e-02     7.65887e+03     3.08440e+03
    8.78941e-02     6.98440e+03     2.78847e+03
    9.19238e-02     6.71175e+03     2.68030e+03
    9.60446e-02     6.34159e+03     2.50379e+03
    1.00128e-01     5.70792e+03     2.24261e+03
    1.04209e-01     5.32682e+03     2.06818e+03
    1.08333e-01     4.98411e+03     1.92798e+03
    1.12448e-01     5.04296e+03     1.94001e+03
    1.16521e-01     4.87962e+03     1.85323e+03
    1.20596e-01     4.66645e+03     1.77988e+03
    1.24665e-01     4.55485e+03     1.72548e+03
    1.28771e-01     4.52609e+03     1.70385e+03
    1.32874e-01     4.42064e+03     1.65540e+03
    1.36975e-01     4.28276e+03     1.58940e+03
    1.41075e-01     3.98975e+03     1.46929e+03
    1.45172e-01     3.91726e+03     1.42993e+03
    1.49268e-01     3.67506e+03     1.32360e+03
    1.53330e-01     3.54198e+03     1.26924e+03
    1.57416e-01     3.43215e+03     1.21780e+03
    1.61514e-01     3.26435e+03     1.14409e+03
    1.65592e-01     3.09562e+03     1.07786e+03
    1.69693e-01     2.98825e+03     1.03017e+03
    1.73803e-01     2.92894e+03     1.00699e+03
    1.77905e-01     2.93928e+03     9.97995e+02
    1.82001e-01     2.85187e+03     9.69170e+02
    1.86092e-01     2.82283e+03     9.47334e+02
    1.90161e-01     2.73616e+03     9.13300e+02
    1.94237e-01     2.72489e+03     9.08185e+02
    1.98334e-01     2.61128e+03     8.61820e+02
    2.02427e-01     2.55929e+03     8.38954e+02
    2.06523e-01     2.52738e+03     8.20455e+02
    2.10626e-01     2.40520e+03     7.70773e+02
    2.14724e-01     2.34764e+03     7.46642e+02
    2.18827e-01     2.30366e+03     7.23235e+02
    2.22903e-01     2.19282e+03     6.83893e+02
    2.26990e-01     2.20253e+03     6.79806e+02
    2.31084e-01     2.14334e+03     6.54486e+02
    2.35153e-01     2.10879e+03     6.38527e+02
    2.39244e-01     2.05900e+03     6.20569e+02
    2.43338e-01     2.03124e+03     6.06703e+02
    2.47445e-01     1.98747e+03     5.89584e+02
    2.51539e-01     1.96243e+03     5.82062e+02
    2.55609e-01     1.94000e+03     5.67217e+02
    2.59718e-01     1.90128e+03     5.50565e+02
    2.63814e-01     1.83927e+03     5.30591e+02
    2.67904e-01     1.84780e+03     5.27032e+02
    2.71993e-01     1.82377e+03     5.17373e+02
    2.76068e-01     1.77549e+03     4.97834e+02
    2.80171e-01     1.74051e+03     4.81841e+02
    2.84268e-01     1.69509e+03     4.65787e+02
    2.88346e-01     1.68778e+03     4.61981e+02
    2.92426e-01     1.65286e+03     4.46988e+02
    2.96514e-01     1.63628e+03     4.39552e+02
    3.00627e-01     1.59862e+03     4.26485e+02
    3.04729e-01     1.57535e+03     4.16808e+02
    3.08821e-01     1.55227e+03     4.08051e+02
    3.12919e-01     1.55495e+03     4.04878e+02
    3.16999e-01     1.55083e+03     4.00048e+02
    3.21078e-01     1.50707e+03     3.86691e+02
    3.25167e-01     1.48246e+03     3.76890e+02
    3.29247e-01     1.48334e+03     3.71812e+02
    3.33333e-01     1.45639e+03     3.64358e+02
    3.37443e-01     1.43297e+03     3.55671e+02
    3.41545e-01     1.41293e+03     3.46321e+02
    3.45625e-01     1.40652e+03     3.42587e+02
    3.49715e-01     1.38712e+03     3.34483e+02
    3.53817e-01     1.36459e+03     3.27698e+02
    3.57906e-01     1.35610e+03     3.22108e+02
    3.61975e-01     1.34871e+03     3.19587e+02
    3.66071e-01     1.32101e+03     3.08881e+02
    3.70189e-01     1.31074e+03     3.04567e+02
    3.74277e-01     1.30155e+03     3.00012e+02
    3.78356e-01     1.28374e+03     2.93590e+02
    3.82448e-01     1.28227e+03     2.91511e+02
    3.86535e-01     1.26928e+03     2.85184e+02
    3.90624e-01     1.25861e+03     2.81158e+02
    3.94706e-01     1.23558e+03     2.74196e+02
    3.98794e-01     1.22867e+03     2.71930e+02
    4.02896e-01     1.21861e+03     2.65039e+02
    4.06986e-01     1.20719e+03     2.60956e+02
    4.11069e-01     1.19017e+03     2.55557e+02
    4.15170e-01     1.18581e+03     2.52565e+02
    4.19263e-01     1.17396e+03     2.48690e+02
    4.23353e-01     1.17048e+03     2.46243e+02
    4.27447e-01     1.16201e+03     2.43211e+02
    4.31534e-01     1.14543e+03     2.36786e+02
    4.35624e-01     1.14280e+03     2.35617e+02
    4.39718e-01     1.12993e+03     2.30793e+02
    4.43804e-01     1.12433e+03     2.25612e+02
    4.47892e-01     1.11561e+03     2.24340e+02
    4.51977e-01     1.10376e+03     2.20350e+02
    4.56067e-01     1.10022e+03     2.17506e+02
    4.60165e-01     1.08594e+03     2.13697e+02
    4.64260e-01     1.08422e+03     2.11043e+02
    4.68355e-01     1.07470e+03     2.08415e+02
    4.72450e-01     1.06271e+03     2.04876e+02
    4.76540e-01     1.05972e+03     2.02059e+02
    4.80633e-01     1.04775e+03     1.98541e+02
    4.84718e-01     1.04679e+03     1.96970e+02
    4.88794e-01     1.03998e+03     1.95283e+02
    4.92888e-01     1.03695e+03     1.92470e+02
    4.96984e-01     1.01731e+03     1.87710e+02
    5.01073e-01     1.02082e+03     1.87644e+02
    5.05169e-01     1.01384e+03     1.84144e+02
    5.09268e-01     1.01213e+03     1.82726e+02
    5.13369e-01     9.98251e+02     1.78706e+02
    5.17441e-01     9.95868e+02     1.78054e+02
    5.21516e-01     9.89313e+02     1.76039e+02
    5.25611e-01     9.83262e+02     1.72578e+02
    5.29706e-01     9.78075e+02     1.70796e+02
    5.33801e-01     9.73127e+02     1.68685e+02
    5.37888e-01     9.67493e+02     1.67287e+02
    5.41985e-01     9.66270e+02     1.65034e+02
    5.46091e-01     9.53798e+02     1.62791e+02
    5.50174e-01     9.50526e+02     1.61032e+02
    5.54252e-01     9.46967e+02     1.59357e+02
    5.58346e-01     9.45922e+02     1.58289e+02
    5.62439e-01     9.37177e+02     1.55358e+02
    5.66527e-01     9.34604e+02     1.53984e+02
    5.70616e-01     9.30148e+02     1.52278e+02
    5.74707e-01     9.20558e+02     1.50683e+02
    5.78798e-01     9.18802e+02     1.48317e+02
    5.82883e-01     9.18800e+02     1.46865e+02
    5.86977e-01     9.10392e+02     1.45395e+02
    5.91070e-01     9.05250e+02     1.43711e+02
    5.95166e-01     9.02924e+02     1.42295e+02
    5.99260e-01     8.96324e+02     1.40357e+02
    6.03349e-01     8.94161e+02     1.39561e+02
    6.07445e-01     8.87891e+02     1.36962e+02
    6.11543e-01     8.83958e+02     1.35956e+02
    6.15623e-01     8.80214e+02     1.34731e+02
    6.19704e-01     8.76827e+02     1.33123e+02
    6.23792e-01     8.75269e+02     1.32138e+02
    6.27891e-01     8.66136e+02     1.30074e+02
    6.31991e-01     8.66273e+02     1.29416e+02
    6.36073e-01     8.64347e+02     1.27949e+02
    6.40158e-01     8.57547e+02     1.26554e+02
    6.44244e-01     8.54414e+02     1.24967e+02
    6.48338e-01     8.54255e+02     1.24355e+02
    6.52432e-01     8.52523e+02     1.24145e+02
    6.56514e-01     8.45949e+02     1.21673e+02
    6.60609e-01     8.43054e+02     1.20527e+02
    6.64712e-01     8.38742e+02     1.19106e+02
    6.68801e-01     8.34641e+02     1.18141e+02
    6.72890e-01     8.35293e+02     1.17715e+02
    6.76984e-01     8.28603e+02     1.15837e+02
    6.81074e-01     8.28418e+02     1.15428e+02
    6.85160e-01     8.27125e+02     1.14424e+02
    6.89246e-01     8.24800e+02     1.13785e+02
    6.93336e-01     8.17419e+02     1.11543e+02
    6.97434e-01     8.12496e+02     1.10742e+02
    7.01528e-01     8.12813e+02     1.10265e+02
    7.05618e-01     8.08404e+02     1.09289e+02
    7.09708e-01     8.08445e+02     1.08502e+02
    7.13796e-01     8.02550e+02     1.07045e+02
    7.17892e-01     8.02249e+02     1.06461e+02
    7.21982e-01     7.96658e+02     1.05395e+02
    7.26059e-01     7.96147e+02     1.04356e+02
    7.30145e-01     7.94573e+02     1.03911e+02
    7.34240e-01     7.90433e+02     1.03148e+02
    7.38340e-01     7.89857e+02     1.02227e+02
    7.42427e-01     7.85474e+02     1.00941e+02
    7.46511e-01     7.84501e+02     1.00490e+02
    7.50614e-01     7.80068e+02     9.88102e+01
    7.54706e-01     7.76530e+02     9.80974e+01
    7.58795e-01     7.75784e+02     9.78275e+01
    7.62888e-01     7.72930e+02     9.71023e+01
    7.66986e-01     7.71228e+02     9.61090e+01
    7.71073e-01     7.68779e+02     9.56428e+01
    7.75153e-01     7.65772e+02     9.46135e+01
    7.79241e-01     7.63879e+02     9.36532e+01
    7.83335e-01     7.61732e+02     9.28975e+01
    7.87426e-01     7.59970e+02     9.23641e+01
    7.91513e-01     7.56412e+02     9.15368e+01
    7.95606e-01     7.56035e+02     9.11960e+01
    7.99702e-01     7.51000e+02     9.00809e+01
    8.03798e-01     7.51491e+02     8.97056e+01
    8.07879e-01     7.48380e+02     8.87899e+01
    8.11963e-01     7.47005e+02     8.80357e+01
    8.16059e-01     7.43321e+02     8.75739e+01
    8.20152e-01     7.41791e+02     8.68383e+01
    8.24242e-01     7.40172e+02     8.60104e+01
    8.28331e-01     7.36190e+02     8.50599e+01
    8.32425e-01     7.34440e+02     8.48180e+01
    8.36516e-01     7.34981e+02     8.45369e+01
    8.40610e-01     7.29039e+02     8.32989e+01
    8.44704e-01     7.30216e+02     8.30480e+01
    8.48790e-01     7.28478e+02     8.26065e+01
    8.52876e-01     7.25229e+02     8.16320e+01
    8.56967e-01     7.21926e+02     8.10700e+01
    8.61059e-01     7.20418e+02     8.03410e+01
    8.65147e-01     7.19009e+02     7.99197e+01
    8.69235e-01     7.18493e+02     7.96683e+01
    8.73334e-01     7.15752e+02     7.86985e+01
    8.77429e-01     7.15424e+02     7.87627e+01
    8.81512e-01     7.13169e+02     7.78424e+01
    8.85601e-01     7.11588e+02     7.72559e+01
    8.89691e-01     7.09256e+02     7.64506e+01
    8.93784e-01     7.07803e+02     7.62526e+01
    8.97875e-01     7.05406e+02     7.56882e+01
    9.01960e-01     7.06019e+02     7.53481e+01
    9.06054e-01     7.02851e+02     7.45166e+01
    9.10146e-01     7.00283e+02     7.40591e+01
    9.14237e-01     7.00128e+02     7.37203e+01
    9.18331e-01     6.98033e+02     7.34465e+01
    9.22421e-01     6.94229e+02     7.24118e+01
    9.26509e-01     6.89910e+02     7.18377e+01
    9.30598e-01     6.89875e+02     7.16468e+01
    9.34692e-01     6.91161e+02     7.13500e+01
    9.38787e-01     6.89082e+02     7.09078e+01
    9.42873e-01     6.85173e+02     7.01274e+01
    9.46961e-01     6.84112e+02     6.94506e+01
    9.51054e-01     6.84948e+02     6.91076e+01
    9.55150e-01     6.81327e+02     6.89168e+01
    9.59240e-01     6.81045e+02     6.85933e+01
    9.63327e-01     6.79805e+02     6.80853e+01
    9.67420e-01     6.77430e+02     6.75634e+01
    9.71506e-01     6.77346e+02     6.73070e+01
    9.75588e-01     6.73813e+02     6.66554e+01
    9.79678e-01     6.72066e+02     6.63677e+01
    9.83773e-01     6.72597e+02     6.60629e+01
    9.87866e-01     6.72828e+02     6.55637e+01
    9.91960e-01     6.67184e+02     6.49923e+01
    9.96055e-01     6.65658e+02     6.49653e+01
    1.00015e+00     6.65724e+02     6.44169e+01
    1.00424e+00     6.64336e+02     6.40999e+01
    1.00832e+00     6.63317e+02     6.39620e+01
    1.01242e+00     6.60699e+02     6.34914e+01
