# Real space h-h auto- and h-m cross-spectra.
# z=0.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.00675e+04     9.36798e+03
    1.04717e-02     1.98419e+04     2.12766e+04
    1.42665e-02     1.95139e+04     2.06964e+04
    1.81228e-02     2.35391e+04     2.50009e+04
    2.24845e-02     1.99771e+04     2.08896e+04
    2.64508e-02     1.81137e+04     1.83473e+04
    3.04474e-02     1.63878e+04     1.64886e+04
    3.47320e-02     1.66681e+04     1.68157e+04
    3.88308e-02     1.31677e+04     1.31268e+04
    4.28140e-02     1.35436e+04     1.32167e+04
    4.68856e-02     1.24039e+04     1.19664e+04
    5.09858e-02     1.06297e+04     9.96594e+03
    5.51458e-02     1.05084e+04     9.84712e+03
    5.92243e-02     1.00081e+04     9.46522e+03
    6.32864e-02     9.80650e+03     9.23863e+03
    6.73674e-02     8.94561e+03     8.19096e+03
    7.14960e-02     8.65593e+03     8.05475e+03
    7.55894e-02     8.27156e+03     7.58003e+03
    7.96660e-02     7.64423e+03     6.92539e+03
    8.38183e-02     7.40065e+03     6.58175e+03
    8.78941e-02     7.08249e+03     6.19500e+03
    9.19238e-02     6.42511e+03     5.49248e+03
    9.60446e-02     6.08612e+03     5.19260e+03
    1.00128e-01     5.79166e+03     4.82679e+03
    1.04209e-01     5.57610e+03     4.57789e+03
    1.08333e-01     5.20011e+03     4.27979e+03
    1.12448e-01     5.06982e+03     4.04618e+03
    1.16521e-01     4.90438e+03     3.91855e+03
    1.20596e-01     4.78254e+03     3.74675e+03
    1.24665e-01     4.63013e+03     3.63275e+03
    1.28771e-01     4.44016e+03     3.45668e+03
    1.32874e-01     4.41239e+03     3.41362e+03
    1.36975e-01     4.17722e+03     3.17405e+03
    1.41075e-01     4.02426e+03     3.01510e+03
    1.45172e-01     3.88985e+03     2.87342e+03
    1.49268e-01     3.75476e+03     2.72862e+03
    1.53330e-01     3.70925e+03     2.65728e+03
    1.57416e-01     3.55907e+03     2.51665e+03
    1.61514e-01     3.40821e+03     2.35173e+03
    1.65592e-01     3.35483e+03     2.27683e+03
    1.69693e-01     3.26173e+03     2.20662e+03
    1.73803e-01     3.17140e+03     2.11053e+03
    1.77905e-01     3.12720e+03     2.07375e+03
    1.82001e-01     3.01632e+03     1.97053e+03
    1.86092e-01     2.96379e+03     1.92582e+03
    1.90161e-01     2.91896e+03     1.87386e+03
    1.94237e-01     2.87739e+03     1.83704e+03
    1.98334e-01     2.84923e+03     1.78763e+03
    2.02427e-01     2.73840e+03     1.69337e+03
    2.06523e-01     2.66222e+03     1.61963e+03
    2.10626e-01     2.65371e+03     1.58397e+03
    2.14724e-01     2.58297e+03     1.53590e+03
    2.18827e-01     2.53410e+03     1.48195e+03
    2.22903e-01     2.46083e+03     1.41269e+03
    2.26990e-01     2.44306e+03     1.38450e+03
    2.31084e-01     2.39601e+03     1.33231e+03
    2.35153e-01     2.36489e+03     1.31676e+03
    2.39244e-01     2.33186e+03     1.27023e+03
    2.43338e-01     2.28753e+03     1.22897e+03
    2.47445e-01     2.24919e+03     1.19266e+03
    2.51539e-01     2.22518e+03     1.18565e+03
    2.55609e-01     2.20623e+03     1.14094e+03
    2.59718e-01     2.16275e+03     1.12376e+03
    2.63814e-01     2.12859e+03     1.08452e+03
    2.67904e-01     2.09338e+03     1.04217e+03
    2.71993e-01     2.07368e+03     1.02770e+03
    2.76068e-01     2.05776e+03     1.01454e+03
    2.80171e-01     2.01253e+03     9.77365e+02
    2.84268e-01     2.02706e+03     9.75974e+02
    2.88346e-01     1.98263e+03     9.26919e+02
    2.92426e-01     1.95585e+03     9.16229e+02
    2.96514e-01     1.92971e+03     8.86239e+02
    3.00627e-01     1.91747e+03     8.70445e+02
    3.04729e-01     1.89829e+03     8.55143e+02
    3.08821e-01     1.88087e+03     8.39326e+02
    3.12919e-01     1.85311e+03     8.14457e+02
    3.16999e-01     1.84598e+03     7.95542e+02
    3.21078e-01     1.83457e+03     7.92523e+02
    3.25167e-01     1.80052e+03     7.65396e+02
    3.29247e-01     1.78957e+03     7.44891e+02
    3.33333e-01     1.76371e+03     7.27227e+02
    3.37443e-01     1.76742e+03     7.22313e+02
    3.41545e-01     1.74522e+03     7.07270e+02
    3.45625e-01     1.71555e+03     6.88450e+02
    3.49715e-01     1.72603e+03     6.79328e+02
    3.53817e-01     1.69786e+03     6.64702e+02
    3.57906e-01     1.69643e+03     6.58206e+02
    3.61975e-01     1.67497e+03     6.42930e+02
    3.66071e-01     1.67064e+03     6.33007e+02
    3.70189e-01     1.65458e+03     6.16361e+02
    3.74277e-01     1.64249e+03     6.08666e+02
    3.78356e-01     1.62251e+03     5.96982e+02
    3.82448e-01     1.62061e+03     5.83633e+02
    3.86535e-01     1.60560e+03     5.73568e+02
    3.90624e-01     1.60633e+03     5.64179e+02
    3.94706e-01     1.57378e+03     5.56682e+02
    3.98794e-01     1.57797e+03     5.42169e+02
    4.02896e-01     1.56997e+03     5.36968e+02
    4.06986e-01     1.56264e+03     5.29168e+02
    4.11069e-01     1.53950e+03     5.19850e+02
    4.15170e-01     1.52728e+03     5.08823e+02
    4.19263e-01     1.52579e+03     4.99197e+02
    4.23353e-01     1.50892e+03     4.89465e+02
    4.27447e-01     1.51587e+03     4.86422e+02
    4.31534e-01     1.50176e+03     4.77032e+02
    4.35624e-01     1.50156e+03     4.71398e+02
    4.39718e-01     1.48822e+03     4.60807e+02
    4.43804e-01     1.47374e+03     4.56519e+02
    4.47892e-01     1.46545e+03     4.38951e+02
    4.51977e-01     1.46252e+03     4.49406e+02
    4.56067e-01     1.45815e+03     4.36825e+02
    4.60165e-01     1.44690e+03     4.29921e+02
    4.64260e-01     1.44344e+03     4.23160e+02
    4.68355e-01     1.43148e+03     4.18523e+02
    4.72450e-01     1.41774e+03     4.07088e+02
    4.76540e-01     1.41831e+03     4.04245e+02
    4.80633e-01     1.41754e+03     3.98518e+02
    4.84718e-01     1.40823e+03     3.87960e+02
    4.88794e-01     1.39660e+03     3.86400e+02
    4.92888e-01     1.39408e+03     3.89757e+02
    4.96984e-01     1.38834e+03     3.79161e+02
    5.01073e-01     1.38006e+03     3.71177e+02
    5.05169e-01     1.37936e+03     3.67286e+02
    5.09268e-01     1.36979e+03     3.58523e+02
    5.13369e-01     1.36162e+03     3.58862e+02
    5.17441e-01     1.36535e+03     3.53903e+02
    5.21516e-01     1.35446e+03     3.49887e+02
    5.25611e-01     1.34622e+03     3.41989e+02
    5.29706e-01     1.34162e+03     3.36611e+02
    5.33801e-01     1.34136e+03     3.32544e+02
    5.37888e-01     1.34038e+03     3.31657e+02
    5.41985e-01     1.32993e+03     3.27544e+02
    5.46091e-01     1.32165e+03     3.22249e+02
    5.50174e-01     1.32155e+03     3.18795e+02
    5.54252e-01     1.30979e+03     3.14549e+02
    5.58346e-01     1.31376e+03     3.09337e+02
    5.62439e-01     1.30326e+03     3.04432e+02
    5.66527e-01     1.30146e+03     3.01870e+02
    5.70616e-01     1.29492e+03     2.98991e+02
    5.74707e-01     1.29253e+03     2.93570e+02
    5.78798e-01     1.29422e+03     2.94305e+02
    5.82883e-01     1.28208e+03     2.88361e+02
    5.86977e-01     1.28280e+03     2.88409e+02
    5.91070e-01     1.27754e+03     2.80306e+02
    5.95166e-01     1.27603e+03     2.77997e+02
    5.99260e-01     1.26621e+03     2.72178e+02
    6.03349e-01     1.26813e+03     2.74750e+02
    6.07445e-01     1.26456e+03     2.70437e+02
    6.11543e-01     1.26085e+03     2.67553e+02
    6.15623e-01     1.24713e+03     2.58003e+02
    6.19704e-01     1.25720e+03     2.62805e+02
