# Halo auto- and cross-power spectra.
# Robust average of 10 spectra using sqrt(1+x^2).
# 12.00<lgM<12.50, z=1.000
#      k[h/Mpc]           <Phh>        Err[Phh]           <Phm>        Err[Phm]
    5.79404e-03     1.09988e+04     1.60711e+03     7.91611e+03     1.17665e+03
    1.04717e-02     1.38194e+04     1.05287e+03     1.00590e+04     6.71795e+02
    1.42665e-02     1.60056e+04     4.50751e+02     1.17465e+04     3.10024e+02
    1.81228e-02     1.69798e+04     7.95522e+02     1.24760e+04     6.01557e+02
    2.24845e-02     1.56507e+04     2.28611e+02     1.14620e+04     2.03303e+02
    2.64508e-02     1.40519e+04     2.08473e+02     1.02999e+04     1.97872e+02
    3.04474e-02     1.34423e+04     3.15178e+02     9.67637e+03     2.40772e+02
    3.47320e-02     1.17287e+04     3.11650e+02     8.45316e+03     2.15464e+02
    3.88308e-02     1.05093e+04     2.26382e+02     7.55601e+03     1.42790e+02
    4.28140e-02     9.75520e+03     1.25572e+02     6.95507e+03     1.01278e+02
    4.68856e-02     9.04283e+03     1.64186e+02     6.40458e+03     1.20200e+02
    5.09858e-02     8.50497e+03     1.10152e+02     6.00328e+03     8.52224e+01
    5.51458e-02     8.04623e+03     1.22129e+02     5.64561e+03     7.71284e+01
    5.92243e-02     7.67951e+03     6.96030e+01     5.40288e+03     5.74229e+01
    6.32864e-02     7.36249e+03     4.94143e+01     5.14652e+03     2.65488e+01
    6.73674e-02     6.97465e+03     3.65773e+01     4.85759e+03     5.12460e+01
    7.14960e-02     6.60133e+03     6.40354e+01     4.57285e+03     4.53700e+01
    7.55894e-02     6.28620e+03     3.84532e+01     4.33963e+03     2.99598e+01
    7.96660e-02     5.84277e+03     6.30810e+01     4.00728e+03     4.47041e+01
    8.38183e-02     5.49292e+03     4.83621e+01     3.74379e+03     2.93796e+01
    8.78941e-02     5.06441e+03     2.55217e+01     3.40754e+03     2.60292e+01
    9.19238e-02     4.69570e+03     3.52545e+01     3.14925e+03     1.42277e+01
    9.60446e-02     4.40006e+03     4.51627e+01     2.91830e+03     2.74966e+01
    1.00128e-01     4.11568e+03     1.40560e+01     2.70928e+03     1.52173e+01
    1.04209e-01     3.89123e+03     3.05718e+01     2.54150e+03     1.97626e+01
