# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.9075e+04 2.5370e+04
1.0472e-02 2.5998e+04 2.2739e+04
1.4266e-02 3.0619e+04 2.6221e+04
1.8123e-02 3.0472e+04 2.6751e+04
2.2484e-02 3.1750e+04 2.7362e+04
2.6451e-02 2.8143e+04 2.4264e+04
3.0447e-02 3.0267e+04 2.5887e+04
3.4732e-02 2.3929e+04 2.0196e+04
3.8831e-02 2.0432e+04 1.7195e+04
4.2814e-02 1.9323e+04 1.6046e+04
4.6886e-02 1.7152e+04 1.4223e+04
5.0986e-02 1.7113e+04 1.3962e+04
5.5146e-02 1.6327e+04 1.3387e+04
5.9224e-02 1.5795e+04 1.3003e+04
6.3286e-02 1.4965e+04 1.2247e+04
6.7367e-02 1.4210e+04 1.1599e+04
7.1496e-02 1.2740e+04 1.0425e+04
7.5589e-02 1.2739e+04 1.0321e+04
7.9666e-02 1.1392e+04 9.2187e+03
8.3818e-02 1.1111e+04 8.9691e+03
8.7894e-02 9.7035e+03 7.7436e+03
9.1924e-02 9.2631e+03 7.4586e+03
9.6045e-02 8.5150e+03 6.7561e+03
1.0013e-01 8.0593e+03 6.3650e+03
1.0421e-01 7.8777e+03 6.2252e+03
1.0833e-01 7.4384e+03 5.8418e+03
1.1245e-01 7.0516e+03 5.5517e+03
1.1652e-01 6.6777e+03 5.2310e+03
1.2060e-01 6.7128e+03 5.2257e+03
1.2466e-01 6.5379e+03 5.0760e+03
1.2877e-01 6.1999e+03 4.8438e+03
1.3287e-01 6.1038e+03 4.7211e+03
1.3698e-01 5.8493e+03 4.5320e+03
1.4107e-01 5.6190e+03 4.3211e+03
1.4517e-01 5.3214e+03 4.0970e+03
1.4927e-01 5.1795e+03 3.9607e+03
1.5333e-01 4.8896e+03 3.7285e+03
1.5742e-01 4.7007e+03 3.5725e+03
1.6151e-01 4.5068e+03 3.4241e+03
1.6559e-01 4.3553e+03 3.3042e+03
1.6969e-01 4.1983e+03 3.1679e+03
1.7380e-01 4.1294e+03 3.1039e+03
1.7790e-01 3.9661e+03 2.9634e+03
1.8200e-01 3.9152e+03 2.9155e+03
1.8609e-01 3.8428e+03 2.8357e+03
1.9016e-01 3.7262e+03 2.7719e+03
1.9424e-01 3.6231e+03 2.6782e+03
1.9833e-01 3.5174e+03 2.5983e+03
2.0243e-01 3.4209e+03 2.5156e+03
2.0652e-01 3.3520e+03 2.4643e+03
2.1063e-01 3.2641e+03 2.3836e+03
2.1472e-01 3.1248e+03 2.2902e+03
2.1883e-01 3.1170e+03 2.2673e+03
2.2290e-01 3.0199e+03 2.1837e+03
2.2699e-01 2.9671e+03 2.1456e+03
2.3108e-01 2.8975e+03 2.0828e+03
2.3515e-01 2.8459e+03 2.0378e+03
2.3924e-01 2.7819e+03 1.9910e+03
2.4334e-01 2.7275e+03 1.9475e+03
2.4744e-01 2.6755e+03 1.9013e+03
2.5154e-01 2.6195e+03 1.8591e+03
2.5561e-01 2.5719e+03 1.8217e+03
2.5972e-01 2.5512e+03 1.7918e+03
2.6381e-01 2.4727e+03 1.7379e+03
2.6790e-01 2.4256e+03 1.6900e+03
2.7199e-01 2.3907e+03 1.6649e+03
2.7607e-01 2.3624e+03 1.6435e+03
