# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.4757e+04 1.2290e+04
1.0472e-02 3.2212e+04 2.7976e+04
1.4266e-02 3.1981e+04 2.7414e+04
1.8123e-02 3.7168e+04 3.2414e+04
2.2484e-02 3.1668e+04 2.7275e+04
2.6451e-02 2.7718e+04 2.3641e+04
3.0447e-02 2.5028e+04 2.1289e+04
3.4732e-02 2.5491e+04 2.1685e+04
3.8831e-02 2.0037e+04 1.7104e+04
4.2814e-02 1.9968e+04 1.6906e+04
4.6886e-02 1.8357e+04 1.5392e+04
5.0986e-02 1.5558e+04 1.2927e+04
5.5146e-02 1.5280e+04 1.2695e+04
5.9224e-02 1.4725e+04 1.2343e+04
6.3286e-02 1.4396e+04 1.2085e+04
6.7367e-02 1.2833e+04 1.0646e+04
7.1496e-02 1.2726e+04 1.0607e+04
7.5589e-02 1.1967e+04 9.9834e+03
7.9666e-02 1.0963e+04 9.1344e+03
8.3818e-02 1.0517e+04 8.6891e+03
8.7894e-02 9.9848e+03 8.1577e+03
9.1924e-02 8.8886e+03 7.2632e+03
9.6045e-02 8.4543e+03 6.9126e+03
1.0013e-01 7.8408e+03 6.4244e+03
1.0421e-01 7.5054e+03 6.0971e+03
1.0833e-01 7.1069e+03 5.7862e+03
1.1245e-01 6.7924e+03 5.4447e+03
1.1652e-01 6.5513e+03 5.2724e+03
1.2060e-01 6.3282e+03 5.0879e+03
1.2466e-01 6.1316e+03 4.9273e+03
1.2877e-01 5.9080e+03 4.7479e+03
1.3287e-01 5.8319e+03 4.6716e+03
1.3698e-01 5.4674e+03 4.3533e+03
1.4107e-01 5.2492e+03 4.1705e+03
1.4517e-01 5.0365e+03 3.9868e+03
1.4927e-01 4.8242e+03 3.8221e+03
1.5333e-01 4.7206e+03 3.7088e+03
1.5742e-01 4.4951e+03 3.5302e+03
1.6151e-01 4.2554e+03 3.3284e+03
1.6559e-01 4.1300e+03 3.2081e+03
1.6969e-01 4.0196e+03 3.1245e+03
1.7380e-01 3.9032e+03 3.0319e+03
1.7790e-01 3.8242e+03 2.9665e+03
1.8200e-01 3.6903e+03 2.8451e+03
1.8609e-01 3.5920e+03 2.7709e+03
1.9016e-01 3.5315e+03 2.7140e+03
1.9424e-01 3.4679e+03 2.6624e+03
1.9833e-01 3.3862e+03 2.5889e+03
2.0243e-01 3.2484e+03 2.4767e+03
2.0652e-01 3.1298e+03 2.3818e+03
2.1063e-01 3.1016e+03 2.3465e+03
2.1472e-01 3.0072e+03 2.2737e+03
2.1883e-01 2.9312e+03 2.2052e+03
2.2290e-01 2.8341e+03 2.1318e+03
2.2699e-01 2.7968e+03 2.0934e+03
2.3108e-01 2.7003e+03 2.0173e+03
2.3515e-01 2.6870e+03 2.0071e+03
2.3924e-01 2.6066e+03 1.9397e+03
2.4334e-01 2.5469e+03 1.8866e+03
2.4744e-01 2.4914e+03 1.8442e+03
2.5154e-01 2.4916e+03 1.8468e+03
2.5561e-01 2.4129e+03 1.7750e+03
2.5972e-01 2.3861e+03 1.7562e+03
2.6381e-01 2.3106e+03 1.6981e+03
2.6790e-01 2.2613e+03 1.6563e+03
2.7199e-01 2.2448e+03 1.6430e+03
2.7607e-01 2.2047e+03 1.6034e+03
2.8017e-01 2.1621e+03 1.5699e+03
2.8427e-01 2.1579e+03 1.5623e+03
2.8835e-01 2.0865e+03 1.5040e+03
2.9243e-01 2.0657e+03 1.4883e+03
2.9651e-01 2.0114e+03 1.4458e+03
3.0063e-01 1.9889e+03 1.4294e+03
3.0473e-01 1.9698e+03 1.4149e+03
3.0882e-01 1.9545e+03 1.3993e+03
3.1292e-01 1.9083e+03 1.3529e+03
3.1700e-01 1.8838e+03 1.3335e+03
3.2108e-01 1.8716e+03 1.3287e+03
3.2517e-01 1.8339e+03 1.2984e+03
3.2925e-01 1.8030e+03 1.2713e+03
3.3333e-01 1.7768e+03 1.2462e+03
3.3744e-01 1.7673e+03 1.2366e+03
3.4154e-01 1.7373e+03 1.2143e+03
3.4562e-01 1.7185e+03 1.1970e+03
3.4972e-01 1.7031e+03 1.1814e+03
3.5382e-01 1.6690e+03 1.1590e+03
3.5791e-01 1.6591e+03 1.1501e+03
3.6198e-01 1.6347e+03 1.1326e+03
3.6607e-01 1.6262e+03 1.1204e+03
3.7019e-01 1.5948e+03 1.0977e+03
3.7428e-01 1.5829e+03 1.0871e+03
3.7836e-01 1.5665e+03 1.0760e+03
3.8245e-01 1.5468e+03 1.0575e+03
3.8653e-01 1.5227e+03 1.0371e+03
3.9062e-01 1.5142e+03 1.0304e+03
3.9471e-01 1.5043e+03 1.0196e+03
3.9879e-01 1.4831e+03 1.0043e+03
4.0290e-01 1.4732e+03 9.9817e+02
4.0699e-01 1.4589e+03 9.8201e+02
4.1107e-01 1.4463e+03 9.7201e+02
4.1517e-01 1.4273e+03 9.5999e+02
4.1926e-01 1.4034e+03 9.3923e+02
4.2335e-01 1.3965e+03 9.3265e+02
4.2745e-01 1.3929e+03 9.2673e+02
4.3153e-01 1.3768e+03 9.1487e+02
4.3562e-01 1.3627e+03 9.0488e+02
4.3972e-01 1.3441e+03 8.8884e+02
4.4380e-01 1.3399e+03 8.8620e+02
4.4789e-01 1.3124e+03 8.6497e+02
4.5198e-01 1.3248e+03 8.7330e+02
4.5607e-01 1.3061e+03 8.5719e+02
4.6017e-01 1.2950e+03 8.4854e+02
4.6426e-01 1.2795e+03 8.3575e+02
4.6835e-01 1.2728e+03 8.2794e+02
4.7245e-01 1.2595e+03 8.1873e+02
4.7654e-01 1.2534e+03 8.1407e+02
4.8063e-01 1.2425e+03 8.0487e+02
4.8472e-01 1.2311e+03 7.9340e+02
4.8879e-01 1.2235e+03 7.9196e+02
4.9289e-01 1.2272e+03 7.9196e+02
4.9698e-01 1.2117e+03 7.7786e+02
5.0107e-01 1.2001e+03 7.6895e+02
5.0517e-01 1.1990e+03 7.6633e+02
5.0927e-01 1.1797e+03 7.5518e+02
5.1337e-01 1.1798e+03 7.5298e+02
5.1744e-01 1.1739e+03 7.4619e+02
5.2152e-01 1.1661e+03 7.4118e+02
5.2561e-01 1.1487e+03 7.2680e+02
5.2971e-01 1.1489e+03 7.2629e+02
5.3380e-01 1.1380e+03 7.1667e+02
5.3789e-01 1.1369e+03 7.1436e+02
5.4199e-01 1.1288e+03 7.0798e+02
5.4609e-01 1.1178e+03 6.9968e+02
