# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 3.0357e+04 2.5942e+04
1.0472e-02 2.6959e+04 2.3251e+04
1.4266e-02 3.1353e+04 2.6624e+04
1.8123e-02 3.1088e+04 2.7059e+04
2.2484e-02 3.1495e+04 2.7271e+04
2.6451e-02 2.8188e+04 2.4325e+04
3.0447e-02 2.9889e+04 2.5781e+04
3.4732e-02 2.3536e+04 2.0057e+04
3.8831e-02 1.9867e+04 1.6980e+04
4.2814e-02 1.8819e+04 1.5865e+04
4.6886e-02 1.6611e+04 1.4027e+04
5.0986e-02 1.6302e+04 1.3677e+04
5.5146e-02 1.5678e+04 1.3159e+04
5.9224e-02 1.5287e+04 1.2836e+04
6.3286e-02 1.4343e+04 1.2016e+04
6.7367e-02 1.3580e+04 1.1370e+04
7.1496e-02 1.2357e+04 1.0301e+04
7.5589e-02 1.2273e+04 1.0164e+04
7.9666e-02 1.0908e+04 9.0492e+03
8.3818e-02 1.0687e+04 8.8240e+03
8.7894e-02 9.2847e+03 7.6083e+03
9.1924e-02 8.9309e+03 7.3474e+03
9.6045e-02 8.1375e+03 6.6363e+03
1.0013e-01 7.7347e+03 6.2738e+03
1.0421e-01 7.5316e+03 6.1173e+03
1.0833e-01 7.0851e+03 5.7315e+03
1.1245e-01 6.7599e+03 5.4569e+03
1.1652e-01 6.3792e+03 5.1396e+03
1.2060e-01 6.4022e+03 5.1344e+03
1.2466e-01 6.2192e+03 4.9778e+03
1.2877e-01 5.9089e+03 4.7473e+03
1.3287e-01 5.8246e+03 4.6412e+03
1.3698e-01 5.5698e+03 4.4493e+03
1.4107e-01 5.3048e+03 4.2183e+03
1.4517e-01 5.0751e+03 4.0294e+03
1.4927e-01 4.9050e+03 3.8815e+03
1.5333e-01 4.6514e+03 3.6622e+03
1.5742e-01 4.4662e+03 3.5104e+03
1.6151e-01 4.2934e+03 3.3692e+03
1.6559e-01 4.1719e+03 3.2597e+03
1.6969e-01 3.9902e+03 3.1188e+03
1.7380e-01 3.9260e+03 3.0513e+03
1.7790e-01 3.7732e+03 2.9170e+03
1.8200e-01 3.7274e+03 2.8713e+03
1.8609e-01 3.6250e+03 2.7813e+03
1.9016e-01 3.5300e+03 2.7221e+03
1.9424e-01 3.4310e+03 2.6315e+03
1.9833e-01 3.3408e+03 2.5529e+03
2.0243e-01 3.2406e+03 2.4738e+03
2.0652e-01 3.1782e+03 2.4258e+03
2.1063e-01 3.0906e+03 2.3413e+03
2.1472e-01 2.9553e+03 2.2514e+03
2.1883e-01 2.9437e+03 2.2285e+03
2.2290e-01 2.8361e+03 2.1377e+03
2.2699e-01 2.8158e+03 2.1148e+03
2.3108e-01 2.7268e+03 2.0438e+03
2.3515e-01 2.6884e+03 2.0025e+03
2.3924e-01 2.6235e+03 1.9581e+03
2.4334e-01 2.5711e+03 1.9140e+03
2.4744e-01 2.5108e+03 1.8636e+03
2.5154e-01 2.4681e+03 1.8303e+03
2.5561e-01 2.4340e+03 1.7930e+03
2.5972e-01 2.3975e+03 1.7621e+03
2.6381e-01 2.3287e+03 1.7098e+03
2.6790e-01 2.2570e+03 1.6518e+03
2.7199e-01 2.2459e+03 1.6380e+03
