# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.8063e+04 2.3674e+04
1.0472e-02 2.3626e+04 2.1292e+04
1.4266e-02 3.2480e+04 2.7455e+04
1.8123e-02 2.7065e+04 2.3302e+04
2.2484e-02 3.1253e+04 2.6447e+04
2.6451e-02 2.8108e+04 2.4002e+04
3.0447e-02 2.6824e+04 2.2843e+04
3.4732e-02 2.1729e+04 1.8575e+04
3.8831e-02 2.1829e+04 1.8495e+04
4.2814e-02 1.9287e+04 1.6304e+04
4.6886e-02 1.7654e+04 1.4853e+04
5.0986e-02 1.6555e+04 1.3889e+04
5.5146e-02 1.5646e+04 1.3087e+04
5.9224e-02 1.5315e+04 1.2785e+04
6.3286e-02 1.4299e+04 1.1902e+04
6.7367e-02 1.3297e+04 1.1036e+04
7.1496e-02 1.2313e+04 1.0286e+04
7.5589e-02 1.2170e+04 1.0110e+04
7.9666e-02 1.1404e+04 9.5152e+03
8.3818e-02 1.0517e+04 8.7066e+03
8.7894e-02 9.4943e+03 7.8695e+03
9.1924e-02 8.6314e+03 7.0409e+03
9.6045e-02 8.1861e+03 6.6938e+03
1.0013e-01 7.9085e+03 6.4439e+03
1.0421e-01 7.2515e+03 5.9008e+03
1.0833e-01 7.1149e+03 5.7528e+03
1.1245e-01 6.7535e+03 5.4486e+03
1.1652e-01 6.6999e+03 5.4099e+03
1.2060e-01 6.2148e+03 4.9860e+03
1.2466e-01 6.0574e+03 4.8382e+03
1.2877e-01 6.0159e+03 4.8181e+03
1.3287e-01 5.9385e+03 4.7558e+03
1.3698e-01 5.4880e+03 4.3662e+03
1.4107e-01 5.4132e+03 4.3102e+03
1.4517e-01 4.9608e+03 3.9379e+03
1.4927e-01 4.8012e+03 3.7994e+03
1.5333e-01 4.6452e+03 3.6547e+03
1.5742e-01 4.4713e+03 3.5105e+03
1.6151e-01 4.2720e+03 3.3372e+03
1.6559e-01 4.1441e+03 3.2514e+03
1.6969e-01 4.0405e+03 3.1252e+03
1.7380e-01 3.8727e+03 2.9965e+03
1.7790e-01 3.7924e+03 2.9327e+03
1.8200e-01 3.6939e+03 2.8490e+03
1.8609e-01 3.6087e+03 2.7779e+03
1.9016e-01 3.5079e+03 2.6973e+03
1.9424e-01 3.4256e+03 2.6271e+03
1.9833e-01 3.3060e+03 2.5320e+03
2.0243e-01 3.1998e+03 2.4476e+03
2.0652e-01 3.2505e+03 2.4669e+03
2.1063e-01 3.1013e+03 2.3534e+03
2.1472e-01 3.0027e+03 2.2703e+03
2.1883e-01 2.9290e+03 2.2159e+03
2.2290e-01 2.8530e+03 2.1412e+03
2.2699e-01 2.7978e+03 2.1084e+03
2.3108e-01 2.7239e+03 2.0355e+03
2.3515e-01 2.6396e+03 1.9729e+03
2.3924e-01 2.6089e+03 1.9338e+03
2.4334e-01 2.5448e+03 1.8896e+03
2.4744e-01 2.5043e+03 1.8556e+03
2.5154e-01 2.4232e+03 1.7978e+03
2.5561e-01 2.4076e+03 1.7831e+03
2.5972e-01 2.3816e+03 1.7500e+03
2.6381e-01 2.3454e+03 1.7264e+03
2.6790e-01 2.2812e+03 1.6678e+03
2.7199e-01 2.2324e+03 1.6306e+03
2.7607e-01 2.1996e+03 1.6016e+03
2.8017e-01 2.1859e+03 1.5869e+03
2.8427e-01 2.1377e+03 1.5549e+03
2.8835e-01 2.1109e+03 1.5275e+03
2.9243e-01 2.0736e+03 1.4971e+03
2.9651e-01 2.0389e+03 1.4650e+03
