# Real space h-h auto- and h-m cross-spectra.
# z=3.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.91162e+04     4.67001e+03
    1.04717e-02     4.04101e+04     1.06969e+04
    1.42665e-02     3.75499e+04     9.76363e+03
    1.81228e-02     3.66729e+04     9.53260e+03
    2.24845e-02     3.83209e+04     9.84689e+03
    2.64508e-02     2.79243e+04     7.19758e+03
    3.04474e-02     2.97211e+04     7.51994e+03
    3.47320e-02     2.49680e+04     6.23537e+03
    3.88308e-02     2.38065e+04     5.81527e+03
    4.28140e-02     2.30243e+04     5.59373e+03
    4.68856e-02     2.08540e+04     5.07457e+03
    5.09858e-02     1.90332e+04     4.72171e+03
    5.51458e-02     1.85419e+04     4.47148e+03
    5.92243e-02     1.66862e+04     4.00685e+03
    6.32864e-02     1.67323e+04     4.04457e+03
    6.73674e-02     1.63402e+04     3.89670e+03
    7.14960e-02     1.52821e+04     3.62308e+03
    7.55894e-02     1.44964e+04     3.41229e+03
    7.96660e-02     1.33780e+04     3.10319e+03
    8.38183e-02     1.24945e+04     2.88906e+03
    8.78941e-02     1.16218e+04     2.65646e+03
    9.19238e-02     1.11218e+04     2.51877e+03
    9.60446e-02     1.04319e+04     2.31778e+03
    1.00128e-01     9.70600e+03     2.12345e+03
    1.04209e-01     9.25967e+03     2.01967e+03
    1.08333e-01     8.84068e+03     1.90485e+03
    1.12448e-01     8.50960e+03     1.80389e+03
    1.16521e-01     8.32680e+03     1.77156e+03
    1.20596e-01     8.42143e+03     1.77550e+03
    1.24665e-01     7.99901e+03     1.66532e+03
    1.28771e-01     7.91845e+03     1.64014e+03
    1.32874e-01     7.78088e+03     1.60027e+03
    1.36975e-01     7.27234e+03     1.47410e+03
    1.41075e-01     7.12483e+03     1.43671e+03
    1.45172e-01     6.72534e+03     1.33572e+03
    1.49268e-01     6.45299e+03     1.26389e+03
    1.53330e-01     6.27955e+03     1.21622e+03
    1.57416e-01     5.97307e+03     1.13267e+03
    1.61514e-01     5.84405e+03     1.09454e+03
    1.65592e-01     5.68287e+03     1.05485e+03
    1.69693e-01     5.38965e+03     9.96658e+02
