# Real space h-h auto- and h-m cross-spectra.
# z=1.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.56970e+04     7.93846e+03
    1.04717e-02     1.98033e+04     1.07382e+04
    1.42665e-02     2.85384e+04     1.53631e+04
    1.81228e-02     3.25167e+04     1.83467e+04
    2.24845e-02     2.75123e+04     1.54437e+04
    2.64508e-02     2.90058e+04     1.60693e+04
    3.04474e-02     2.01627e+04     1.10932e+04
    3.47320e-02     2.03955e+04     1.12806e+04
    3.88308e-02     1.72232e+04     9.31495e+03
    4.28140e-02     1.67551e+04     9.08094e+03
    4.68856e-02     1.58260e+04     8.34710e+03
    5.09858e-02     1.48361e+04     7.90692e+03
    5.51458e-02     1.37815e+04     7.24690e+03
    5.92243e-02     1.29642e+04     6.85394e+03
    6.32864e-02     1.25957e+04     6.57628e+03
    6.73674e-02     1.26021e+04     6.55326e+03
    7.14960e-02     1.18397e+04     6.14787e+03
    7.55894e-02     1.12083e+04     5.71287e+03
    7.96660e-02     1.04445e+04     5.30438e+03
    8.38183e-02     9.87776e+03     4.99062e+03
    8.78941e-02     8.96541e+03     4.46552e+03
    9.19238e-02     8.39305e+03     4.13563e+03
    9.60446e-02     7.96847e+03     3.84139e+03
    1.00128e-01     7.51540e+03     3.57569e+03
    1.04209e-01     7.05409e+03     3.34912e+03
    1.08333e-01     6.66488e+03     3.11922e+03
    1.12448e-01     6.71662e+03     3.14012e+03
    1.16521e-01     6.50460e+03     3.01223e+03
    1.20596e-01     6.23271e+03     2.86350e+03
    1.24665e-01     6.18247e+03     2.84678e+03
    1.28771e-01     6.02134e+03     2.72578e+03
    1.32874e-01     5.79150e+03     2.59872e+03
    1.36975e-01     5.47214e+03     2.43793e+03
    1.41075e-01     5.36271e+03     2.34705e+03
    1.45172e-01     5.18383e+03     2.25617e+03
    1.49268e-01     4.87259e+03     2.05678e+03
    1.53330e-01     4.74794e+03     2.00363e+03
    1.57416e-01     4.52862e+03     1.90256e+03
    1.61514e-01     4.40073e+03     1.82032e+03
    1.65592e-01     4.32532e+03     1.74821e+03
    1.69693e-01     4.21023e+03     1.69158e+03
    1.73803e-01     4.08147e+03     1.60691e+03
    1.77905e-01     4.00634e+03     1.58262e+03
