# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 3.0292e+04 1.5852e+04
1.0472e-02 2.8339e+04 1.4569e+04
1.4266e-02 3.1909e+04 1.6446e+04
1.8123e-02 3.3944e+04 1.7268e+04
2.2484e-02 3.4451e+04 1.7487e+04
2.6451e-02 3.0451e+04 1.5474e+04
3.0447e-02 3.1857e+04 1.6288e+04
3.4732e-02 2.5629e+04 1.2825e+04
3.8831e-02 2.1253e+04 1.0751e+04
4.2814e-02 1.9906e+04 1.0026e+04
4.6886e-02 1.7792e+04 8.9695e+03
5.0986e-02 1.7202e+04 8.6185e+03
5.5146e-02 1.7036e+04 8.4384e+03
5.9224e-02 1.6174e+04 8.1168e+03
6.3286e-02 1.5537e+04 7.6993e+03
6.7367e-02 1.4772e+04 7.3106e+03
7.1496e-02 1.3384e+04 6.5889e+03
7.5589e-02 1.3313e+04 6.5201e+03
7.9666e-02 1.1912e+04 5.8146e+03
8.3818e-02 1.1479e+04 5.6099e+03
8.7894e-02 1.0038e+04 4.8649e+03
9.1924e-02 9.9302e+03 4.7552e+03
9.6045e-02 8.9519e+03 4.2619e+03
1.0013e-01 8.4276e+03 3.9988e+03
1.0421e-01 8.2114e+03 3.8770e+03
1.0833e-01 7.8025e+03 3.6577e+03
1.1245e-01 7.4013e+03 3.4661e+03
1.1652e-01 7.1040e+03 3.3024e+03
1.2060e-01 7.1067e+03 3.2908e+03
1.2466e-01 6.9552e+03 3.2185e+03
1.2877e-01 6.6805e+03 3.0686e+03
1.3287e-01 6.5277e+03 3.0079e+03
1.3698e-01 6.3226e+03 2.8959e+03
1.4107e-01 5.9643e+03 2.7041e+03
1.4517e-01 5.7796e+03 2.6076e+03
1.4927e-01 5.5624e+03 2.4983e+03
1.5333e-01 5.2429e+03 2.3328e+03
1.5742e-01 4.9952e+03 2.2040e+03
1.6151e-01 4.7844e+03 2.1075e+03
1.6559e-01 4.6843e+03 2.0429e+03
1.6969e-01 4.4758e+03 1.9445e+03
1.7380e-01 4.4348e+03 1.9120e+03
1.7790e-01 4.2582e+03 1.8273e+03
1.8200e-01 4.2204e+03 1.7992e+03
1.8609e-01 4.1127e+03 1.7440e+03
1.9016e-01 4.0490e+03 1.7228e+03
1.9424e-01 3.9133e+03 1.6458e+03
1.9833e-01 3.8214e+03 1.6025e+03
2.0243e-01 3.7194e+03 1.5450e+03
2.0652e-01 3.6883e+03 1.5225e+03
2.1063e-01 3.5627e+03 1.4606e+03
2.1472e-01 3.4465e+03 1.4129e+03
2.1883e-01 3.3817e+03 1.3774e+03
2.2290e-01 3.2754e+03 1.3234e+03
