# Real space h-h auto- and h-m cross-spectra.
# z=0.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     8.83779e+03     9.94248e+03
    1.04717e-02     2.02989e+04     2.40063e+04
    1.42665e-02     1.72630e+04     2.07061e+04
    1.81228e-02     1.74656e+04     2.05276e+04
    2.24845e-02     1.73955e+04     2.07901e+04
    2.64508e-02     1.32979e+04     1.54810e+04
    3.04474e-02     1.35387e+04     1.59031e+04
    3.47320e-02     1.08656e+04     1.27566e+04
    3.88308e-02     1.03674e+04     1.19343e+04
    4.28140e-02     9.89238e+03     1.14283e+04
    4.68856e-02     9.08499e+03     1.04594e+04
    5.09858e-02     8.61365e+03     9.82061e+03
    5.51458e-02     7.88718e+03     9.02555e+03
    5.92243e-02     7.23426e+03     8.17778e+03
    6.32864e-02     7.31736e+03     8.19962e+03
    6.73674e-02     6.90664e+03     7.76439e+03
    7.14960e-02     6.51779e+03     7.32666e+03
    7.55894e-02     6.21487e+03     6.90723e+03
    7.96660e-02     5.68254e+03     6.24729e+03
    8.38183e-02     5.27976e+03     5.76675e+03
    8.78941e-02     4.95453e+03     5.33402e+03
    9.19238e-02     4.66311e+03     5.00621e+03
    9.60446e-02     4.28423e+03     4.58106e+03
    1.00128e-01     4.01576e+03     4.23273e+03
    1.04209e-01     3.82669e+03     4.00596e+03
    1.08333e-01     3.69630e+03     3.83539e+03
    1.12448e-01     3.45232e+03     3.58171e+03
    1.16521e-01     3.37998e+03     3.50240e+03
    1.20596e-01     3.31816e+03     3.43393e+03
    1.24665e-01     3.14414e+03     3.20778e+03
    1.28771e-01     3.10304e+03     3.14151e+03
    1.32874e-01     3.04367e+03     3.08345e+03
    1.36975e-01     2.76239e+03     2.76611e+03
    1.41075e-01     2.75778e+03     2.75465e+03
    1.45172e-01     2.60470e+03     2.56035e+03
    1.49268e-01     2.53940e+03     2.48595e+03
    1.53330e-01     2.40162e+03     2.34002e+03
    1.57416e-01     2.27605e+03     2.17379e+03
    1.61514e-01     2.25429e+03     2.14327e+03
    1.65592e-01     2.16354e+03     2.05634e+03
    1.69693e-01     2.12408e+03     1.98049e+03
    1.73803e-01     2.03021e+03     1.89102e+03
    1.77905e-01     1.97746e+03     1.82625e+03
    1.82001e-01     1.92464e+03     1.77733e+03
    1.86092e-01     1.88719e+03     1.72778e+03
    1.90161e-01     1.83315e+03     1.66039e+03
    1.94237e-01     1.79773e+03     1.63109e+03
    1.98334e-01     1.76122e+03     1.56175e+03
    2.02427e-01     1.70662e+03     1.50333e+03
    2.06523e-01     1.65627e+03     1.46385e+03
    2.10626e-01     1.63105e+03     1.41791e+03
    2.14724e-01     1.59238e+03     1.37686e+03
    2.18827e-01     1.53097e+03     1.31496e+03
    2.22903e-01     1.51903e+03     1.28723e+03
    2.26990e-01     1.47702e+03     1.25370e+03
    2.31084e-01     1.43855e+03     1.19330e+03
    2.35153e-01     1.40598e+03     1.15842e+03
    2.39244e-01     1.40245e+03     1.15586e+03
    2.43338e-01     1.34247e+03     1.09374e+03
    2.47445e-01     1.33901e+03     1.07746e+03
    2.51539e-01     1.32766e+03     1.07438e+03
    2.55609e-01     1.28673e+03     1.02428e+03
    2.59718e-01     1.25234e+03     9.88630e+02
    2.63814e-01     1.25553e+03     9.82249e+02
    2.67904e-01     1.21740e+03     9.43163e+02
    2.71993e-01     1.20069e+03     9.30235e+02
    2.76068e-01     1.17775e+03     9.02897e+02
    2.80171e-01     1.15546e+03     8.73829e+02
    2.84268e-01     1.14814e+03     8.56269e+02
    2.88346e-01     1.11837e+03     8.33360e+02
    2.92426e-01     1.10579e+03     8.06731e+02
    2.96514e-01     1.09872e+03     8.00662e+02
    3.00627e-01     1.07407e+03     7.78843e+02
    3.04729e-01     1.06456e+03     7.57547e+02
    3.08821e-01     1.04658e+03     7.51541e+02
    3.12919e-01     1.02473e+03     7.27629e+02
    3.16999e-01     1.01166e+03     7.10770e+02
    3.21078e-01     1.00651e+03     7.00542e+02
    3.25167e-01     9.92104e+02     6.80115e+02
    3.29247e-01     9.82127e+02     6.70580e+02
    3.33333e-01     9.73551e+02     6.60308e+02
    3.37443e-01     9.60346e+02     6.48422e+02
    3.41545e-01     9.48952e+02     6.35139e+02
    3.45625e-01     9.26935e+02     6.06680e+02
    3.49715e-01     9.21619e+02     6.05767e+02
    3.53817e-01     9.19819e+02     5.98190e+02
    3.57906e-01     9.03180e+02     5.83161e+02
    3.61975e-01     8.95678e+02     5.75829e+02
    3.66071e-01     8.84361e+02     5.62833e+02
