# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.8710e+04 1.3874e+04
1.0472e-02 3.3117e+04 1.5725e+04
1.4266e-02 3.9094e+04 1.8897e+04
1.8123e-02 3.2276e+04 1.5872e+04
2.2484e-02 3.4211e+04 1.6765e+04
2.6451e-02 3.0833e+04 1.4985e+04
3.0447e-02 3.0698e+04 1.4909e+04
3.4732e-02 2.6311e+04 1.2786e+04
3.8831e-02 2.4347e+04 1.1819e+04
4.2814e-02 2.2733e+04 1.1005e+04
4.6886e-02 1.9222e+04 9.2648e+03
5.0986e-02 1.8166e+04 8.7504e+03
5.5146e-02 1.8647e+04 8.9737e+03
5.9224e-02 1.7357e+04 8.4005e+03
6.3286e-02 1.6321e+04 7.8549e+03
6.7367e-02 1.5914e+04 7.6208e+03
7.1496e-02 1.4795e+04 7.0702e+03
7.5589e-02 1.3668e+04 6.5106e+03
7.9666e-02 1.3331e+04 6.3251e+03
8.3818e-02 1.1819e+04 5.5566e+03
8.7894e-02 1.1381e+04 5.3129e+03
9.1924e-02 1.0469e+04 4.8594e+03
9.6045e-02 9.8511e+03 4.5686e+03
1.0013e-01 9.2700e+03 4.2487e+03
1.0421e-01 8.4393e+03 3.8448e+03
1.0833e-01 8.2283e+03 3.7374e+03
1.1245e-01 8.0616e+03 3.6635e+03
1.1652e-01 7.8174e+03 3.5352e+03
1.2060e-01 7.3906e+03 3.3367e+03
1.2466e-01 7.3842e+03 3.3006e+03
1.2877e-01 7.2803e+03 3.2595e+03
1.3287e-01 6.9936e+03 3.0953e+03
1.3698e-01 6.8749e+03 3.0299e+03
1.4107e-01 6.4531e+03 2.8435e+03
1.4517e-01 6.0840e+03 2.6479e+03
1.4927e-01 5.8198e+03 2.5125e+03
1.5333e-01 5.6873e+03 2.4394e+03
1.5742e-01 5.3056e+03 2.2593e+03
1.6151e-01 5.0936e+03 2.1571e+03
1.6559e-01 4.9728e+03 2.1120e+03
1.6969e-01 4.8140e+03 2.0056e+03
1.7380e-01 4.7392e+03 1.9698e+03
1.7790e-01 4.6105e+03 1.9168e+03
1.8200e-01 4.4801e+03 1.8452e+03
1.8609e-01 4.4626e+03 1.8329e+03
1.9016e-01 4.3168e+03 1.7589e+03
1.9424e-01 4.2756e+03 1.7331e+03
1.9833e-01 4.0934e+03 1.6578e+03
