# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.7515e+04 1.4003e+04
1.0472e-02 2.8795e+04 2.3242e+04
1.4266e-02 3.6545e+04 3.0998e+04
1.8123e-02 3.4656e+04 2.8386e+04
2.2484e-02 3.1274e+04 2.5709e+04
2.6451e-02 2.9772e+04 2.4955e+04
3.0447e-02 2.7422e+04 2.2623e+04
3.4732e-02 2.4555e+04 2.0337e+04
3.8831e-02 2.1681e+04 1.7862e+04
4.2814e-02 1.9716e+04 1.6192e+04
4.6886e-02 1.9527e+04 1.6031e+04
5.0986e-02 1.7970e+04 1.4812e+04
5.5146e-02 1.5367e+04 1.2430e+04
5.9224e-02 1.6417e+04 1.3355e+04
6.3286e-02 1.4745e+04 1.1980e+04
6.7367e-02 1.4225e+04 1.1480e+04
7.1496e-02 1.2875e+04 1.0442e+04
7.5589e-02 1.2548e+04 1.0147e+04
7.9666e-02 1.1954e+04 9.6150e+03
8.3818e-02 1.1078e+04 8.8638e+03
8.7894e-02 1.0030e+04 7.9543e+03
9.1924e-02 9.6286e+03 7.6348e+03
9.6045e-02 9.2243e+03 7.3279e+03
1.0013e-01 8.1209e+03 6.4226e+03
1.0421e-01 7.7102e+03 6.0605e+03
1.0833e-01 7.3198e+03 5.7022e+03
1.1245e-01 7.2681e+03 5.6592e+03
1.1652e-01 6.9822e+03 5.4165e+03
1.2060e-01 6.5911e+03 5.1081e+03
1.2466e-01 6.4035e+03 4.9728e+03
1.2877e-01 6.3652e+03 4.9067e+03
1.3287e-01 6.0869e+03 4.7031e+03
1.3698e-01 5.9323e+03 4.5396e+03
1.4107e-01 5.5381e+03 4.2368e+03
1.4517e-01 5.4373e+03 4.1436e+03
1.4927e-01 5.0810e+03 3.8750e+03
1.5333e-01 4.9803e+03 3.7524e+03
1.5742e-01 4.7937e+03 3.6065e+03
1.6151e-01 4.5772e+03 3.4626e+03
1.6559e-01 4.3615e+03 3.2679e+03
1.6969e-01 4.2289e+03 3.1678e+03
1.7380e-01 4.1314e+03 3.0770e+03
1.7790e-01 4.0684e+03 3.0325e+03
1.8200e-01 3.9802e+03 2.9598e+03
1.8609e-01 3.9144e+03 2.8896e+03
1.9016e-01 3.7625e+03 2.7722e+03
1.9424e-01 3.6648e+03 2.6967e+03
1.9833e-01 3.5602e+03 2.6112e+03
2.0243e-01 3.5133e+03 2.5702e+03
2.0652e-01 3.4109e+03 2.4832e+03
2.1063e-01 3.2873e+03 2.3884e+03
2.1472e-01 3.2157e+03 2.3192e+03
2.1883e-01 3.1537e+03 2.2670e+03
2.2290e-01 3.0413e+03 2.1934e+03
2.2699e-01 3.0154e+03 2.1632e+03
2.3108e-01 2.9771e+03 2.1169e+03
2.3515e-01 2.8906e+03 2.0523e+03
2.3924e-01 2.8361e+03 2.0076e+03
2.4334e-01 2.7808e+03 1.9672e+03
2.4744e-01 2.7196e+03 1.9112e+03
2.5154e-01 2.6592e+03 1.8675e+03
2.5561e-01 2.6276e+03 1.8411e+03
2.5972e-01 2.5730e+03 1.8003e+03
2.6381e-01 2.4995e+03 1.7327e+03
2.6790e-01 2.5020e+03 1.7372e+03
2.7199e-01 2.4396e+03 1.6891e+03
2.7607e-01 2.3844e+03 1.6497e+03
2.8017e-01 2.3514e+03 1.6158e+03
2.8427e-01 2.3019e+03 1.5799e+03
2.8835e-01 2.2908e+03 1.5679e+03
2.9243e-01 2.2412e+03 1.5254e+03
2.9651e-01 2.2083e+03 1.4990e+03
3.0063e-01 2.1740e+03 1.4728e+03
3.0473e-01 2.1229e+03 1.4318e+03
3.0882e-01 2.0873e+03 1.4116e+03
3.1292e-01 2.0927e+03 1.4106e+03
3.1700e-01 2.0506e+03 1.3777e+03
3.2108e-01 2.0156e+03 1.3524e+03
3.2517e-01 2.0024e+03 1.3331e+03
3.2925e-01 1.9695e+03 1.3112e+03
3.3333e-01 1.9273e+03 1.2748e+03
3.3744e-01 1.9356e+03 1.2758e+03
3.4154e-01 1.8932e+03 1.2430e+03
3.4562e-01 1.8864e+03 1.2402e+03
3.4972e-01 1.8619e+03 1.2178e+03
3.5382e-01 1.8327e+03 1.1959e+03
3.5791e-01 1.8125e+03 1.1840e+03
3.6198e-01 1.8025e+03 1.1688e+03
