# Real space h-h auto- and h-m cross-spectra.
# z=1.500, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     8.68248e+03     4.64465e+03
    1.04717e-02     1.88679e+04     1.06704e+04
    1.42665e-02     1.86303e+04     1.03690e+04
    1.81228e-02     2.17118e+04     1.23465e+04
    2.24845e-02     1.86340e+04     1.03962e+04
    2.64508e-02     1.60941e+04     8.94934e+03
    3.04474e-02     1.46331e+04     8.09958e+03
    3.47320e-02     1.51163e+04     8.31575e+03
    3.88308e-02     1.16533e+04     6.50786e+03
    4.28140e-02     1.17862e+04     6.45458e+03
    4.68856e-02     1.06721e+04     5.81565e+03
    5.09858e-02     9.12288e+03     4.89913e+03
    5.51458e-02     8.89249e+03     4.80265e+03
    5.92243e-02     8.59529e+03     4.68078e+03
    6.32864e-02     8.63453e+03     4.64945e+03
    6.73674e-02     7.63400e+03     4.09309e+03
    7.14960e-02     7.56384e+03     4.05280e+03
    7.55894e-02     7.16076e+03     3.82349e+03
    7.96660e-02     6.51809e+03     3.48446e+03
    8.38183e-02     6.37378e+03     3.36259e+03
    8.78941e-02     5.91158e+03     3.08464e+03
    9.19238e-02     5.35653e+03     2.77921e+03
    9.60446e-02     5.07127e+03     2.61129e+03
    1.00128e-01     4.75853e+03     2.42839e+03
    1.04209e-01     4.59319e+03     2.32161e+03
    1.08333e-01     4.28864e+03     2.16504e+03
    1.12448e-01     4.13060e+03     2.04824e+03
    1.16521e-01     3.97117e+03     1.98272e+03
    1.20596e-01     3.89614e+03     1.92434e+03
    1.24665e-01     3.74587e+03     1.85092e+03
    1.28771e-01     3.67220e+03     1.80988e+03
    1.32874e-01     3.64487e+03     1.76802e+03
    1.36975e-01     3.42375e+03     1.65926e+03
    1.41075e-01     3.26530e+03     1.57069e+03
    1.45172e-01     3.11911e+03     1.48943e+03
    1.49268e-01     3.00880e+03     1.41961e+03
    1.53330e-01     2.87574e+03     1.34538e+03
    1.57416e-01     2.80556e+03     1.29562e+03
    1.61514e-01     2.59468e+03     1.18996e+03
    1.65592e-01     2.54033e+03     1.15209e+03
    1.69693e-01     2.48653e+03     1.11941e+03
    1.73803e-01     2.41491e+03     1.08175e+03
    1.77905e-01     2.38232e+03     1.06641e+03
    1.82001e-01     2.29375e+03     1.01836e+03
    1.86092e-01     2.26785e+03     1.00004e+03
    1.90161e-01     2.22860e+03     9.81633e+02
    1.94237e-01     2.19153e+03     9.55920e+02
    1.98334e-01     2.14807e+03     9.31251e+02
    2.02427e-01     2.06065e+03     8.84631e+02
    2.06523e-01     1.98545e+03     8.41643e+02
    2.10626e-01     1.98677e+03     8.36324e+02
    2.14724e-01     1.89765e+03     7.90173e+02
    2.18827e-01     1.83250e+03     7.57151e+02
    2.22903e-01     1.79822e+03     7.35888e+02
    2.26990e-01     1.73838e+03     7.08209e+02
    2.31084e-01     1.70013e+03     6.81167e+02
    2.35153e-01     1.68015e+03     6.71775e+02
    2.39244e-01     1.66327e+03     6.59593e+02
    2.43338e-01     1.60513e+03     6.33061e+02
    2.47445e-01     1.59591e+03     6.23049e+02
    2.51539e-01     1.57838e+03     6.15141e+02
    2.55609e-01     1.54602e+03     5.95161e+02
    2.59718e-01     1.52832e+03     5.86276e+02
    2.63814e-01     1.50481e+03     5.71628e+02
    2.67904e-01     1.47055e+03     5.55389e+02
    2.71993e-01     1.44781e+03     5.39314e+02
    2.76068e-01     1.43266e+03     5.28396e+02
    2.80171e-01     1.38673e+03     5.06905e+02
    2.84268e-01     1.37482e+03     5.00513e+02
    2.88346e-01     1.34510e+03     4.86848e+02
    2.92426e-01     1.31990e+03     4.69934e+02
    2.96514e-01     1.30407e+03     4.62693e+02
    3.00627e-01     1.28964e+03     4.54175e+02
    3.04729e-01     1.27815e+03     4.46991e+02
    3.08821e-01     1.26733e+03     4.39268e+02
    3.12919e-01     1.23373e+03     4.24264e+02
    3.16999e-01     1.22380e+03     4.18372e+02
    3.21078e-01     1.22268e+03     4.11717e+02
    3.25167e-01     1.19864e+03     4.02950e+02
    3.29247e-01     1.17608e+03     3.92017e+02
    3.33333e-01     1.16930e+03     3.86429e+02
    3.37443e-01     1.15138e+03     3.77192e+02
    3.41545e-01     1.14025e+03     3.69580e+02
    3.45625e-01     1.11729e+03     3.60217e+02
    3.49715e-01     1.12338e+03     3.58249e+02
    3.53817e-01     1.08592e+03     3.44971e+02
    3.57906e-01     1.09315e+03     3.43006e+02
