# Real space auto- and cross-spectra.
# z=2.000, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     8.49482e+04     1.51511e+04     3.26995e+03
    1.04717e-02     9.19278e+04     1.45149e+04     2.95153e+03
    1.42665e-02     1.00903e+05     1.79034e+04     3.98310e+03
    1.81228e-02     1.18447e+05     2.17526e+04     4.65298e+03
    2.24845e-02     1.08932e+05     1.90005e+04     4.06355e+03
    2.64508e-02     1.04389e+05     1.76510e+04     3.71598e+03
    3.04474e-02     9.11099e+04     1.59781e+04     3.57655e+03
    3.47320e-02     9.36850e+04     1.64570e+04     3.58005e+03
    3.88308e-02     7.67815e+04     1.26229e+04     2.78937e+03
    4.28140e-02     7.05639e+04     1.13758e+04     2.44687e+03
    4.68856e-02     6.71465e+04     1.04606e+04     2.25375e+03
    5.09858e-02     6.47812e+04     1.00437e+04     2.16316e+03
    5.51458e-02     6.21187e+04     9.27941e+03     2.01627e+03
    5.92243e-02     5.94596e+04     9.03986e+03     1.96660e+03
    6.32864e-02     5.95499e+04     8.80442e+03     1.88440e+03
    6.73674e-02     5.86354e+04     8.53202e+03     1.82252e+03
    7.14960e-02     5.58977e+04     7.80802e+03     1.65107e+03
    7.55894e-02     5.38532e+04     7.43291e+03     1.57812e+03
    7.96660e-02     5.10002e+04     6.88774e+03     1.46744e+03
    8.38183e-02     4.78743e+04     6.36786e+03     1.35797e+03
    8.78941e-02     4.67385e+04     5.87484e+03     1.24627e+03
    9.19238e-02     4.53670e+04     5.57225e+03     1.16613e+03
    9.60446e-02     4.17743e+04     4.91962e+03     1.03273e+03
    1.00128e-01     4.07490e+04     4.68727e+03     9.89646e+02
    1.04209e-01     3.97025e+04     4.46518e+03     9.33089e+02
    1.08333e-01     3.90877e+04     4.21273e+03     8.61367e+02
    1.12448e-01     3.70344e+04     3.98767e+03     8.32345e+02
    1.16521e-01     3.79230e+04     4.04647e+03     8.22202e+02
    1.20596e-01     3.60726e+04     3.76975e+03     7.84273e+02
    1.24665e-01     3.58236e+04     3.67320e+03     7.57738e+02
    1.28771e-01     3.63563e+04     3.68205e+03     7.36532e+02
    1.32874e-01     3.48622e+04     3.48545e+03     7.19326e+02
    1.36975e-01     3.45144e+04     3.35518e+03     6.86325e+02
    1.41075e-01     3.39162e+04     3.20241e+03     6.46296e+02
    1.45172e-01     3.30069e+04     3.04281e+03     6.10919e+02
    1.49268e-01     3.21544e+04     2.85279e+03     5.66326e+02
    1.53330e-01     3.17093e+04     2.71747e+03     5.37855e+02
    1.57416e-01     3.10884e+04     2.60100e+03     5.10355e+02
    1.61514e-01     3.00590e+04     2.43255e+03     4.78435e+02
    1.65592e-01     3.04893e+04     2.43800e+03     4.76757e+02
    1.69693e-01     2.89240e+04     2.26204e+03     4.44012e+02
    1.73803e-01     2.89612e+04     2.23460e+03     4.35476e+02
    1.77905e-01     2.90864e+04     2.19706e+03     4.22110e+02
    1.82001e-01     2.86344e+04     2.14946e+03     4.10006e+02
    1.86092e-01     2.79526e+04     2.03397e+03     3.92789e+02
    1.90161e-01     2.83024e+04     2.05191e+03     3.87243e+02
    1.94237e-01     2.78015e+04     1.98230e+03     3.76646e+02
    1.98334e-01     2.75056e+04     1.92829e+03     3.67482e+02
    2.02427e-01     2.74292e+04     1.87734e+03     3.54597e+02
    2.06523e-01     2.66157e+04     1.81865e+03     3.41874e+02
    2.10626e-01     2.66559e+04     1.76915e+03     3.31145e+02
    2.14724e-01     2.64105e+04     1.70212e+03     3.16558e+02
    2.18827e-01     2.61587e+04     1.64602e+03     3.04329e+02
    2.22903e-01     2.57275e+04     1.58118e+03     2.90654e+02
    2.26990e-01     2.59829e+04     1.55747e+03     2.79772e+02
    2.31084e-01     2.55562e+04     1.52126e+03     2.72108e+02
