# Real space auto- and cross-spectra.
# z=2.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     2.10687e+04     6.53924e+03     2.13102e+03
    1.04717e-02     5.50320e+04     1.64426e+04     5.15852e+03
    1.42665e-02     5.00564e+04     1.47765e+04     4.56776e+03
    1.81228e-02     4.70360e+04     1.42179e+04     4.49387e+03
    2.24845e-02     4.97627e+04     1.47875e+04     4.61023e+03
    2.64508e-02     3.69699e+04     1.08253e+04     3.41162e+03
    3.04474e-02     3.76168e+04     1.10924e+04     3.49583e+03
    3.47320e-02     3.19816e+04     9.20400e+03     2.88549e+03
    3.88308e-02     2.98913e+04     8.53853e+03     2.66034e+03
    4.28140e-02     2.98333e+04     8.35619e+03     2.55826e+03
    4.68856e-02     2.75689e+04     7.65164e+03     2.34136e+03
    5.09858e-02     2.49668e+04     7.04795e+03     2.21725e+03
    5.51458e-02     2.37767e+04     6.60538e+03     2.05232e+03
    5.92243e-02     2.19936e+04     6.00912e+03     1.85418e+03
    6.32864e-02     2.19742e+04     6.03519e+03     1.87752e+03
    6.73674e-02     2.15731e+04     5.82068e+03     1.78771e+03
    7.14960e-02     1.99187e+04     5.39241e+03     1.67355e+03
    7.55894e-02     1.90884e+04     5.09037e+03     1.57500e+03
    7.96660e-02     1.76715e+04     4.63251e+03     1.42139e+03
    8.38183e-02     1.67889e+04     4.34105e+03     1.33257e+03
    8.78941e-02     1.55082e+04     3.96223e+03     1.22552e+03
    9.19238e-02     1.49437e+04     3.78229e+03     1.16019e+03
    9.60446e-02     1.38804e+04     3.44600e+03     1.05715e+03
    1.00128e-01     1.29388e+04     3.16708e+03     9.70784e+02
    1.04209e-01     1.26459e+04     3.04965e+03     9.25198e+02
    1.08333e-01     1.18770e+04     2.83895e+03     8.69894e+02
    1.12448e-01     1.14760e+04     2.70062e+03     8.22884e+02
    1.16521e-01     1.13525e+04     2.66178e+03     8.10011e+02
    1.20596e-01     1.13889e+04     2.65784e+03     8.00905e+02
    1.24665e-01     1.09254e+04     2.50944e+03     7.55809e+02
    1.28771e-01     1.06718e+04     2.43905e+03     7.39450e+02
    1.32874e-01     1.04911e+04     2.39814e+03     7.21606e+02
    1.36975e-01     9.95328e+03     2.21484e+03     6.61991e+02
    1.41075e-01     9.82025e+03     2.15779e+03     6.47602e+02
    1.45172e-01     9.34341e+03     2.01893e+03     6.04655e+02
    1.49268e-01     9.01271e+03     1.91212e+03     5.73211e+02
    1.53330e-01     8.74577e+03     1.83941e+03     5.46387e+02
    1.57416e-01     8.38576e+03     1.72629e+03     5.07357e+02
    1.61514e-01     8.09965e+03     1.65321e+03     4.89157e+02
    1.65592e-01     8.02928e+03     1.60599e+03     4.71256e+02
    1.69693e-01     7.77429e+03     1.53369e+03     4.50290e+02
    1.73803e-01     7.57428e+03     1.47646e+03     4.31281e+02
    1.77905e-01     7.47451e+03     1.45197e+03     4.23130e+02
    1.82001e-01     7.25487e+03     1.38676e+03     4.05232e+02
    1.86092e-01     7.25303e+03     1.36855e+03     3.98674e+02
    1.90161e-01     7.14578e+03     1.33961e+03     3.88723e+02
    1.94237e-01     7.01821e+03     1.31878e+03     3.84565e+02
    1.98334e-01     6.84634e+03     1.25690e+03     3.65954e+02
    2.02427e-01     6.71657e+03     1.23029e+03     3.54252e+02
    2.06523e-01     6.67151e+03     1.19392e+03     3.42464e+02
    2.10626e-01     6.39411e+03     1.13577e+03     3.28891e+02
    2.14724e-01     6.27742e+03     1.10081e+03     3.14907e+02
    2.18827e-01     6.20011e+03     1.05633e+03     3.00650e+02
    2.22903e-01     6.07253e+03     1.01701e+03     2.88149e+02
    2.26990e-01     6.06119e+03     1.00781e+03     2.83509e+02
    2.31084e-01     5.82984e+03     9.53897e+02     2.70451e+02
    2.35153e-01     5.76157e+03     9.33619e+02     2.63636e+02
    2.39244e-01     5.72869e+03     9.20617e+02     2.59896e+02
    2.43338e-01     5.68459e+03     8.98160e+02     2.50901e+02
    2.47445e-01     5.59938e+03     8.77657e+02     2.45292e+02
    2.51539e-01     5.58046e+03     8.71196e+02     2.42761e+02
    2.55609e-01     5.44047e+03     8.42912e+02     2.36267e+02
    2.59718e-01     5.43655e+03     8.29377e+02     2.29710e+02
    2.63814e-01     5.33499e+03     8.02124e+02     2.22764e+02
    2.67904e-01     5.24840e+03     7.77195e+02     2.15445e+02
    2.71993e-01     5.26868e+03     7.84547e+02     2.15991e+02
    2.76068e-01     5.09974e+03     7.35990e+02     2.03193e+02
    2.80171e-01     5.07179e+03     7.26615e+02     1.99069e+02
    2.84268e-01     5.00455e+03     7.06249e+02     1.93000e+02
    2.88346e-01     4.96101e+03     6.90215e+02     1.88092e+02
    2.92426e-01     4.87912e+03     6.75309e+02     1.83799e+02
    2.96514e-01     4.81414e+03     6.58879e+02     1.78718e+02
    3.00627e-01     4.79691e+03     6.48249e+02     1.75147e+02
