# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 2.6866e+04 1.3476e+04
1.0472e-02 2.2336e+04 1.1676e+04
1.4266e-02 3.0451e+04 1.5857e+04
1.8123e-02 3.7276e+04 1.9000e+04
2.2484e-02 3.2374e+04 1.6493e+04
2.6451e-02 2.9015e+04 1.4937e+04
3.0447e-02 2.8684e+04 1.4544e+04
3.4732e-02 2.8814e+04 1.4588e+04
3.8831e-02 2.2793e+04 1.1407e+04
4.2814e-02 1.9680e+04 9.9299e+03
4.6886e-02 1.8366e+04 9.1774e+03
5.0986e-02 1.7528e+04 8.7764e+03
5.5146e-02 1.6645e+04 8.2566e+03
5.9224e-02 1.6208e+04 8.0267e+03
6.3286e-02 1.5451e+04 7.6595e+03
6.7367e-02 1.4858e+04 7.3726e+03
7.1496e-02 1.3589e+04 6.7135e+03
7.5589e-02 1.3054e+04 6.4306e+03
7.9666e-02 1.2259e+04 5.9987e+03
8.3818e-02 1.1453e+04 5.5613e+03
8.7894e-02 1.0715e+04 5.1578e+03
9.1924e-02 9.9947e+03 4.7981e+03
9.6045e-02 8.9643e+03 4.2737e+03
1.0013e-01 8.7621e+03 4.1292e+03
1.0421e-01 8.2065e+03 3.8770e+03
1.0833e-01 7.6097e+03 3.5760e+03
1.1245e-01 7.5349e+03 3.5141e+03
1.1652e-01 7.3820e+03 3.4439e+03
1.2060e-01 7.0503e+03 3.2712e+03
1.2466e-01 6.8749e+03 3.1687e+03
1.2877e-01 6.7396e+03 3.0963e+03
1.3287e-01 6.5923e+03 3.0250e+03
1.3698e-01 6.3498e+03 2.8915e+03
1.4107e-01 6.0331e+03 2.7343e+03
1.4517e-01 5.7337e+03 2.5873e+03
1.4927e-01 5.4358e+03 2.4286e+03
1.5333e-01 5.2143e+03 2.3071e+03
1.5742e-01 4.9795e+03 2.1949e+03
1.6151e-01 4.7518e+03 2.0773e+03
1.6559e-01 4.7698e+03 2.0732e+03
1.6969e-01 4.5101e+03 1.9496e+03
1.7380e-01 4.4635e+03 1.9174e+03
1.7790e-01 4.2916e+03 1.8435e+03
1.8200e-01 4.1921e+03 1.7897e+03
1.8609e-01 4.0853e+03 1.7314e+03
1.9016e-01 4.0419e+03 1.7049e+03
1.9424e-01 3.9452e+03 1.6578e+03
1.9833e-01 3.8934e+03 1.6235e+03
2.0243e-01 3.7849e+03 1.5773e+03
2.0652e-01 3.6880e+03 1.5240e+03
2.1063e-01 3.5985e+03 1.4757e+03
2.1472e-01 3.5078e+03 1.4321e+03
2.1883e-01 3.4150e+03 1.3820e+03
2.2290e-01 3.2738e+03 1.3182e+03
2.2699e-01 3.2452e+03 1.2900e+03
2.3108e-01 3.1987e+03 1.2665e+03
2.3515e-01 3.0680e+03 1.2121e+03
2.3924e-01 3.0045e+03 1.1810e+03
2.4334e-01 3.0120e+03 1.1774e+03
2.4744e-01 2.9410e+03 1.1410e+03
2.5154e-01 2.8892e+03 1.1164e+03
2.5561e-01 2.8465e+03 1.0940e+03
2.5972e-01 2.7918e+03 1.0708e+03
2.6381e-01 2.7631e+03 1.0543e+03
2.6790e-01 2.6799e+03 1.0131e+03
2.7199e-01 2.6580e+03 9.9668e+02
2.7607e-01 2.6219e+03 9.7872e+02
2.8017e-01 2.5688e+03 9.5635e+02
2.8427e-01 2.5485e+03 9.4258e+02
2.8835e-01 2.4837e+03 9.1535e+02
2.9243e-01 2.4428e+03 8.9074e+02
2.9651e-01 2.4044e+03 8.7025e+02
3.0063e-01 2.3768e+03 8.6100e+02
3.0473e-01 2.3415e+03 8.4024e+02
3.0882e-01 2.3040e+03 8.2647e+02
3.1292e-01 2.2886e+03 8.1504e+02
3.1700e-01 2.2466e+03 7.9665e+02
3.2108e-01 2.2195e+03 7.7989e+02
3.2517e-01 2.2132e+03 7.7355e+02
3.2925e-01 2.1808e+03 7.6115e+02
3.3333e-01 2.1254e+03 7.3469e+02
3.3744e-01 2.0930e+03 7.2275e+02
3.4154e-01 2.0865e+03 7.1418e+02
3.4562e-01 2.0570e+03 7.0043e+02
3.4972e-01 2.0409e+03 6.9097e+02
3.5382e-01 2.0177e+03 6.8238e+02
3.5791e-01 1.9799e+03 6.6746e+02
3.6198e-01 1.9623e+03 6.5512e+02
3.6607e-01 1.9495e+03 6.4802e+02
3.7019e-01 1.9220e+03 6.3438e+02
3.7428e-01 1.9188e+03 6.3201e+02
3.7836e-01 1.8818e+03 6.1714e+02
3.8245e-01 1.8562e+03 6.0458e+02
3.8653e-01 1.8645e+03 6.0396e+02
3.9062e-01 1.8228e+03 5.8880e+02
3.9471e-01 1.8131e+03 5.7986e+02
3.9879e-01 1.8029e+03 5.7690e+02
4.0290e-01 1.7895e+03 5.6769e+02
4.0699e-01 1.7623e+03 5.5671e+02
4.1107e-01 1.7453e+03 5.4859e+02
4.1517e-01 1.7357e+03 5.4250e+02
4.1926e-01 1.7148e+03 5.3370e+02
4.2335e-01 1.7044e+03 5.2673e+02
4.2745e-01 1.6924e+03 5.2102e+02
4.3153e-01 1.6810e+03 5.1622e+02
4.3562e-01 1.6695e+03 5.1088e+02
4.3972e-01 1.6544e+03 5.0259e+02
4.4380e-01 1.6438e+03 4.9835e+02
4.4789e-01 1.6316e+03 4.9198e+02
4.5198e-01 1.6053e+03 4.8164e+02
4.5607e-01 1.5979e+03 4.7738e+02
4.6017e-01 1.5911e+03 4.7406e+02
4.6426e-01 1.5760e+03 4.6628e+02
4.6835e-01 1.5691e+03 4.6142e+02
4.7245e-01 1.5564e+03 4.5646e+02
4.7654e-01 1.5406e+03 4.5066e+02
4.8063e-01 1.5342e+03 4.4676e+02
4.8472e-01 1.5136e+03 4.3765e+02
4.8879e-01 1.5085e+03 4.3586e+02
4.9289e-01 1.4914e+03 4.2897e+02
4.9698e-01 1.4883e+03 4.2554e+02
5.0107e-01 1.4786e+03 4.1987e+02
5.0517e-01 1.4690e+03 4.1622e+02
5.0927e-01 1.4579e+03 4.1240e+02
5.1337e-01 1.4538e+03 4.0964e+02
5.1744e-01 1.4327e+03 4.0124e+02
5.2152e-01 1.4417e+03 4.0179e+02
5.2561e-01 1.4254e+03 3.9536e+02
5.2971e-01 1.4158e+03 3.9177e+02
5.3380e-01 1.4050e+03 3.8697e+02
5.3789e-01 1.4055e+03 3.8629e+02
5.4199e-01 1.3986e+03 3.8167e+02
5.4609e-01 1.3887e+03 3.7673e+02
5.5017e-01 1.3802e+03 3.7424e+02
5.5425e-01 1.3660e+03 3.6775e+02
5.5835e-01 1.3547e+03 3.6419e+02
5.6244e-01 1.3557e+03 3.6320e+02
5.6653e-01 1.3467e+03 3.5922e+02
5.7062e-01 1.3352e+03 3.5359e+02
5.7471e-01 1.3264e+03 3.5035e+02
5.7880e-01 1.3309e+03 3.5132e+02
5.8288e-01 1.3193e+03 3.4657e+02
5.8698e-01 1.3137e+03 3.4410e+02
5.9107e-01 1.3067e+03 3.4069e+02
5.9517e-01 1.2965e+03 3.3636e+02
5.9926e-01 1.2968e+03 3.3469e+02
6.0335e-01 1.2860e+03 3.3141e+02
6.0745e-01 1.2781e+03 3.2874e+02
6.1154e-01 1.2731e+03 3.2470e+02
6.1562e-01 1.2701e+03 3.2434e+02
6.1970e-01 1.2641e+03 3.2122e+02
6.2379e-01 1.2565e+03 3.1818e+02
6.2789e-01 1.2572e+03 3.1757e+02
6.3199e-01 1.2449e+03 3.1264e+02
6.3607e-01 1.2366e+03 3.0942e+02
6.4016e-01 1.2349e+03 3.0724e+02
6.4424e-01 1.2261e+03 3.0512e+02
6.4834e-01 1.2207e+03 3.0188e+02
6.5243e-01 1.2152e+03 3.0060e+02
6.5651e-01 1.2118e+03 2.9904e+02
6.6061e-01 1.2075e+03 2.9549e+02
6.6471e-01 1.2086e+03 2.9526e+02
6.6880e-01 1.1977e+03 2.9120e+02
6.7289e-01 1.1897e+03 2.8901e+02
6.7698e-01 1.1919e+03 2.8743e+02
6.8107e-01 1.1883e+03 2.8642e+02
6.8516e-01 1.1794e+03 2.8367e+02
6.8925e-01 1.1720e+03 2.8077e+02
6.9334e-01 1.1746e+03 2.8028e+02
6.9743e-01 1.1734e+03 2.7854e+02
7.0153e-01 1.1608e+03 2.7523e+02
7.0562e-01 1.1606e+03 2.7400e+02
7.0971e-01 1.1479e+03 2.7079e+02
7.1380e-01 1.1474e+03 2.6935e+02
7.1789e-01 1.1398e+03 2.6694e+02
7.2198e-01 1.1417e+03 2.6662e+02
7.2606e-01 1.1376e+03 2.6451e+02
7.3015e-01 1.1357e+03 2.6289e+02
7.3424e-01 1.1302e+03 2.6138e+02
7.3834e-01 1.1213e+03 2.5824e+02
7.4243e-01 1.1208e+03 2.5761e+02
7.4651e-01 1.1226e+03 2.5737e+02
7.5061e-01 1.1130e+03 2.5377e+02
7.5471e-01 1.1090e+03 2.5217e+02
7.5879e-01 1.1026e+03 2.4990e+02
7.6289e-01 1.1013e+03 2.4898e+02
7.6699e-01 1.0975e+03 2.4702e+02
7.7107e-01 1.0964e+03 2.4675e+02
7.7515e-01 1.0907e+03 2.4386e+02
7.7924e-01 1.0880e+03 2.4332e+02
7.8334e-01 1.0876e+03 2.4230e+02
7.8743e-01 1.0828e+03 2.4110e+02
7.9151e-01 1.0801e+03 2.3937e+02
7.9561e-01 1.0711e+03 2.3664e+02
7.9970e-01 1.0749e+03 2.3711e+02
8.0380e-01 1.0672e+03 2.3438e+02
8.0788e-01 1.0625e+03 2.3265e+02
8.1196e-01 1.0608e+03 2.3184e+02
8.1606e-01 1.0613e+03 2.3122e+02
8.2015e-01 1.0549e+03 2.2909e+02
8.2424e-01 1.0520e+03 2.2806e+02
8.2833e-01 1.0490e+03 2.2676e+02
8.3243e-01 1.0490e+03 2.2583e+02
8.3652e-01 1.0409e+03 2.2371e+02
8.4061e-01 1.0399e+03 2.2249e+02
8.4470e-01 1.0356e+03 2.2102e+02
8.4879e-01 1.0306e+03 2.1952e+02
8.5288e-01 1.0333e+03 2.1979e+02
8.5697e-01 1.0288e+03 2.1778e+02
8.6106e-01 1.0255e+03 2.1667e+02
8.6515e-01 1.0227e+03 2.1566e+02
8.6923e-01 1.0224e+03 2.1527e+02
8.7333e-01 1.0176e+03 2.1313e+02
8.7743e-01 1.0138e+03 2.1230e+02
8.8151e-01 1.0136e+03 2.1153e+02
8.8560e-01 1.0082e+03 2.0988e+02
8.8969e-01 1.0051e+03 2.0881e+02
8.9378e-01 1.0067e+03 2.0856e+02
8.9788e-01 9.9919e+02 2.0611e+02
9.0196e-01 9.9686e+02 2.0569e+02
9.0605e-01 9.9772e+02 2.0483e+02
9.1015e-01 9.9351e+02 2.0299e+02
9.1424e-01 9.9060e+02 2.0244e+02
9.1833e-01 9.9010e+02 2.0168e+02
9.2242e-01 9.8573e+02 2.0043e+02
9.2651e-01 9.8451e+02 1.9979e+02
9.3060e-01 9.8046e+02 1.9830e+02
9.3469e-01 9.7956e+02 1.9774e+02
9.3879e-01 9.7718e+02 1.9687e+02
9.4287e-01 9.7381e+02 1.9540e+02
9.4696e-01 9.7261e+02 1.9460e+02
9.5105e-01 9.7039e+02 1.9391e+02
9.5515e-01 9.6864e+02 1.9357e+02
9.5924e-01 9.6161e+02 1.9149e+02
9.6333e-01 9.6106e+02 1.9078e+02
9.6742e-01 9.6018e+02 1.9030e+02
9.7151e-01 9.5668e+02 1.8882e+02
9.7559e-01 9.5664e+02 1.8826e+02
9.7968e-01 9.5314e+02 1.8758e+02
9.8377e-01 9.5097e+02 1.8661e+02
9.8787e-01 9.4953e+02 1.8587e+02
9.9196e-01 9.4492e+02 1.8409e+02
9.9605e-01 9.4407e+02 1.8381e+02
1.0002e+00 9.4402e+02 1.8324e+02
1.0042e+00 9.3859e+02 1.8214e+02
1.0083e+00 9.3772e+02 1.8137e+02
1.0124e+00 9.3538e+02 1.8052e+02
1.0165e+00 9.3427e+02 1.7963e+02
1.0206e+00 9.3286e+02 1.7862e+02
1.0247e+00 9.3057e+02 1.7803e+02
1.0288e+00 9.2723e+02 1.7743e+02
1.0329e+00 9.2647e+02 1.7657e+02
1.0370e+00 9.2337e+02 1.7580e+02
1.0410e+00 9.2140e+02 1.7488e+02
1.0451e+00 9.1876e+02 1.7363e+02
1.0492e+00 9.1943e+02 1.7372e+02
1.0533e+00 9.1249e+02 1.7209e+02
1.0574e+00 9.1471e+02 1.7212e+02
1.0615e+00 9.1157e+02 1.7081e+02
1.0656e+00 9.1113e+02 1.7058e+02
1.0697e+00 9.0819e+02 1.6961e+02
1.0738e+00 9.0608e+02 1.6927e+02
1.0779e+00 9.0439e+02 1.6849e+02
1.0820e+00 9.0264e+02 1.6745e+02
1.0860e+00 9.0129e+02 1.6731e+02
1.0901e+00 8.9724e+02 1.6604e+02
1.0942e+00 8.9675e+02 1.6534e+02
1.0983e+00 8.9525e+02 1.6504e+02
1.1024e+00 8.9428e+02 1.6429e+02
1.1065e+00 8.9040e+02 1.6329e+02
1.1106e+00 8.8884e+02 1.6293e+02
1.1147e+00 8.8888e+02 1.6236e+02
1.1188e+00 8.8502e+02 1.6104e+02
1.1229e+00 8.8423e+02 1.6080e+02
1.1270e+00 8.8105e+02 1.5971e+02
1.1310e+00 8.8130e+02 1.5967e+02
1.1351e+00 8.7849e+02 1.5929e+02
1.1392e+00 8.7840e+02 1.5862e+02
1.1433e+00 8.7431e+02 1.5721e+02
1.1474e+00 8.7491e+02 1.5748e+02
