# Real space auto- and cross-spectra.
# z=0.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.81935e+04     1.86250e+04     2.03731e+04
    1.04717e-02     1.49616e+04     1.62408e+04     1.97011e+04
    1.42665e-02     2.06397e+04     2.10090e+04     2.37939e+04
    1.81228e-02     1.79186e+04     1.81004e+04     2.06770e+04
    2.24845e-02     2.05009e+04     2.07162e+04     2.29688e+04
    2.64508e-02     1.88349e+04     1.88293e+04     2.10943e+04
    3.04474e-02     1.77858e+04     1.78675e+04     1.99944e+04
    3.47320e-02     1.38407e+04     1.40821e+04     1.64132e+04
    3.88308e-02     1.44387e+04     1.42718e+04     1.62156e+04
    4.28140e-02     1.28984e+04     1.25533e+04     1.43090e+04
    4.68856e-02     1.21017e+04     1.15845e+04     1.30050e+04
    5.09858e-02     1.12215e+04     1.06839e+04     1.22031e+04
    5.51458e-02     1.07491e+04     1.00832e+04     1.14482e+04
    5.92243e-02     1.04095e+04     9.80209e+03     1.11872e+04
    6.32864e-02     9.74247e+03     9.12332e+03     1.03989e+04
    6.73674e-02     9.20750e+03     8.44572e+03     9.65636e+03
    7.14960e-02     8.47924e+03     7.82884e+03     9.07630e+03
    7.55894e-02     8.51040e+03     7.77800e+03     8.87785e+03
    7.96660e-02     7.98555e+03     7.27494e+03     8.39934e+03
    8.38183e-02     7.53739e+03     6.66346e+03     7.67401e+03
    8.78941e-02     6.73622e+03     5.92873e+03     6.99994e+03
    9.19238e-02     6.26941e+03     5.31847e+03     6.19955e+03
    9.60446e-02     5.93004e+03     5.00008e+03     5.93152e+03
    1.00128e-01     5.77677e+03     4.81070e+03     5.71007e+03
    1.04209e-01     5.36352e+03     4.40340e+03     5.22877e+03
    1.08333e-01     5.33895e+03     4.31190e+03     5.10643e+03
    1.12448e-01     5.07123e+03     4.06605e+03     4.82232e+03
    1.16521e-01     4.99814e+03     4.02019e+03     4.80153e+03
