# Real space h-h auto- and h-m cross-spectra.
# z=0.500, 13.000<lgM<13.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     2.22811e+04     1.10980e+04
    1.04717e-02     3.38160e+04     1.87465e+04
    1.42665e-02     4.36566e+04     2.52636e+04
    1.81228e-02     4.12789e+04     2.31500e+04
    2.24845e-02     3.71585e+04     2.08069e+04
    2.64508e-02     3.55553e+04     2.02456e+04
    3.04474e-02     3.26119e+04     1.82165e+04
    3.47320e-02     3.00005e+04     1.66455e+04
    3.88308e-02     2.70567e+04     1.46633e+04
    4.28140e-02     2.49486e+04     1.33660e+04
    4.68856e-02     2.49969e+04     1.33191e+04
    5.09858e-02     2.18192e+04     1.18783e+04
    5.51458e-02     1.98029e+04     1.02639e+04
    5.92243e-02     2.11515e+04     1.10315e+04
    6.32864e-02     1.94657e+04     9.94849e+03
    6.73674e-02     1.88998e+04     9.51901e+03
    7.14960e-02     1.72493e+04     8.65058e+03
    7.55894e-02     1.67968e+04     8.40255e+03
    7.96660e-02     1.64324e+04     8.05158e+03
    8.38183e-02     1.51071e+04     7.32779e+03
    8.78941e-02     1.40590e+04     6.61054e+03
    9.19238e-02     1.35390e+04     6.31759e+03
    9.60446e-02     1.30135e+04     6.00897e+03
    1.00128e-01     1.20063e+04     5.37798e+03
    1.04209e-01     1.11337e+04     4.95727e+03
    1.08333e-01     1.08588e+04     4.66921e+03
    1.12448e-01     1.08536e+04     4.65591e+03
    1.16521e-01     1.04863e+04     4.44452e+03
    1.20596e-01     9.98321e+03     4.19973e+03
    1.24665e-01     9.82073e+03     4.07586e+03
    1.28771e-01     9.90713e+03     4.06724e+03
    1.32874e-01     9.66535e+03     3.93865e+03
    1.36975e-01     9.32117e+03     3.76596e+03
    1.41075e-01     9.08215e+03     3.53508e+03
    1.45172e-01     8.86611e+03     3.44615e+03
    1.49268e-01     8.31935e+03     3.15014e+03
    1.53330e-01     8.26273e+03     3.07828e+03
    1.57416e-01     7.90510e+03     2.91443e+03
    1.61514e-01     7.70260e+03     2.79670e+03
    1.65592e-01     7.58920e+03     2.66192e+03
    1.69693e-01     7.32904e+03     2.55462e+03
    1.73803e-01     7.17979e+03     2.48010e+03
    1.77905e-01     7.12654e+03     2.44232e+03
    1.82001e-01     7.07990e+03     2.38377e+03
    1.86092e-01     6.99014e+03     2.33168e+03
    1.90161e-01     6.90095e+03     2.25509e+03
    1.94237e-01     6.72055e+03     2.18432e+03
    1.98334e-01     6.55699e+03     2.10159e+03
    2.02427e-01     6.56386e+03     2.07340e+03
    2.06523e-01     6.43872e+03     2.01492e+03
    2.10626e-01     6.25206e+03     1.91629e+03
    2.14724e-01     6.21666e+03     1.84943e+03
    2.18827e-01     6.07615e+03     1.81904e+03
    2.22903e-01     5.93935e+03     1.73019e+03
    2.26990e-01     5.98273e+03     1.73365e+03
    2.31084e-01     5.87547e+03     1.67045e+03
    2.35153e-01     5.80236e+03     1.62382e+03
    2.39244e-01     5.73714e+03     1.59834e+03
    2.43338e-01     5.67770e+03     1.55513e+03
    2.47445e-01     5.59901e+03     1.50873e+03
    2.51539e-01     5.48369e+03     1.46564e+03
    2.55609e-01     5.48153e+03     1.45644e+03
    2.59718e-01     5.42885e+03     1.42175e+03
    2.63814e-01     5.30279e+03     1.35886e+03
    2.67904e-01     5.30736e+03     1.35465e+03
    2.71993e-01     5.27979e+03     1.32477e+03
    2.76068e-01     5.16554e+03     1.27886e+03
    2.80171e-01     5.08771e+03     1.25016e+03
    2.84268e-01     5.10171e+03     1.22070e+03
    2.88346e-01     5.08607e+03     1.21823e+03
    2.92426e-01     4.99369e+03     1.18190e+03
    2.96514e-01     4.92184e+03     1.14830e+03
    3.00627e-01     4.91533e+03     1.13058e+03
    3.04729e-01     4.90055e+03     1.10859e+03
    3.08821e-01     4.85098e+03     1.09065e+03
    3.12919e-01     4.82316e+03     1.08315e+03
    3.16999e-01     4.77478e+03     1.05784e+03
    3.21078e-01     4.74088e+03     1.03342e+03
    3.25167e-01     4.67905e+03     1.01736e+03
    3.29247e-01     4.64144e+03     1.00121e+03
    3.33333e-01     4.61644e+03     9.67682e+02
    3.37443e-01     4.65010e+03     9.72932e+02
    3.41545e-01     4.61047e+03     9.41845e+02
    3.45625e-01     4.55778e+03     9.39134e+02
    3.49715e-01     4.56436e+03     9.18476e+02
    3.53817e-01     4.50891e+03     9.03235e+02
    3.57906e-01     4.46667e+03     8.83540e+02
    3.61975e-01     4.45204e+03     8.73778e+02
    3.66071e-01     4.41114e+03     8.56488e+02
    3.70189e-01     4.39785e+03     8.46453e+02
    3.74277e-01     4.38494e+03     8.28993e+02
    3.78356e-01     4.35043e+03     8.14080e+02
    3.82448e-01     4.35100e+03     8.13378e+02
    3.86535e-01     4.29234e+03     7.95547e+02
    3.90624e-01     4.26409e+03     7.84510e+02
    3.94706e-01     4.28233e+03     7.74612e+02
    3.98794e-01     4.26432e+03     7.71227e+02
    4.02896e-01     4.22150e+03     7.50071e+02
    4.06986e-01     4.18636e+03     7.40177e+02
    4.11069e-01     4.19801e+03     7.34836e+02
    4.15170e-01     4.16599e+03     7.19009e+02
    4.19263e-01     4.15182e+03     7.17346e+02
    4.23353e-01     4.15039e+03     7.07801e+02
    4.27447e-01     4.12952e+03     6.96269e+02
    4.31534e-01     4.09207e+03     6.81259e+02
    4.35624e-01     4.06964e+03     6.78107e+02
    4.39718e-01     4.04817e+03     6.65583e+02
    4.43804e-01     4.06513e+03     6.61331e+02
    4.47892e-01     4.01909e+03     6.50724e+02
    4.51977e-01     3.99363e+03     6.41342e+02
    4.56067e-01     4.00495e+03     6.36109e+02
    4.60165e-01     3.98780e+03     6.25825e+02
    4.64260e-01     3.95661e+03     6.19673e+02
    4.68355e-01     3.93649e+03     6.09060e+02
    4.72450e-01     3.95615e+03     6.06918e+02
    4.76540e-01     3.92804e+03     5.97932e+02
    4.80633e-01     3.91399e+03     5.91739e+02
    4.84718e-01     3.92183e+03     5.85309e+02
    4.88794e-01     3.92066e+03     5.83441e+02
    4.92888e-01     3.83774e+03     5.69505e+02
    4.96984e-01     3.85684e+03     5.65906e+02
    5.01073e-01     3.85828e+03     5.60008e+02
