# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.5981e+04 7.9102e+03
1.0472e-02 4.0063e+04 1.9128e+04
1.4266e-02 3.9935e+04 1.8801e+04
1.8123e-02 4.5190e+04 2.1955e+04
2.2484e-02 3.7401e+04 1.8152e+04
2.6451e-02 3.2661e+04 1.5749e+04
3.0447e-02 2.9339e+04 1.4153e+04
3.4732e-02 2.9497e+04 1.4344e+04
3.8831e-02 2.3214e+04 1.1360e+04
4.2814e-02 2.2730e+04 1.1095e+04
4.6886e-02 2.0491e+04 9.9790e+03
5.0986e-02 1.7542e+04 8.4327e+03
5.5146e-02 1.7180e+04 8.2797e+03
5.9224e-02 1.6898e+04 8.1372e+03
6.3286e-02 1.6759e+04 8.0243e+03
6.7367e-02 1.4755e+04 7.0643e+03
7.1496e-02 1.4825e+04 7.0448e+03
7.5589e-02 1.3922e+04 6.6302e+03
7.9666e-02 1.2835e+04 6.0859e+03
8.3818e-02 1.2372e+04 5.8296e+03
8.7894e-02 1.1448e+04 5.3552e+03
9.1924e-02 1.0324e+04 4.8181e+03
9.6045e-02 9.8811e+03 4.5733e+03
1.0013e-01 9.1289e+03 4.2217e+03
1.0421e-01 8.9301e+03 4.0700e+03
1.0833e-01 8.4862e+03 3.8422e+03
1.1245e-01 7.9173e+03 3.5720e+03
1.1652e-01 7.7142e+03 3.4833e+03
1.2060e-01 7.5199e+03 3.3818e+03
1.2466e-01 7.2809e+03 3.2574e+03
1.2877e-01 7.1491e+03 3.1914e+03
1.3287e-01 7.0508e+03 3.1179e+03
1.3698e-01 6.6539e+03 2.9229e+03
1.4107e-01 6.3764e+03 2.7873e+03
1.4517e-01 6.0843e+03 2.6502e+03
1.4927e-01 5.9106e+03 2.5492e+03
1.5333e-01 5.6312e+03 2.4129e+03
1.5742e-01 5.4349e+03 2.3149e+03
1.6151e-01 5.0862e+03 2.1527e+03
1.6559e-01 4.9682e+03 2.0787e+03
1.6969e-01 4.8315e+03 2.0246e+03
1.7380e-01 4.6888e+03 1.9573e+03
1.7790e-01 4.6742e+03 1.9400e+03
1.8200e-01 4.5196e+03 1.8614e+03
1.8609e-01 4.4371e+03 1.8199e+03
1.9016e-01 4.3363e+03 1.7791e+03
1.9424e-01 4.2893e+03 1.7451e+03
1.9833e-01 4.2072e+03 1.6996e+03
2.0243e-01 4.0237e+03 1.6182e+03
2.0652e-01 3.8835e+03 1.5484e+03
2.1063e-01 3.8756e+03 1.5376e+03
2.1472e-01 3.7251e+03 1.4634e+03
2.1883e-01 3.5986e+03 1.4056e+03
2.2290e-01 3.5379e+03 1.3740e+03
2.2699e-01 3.4766e+03 1.3368e+03
2.3108e-01 3.3618e+03 1.2838e+03
