# Real space auto- and cross-spectra.
# z=2.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm            P_mm
    0.00000e+00     0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.68357e+04     7.30434e+03     3.26995e+03
    1.04717e-02     1.58713e+04     6.72748e+03     2.95153e+03
    1.42665e-02     2.05847e+04     8.91713e+03     3.98310e+03
    1.81228e-02     2.40612e+04     1.04310e+04     4.65298e+03
    2.24845e-02     2.13382e+04     9.16752e+03     4.06355e+03
    2.64508e-02     1.92126e+04     8.31863e+03     3.71598e+03
    3.04474e-02     1.91435e+04     8.13988e+03     3.57655e+03
    3.47320e-02     1.91988e+04     8.16873e+03     3.58005e+03
    3.88308e-02     1.56032e+04     6.47310e+03     2.78937e+03
    4.28140e-02     1.32945e+04     5.57911e+03     2.44687e+03
    4.68856e-02     1.23047e+04     5.13567e+03     2.25375e+03
    5.09858e-02     1.16494e+04     4.89309e+03     2.16316e+03
    5.51458e-02     1.12852e+04     4.65145e+03     2.01627e+03
    5.92243e-02     1.07615e+04     4.46927e+03     1.96660e+03
    6.32864e-02     1.03941e+04     4.29995e+03     1.88440e+03
    6.73674e-02     9.92036e+03     4.11990e+03     1.82252e+03
    7.14960e-02     9.19630e+03     3.77252e+03     1.65107e+03
    7.55894e-02     8.83221e+03     3.61110e+03     1.57812e+03
    7.96660e-02     8.24842e+03     3.35061e+03     1.46744e+03
    8.38183e-02     7.76023e+03     3.11541e+03     1.35797e+03
    8.78941e-02     7.07972e+03     2.84350e+03     1.24627e+03
    9.19238e-02     6.81089e+03     2.69373e+03     1.16613e+03
    9.60446e-02     6.04412e+03     2.37277e+03     1.03273e+03
    1.00128e-01     5.85658e+03     2.28193e+03     9.89646e+02
    1.04209e-01     5.54243e+03     2.15103e+03     9.33089e+02
    1.08333e-01     5.18560e+03     1.98774e+03     8.61367e+02
    1.12448e-01     5.05931e+03     1.92919e+03     8.32345e+02
    1.16521e-01     5.02068e+03     1.91012e+03     8.22202e+02
    1.20596e-01     4.78582e+03     1.81286e+03     7.84273e+02
    1.24665e-01     4.58142e+03     1.74178e+03     7.57738e+02
    1.28771e-01     4.54950e+03     1.70847e+03     7.36532e+02
    1.32874e-01     4.51120e+03     1.68084e+03     7.19326e+02
    1.36975e-01     4.33039e+03     1.60162e+03     6.86325e+02
    1.41075e-01     4.10281e+03     1.50688e+03     6.46296e+02
    1.45172e-01     3.88589e+03     1.41927e+03     6.10919e+02
    1.49268e-01     3.68070e+03     1.32400e+03     5.66326e+02
    1.53330e-01     3.51996e+03     1.25711e+03     5.37855e+02
    1.57416e-01     3.37647e+03     1.19364e+03     5.10355e+02
    1.61514e-01     3.22346e+03     1.12424e+03     4.78435e+02
    1.65592e-01     3.22023e+03     1.12141e+03     4.76757e+02
    1.69693e-01     3.05056e+03     1.04492e+03     4.44012e+02
    1.73803e-01     2.98668e+03     1.02488e+03     4.35476e+02
    1.77905e-01     2.91635e+03     9.92442e+02     4.22110e+02
    1.82001e-01     2.82759e+03     9.62881e+02     4.10006e+02
    1.86092e-01     2.76483e+03     9.26281e+02     3.92789e+02
    1.90161e-01     2.69468e+03     9.05683e+02     3.87243e+02
    1.94237e-01     2.69049e+03     8.91796e+02     3.76646e+02
    1.98334e-01     2.65319e+03     8.73138e+02     3.67482e+02
    2.02427e-01     2.54839e+03     8.36435e+02     3.54597e+02
    2.06523e-01     2.49671e+03     8.10293e+02     3.41874e+02
    2.10626e-01     2.43940e+03     7.86087e+02     3.31145e+02
    2.14724e-01     2.38274e+03     7.55221e+02     3.16558e+02
    2.18827e-01     2.28088e+03     7.21263e+02     3.04329e+02
    2.22903e-01     2.22648e+03     6.92605e+02     2.90654e+02
    2.26990e-01     2.16286e+03     6.67379e+02     2.79772e+02
    2.31084e-01     2.14395e+03     6.54178e+02     2.72108e+02
    2.35153e-01     2.07793e+03     6.30639e+02     2.64227e+02
    2.39244e-01     2.03453e+03     6.09643e+02     2.54185e+02
    2.43338e-01     2.01827e+03     6.06590e+02     2.54004e+02
    2.47445e-01     1.99803e+03     5.93236e+02     2.46470e+02
