# Real space h-h auto- and h-m cross-spectra.
# z=2.000, 12.000<lgM<12.500
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.32041e+04     5.87099e+03
    1.04717e-02     1.92484e+04     8.24677e+03
    1.42665e-02     2.63493e+04     1.16101e+04
    1.81228e-02     2.47863e+04     1.06296e+04
    2.24845e-02     2.12647e+04     9.12414e+03
    2.64508e-02     2.04832e+04     8.75672e+03
    3.04474e-02     1.68969e+04     7.25449e+03
    3.47320e-02     1.52053e+04     6.44634e+03
    3.88308e-02     1.49915e+04     6.32536e+03
    4.28140e-02     1.35312e+04     5.75137e+03
    4.68856e-02     1.33032e+04     5.60541e+03
    5.09858e-02     1.20630e+04     5.00828e+03
    5.51458e-02     1.13250e+04     4.72655e+03
    5.92243e-02     1.05870e+04     4.40476e+03
    6.32864e-02     1.00822e+04     4.19211e+03
    6.73674e-02     9.87593e+03     3.99801e+03
    7.14960e-02     9.43093e+03     3.87651e+03
    7.55894e-02     8.74332e+03     3.56406e+03
    7.96660e-02     8.14586e+03     3.29210e+03
    8.38183e-02     7.82620e+03     3.14944e+03
    8.78941e-02     7.22759e+03     2.88306e+03
    9.19238e-02     6.35723e+03     2.52575e+03
    9.60446e-02     6.09983e+03     2.39575e+03
    1.00128e-01     5.82847e+03     2.27993e+03
    1.04209e-01     5.50194e+03     2.12383e+03
    1.08333e-01     5.15868e+03     1.97567e+03
    1.12448e-01     5.14518e+03     1.96708e+03
    1.16521e-01     4.96744e+03     1.89355e+03
    1.20596e-01     4.78301e+03     1.82321e+03
    1.24665e-01     4.55090e+03     1.71449e+03
    1.28771e-01     4.63355e+03     1.74758e+03
    1.32874e-01     4.44339e+03     1.65769e+03
    1.36975e-01     4.25559e+03     1.58709e+03
    1.41075e-01     4.13339e+03     1.52501e+03
    1.45172e-01     3.88037e+03     1.42581e+03
    1.49268e-01     3.67367e+03     1.32563e+03
    1.53330e-01     3.55916e+03     1.27509e+03
    1.57416e-01     3.35871e+03     1.19176e+03
    1.61514e-01     3.34346e+03     1.16666e+03
    1.65592e-01     3.17259e+03     1.10471e+03
    1.69693e-01     3.04410e+03     1.04689e+03
    1.73803e-01     2.91857e+03     1.00125e+03
    1.77905e-01     2.90606e+03     9.89449e+02
    1.82001e-01     2.85780e+03     9.69463e+02
    1.86092e-01     2.81464e+03     9.46582e+02
    1.90161e-01     2.75364e+03     9.24960e+02
    1.94237e-01     2.63038e+03     8.73335e+02
    1.98334e-01     2.58535e+03     8.55007e+02
    2.02427e-01     2.57706e+03     8.40090e+02
    2.06523e-01     2.48565e+03     8.05231e+02
    2.10626e-01     2.41347e+03     7.75986e+02
    2.14724e-01     2.33433e+03     7.43418e+02
    2.18827e-01     2.29708e+03     7.22012e+02
    2.22903e-01     2.21659e+03     6.91153e+02
    2.26990e-01     2.14651e+03     6.66048e+02
    2.31084e-01     2.14370e+03     6.55197e+02
    2.35153e-01     2.06801e+03     6.26442e+02
    2.39244e-01     2.04878e+03     6.19695e+02
    2.43338e-01     2.00957e+03     6.04491e+02
    2.47445e-01     1.99952e+03     5.92604e+02
    2.51539e-01     1.95410e+03     5.76095e+02
    2.55609e-01     1.93484e+03     5.64567e+02
    2.59718e-01     1.90322e+03     5.52668e+02
    2.63814e-01     1.86048e+03     5.37490e+02
    2.67904e-01     1.83602e+03     5.27438e+02
    2.71993e-01     1.79955e+03     5.09233e+02
    2.76068e-01     1.78061e+03     5.01181e+02
    2.80171e-01     1.74384e+03     4.84611e+02
    2.84268e-01     1.69815e+03     4.68043e+02
    2.88346e-01     1.65372e+03     4.51609e+02
    2.92426e-01     1.66287e+03     4.50025e+02
    2.96514e-01     1.61908e+03     4.35080e+02
    3.00627e-01     1.60889e+03     4.26590e+02
    3.04729e-01     1.58598e+03     4.20501e+02
    3.08821e-01     1.56530e+03     4.10276e+02
    3.12919e-01     1.55407e+03     4.05680e+02
    3.16999e-01     1.51398e+03     3.91248e+02
    3.21078e-01     1.50899e+03     3.85680e+02
    3.25167e-01     1.48861e+03     3.78971e+02
    3.29247e-01     1.47626e+03     3.71280e+02
    3.33333e-01     1.44239e+03     3.60700e+02
    3.37443e-01     1.44610e+03     3.57053e+02
    3.41545e-01     1.41807e+03     3.50153e+02
    3.45625e-01     1.40533e+03     3.39942e+02
    3.49715e-01     1.40295e+03     3.39006e+02
    3.53817e-01     1.37048e+03     3.29804e+02
    3.57906e-01     1.34777e+03     3.21291e+02
    3.61975e-01     1.34051e+03     3.16787e+02
    3.66071e-01     1.32156e+03     3.10905e+02
    3.70189e-01     1.31999e+03     3.05495e+02
    3.74277e-01     1.30331e+03     3.00968e+02
    3.78356e-01     1.29190e+03     2.94522e+02
    3.82448e-01     1.27567e+03     2.89162e+02
    3.86535e-01     1.25231e+03     2.82414e+02
    3.90624e-01     1.25389e+03     2.79111e+02
    3.94706e-01     1.23901e+03     2.74049e+02
    3.98794e-01     1.23378e+03     2.70733e+02
    4.02896e-01     1.21322e+03     2.64311e+02
    4.06986e-01     1.21098e+03     2.63475e+02
    4.11069e-01     1.18607e+03     2.54917e+02
    4.15170e-01     1.19107e+03     2.55019e+02
    4.19263e-01     1.16367e+03     2.45760e+02
    4.23353e-01     1.15942e+03     2.43791e+02
    4.27447e-01     1.15085e+03     2.39809e+02
    4.31534e-01     1.14157e+03     2.36694e+02
    4.35624e-01     1.13050e+03     2.32422e+02
    4.39718e-01     1.13094e+03     2.30793e+02
    4.43804e-01     1.11936e+03     2.27381e+02
    4.47892e-01     1.11400e+03     2.24254e+02
    4.51977e-01     1.09984e+03     2.19356e+02
    4.56067e-01     1.09555e+03     2.17170e+02
    4.60165e-01     1.09026e+03     2.14356e+02
    4.64260e-01     1.07940e+03     2.10872e+02
    4.68355e-01     1.07505e+03     2.08830e+02
    4.72450e-01     1.07004e+03     2.05926e+02
    4.76540e-01     1.05732e+03     2.02021e+02
    4.80633e-01     1.05251e+03     1.99400e+02
    4.84718e-01     1.04660e+03     1.97771e+02
    4.88794e-01     1.03728e+03     1.94063e+02
    4.92888e-01     1.03464e+03     1.92676e+02
    4.96984e-01     1.02803e+03     1.89280e+02
    5.01073e-01     1.02326e+03     1.87171e+02
    5.05169e-01     1.01427e+03     1.84489e+02
    5.09268e-01     1.00741e+03     1.81883e+02
    5.13369e-01     1.00015e+03     1.79980e+02
    5.17441e-01     9.93353e+02     1.76991e+02
    5.21516e-01     9.81936e+02     1.73736e+02
    5.25611e-01     9.82219e+02     1.72334e+02
    5.29706e-01     9.76183e+02     1.70409e+02
    5.33801e-01     9.71788e+02     1.68946e+02
    5.37888e-01     9.62472e+02     1.66171e+02
    5.41985e-01     9.63817e+02     1.65129e+02
    5.46091e-01     9.57051e+02     1.63026e+02
    5.50174e-01     9.48983e+02     1.60519e+02
    5.54252e-01     9.48255e+02     1.59675e+02
    5.58346e-01     9.40609e+02     1.57148e+02
    5.62439e-01     9.35945e+02     1.54958e+02
    5.66527e-01     9.31525e+02     1.52545e+02
    5.70616e-01     9.24694e+02     1.51165e+02
    5.74707e-01     9.24856e+02     1.50320e+02
    5.78798e-01     9.17374e+02     1.48258e+02
    5.82883e-01     9.13465e+02     1.46893e+02
    5.86977e-01     9.05816e+02     1.45020e+02
    5.91070e-01     9.06032e+02     1.43486e+02
    5.95166e-01     9.00944e+02     1.42478e+02
