# Real space h-h auto- and h-m cross-spectra.
# z=0.000, 12.500<lgM<13.000
#      k[h/Mpc]            P_hh            P_hm
    0.00000e+00     0.00000e+00     0.00000e+00
    5.79404e-03     1.11874e+04     1.07409e+04
    1.04717e-02     1.82233e+04     1.77031e+04
    1.42665e-02     2.12009e+04     2.28513e+04
    1.81228e-02     2.07920e+04     2.10110e+04
    2.24845e-02     1.96042e+04     1.95401e+04
    2.64508e-02     1.80945e+04     1.87415e+04
    3.04474e-02     1.67881e+04     1.69579e+04
    3.47320e-02     1.56047e+04     1.55186e+04
    3.88308e-02     1.34126e+04     1.34028e+04
    4.28140e-02     1.24162e+04     1.21390e+04
    4.68856e-02     1.25710e+04     1.21905e+04
    5.09858e-02     1.17180e+04     1.12326e+04
    5.51458e-02     1.01100e+04     9.40717e+03
    5.92243e-02     1.07211e+04     1.01104e+04
    6.32864e-02     9.63255e+03     9.03027e+03
    6.73674e-02     9.28689e+03     8.61581e+03
    7.14960e-02     8.44465e+03     7.77700e+03
    7.55894e-02     8.28049e+03     7.56176e+03
    7.96660e-02     7.92151e+03     7.13009e+03
    8.38183e-02     7.36781e+03     6.56613e+03
    8.78941e-02     6.73655e+03     5.84873e+03
    9.19238e-02     6.54173e+03     5.64439e+03
    9.60446e-02     6.24224e+03     5.36348e+03
    1.00128e-01     5.57087e+03     4.68746e+03
    1.04209e-01     5.40911e+03     4.40313e+03
    1.08333e-01     5.14643e+03     4.15910e+03
    1.12448e-01     5.08843e+03     4.10053e+03
    1.16521e-01     4.95147e+03     3.92617e+03
    1.20596e-01     4.72082e+03     3.68493e+03
    1.24665e-01     4.56643e+03     3.57343e+03
    1.28771e-01     4.52880e+03     3.51527e+03
    1.32874e-01     4.33814e+03     3.33722e+03
    1.36975e-01     4.30909e+03     3.24619e+03
    1.41075e-01     3.98926e+03     2.98374e+03
    1.45172e-01     3.91590e+03     2.90847e+03
    1.49268e-01     3.74337e+03     2.72138e+03
    1.53330e-01     3.67249e+03     2.60803e+03
    1.57416e-01     3.58817e+03     2.51749e+03
    1.61514e-01     3.41504e+03     2.38599e+03
    1.65592e-01     3.27637e+03     2.23944e+03
    1.69693e-01     3.17759e+03     2.14635e+03
    1.73803e-01     3.17056e+03     2.09782e+03
    1.77905e-01     3.11751e+03     2.06855e+03
    1.82001e-01     3.06136e+03     2.01758e+03
    1.86092e-01     3.01248e+03     1.95338e+03
    1.90161e-01     2.94964e+03     1.86428e+03
    1.94237e-01     2.86984e+03     1.80908e+03
    1.98334e-01     2.79751e+03     1.74290e+03
    2.02427e-01     2.76049e+03     1.69866e+03
    2.06523e-01     2.68710e+03     1.64523e+03
    2.10626e-01     2.59298e+03     1.54997e+03
    2.14724e-01     2.55543e+03     1.50567e+03
    2.18827e-01     2.52587e+03     1.45948e+03
    2.22903e-01     2.46099e+03     1.41344e+03
    2.26990e-01     2.44372e+03     1.38948e+03
    2.31084e-01     2.42037e+03     1.36203e+03
    2.35153e-01     2.35837e+03     1.31038e+03
    2.39244e-01     2.32334e+03     1.27788e+03
    2.43338e-01     2.31566e+03     1.24924e+03
    2.47445e-01     2.25610e+03     1.19844e+03
    2.51539e-01     2.22126e+03     1.16978e+03
    2.55609e-01     2.21738e+03     1.15325e+03
    2.59718e-01     2.18030e+03     1.11899e+03
    2.63814e-01     2.13851e+03     1.06978e+03
    2.67904e-01     2.11373e+03     1.06544e+03
    2.71993e-01     2.08081e+03     1.03171e+03
    2.76068e-01     2.06697e+03     1.00841e+03
    2.80171e-01     2.01767e+03     9.80391e+02
    2.84268e-01     2.00345e+03     9.51310e+02
    2.88346e-01     1.99442e+03     9.41881e+02
    2.92426e-01     1.97084e+03     9.12924e+02
    2.96514e-01     1.95702e+03     9.00178e+02
    3.00627e-01     1.91764e+03     8.62748e+02
    3.04729e-01     1.88447e+03     8.39089e+02
    3.08821e-01     1.87879e+03     8.29595e+02
    3.12919e-01     1.87069e+03     8.28544e+02
    3.16999e-01     1.82533e+03     7.96603e+02
    3.21078e-01     1.81822e+03     7.78057e+02
    3.25167e-01     1.80515e+03     7.63101e+02
    3.29247e-01     1.79769e+03     7.46562e+02
    3.33333e-01     1.77957e+03     7.27158e+02
    3.37443e-01     1.77006e+03     7.28481e+02
    3.41545e-01     1.74517e+03     7.02974e+02
    3.45625e-01     1.73612e+03     6.96989e+02
    3.49715e-01     1.71718e+03     6.78737e+02
    3.53817e-01     1.71650e+03     6.66841e+02
    3.57906e-01     1.67813e+03     6.48142e+02
    3.61975e-01     1.68133e+03     6.46996e+02
    3.66071e-01     1.67234e+03     6.28894e+02
