# k, phh, phm/ 
0.0000e+00 0.0000e+00 0.0000e+00
5.7940e-03 1.9260e+04 1.6882e+04
1.0472e-02 2.6534e+04 2.3109e+04
1.4266e-02 3.8141e+04 3.3325e+04
1.8123e-02 3.5068e+04 3.0159e+04
2.2484e-02 3.0155e+04 2.5919e+04
2.6451e-02 2.9056e+04 2.4800e+04
3.0447e-02 2.4252e+04 2.0781e+04
3.4732e-02 2.1350e+04 1.8127e+04
3.8831e-02 2.1229e+04 1.7902e+04
4.2814e-02 1.9242e+04 1.6324e+04
4.6886e-02 1.8468e+04 1.5659e+04
5.0986e-02 1.6549e+04 1.3963e+04
5.5146e-02 1.6170e+04 1.3530e+04
5.9224e-02 1.4801e+04 1.2370e+04
6.3286e-02 1.4043e+04 1.1768e+04
6.7367e-02 1.3118e+04 1.0930e+04
7.1496e-02 1.2822e+04 1.0713e+04
7.5589e-02 1.1997e+04 9.9571e+03
7.9666e-02 1.1007e+04 9.1333e+03
8.3818e-02 1.0582e+04 8.7261e+03
8.7894e-02 9.7256e+03 8.0015e+03
9.1924e-02 8.5777e+03 7.0729e+03
9.6045e-02 8.4116e+03 6.8251e+03
1.0013e-01 7.8621e+03 6.4327e+03
1.0421e-01 7.3871e+03 5.9840e+03
1.0833e-01 6.9643e+03 5.6212e+03
1.1245e-01 6.9527e+03 5.5866e+03
1.1652e-01 6.6304e+03 5.3540e+03
1.2060e-01 6.4714e+03 5.1776e+03
1.2466e-01 6.0258e+03 4.8269e+03
1.2877e-01 6.0775e+03 4.8935e+03
1.3287e-01 5.7906e+03 4.6316e+03
1.3698e-01 5.5686e+03 4.4398e+03
1.4107e-01 5.4124e+03 4.3099e+03
1.4517e-01 5.0363e+03 4.0054e+03
1.4927e-01 4.7967e+03 3.7803e+03
1.5333e-01 4.6877e+03 3.6912e+03
1.5742e-01 4.4465e+03 3.4964e+03
1.6151e-01 4.3505e+03 3.4161e+03
1.6559e-01 4.1937e+03 3.2673e+03
1.6969e-01 3.9956e+03 3.1101e+03
1.7380e-01 3.8571e+03 3.0014e+03
1.7790e-01 3.7821e+03 2.9322e+03
1.8200e-01 3.6876e+03 2.8524e+03
1.8609e-01 3.6241e+03 2.7853e+03
1.9016e-01 3.5419e+03 2.7324e+03
1.9424e-01 3.4060e+03 2.6140e+03
1.9833e-01 3.3236e+03 2.5439e+03
2.0243e-01 3.2512e+03 2.4962e+03
2.0652e-01 3.1727e+03 2.4142e+03
2.1063e-01 3.0923e+03 2.3395e+03
2.1472e-01 3.0092e+03 2.2840e+03
2.1883e-01 2.9039e+03 2.1943e+03
2.2290e-01 2.8484e+03 2.1407e+03
2.2699e-01 2.7900e+03 2.0978e+03
2.3108e-01 2.7137e+03 2.0461e+03
2.3515e-01 2.6786e+03 1.9938e+03
2.3924e-01 2.6023e+03 1.9434e+03
2.4334e-01 2.5830e+03 1.9176e+03
2.4744e-01 2.5355e+03 1.8738e+03
2.5154e-01 2.4573e+03 1.8133e+03
2.5561e-01 2.4280e+03 1.7950e+03
2.5972e-01 2.3768e+03 1.7524e+03
2.6381e-01 2.3454e+03 1.7198e+03
2.6790e-01 2.2798e+03 1.6708e+03
2.7199e-01 2.2448e+03 1.6395e+03
2.7607e-01 2.2099e+03 1.6057e+03
2.8017e-01 2.1891e+03 1.5873e+03
2.8427e-01 2.1427e+03 1.5544e+03
2.8835e-01 2.0939e+03 1.5138e+03
2.9243e-01 2.0517e+03 1.4788e+03
2.9651e-01 2.0389e+03 1.4618e+03
3.0063e-01 1.9972e+03 1.4315e+03
3.0473e-01 1.9921e+03 1.4282e+03
3.0882e-01 1.9458e+03 1.3927e+03
3.1292e-01 1.9210e+03 1.3659e+03
3.1700e-01 1.8879e+03 1.3405e+03
3.2108e-01 1.8758e+03 1.3299e+03
3.2517e-01 1.8437e+03 1.3013e+03
3.2925e-01 1.8000e+03 1.2685e+03
3.3333e-01 1.7827e+03 1.2606e+03
3.3744e-01 1.7674e+03 1.2414e+03
3.4154e-01 1.7547e+03 1.2241e+03
3.4562e-01 1.7292e+03 1.2074e+03
3.4972e-01 1.6991e+03 1.1838e+03
3.5382e-01 1.6847e+03 1.1696e+03
3.5791e-01 1.6599e+03 1.1505e+03
3.6198e-01 1.6326e+03 1.1296e+03
3.6607e-01 1.6227e+03 1.1212e+03
3.7019e-01 1.5951e+03 1.0986e+03
3.7428e-01 1.5851e+03 1.0899e+03
3.7836e-01 1.5602e+03 1.0700e+03
3.8245e-01 1.5371e+03 1.0536e+03
3.8653e-01 1.5402e+03 1.0529e+03
3.9062e-01 1.5075e+03 1.0300e+03
3.9471e-01 1.5081e+03 1.0220e+03
3.9879e-01 1.4909e+03 1.0088e+03
4.0290e-01 1.4699e+03 9.9480e+02
4.0699e-01 1.4543e+03 9.7822e+02
4.1107e-01 1.4348e+03 9.6644e+02
4.1517e-01 1.4247e+03 9.5817e+02
4.1926e-01 1.4161e+03 9.4955e+02
4.2335e-01 1.3892e+03 9.2836e+02
4.2745e-01 1.3856e+03 9.2371e+02
4.3153e-01 1.3732e+03 9.1502e+02
4.3562e-01 1.3667e+03 9.0668e+02
4.3972e-01 1.3519e+03 8.9872e+02
4.4380e-01 1.3397e+03 8.8667e+02
4.4789e-01 1.3315e+03 8.8103e+02
4.5198e-01 1.3143e+03 8.6658e+02
4.5607e-01 1.3083e+03 8.6156e+02
4.6017e-01 1.3014e+03 8.5495e+02
4.6426e-01 1.2898e+03 8.4276e+02
4.6835e-01 1.2782e+03 8.3325e+02
4.7245e-01 1.2668e+03 8.2336e+02
4.7654e-01 1.2601e+03 8.2134e+02
4.8063e-01 1.2463e+03 8.1079e+02
4.8472e-01 1.2506e+03 8.0701e+02
4.8879e-01 1.2272e+03 7.9031e+02
4.9289e-01 1.2234e+03 7.8932e+02
4.9698e-01 1.2133e+03 7.8077e+02
5.0107e-01 1.2017e+03 7.6947e+02
5.0517e-01 1.1982e+03 7.6768e+02
5.0927e-01 1.1885e+03 7.5760e+02
5.1337e-01 1.1755e+03 7.5019e+02
5.1744e-01 1.1733e+03 7.4639e+02
5.2152e-01 1.1650e+03 7.3918e+02
5.2561e-01 1.1570e+03 7.3171e+02
5.2971e-01 1.1489e+03 7.2531e+02
5.3380e-01 1.1395e+03 7.1857e+02
5.3789e-01 1.1328e+03 7.1313e+02
5.4199e-01 1.1273e+03 7.0774e+02
5.4609e-01 1.1162e+03 7.0144e+02
5.5017e-01 1.1171e+03 6.9770e+02
5.5425e-01 1.1097e+03 6.9112e+02
5.5835e-01 1.1021e+03 6.8617e+02
5.6244e-01 1.0956e+03 6.7878e+02
5.6653e-01 1.0892e+03 6.7599e+02
5.7062e-01 1.0782e+03 6.6640e+02
5.7471e-01 1.0780e+03 6.6613e+02
5.7880e-01 1.0711e+03 6.6024e+02
5.8288e-01 1.0639e+03 6.5384e+02
5.8698e-01 1.0531e+03 6.4536e+02
5.9107e-01 1.0581e+03 6.4899e+02
5.9517e-01 1.0457e+03 6.3901e+02
5.9926e-01 1.0463e+03 6.3782e+02
6.0335e-01 1.0343e+03 6.2758e+02
6.0745e-01 1.0355e+03 6.2968e+02
6.1154e-01 1.0306e+03 6.2503e+02
6.1562e-01 1.0243e+03 6.1995e+02
6.1970e-01 1.0187e+03 6.1585e+02
6.2379e-01 1.0157e+03 6.1255e+02
6.2789e-01 1.0074e+03 6.0662e+02
6.3199e-01 1.0047e+03 6.0099e+02
6.3607e-01 9.9944e+02 5.9789e+02
6.4016e-01 9.9650e+02 5.9455e+02
6.4424e-01 9.8990e+02 5.8981e+02
6.4834e-01 9.8305e+02 5.8495e+02
6.5243e-01 9.8092e+02 5.8323e+02
6.5651e-01 9.7513e+02 5.7826e+02
6.6061e-01 9.7398e+02 5.7597e+02
6.6471e-01 9.6944e+02 5.7102e+02
6.6880e-01 9.6326e+02 5.6891e+02
6.7289e-01 9.5994e+02 5.6363e+02
6.7698e-01 9.5814e+02 5.6237e+02
6.8107e-01 9.5028e+02 5.5641e+02
6.8516e-01 9.4876e+02 5.5328e+02
6.8925e-01 9.4060e+02 5.4887e+02
6.9334e-01 9.3990e+02 5.4839e+02
6.9743e-01 9.3266e+02 5.4118e+02
7.0153e-01 9.2841e+02 5.3743e+02
7.0562e-01 9.2810e+02 5.3822e+02
7.0971e-01 9.2673e+02 5.3587e+02
7.1380e-01 9.1982e+02 5.3034e+02
7.1789e-01 9.1862e+02 5.2827e+02
7.2198e-01 9.1620e+02 5.2512e+02
7.2606e-01 9.1141e+02 5.2154e+02
7.3015e-01 9.0768e+02 5.1840e+02
7.3424e-01 9.0371e+02 5.1582e+02
7.3834e-01 9.0558e+02 5.1506e+02
